股票代码,股票简称,所属概念,历史涨停原因类别,所属行业,code
002133,,物业管理;粮食概念;农业种植;乡村振兴;养老概念;玉米;互联网金融;机器人概念,,房地产-房地产-住宅开发,002133
002134,,PCB概念;专精特新;新能源汽车;军工;大飞机;天津自贸区;京津冀一体化;深股通,PCB概念+AI服务器+玻璃芯基板,电子-元件-印制电路板,002134
002135,,低空经济;储能;可控核聚变;装配式建筑;光伏概念;新型城镇化;一带一路;雄安新区;养老概念;光伏建筑一体化;PPP概念;乡村振兴;体育产业;绿色电力;深股通;融资融券,光伏EPC+10亿投资+可控核聚变+装配式建筑,建筑装饰-建筑装饰-专业工程,002135
002136,,钛白粉概念;磷化工;锂电池概念;国企改革,磷酸铁锂+钛白粉+国企改革,基础化工-化学原料-钛白粉,002136
002137,,先进封装;芯片概念;汽车电子;消费电子概念;无线耳机;5G;智能穿戴;光伏概念;华为概念;新能源汽车;物联网;抖音概念(字节概念);粤港澳大湾区;智能家居;区块链;数字经济;人民币贬值受益;文化传媒概念;网红经济;深股通,参股六度人和（腾讯投资）+间接持股宇树科技+先进封装,电子-光学光电子-LED,002137
002138,,PCB概念;共封装光学(CPO);6G概念;无线充电;5G;汽车电子;AI眼镜;消费电子概念;芯片概念;智能穿戴;传感器;小米概念;数据中心(AIDC);华为概念;新能源汽车;无人机;光伏概念;机器人概念;物联网;储能;固态电池;移动支付;燃料电池;创投;深股通;融资融券,被动元件+产品涨价+TLVR电感+元件+AI电感+钽电容+垂直供电,电子-元件-被动元件,002138
002139,,人形机器人;两轮车;新型工业化;AI应用;鸿蒙概念;机器人概念;AI智能体;机器视觉;DeepSeek概念;人工智能;安防;无人驾驶;阿里巴巴概念;低空经济;智能家居;物联网;养老概念;新能源汽车;智能座舱;人民币贬值受益;空气能热泵;无人机;粤港澳大湾区;充电桩;储能;无线耳机;智能电网;钠离子电池;高压快充;医美概念;数据中心(AIDC);锂电池概念;无线充电;光伏概念;绿色电力;深股通;融资融券,,电子-消费电子-消费电子零部件及组装,002139
002140,,煤化工概念;钛白粉概念;土壤修复;污水处理;PPP概念;光热发电;固废处理;可降解塑料;国企改革;石墨烯;POE胶膜;盐湖提锂;氢能源;一带一路;锂电池概念;融资融券;股权转让(并购重组);深股通,,建筑装饰-建筑装饰-专业工程,002140
002141,,动物疫苗;广东自贸区;锂电池概念;粤港澳大湾区;创投;独角兽概念;PCB概念;横琴新区;摘帽,覆铜板+PCB上游+扭亏为盈+PCB概念,电子-元件-印制电路板,002141
002142,,证金持股;共同富裕示范区;深股通;融资融券,,银行-银行-城商行,002142
002144,,共同富裕示范区;医疗器械概念;长三角一体化;互联网金融;碳纤维;2025年报预增;机器人概念;新能源汽车;比亚迪概念,,纺织服饰-纺织制造-其他纺织,002144
002145,,钛白粉概念;钒电池;磷化工;锂电池概念;动力电池回收;宁德时代概念;西部大开发;深股通;融资融券,,基础化工-化学原料-钛白粉,002145
002146,,特色小镇;物业管理;旅游概念;PPP概念;养老概念;京津冀一体化;雄安新区;一带一路;创投;低空经济;深股通;融资融券,,房地产-房地产-住宅开发,002146
002148,,车联网(车路协同);物联网;创投;抖音概念(字节概念);低空经济;京津冀一体化;网络游戏;手机游戏;无人机;机器人概念;5G;芯片概念;融资融券;深股通,,通信-通信服务-通信应用增值服务,002148
002149,,航空发动机;卫星导航;商业航天;可控核聚变;超导概念;军工;柔性屏(折叠屏);核电;海工装备;5G;专精特新;燃料电池;小金属概念;氢能源;医疗器械概念;俄乌冲突概念;西部大开发;国企改革;深股通;融资融券,商业航天+稀有金属+国企+章建平新进,有色金属-小金属-其他小金属,002149
002150,,储能;风电;充电桩;光伏概念;乡村振兴;一带一路;农机;人民币贬值受益;深股通;融资融券,光伏逆变器+储能+北美市占率,电力设备-光伏设备-逆变器,002150
002151,,卫星导航;军工信息化;商业航天;无人机;军工;星闪概念;军民融合;物联网;车联网(车路协同);低空经济;同花顺新质50;国产航母;智能穿戴;华为概念;智能座舱;高端装备;机器人概念;5G;无人驾驶;汽车电子;消费电子概念;英伟达概念;长安汽车概念;芯片概念;农机;汽车芯片;京津冀一体化;两轮车;国家大基金持股;深股通;融资融券,,国防军工-军工电子-军工电子Ⅲ,002151
002152,,数字货币;跨境支付(CIPS);区块链;数据确权;智慧政务;国资云;华为鲲鹏;数据安全;鸿蒙概念;互联网金融;网络安全;信创;数据要素;AI智能体;AI应用;Web3.0;百度概念;阿里巴巴概念;DeepSeek概念;华为昇腾;腾讯概念;智慧城市;时空大数据;虚拟数字人;人脸识别;人工智能;车联网(车路协同);独角兽概念;安防;算力租赁;东数西算(算力);华为概念;创投;数据中心(AIDC);机器人概念;机器视觉;国企改革;污水处理;人形机器人;英伟达概念;液冷服务器;深股通;融资融券,,计算机-计算机设备-其他计算机设备,002152
002153,,区块链;腾讯概念;AI应用;云计算;移动支付;AI智能体;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;ERP概念;人工智能;跨境支付(CIPS);京津冀一体化;旅游概念;证金持股;深股通;融资融券,,计算机-软件开发-垂直应用软件,002153
002154,,C2M概念;创投;数据要素;证金持股;融资融券;深股通,,纺织服饰-服装家纺-服装,002154
002155,,金属铅;金属锌;黄金概念;小金属概念;2025年报预增;2026一季报预增;乡村振兴;国企改革;深股通;股权转让(并购重组);融资融券,,有色金属-贵金属-贵金属Ⅲ,002155
002156,,国家大基金持股;存储芯片;先进封装;共封装光学(CPO);汽车芯片;华为海思概念股;第三代半导体;芯片概念;AI PC;汽车电子;消费电子概念;智能穿戴;智能座舱;毫米波雷达;传感器;同花顺新质50;比亚迪概念;特斯拉概念;物联网;2025年报预增;海峡两岸;深股通;人民币贬值受益;创投;融资融券,先进封装+存储芯片封测+AMD链+一季报高增,电子-半导体-集成电路封测,002156
002157,,猪肉;土地流转;乡村振兴;碳中和;深股通;融资融券,,农林牧渔-养殖业-生猪养殖,002157
002158,,第三代半导体;芯片概念;液冷服务器;专精特新;数据中心(AIDC);光伏概念;空气能热泵;燃料电池;海峡两岸;工业互联网;氢能源;雄安新区;冷链物流;深股通;融资融券,半导体真空泵+AIDC液冷+一季报增长+数据中心压缩机+光伏真空泵,机械设备-通用设备-制冷空调设备,002158
002159,,冰雪产业;旅游概念;露营经济;IP经济(谷子经济);体育产业;文化传媒概念;参股券商;特色小镇;国企改革,自然景点+索道+国企改革,社会服务-旅游及酒店-自然景点,002159
002160,,金属回收;国企改革;锂电池概念;宁德时代概念;固态电池;医疗器械概念;比亚迪概念;汽车热管理;新能源汽车;特斯拉概念;工业母机;融资融券,,有色金属-工业金属-铝,002160
002161,,电子身份证;ETC;信创;智慧城市;AI智能体;车联网(车路协同);物联网;无人零售;人工智能;虚拟数字人;食品安全;创投;粤港澳大湾区;无人机;烟草;机器人概念;一带一路;IP经济(谷子经济);宠物经济;芯片概念;融资融券;深股通,RFID+AI赋能+文旅消费+券商看好,电子-其他电子-其他电子Ⅲ,002161
002162,,三胎概念;职业教育;养老概念;物业管理;民营医院;创投;牙科医疗;参股保险;人工智能;智能医疗;海峡两岸;辅助生殖;租售同权;机器人概念,,轻工制造-家居用品-瓷砖地板,002162
002163,,海南自贸区;国企改革;免税店;光伏建筑一体化;宠物经济;融资融券;深股通,,建筑装饰-建筑装饰-装饰园林,002163
002164,,减速器;机器人概念;共同富裕示范区;高铁;2025年报预增;风电;深股通;融资融券,,机械设备-通用设备-金属制品,002164
002165,,环氧丙烷;水泥概念;建筑节能;医疗器械概念;深股通;融资融券,环氧丙烷+技改试产+硬泡聚醚,基础化工-化学制品-聚氨酯,002165
002166,,禽流感;合成生物;啤酒概念;宠物经济;工业大麻;农业种植;参股银行;乡村振兴;西部大开发;代糖概念;人民币贬值受益;专精特新;新型烟草(电子烟);股权转让(并购重组);深股通;融资融券,,基础化工-化学制品-食品及饲料添加剂,002166
002167,,稀土永磁;小金属概念;固态电池;锂电池概念;核电;牙科医疗;燃料电池;氢能源;深股通;融资融券,锆材料+固态电池+定增,有色金属-小金属-其他小金属,002167
002168,,国企改革;西部大开发;创投;网络游戏;手机游戏;区块链;ST板块;腾讯概念;新能源汽车;充电桩;华为概念;光伏概念;智能电网;储能;高压快充,摘星复牌+生物医药+地方国资,医药生物-化学制药-化学制剂,002168
002169,,芯片概念;光伏概念;宁德时代概念;特高压;充电桩;数据中心(AIDC);储能;智能电网;电力物联网;工业互联网;虚拟电厂;碳中和;钒电池;绿色电力;深股通;融资融券,高压储能+重组进展+粤芯半导体,电力设备-电网设备-电气自控设备,002169
002170,,化肥;磷化工;生态农业;农村电商;土地流转;转基因;乡村振兴;钠离子电池;垃圾分类;锂电池概念;数字乡村;2025年报预增;人工智能;物联网;无人机;深股通,,基础化工-农化制品-复合肥,002170
002171,,培育钻石;碳纤维;大飞机;3D打印;军民融合;商业航天;可控核聚变;军工;第三代半导体;卫星导航;金属铜;专精特新;新能源汽车;PCB概念;燃料电池;人形机器人;机器人概念;风电;钒电池;MiniLED;充电桩;固态电池;锂电池概念;2025年报预增;动力电池回收;深股通;融资融券,,有色金属-工业金属-铜,002171
002172,,民营医院;三胎概念;养老概念;冷链物流;医美概念;高压氧舱;毛发医疗;国企改革;脑机接口;股权转让(并购重组),,医药生物-医疗服务-医院,002172
002173,,高压氧舱;脑机接口;华为昇腾;智能医疗;人工智能;DeepSeek概念;医疗器械概念;养老概念;医美概念;共同富裕示范区;眼科医疗;民营医院;三胎概念;深股通;融资融券,脑机接口+民营医院+临床试验启动,医药生物-医疗服务-医院,002173
002174,,手机游戏;网络游戏;电子竞技;AIGC概念;AI应用;云游戏;IP经济(谷子经济);腾讯概念;抖音概念(字节概念);人工智能;虚拟现实;DeepSeek概念;人民币贬值受益;华为概念;深股通;融资融券,AI应用+全球化卡牌+业绩反转,传媒-游戏-游戏Ⅲ,002174
002175,,物业管理;ST板块;智能物流;工业互联网;物联网;西部大开发;新能源汽车;高端装备;芯片概念,广西国资终止入主+智能物流+精密量具+广西国资拟入主+*ST博弈,机械设备-通用设备-仪器仪表,002175
002176,,小金属概念;固态电池;锂电池概念;新能源汽车;无人机;军工;飞行汽车(eVTOL);机器人概念;低空经济;大飞机;人形机器人;风电;深股通;融资融券;抽水蓄能;股权转让(并购重组),锂矿放量+电机+低空经济,电力设备-电机-电机Ⅲ,002176
002177,,互联网金融;国产操作系统;人脸识别;数字经济;创投;粤港澳大湾区;物业管理;深股通;融资融券,,商贸零售-零售-商业物业经营,002177
002178,,智慧政务;鸿蒙概念;AI智能体;数据要素;AI应用;智慧城市;安防;物联网;家庭医生;DeepSeek概念;人工智能;华为概念;智能医疗;数据中心(AIDC);养老概念;碳中和;医疗器械概念,AI医疗+智慧城市+数字能源,计算机-软件开发-垂直应用软件,002178
002179,,铜缆高速连接;芯片概念;光纤概念;共封装光学(CPO);6G概念;液冷服务器;5G;光伏概念;可控核聚变;卫星导航;高压快充;商业航天;比亚迪概念;数据中心(AIDC);专精特新;新能源汽车;储能;量子科技;充电桩;成飞概念;东数西算(算力);无人机;华为概念;特斯拉概念;大飞机;军工;换电概念;无人驾驶;国产航母;低空经济;军民融合;智能电网;核电;机器人概念;车联网(车路协同);国企改革;深股通;融资融券;中字头股票,商业航天+AI算力+高管增持+央企,国防军工-军工电子-军工电子Ⅲ,002179
002180,,高端装备;机器人概念;物联网;人形机器人;智能座舱;鸿蒙概念;军工;信创;人民币贬值受益;小米概念;汽车电子;储能;芯片概念;MCU芯片;汽车芯片;深股通;融资融券,,计算机-计算机设备-其他计算机设备,002180
002181,,足球概念;短剧游戏;广东自贸区;体育产业;文化传媒概念;虚拟数字人;网红经济;IP经济(谷子经济);职业教育;AIGC概念;旅游概念;AI应用;数字经济;智慧政务;独角兽概念;互联网金融;人工智能;创投;参股券商;国企改革;粤港澳大湾区;融资融券;深股通,AI视频/短剧+世界杯+传媒主业+广州国资+AI应用,传媒-文化传媒-出版,002181
002182,,小金属概念;无人机;军工;飞行汽车(eVTOL);3D打印;低空经济;商业航天;特斯拉概念;比亚迪概念;宁德时代概念;一体化压铸;机器人概念;华为概念;5G;消费电子概念;苹果概念;华为汽车;长安汽车概念;氢能源;富士康概念;央企国企改革;国企改革;深股通;融资融券,,有色金属-小金属-其他小金属,002182
002183,,卫星导航;5G;商业航天;数据中心(AIDC);消费电子概念;东数西算(算力);充电桩;无人机;华为概念;新能源汽车;低空经济;储能;粤港澳大湾区;信创;芯片概念;国产操作系统;云计算;智能物流;华为鲲鹏;鸿蒙概念;人工智能;DeepSeek概念;一带一路;深圳国企改革;创投;金属回收;锂电池概念;存储芯片;统一大市场;智能医疗;跨境支付(CIPS);冷链物流;国企改革;物业管理;乳业;医药电商;白酒概念;深股通;融资融券,英特尔合作+AI算力+存储芯片+深圳国资+出海,商贸零售-贸易-贸易Ⅲ,002183
002184,,新型工业化;机器视觉;机器人概念;智能物流;工业母机;工业互联网;AI应用;信创;华为鲲鹏;高端装备;DeepSeek概念;创投;智能医疗;华为概念;军工;智能电网;东数西算(算力);储能;数据中心(AIDC);光伏概念;5G;虚拟电厂;风电;芯片概念;先进封装;共封装光学(CPO),,机械设备-自动化设备-工控设备,002184
002185,,国家大基金持股;先进封装;存储芯片;汽车芯片;第三代半导体;共封装光学(CPO);华为海思概念股;芯片概念;汽车电子;5G;毫米波雷达;智能座舱;传感器;比亚迪概念;华为概念;无人驾驶;机器人概念;深股通;融资融券;西部大开发,30亿扩产+存储芯片+先进封装,电子-半导体-集成电路封测,002185
002186,,网红经济;IP经济(谷子经济);预制菜;NFT概念;职业教育;国企改革;雄安新区;京津冀一体化;白酒概念;超级品牌,,社会服务-旅游及酒店-餐饮,002186
002187,,免税店;预制菜;物业管理;网红经济;IP经济(谷子经济);农村电商;国企改革;广东自贸区;创投;粤港澳大湾区;深股通,,商贸零售-零售-百货零售,002187
002188,,物业管理;养老概念;共同富裕示范区;长三角一体化,,房地产-房地产-房地产服务,002188
002189,,3D打印;军工;芯片概念;消费电子概念;军民融合;汽车电子;智能座舱;AI眼镜;MR(混合现实);无人驾驶;兵装重组概念;机器视觉;虚拟现实;安防;华为概念;车联网(车路协同);家用电器;长安汽车概念;数字经济;央企国企改革;国企改革;深股通;中字头股票;融资融券,,国防军工-军工电子-军工电子Ⅲ,002189
002190,,成飞概念;大飞机;军工;国企改革;西部大开发;低空经济;航空发动机;无人机;长安汽车概念;储能;商业航天;锂电池概念;专精特新;新能源汽车;华为汽车;融资融券;深股通,航空零部件+商业航天+低空经济+C919+航天+中航工业+飞行汽车,汽车-汽车零部件-其他汽车零部件,002190
002191,,IP经济(谷子经济);烟草;区块链;粤港澳大湾区;蚂蚁集团概念;物联网;新型烟草(电子烟);PET铜箔;芯片概念;深股通;融资融券,,轻工制造-包装印刷-包装,002191
002192,,锂电池概念;储能;粤港澳大湾区;比亚迪概念;深股通;融资融券,一季报大增+锂矿+固态电池+负极材料,有色金属-能源金属-锂,002192
002193,,新疆振兴;数字经济;ST板块;工业互联网;人民币贬值受益,ST摘帽预期+精纺呢绒+外销占比高,纺织服饰-服装家纺-服装,002193
002194,,6G概念;职业教育;毫米波雷达;卫星导航;军工;华为概念;商业航天;5G;汽车电子;创投;芯片概念;共封装光学(CPO);融资融券;深股通,商业航天+6G预研+射频器件+射频滤波器龙头,通信-通信设备-通信网络设备及器件,002194
002195,,AI语料;AIGC概念;AI应用;百度概念;区块链;脑机接口;AI智能体;多模态AI;阿里巴巴概念;元宇宙;鸿蒙概念;腾讯概念;短剧游戏;DeepSeek概念;人工智能;网络安全;云计算;智能医疗;网络游戏;创投;华为概念;机器人概念;无人驾驶;人形机器人;数据中心(AIDC);AI PC;融资融券;深股通,,计算机-IT服务-IT服务Ⅲ,002195
002196,,人形机器人;机器人概念;家用电器;特斯拉概念;低空经济;航空发动机;新能源汽车;共同富裕示范区;无人机;一带一路;汽车电子;国企改革,人形机器人+新能源电机+地方国资,电力设备-电机-电机Ⅲ,002196
002197,,云计算;算力租赁;数据安全;网络安全;智慧政务;信创;数字水印;鸿蒙概念;数据要素;腾讯概念;区块链;ChatGPT概念;阿里巴巴概念;抖音概念(字节概念);百度概念;AI应用;东数西算(算力);智慧城市;数字货币;互联网金融;数字经济;DeepSeek概念;移动支付;职业教育;智慧灯杆;人工智能;NFT概念;华为概念;数据中心(AIDC);智能医疗;垃圾分类;粤港澳大湾区;充电桩;机器人概念;乡村振兴;芯片概念;钠离子电池;深股通;摘帽,,计算机-IT服务-IT服务Ⅲ,002197
002198,,ST板块;仿制药一致性评价;创新药;医药电商;流感;医疗器械概念,,医药生物-中药-中药Ⅲ,002198
002199,,股权转让(并购重组);锂电池概念;ST板块,元件+碳酸锂+申请摘帽+石英晶体+申请撤销退市风险警+业绩改善+申请撤销退市风险警示,电子-元件-被动元件,002199
002200,,特色小镇;西部大开发;PPP概念;国企改革;污水处理;摘帽,生态环保+资产注入预期+一季报扭亏+摘帽,建筑装饰-建筑装饰-装饰园林,002200
002201,,商业航天;高铁;2025年报预增;比亚迪概念;风电;创投;深股通;融资融券,特种玻璃纤维+风电叶片+商业航天,建筑材料-建筑材料-玻璃玻纤,002201
002202,,商业航天;东数西算(算力);柔性直流输电;智能电网;特高压;海工装备;储能;独角兽概念;工业互联网;风电;人工智能;抽水蓄能;氢能源;创投;碳中和;绿色电力;碳交易;污水处理;西部大开发;新疆振兴;PPP概念;煤化工概念;同花顺出海50;深股通;融资融券,,电力设备-风电设备-风电整机,002202
002203,,PET铜箔;小金属概念;金属镍;金属铜;PCB概念;固态电池;锂电池概念;液冷服务器;钒电池;特斯拉概念;华为概念;绿色电力;参股银行;深股通;融资融券,AI散热+铜箔+固态电池+一季报增长+微通道冷板+PCB铜箔+固态电池铜箔+铜加工龙头,有色金属-工业金属-铜,002203
002204,,国企改革;雄安新区;海工装备;数字孪生;风电;核电;高端装备;超超临界发电;军工;机器人概念;无人驾驶;商业航天;深股通;融资融券,,机械设备-专用设备-能源及重型设备,002204
002205,,装配式建筑;新型城镇化;地下管网;水利;雄安新区;PPP概念;污水处理;新疆振兴;西部大开发;高铁;国企改革;央企国企改革;风电,,建筑材料-建筑材料-水泥,002205
002206,,中俄贸易概念;一带一路;长三角一体化;创投;人民币贬值受益;工业互联网;俄乌冲突概念;PEEK材料;海工装备;新能源汽车;光伏概念;深股通;融资融券,,基础化工-化学纤维-涤纶,002206
002207,,页岩气;天然气;俄乌冲突概念;ST板块;新疆振兴;国企改革;西部大开发,新疆国资+油气服务+转型预期+ST板块+连续涨停,石油石化-油气开采及服务-油服工程,002207
002208,,独角兽概念;租售同权;新型城镇化;创投;养老概念;长三角一体化;物业管理;国企改革;深股通,间接投资长鑫科技+地产开发+合肥国资+房地产+间接持有长鑫科技,房地产-房地产-住宅开发,002208
002209,,工业互联网;污水处理;新型工业化;机器人概念;粤港澳大湾区;2025年报预增;消毒剂,,机械设备-专用设备-印刷包装机械,002209
002210,,生物质能发电;固废处理;统一大市场;绿色电力;粤港澳大湾区;PPP概念;深股通;融资融券;股权转让(并购重组),固废处理+黄金供应链+一季度扭亏,环保-环境治理-固废治理,002210
002211,,有机硅概念;ST板块,有机硅+一季度扭亏+ST摘帽预期+ST板块,基础化工-化学制品-有机硅,002211
002212,,数据安全;数据确权;云办公;财税数字化;华为鲲鹏;网络安全;华为昇腾;智慧政务;云计算;AI智能体;区块链;ChatGPT概念;电子身份证;鸿蒙概念;数字货币;信创;AI应用;阿里巴巴概念;多模态AI;国产操作系统;腾讯概念;DeepSeek概念;互联网金融;智慧城市;跨境支付(CIPS);数字水印;车联网(车路协同);人工智能;数字经济;EDR概念;物联网;东数西算(算力);工业互联网;华为概念;智慧灯杆;量子科技;低空经济;水利;数据中心(AIDC);智能电网;雄安新区;一带一路;无人机;机器人概念;储能;新型工业化;卫星导航;5G;商业航天;芯片概念;深股通;融资融券,,计算机-软件开发-横向通用软件,002212
002213,,存储芯片;汽车芯片;PCB概念;WiFi 6;芯片概念;消费电子概念;锂电池概念;比亚迪概念;硅能源;小金属概念;新能源汽车;粤港澳大湾区;无人驾驶;信创;创投,半导体存储+锂矿审批,电子-半导体-数字芯片设计,002213
002214,,军民融合;无人机;军工;ST板块;机器人概念;商业航天;安防;无人驾驶;卫星导航;传感器;房屋检测;智能电网;芯片概念,新能源订单+摘帽预期+红外芯片,国防军工-军工电子-军工电子Ⅲ,002214
002215,,草甘膦;生态农业;农业种植;农村电商;乡村振兴;土壤修复;互联网金融;数字乡村;数字经济;粤港澳大湾区;深股通;融资融券,蓝莓产业链+一季度业绩增长+股权激励解禁,农林牧渔-种植业与林业-其他种植业,002215
002216,,超级品牌;预制菜;冷链物流;网红经济;融资融券;深股通,,食品饮料-食品加工制造-预加工食品,002216
002217,,电子纸;华为手机;富士康概念;PCB概念;无线充电;柔性屏(折叠屏);5G;消费电子概念;OLED;智能穿戴;汽车电子;东数西算(算力);传感器;虚拟现实;华为概念;比亚迪概念;海峡两岸;算力租赁;新能源汽车;ETC;机器人概念;福建自贸区;人民币贬值受益;创投;国企改革;深股通;物联网;摘帽,算力租赁+电子纸+福建国资,电子-光学光电子-面板,002217
002218,,光伏建筑一体化;绿色电力;HJT电池;充电桩;硅能源;钙钛矿电池;POE胶膜;储能;光伏概念;卫星导航;粤港澳大湾区;商业航天;华为概念;新能源汽车;芯片概念;深股通;融资融券,光储融合+商业航天+钙钛矿,公用事业-电力-新能源发电,002218
002219,,民营医院;养老概念;三胎概念;西部大开发;智能医疗;创新药;AI应用;DeepSeek概念;人工智能;AI智能体;机器人概念;深股通;融资融券,,医药生物-医疗服务-医院,002219
002221,,俄乌冲突概念;页岩气;天然气;跨境电商;氢能源;碳纤维;石墨烯;燃料电池;核电;深股通;融资融券,,石油石化-石油加工贸易-石油加工,002221
002222,,光纤概念;共封装光学(CPO);无人驾驶;华为概念;海峡两岸;虚拟现实;福建自贸区;国企改革;深股通;融资融券,AI光通信+晶体龙头+一季报增长+中科院控股,电子-光学光电子-光学元件,002222
002223,,眼科医疗;幽门螺杆菌概念;三胎概念;养老概念;雅下水电概念;智能医疗;蚂蚁集团概念;医疗器械概念;消毒剂;血氧仪;深股通;融资融券,,医药生物-医疗器械-医疗设备,002223
002224,,工业大麻;体育产业;农机;储能;机器人概念,,基础化工-橡胶制品-其他橡胶制品,002224
002225,,中俄贸易概念;燃料电池;氢能源;碳中和;小金属概念;俄乌冲突概念;证金持股;深股通,耐火材料龙头+湿法冶金沉淀剂+氧化镁,建筑材料-建筑材料-耐火材料,002225
002226,,新疆振兴;AI语料;水利;多模态AI;民爆概念;人工智能;独角兽概念;工业互联网;雅下水电概念;一带一路;创投;专精特新;国企改革;央企国企改革;军民融合;风电;绿色电力;军工;比亚迪概念;新能源汽车;深股通,民爆+绿色电力+雅下水电+央企,基础化工-化学制品-民爆用品,002226
002227,,钒电池;换电概念;ST板块;风电;充电桩;粤港澳大湾区;人工智能;虚拟电厂;阿里巴巴概念;储能;智能电网;核电;柔性直流输电;特高压;高压快充;比亚迪概念;数据中心(AIDC),业绩改善+储能+充电桩,电力设备-其他电源设备-其他电源设备Ⅲ,002227
002228,,福建自贸区;海峡两岸;数字水印;高股息精选;小米概念,,轻工制造-包装印刷-包装,002228
002229,,算力租赁;数字水印;Web3.0;云计算;ChatGPT概念;虚拟数字人;AIGC概念;数据要素;元宇宙;区块链;东数西算(算力);数字经济;DeepSeek概念;人工智能;数据中心(AIDC);体育产业;海峡两岸;福建自贸区;融资融券;深股通,算力租赁+彩票印刷,计算机-IT服务-IT服务Ⅲ,002229
002230,,AI语料;ChatGPT概念;多模态AI;语音技术;互联网保险;AI应用;虚拟数字人;AI智能体;AIGC概念;阿里巴巴概念;元宇宙;在线教育;智慧政务;数据要素;华为昇腾;人脸识别;智能音箱;云计算;车联网(车路协同);DeepSeek概念;独角兽概念;人工智能;智慧城市;数字孪生;中国AI 50;工业互联网;东数西算(算力);智能医疗;智能家居;华为概念;家庭医生;智能座舱;算力租赁;量子科技;脑机接口;无线耳机;智能穿戴;机器视觉;机器人概念;雄安新区;AI手机;人形机器人;AI眼镜;消费电子概念;眼科医疗;同花顺漂亮100;深股通;融资融券,,计算机-软件开发-横向通用软件,002230
002232,,智慧政务;数据要素;华为鲲鹏;数字经济;AI智能体;信创;元宇宙;智慧城市;国产操作系统;数据安全;百度概念;DeepSeek概念;网络安全;人工智能;车联网(车路协同);阿里巴巴概念;MLOps概念;ERP概念;京津冀一体化;国资云;算力租赁;工业互联网;低空经济;乡村振兴;虚拟现实;一带一路;华为概念;EDR概念;飞行汽车(eVTOL);华为汽车;卫星导航;无人驾驶;人形机器人;国企改革;新能源汽车;充电桩;数据中心(AIDC);央企国企改革;汽车电子;股权转让(并购重组);融资融券;深股通,,计算机-IT服务-IT服务Ⅲ,002232
002233,,高股息精选;水泥概念;参股银行;绿色电力;创投;粤港澳大湾区;深股通;融资融券,,建筑材料-建筑材料-水泥,002233
002234,,养鸡;预制菜;生态农业;生物质能发电;融资融券,,农林牧渔-养殖业-肉鸡养殖,002234
002235,,Web3.0;知识产权保护;NFT概念;文化传媒概念;数据确权;数据要素;区块链;体育产业;独角兽概念;物业管理;网络安全;蚂蚁集团概念;福建自贸区;海峡两岸;比亚迪概念;股权转让(并购重组);融资融券,防伪溯源+控制权变更,轻工制造-造纸-造纸Ⅲ,002235
002236,,物联网;人脸识别;车联网(车路协同);鸿蒙概念;工业互联网;智慧城市;数字孪生;人工智能;安防;DeepSeek概念;AI应用;智慧灯杆;AI智能体;星闪概念;智能物流;网约车;网络安全;时空大数据;低空经济;华为鲲鹏;智能家居;数字经济;信创;数据要素;养老概念;虚拟现实;多模态AI;机器人概念;云计算;数据安全;新型工业化;充电桩;水利;华为昇腾;智能电网;无人机;机器视觉;人民币贬值受益;乡村振兴;东数西算(算力);无人驾驶;智能座舱;卫星导航;传感器;海工装备;PPP概念;数据中心(AIDC);毫米波雷达;汽车电子;MicroLED概念;5G;证金持股;MiniLED;OLED;存储芯片;深股通;融资融券,,计算机-计算机设备-安防设备,002236
002237,,金属铅;金属锌;金属铜;黄金概念;小金属概念;金属回收;磷化工;化肥;国企改革;深股通;融资融券,,有色金属-贵金属-贵金属Ⅲ,002237
002238,,文化传媒概念;短剧游戏;虚拟数字人;在线教育;养老概念;数据要素;AI智能体;智慧政务;腾讯概念;国资云;智慧城市;足球概念;网络安全;国企改革;算力租赁;数据中心(AIDC);5G;深股通;融资融券,,传媒-文化传媒-电视广播,002238
002239,,国企改革;长安汽车概念;百度概念;小米汽车;华为汽车;汽车热管理;充电桩;储能;新能源汽车;无人驾驶;特斯拉概念;比亚迪概念;锂电池概念;宁德时代概念;深股通;股权转让(并购重组);融资融券,,汽车-汽车零部件-汽车电子电气系统,002239
002240,,盐湖提锂;小金属概念;固态电池;锂电池概念;宁德时代概念;比亚迪概念;西部大开发;深股通;融资融券,印尼锂盐+固态电池+一季报扭亏+一季报增长+锂矿资源+津巴布韦出口,有色金属-能源金属-锂,002240
002241,,同花顺果指数;无线耳机;智能音箱;智能穿戴;AI眼镜;星闪概念;MicroLED概念;苹果概念;汽车电子;小米概念;3D打印;语音技术;消费电子概念;无人机;虚拟现实;传感器;MR(混合现实);华为概念;智能家居;富士康概念;海峡两岸;机器人概念;物联网;元宇宙;工业互联网;创投;人民币贬值受益;人工智能;独角兽概念;芯片概念;同花顺漂亮100;深股通;融资融券;证金持股,,电子-消费电子-消费电子零部件及组装,002241
002242,,净水概念;证金持股;绿色电力;家用电器;智能家居;机器人概念;深股通;融资融券,,家用电器-小家电-小家电Ⅲ,002242
002243,,脑机接口;毫米波雷达;智慧城市;数据中心(AIDC);数字经济;东数西算(算力);创投;深圳国企改革;建筑节能;物业管理;国企改革;锂电池概念;冷链物流;芯片概念;可降解塑料;深股通;融资融券,,美容护理-美容护理-化妆品,002243
