股票代码,market_code,所属概念,所属概念数量,code
301373.SZ,33,光伏概念;专精特新;融资融券,3,301373
688226.SH,17,共封装光学(CPO);数据中心;东数西算(算力);华为概念;特斯拉概念;专精特新;智能电网;光伏概念;储能;HJT电池;钠离子电池;风电;沪股通;融资融券,14,688226
300448.SZ,33,多模态AI;华为鲲鹏;云计算;AI智能体;AI应用;数据要素;百度概念;鸿蒙概念;电力物联网;区块链;数字经济;智慧城市;人脸识别;人工智能;ETC;车联网(车路协同);智能医疗;安防;物联网;机器视觉;创投;芯片概念;AI眼镜,23,300448
688728.SH,17,国家大基金持股;OLED;芯片概念;汽车电子;消费电子概念;智能穿戴;传感器;安防;人民币贬值受益;智慧城市;融资融券;沪股通,12,688728
600500.SH,17,环氧丙烷;代糖概念;国企改革;央企国企改革;中字头股票;动力电池回收;一带一路;上海自贸区;宁德时代概念;沪股通;融资融券,11,600500
002930.SZ,33,东数西算(算力);粤港澳大湾区;智能物流;统一大市场;融资融券;深股通,6,002930
001289.SZ,33,碳交易;绿色电力;抽水蓄能;新疆振兴;碳中和;风电;光热发电;央企国企改革;国企改革;乡村振兴;同花顺漂亮100;一带一路;DeepSeek概念;融资融券;深股通,15,001289
300260.SZ,33,光刻机;中芯国际概念;OLED;芯片概念;液冷服务器;数据中心;海峡两岸;食品安全;融资融券;深股通,10,300260
300458.SZ,33,MCU芯片;存储芯片;汽车芯片;中芯国际概念;智能座舱;小米概念;AI眼镜;芯片概念;汽车电子;智能穿戴;EDR概念;机器视觉;无人驾驶;长安汽车概念;车联网(车路协同);华为概念;物联网;百度概念;机器人概念;虚拟现实;智能家居;腾讯概念;阿里巴巴概念;东数西算(算力);人工智能;2025年报预增;家用电器;DeepSeek概念;横琴新区;创投;2026一季报预增;深股通;融资融券,33,300458
301016.SZ,33,高铁;无人驾驶;高端装备;一带一路;融资融券,5,301016
301372.SZ,33,新型城镇化;净水概念;污水处理;水利;地下管网;融资融券,6,301372
688698.SH,17,人形机器人;机器视觉;机器人概念;新能源汽车;专精特新;AI智能体;人工智能;高端装备;智能物流;光伏概念;储能;医疗器械概念;海工装备;氢能源;融资融券;沪股通,16,688698
605566.SH,17,染料;2025年报预增;光伏概念;POE胶膜;HJT电池,5,605566
601126.SH,17,柔性直流输电;特高压;智能电网;电力物联网;抽水蓄能;数据中心;核电;虚拟电厂;东数西算(算力);风电;光伏概念;军工;储能;机器人概念;雅下水电概念;阿里巴巴概念;数字孪生;氢能源;DeepSeek概念;人工智能;绿色电力;京津冀一体化;融资融券;沪股通,24,601126
300257.SZ,33,碳中和;绿色电力;冷链物流;氢能源;一带一路;深股通;融资融券,7,300257
300991.SZ,33,5G;铜缆高速连接;新型烟草(电子烟);消费电子概念;工业母机;比亚迪概念;专精特新;新能源汽车;无人驾驶;无人机;深股通;融资融券,12,300991
300267.SZ,33,幽门螺杆菌概念;合成生物;流感;维生素;仿制药一致性评价;医药电商;医疗器械概念;智能医疗;消毒剂;小金属概念;锂电池概念;人工智能;AI应用;深股通;融资融券,15,300267
002357.SZ,33,网约车;旅游概念;股权转让(并购重组);车联网(车路协同);低空经济;卫星导航;参股银行;宁德时代概念;充电桩;西部大开发;天然气,11,002357
600460.SH,17,国家大基金持股;MCU芯片;汽车芯片;先进封装;第三代半导体;芯片概念;OLED;智能穿戴;汽车电子;消费电子概念;小米概念;传感器;MiniLED;华为概念;2025年报预增;比亚迪概念;新能源汽车;家用电器;光伏概念;长三角一体化;储能;共同富裕示范区;风电;沪股通;融资融券,25,600460
301037.SZ,33,丙烯酸;融资融券,2,301037
688653.SH,17,智能音箱;芯片概念;星闪概念;WiFi 6;智能座舱;专精特新;物联网;智能家居;车联网(车路协同);无人机;上海自贸区;低空经济;沪股通;股权转让(并购重组);融资融券,15,688653
600343.SH,17,商业航天;军民融合;大飞机;军工;高端装备;水利;央企国企改革;西部大开发;国企改革;氢能源;沪股通;融资融券;煤化工概念,13,600343
688795.SH,17,科创次新股;芯片概念;人工智能;注册制次新股;新股与次新股;融资融券,6,688795
603416.SH,17,人形机器人;新型工业化;机器视觉;机器人概念;融资融券;沪股通,6,603416
688296.SH,17,净水概念;人工智能;数据要素;物联网;数字孪生;污水处理;水利;专精特新;华为概念;DeepSeek概念;地下管网;数据中心;回购增持再贷款概念;融资融券,14,688296
300168.SZ,33,DRG/DIP;华为盘古;虚拟数字人;MLOps概念;财税数字化;AI应用;智慧政务;数据要素;在线教育;数字乡村;信创;华为鲲鹏;家庭医生;AI智能体;鸿蒙概念;数字经济;互联网保险;网络安全;区块链;人工智能;DeepSeek概念;移动支付;养老概念;电子身份证;智慧城市;时空大数据;安防;机器人概念;华为概念;智能医疗;算力租赁;乡村振兴;数据中心;深股通;融资融券,35,300168
002403.SZ,33,跨境电商;共同富裕示范区;智能物流;家用电器;C2M概念;减速器;独角兽概念;参股保险;新型工业化;机器人概念;特斯拉概念;机器视觉;工业互联网;人形机器人;土地流转;互联网保险;深股通,17,002403
300692.SZ,33,CRO概念;污水处理;新型城镇化;PPP概念;固废处理;绿色电力;燃料电池;合成生物;股权转让(并购重组),9,300692
920139.BJ,151,融资融券;汽车芯片;芯片概念;存储芯片;先进封装;中芯国际概念;专精特新;上海自贸区;MCU芯片,9,920139
688697.SH,17,工业母机;新型工业化;人形机器人;新能源汽车;高端装备;机器人概念;低空经济;大飞机;长三角一体化;融资融券;沪股通,11,688697
300421.SZ,33,减速器;人形机器人;卫星导航;机器人概念;工业母机;新能源汽车;高端装备;高铁;海工装备;风电;深股通,11,300421
002488.SZ,33,比亚迪概念;长安汽车概念;人形机器人;新能源汽车;机器人概念;独角兽概念;深股通;融资融券,8,002488
300831.SZ,33,柔性直流输电;特高压;芯片概念;西部大开发;国企改革,5,300831
920946.BJ,151,锂电池概念;融资融券;国企改革;专精特新,4,920946
600243.SH,22,股权转让(并购重组);ST板块;减速器;天然气;西部大开发;新型工业化;工业母机;医疗器械概念,8,600243
300977.SZ,33,AI语料;AI应用;房屋检测;数据要素;智慧政务;装配式建筑;人工智能;新型城镇化;数字经济;智慧城市;数据中心;雄安新区;水利;PM2.5;碳中和;融资融券,16,300977
688793.SH,17,电子竞技;语音技术;家用电器;粤港澳大湾区;智能家居;脑机接口;新能源汽车;传感器;跨境电商;智能穿戴;虚拟数字人;IP经济(谷子经济);人工智能;专精特新;海峡两岸;养老概念;回购增持再贷款概念;腾讯概念;DeepSeek概念;医疗器械概念;中俄贸易概念;一带一路;新疆振兴;融资融券,24,688793
688062.SH,17,重组蛋白;创新药;智能医疗;回购增持再贷款概念;沪股通;融资融券,6,688062
300548.SZ,33,F5G概念;共封装光学(CPO);光纤概念;铜缆高速连接;5G;芯片概念;数据中心;2025年报预增;专精特新;华为概念;长三角一体化;抖音概念(字节概念);机器人概念;融资融券;深股通,15,300548
688281.SH,17,航空发动机;军工;碳纤维;西部大开发;沪股通;融资融券,6,688281
603068.SH,17,MCU芯片;汽车芯片;智能音箱;星闪概念;无线耳机;小米概念;智能穿戴;芯片概念;AI眼镜;传感器;消费电子概念;WiFi 6;华为概念;物联网;无人驾驶;智能家居;毫米波雷达;鸿蒙概念;ETC;阿里巴巴概念;抖音概念(字节概念);人工智能;无人机;智慧城市;低空经济;卫星导航;上海自贸区;沪股通,28,603068
300936.SZ,33,PCB概念;毫米波雷达;5G;专精特新;芯片概念;消费电子概念;卫星导航;无人驾驶;华为概念;储能;融资融券,11,300936
002789.SZ,33,ST板块;建筑节能;粤港澳大湾区;横琴新区;储能;充电桩;养老概念;装配式建筑;智慧城市;创投;人工智能;新型城镇化;绿色电力;智能电网;互联网金融;国企改革,16,002789
688498.SH,17,共封装光学(CPO);光纤概念;汽车芯片;5G;芯片概念;数据中心;西部大开发;沪股通;融资融券,9,688498
688720.SH,17,国家大基金持股;PCB概念;先进封装;存储芯片;中芯国际概念;OLED;芯片概念;光刻胶;专精特新;2025年报预增;回购增持再贷款概念;融资融券,12,688720
688219.SH,17,比亚迪概念;PEEK材料;人形机器人;专精特新;新能源汽车;机器人概念;汽车热管理;小米概念;无人驾驶;华为汽车;小米汽车;飞行汽车(eVTOL);消费电子概念;家用电器;华为概念;碳纤维;低空经济;5G;锂电池概念;富士康概念;军工;液冷服务器;DeepSeek概念;光伏概念;可降解塑料;碳中和;沪股通;融资融券,28,688219
002631.SZ,33,石墨烯;长三角一体化;C2M概念;柔性屏(折叠屏);核污染防治;工业互联网;智能家居;融资融券,8,002631
002633.SZ,33,风电;核电;高端装备;军民融合;海工装备;国企改革;股权转让(并购重组),7,002633
688053.SH,22,卫星导航;商业航天;军工;芯片概念;存储芯片;西部大开发;ST板块,7,688053
920576.BJ,151,西部大开发;融资融券;海工装备;核电;国企改革;商业航天;可控核聚变;卫星导航;专精特新,9,920576
603519.SH,17,家用电器;创投;高股息精选;第三代半导体,4,603519
002285.SZ,33,租售同权;物业管理;特色小镇;养老概念;化债概念(AMC概念);新型城镇化;横琴新区;互联网金融;国企改革;粤港澳大湾区;华为概念;云计算;深股通;融资融券,14,002285
301626.SZ,33,液冷服务器;汽车电子;消费电子概念;宁德时代概念;汽车热管理;华为概念;深股通;融资融券,8,301626
002365.SZ,33,维生素;医药电商;宠物经济;三胎概念;跨境电商;一带一路;人民币贬值受益;证金持股;氢能源;石墨烯;深股通,11,002365
603505.SH,17,民爆概念;氟化工概念;锂电池概念;液冷服务器;数据中心;融资融券;沪股通,7,603505
600533.SH,17,物业管理;参股银行;雄安新区;国企改革;互联网金融;长三角一体化;独角兽概念;融资融券,8,600533
688726.SH,17,BC电池;TOPCON电池;钙钛矿电池;第三代半导体;光伏概念;芯片概念;比亚迪概念;专精特新;沪股通;融资融券,10,688726
301239.SZ,33,民营医院;眼科医疗;智能医疗;西部大开发;深股通;融资融券,6,301239
301502.SZ,33,家用电器;小米概念;智能家居;医疗器械概念;养老概念;融资融券,6,301502
301499.SZ,33,高压快充;燃料电池;汽车热管理;专精特新;氢能源;新能源汽车;传感器;消费电子概念;无人驾驶;汽车电子;毫米波雷达;芯片概念;PCB概念;天然气;融资融券,15,301499
688266.SH,17,细胞免疫治疗;重组蛋白;创新药;沪股通;融资融券,5,688266
300539.SZ,33,PEEK材料;减速器;比亚迪概念;智能座舱;小米概念;专精特新;无人机;华为汽车;机器人概念;华为概念;新能源汽车;家用电器;智能家居;深股通,14,300539
688223.SH,17,BC电池;TOPCON电池;钙钛矿电池;光伏概念;储能;同花顺漂亮100;数据中心;DeepSeek概念;人民币贬值受益;沪股通;融资融券,11,688223
003033.SZ,33,人形机器人;农机;长安汽车概念;机器人概念;比亚迪概念;专精特新;数字经济,7,003033
000062.SZ,33,存储芯片;华为海思概念股;2026一季报预增;第三代半导体;芯片概念;共封装光学(CPO);汽车电子;传感器;比亚迪概念;华为昇腾;华为概念;6G概念;新能源汽车;人形机器人;2025年报预增;粤港澳大湾区;人民币贬值受益;机器人概念;腾讯概念;互联网金融;智慧城市;AI智能体;创投;雄安新区;深股通;融资融券;证金持股,27,000062
002254.SZ,33,固态电池;锂电池概念;氢能源;智能穿戴;国企改革;高铁;新能源汽车;军工;机器人概念;无人机;军民融合;深股通;融资融券,13,002254
300118.SZ,33,TOPCON电池;钙钛矿电池;HJT电池;硅能源;光伏建筑一体化;光伏概念;商业航天;储能;绿色电力;华为概念;共同富裕示范区;乡村振兴;深股通;融资融券,14,300118
603815.SH,17,新型城镇化;PPP概念;地下管网;乡村振兴;水利;一带一路;沪股通,7,603815
603903.SH,17,污水处理;京津冀一体化;PPP概念;雄安新区;氢能源;股权转让(并购重组),6,603903
002829.SZ,33,军工信息化;军民融合;卫星导航;商业航天;军工;无人机;低空经济;专精特新;传感器;无人驾驶;小米汽车;人形机器人;机器人概念;安防;海工装备;小米概念;新能源汽车;数字孪生;人工智能;百度概念;智能物流;光纤概念,22,002829
920725.BJ,151,融资融券;芯片概念;第三代半导体;培育钻石;6G概念;专精特新,6,920725
300135.SZ,33,俄乌冲突概念;新疆振兴;中俄贸易概念;国企改革;一带一路;雅下水电概念;高铁;低空经济;芯片概念;股权转让(并购重组),10,300135
301071.SZ,33,培育钻石;第三代半导体;芯片概念;海峡两岸;深股通;融资融券,6,301071
688210.SH,17,消费电子概念;3D打印;苹果概念;柔性屏(折叠屏);AI眼镜;专精特新;智能穿戴;人形机器人;无人机;人民币贬值受益;回购增持再贷款概念;沪股通;融资融券,13,688210
600589.SH,17,算力租赁;云计算;东数西算(算力);数据中心;融资融券;股权转让(并购重组);沪股通,7,600589
605288.SH,17,智能家居;新能源汽车;人民币贬值受益;光伏概念;智能医疗;创投;医疗器械概念;一带一路;沪股通,9,605288
688776.SH,17,商业航天;卫星导航;同花顺新质50;军民融合;可控核聚变;军工;核电;专精特新;西部大开发;沪股通;融资融券,11,688776
688785.SH,17,科创次新股;中芯国际概念;芯片概念;注册制次新股;新股与次新股;融资融券,6,688785
000338.SZ,33,汽车电子;同花顺出海50;数据中心;高端装备;无人驾驶;新能源汽车;农机;比亚迪概念;燃料电池;储能;人民币贬值受益;氢能源;车联网(车路协同);锂电池概念;固态电池;智能物流;DeepSeek概念;AI智能体;国企改革;深股通;融资融券;同花顺漂亮100;高股息精选;证金持股,24,000338
001234.SZ,33,三胎概念;长三角一体化;体育产业;国企改革;股权转让(并购重组),5,001234
002695.SZ,33,预制菜;冷链物流;宠物经济;2025年报预增;深股通;融资融券,6,002695
603667.SH,17,减速器;人形机器人;汽车热管理;特斯拉概念;机器人概念;新能源汽车;无人机;大飞机;商业航天;高端装备;军工;风电;特钢概念;沪股通;融资融券,15,603667
300877.SZ,33,创投;2025年报预增;储能;融资融券,4,300877
001277.SZ,33,农机;新型工业化;数据中心;煤炭概念;融资融券,5,001277
301516.SZ,33,换电概念;充电桩;粤港澳大湾区;核电;新型工业化;储能;低空经济;高压快充;光伏概念;国企改革;燃料电池;新能源汽车;比亚迪概念;5G;两轮车;氢能源;深股通;中字头股票;融资融券,19,301516
000599.SZ,33,石墨烯;中韩自贸区;大飞机;国企改革;一带一路;股权转让(并购重组);长安汽车概念;工业互联网;新能源汽车;军民融合;机器人概念;物联网;军工;比亚迪概念;新型工业化;华为概念;超级品牌;人民币贬值受益,18,000599
605369.SH,17,医疗器械概念;人民币贬值受益;沪股通,3,605369
002678.SZ,33,特色小镇;三胎概念;旅游概念;文化传媒概念;在线教育;职业教育;IP经济(谷子经济);数字经济;人工智能;粤港澳大湾区;国企改革;深股通,12,002678
002762.SZ,33,网红经济;三胎概念;消毒剂;家用电器;IP经济(谷子经济);托育服务;ST板块;毛发医疗;医美概念;股权转让(并购重组),10,002762
920080.BJ,151,家用电器;新型工业化;数据中心;机器人概念;风电;锂电池概念;军工;工业互联网;新股与次新股;融资融券,10,920080
001300.SZ,33,足球概念;体育产业;跨境电商;人民币贬值受益;回购增持再贷款概念,5,001300
002347.SZ,33,商业航天;军工;高端装备;机器人概念;新型工业化;人工智能;数字经济;机器视觉;工业互联网;专精特新;新能源汽车;核电;创投;锂电池概念;超级电容;动力电池回收;参股银行,17,002347
688652.SH,17,中芯国际概念;存储芯片;芯片概念;专精特新;高端装备;京津冀一体化;国企改革;沪股通;融资融券,9,688652
688082.SH,17,先进封装;存储芯片;中芯国际概念;第三代半导体;芯片概念;沪股通;融资融券,7,688082
300084.SZ,33,可燃冰;页岩气;俄乌冲突概念;天然气;氢能源;西部大开发;海工装备;军工;核电;高端装备;人工智能;股权转让(并购重组),12,300084
001331.SZ,33,天然气;股权转让(并购重组),2,001331
003004.SZ,33,ST板块;高铁;军工;雄安新区;无人机;军工信息化;京津冀一体化;语音技术;低空经济;智慧城市;人脸识别;车联网(车路协同);安防;人工智能;智能医疗;网络安全;数字经济;信创;数据要素;多模态AI,20,003004
301391.SZ,33,MicroLED概念;机器视觉;芯片概念;虚拟现实;华为昇腾;元宇宙;东数西算(算力);人工智能;AI应用;深股通;融资融券,11,301391
600663.SH,17,物业管理;证金持股;参股券商;养老概念;国企改革;上海自贸区;创投;沪股通;融资融券,9,600663
600081.SH,17,一体化压铸;减速器;长安汽车概念;华为汽车;机器人概念;EDR概念;新能源汽车;比亚迪概念;无人驾驶;汽车热管理;传感器;智能座舱;汽车电子;氢能源;沪股通;融资融券,16,600081
920519.BJ,151,西部大开发;融资融券;专精特新;军工,4,920519
688568.SH,17,商业航天;卫星导航;军工;无人机;低空经济;同花顺新质50;海工装备;时空大数据;多模态AI;数字孪生;数据要素;AI智能体;云计算;空间计算;AI应用;水利;AIGC概念;智慧城市;华为概念;人工智能;数据中心;东数西算(算力);数字经济;DeepSeek概念;碳交易;碳中和;国企改革;中字头股票;沪股通;融资融券,30,688568
920121.BJ,151,新股与次新股;融资融券,2,920121
300599.SZ,33,石墨烯;粤港澳大湾区;地下管网;水利,4,300599
601399.SH,17,可控核聚变;核电;海工装备;高端装备;水利;风电;新型工业化;工业母机;央企国企改革;一带一路;抽水蓄能;储能;创投;氢能源;固废处理;西部大开发;国企改革;超超临界发电;乡村振兴;沪股通;融资融券,21,601399
002577.SZ,33,网络游戏;跨境电商;电子竞技;人工智能;星闪概念;粤港澳大湾区;百度概念;智能穿戴;机器人概念;无线耳机;消费电子概念;无线充电;融资融券;深股通,14,002577
300004.SZ,33,3D打印;核电;专精特新;PM2.5;粤港澳大湾区;一带一路;国企改革,7,300004
603668.SH,17,海峡两岸;养鸡;福建自贸区;C2M概念;回购增持再贷款概念;预制菜;乡村振兴;沪股通;融资融券,9,603668
300324.SZ,33,时空大数据;卫星导航;信创;网络安全;芯片概念;云游戏;商业航天;车联网(车路协同);无人机;数据要素;华为概念;军工信息化;财税数字化;独角兽概念;智慧政务;东数西算(算力);军工;物联网;数字孪生;智慧城市;光伏概念;华为鲲鹏;人工智能;DeepSeek概念;腾讯概念;AI应用;大飞机;数据中心;区块链;数字经济;京津冀一体化;军民融合;算力租赁;智能医疗;光伏建筑一体化;深股通;融资融券,37,300324
000901.SZ,33,军民融合;商业航天;卫星导航;军工;无人机;数字孪生;车联网(车路协同);无人驾驶;工业互联网;传感器;智慧城市;物联网;智能电网;新能源汽车;京津冀一体化;智能座舱;汽车电子;2025年报预增;央企国企改革;智能物流;一带一路;黑龙江自贸区;中俄贸易概念;人民币贬值受益;国企改革;深股通;融资融券;俄乌冲突概念,28,000901
603819.SH,17,安防;新能源汽车;风电;股权转让(并购重组),4,603819
600887.SH,17,超级品牌;高股息精选;乳业;证金持股;同花顺漂亮100;生态农业;三胎概念;宠物经济;西部大开发;沪股通;融资融券;华为概念,12,600887
301079.SZ,33,商业航天;军工;高铁;海工装备;核电;专精特新;机器人概念;比亚迪概念;水利;一带一路;风电;锂电池概念;抽水蓄能;股权转让(并购重组);融资融券,15,301079
688583.SH,17,阿里巴巴概念;空间计算;大飞机;3D打印;专精特新;机器人概念;比亚迪概念;特斯拉概念;宁德时代概念;沪股通;融资融券,11,688583
688585.SH,17,人形机器人;机器人概念;燃料电池;一带一路;风电;氢能源;可降解塑料;沪股通;股权转让(并购重组);融资融券,10,688585
002573.SZ,33,PPP概念;土壤修复;固废处理;污水处理;国企改革;雄安新区;煤化工概念;碳中和;天然气;水利;京津冀一体化;金属回收;创投;PM2.5;金属铜;数字孪生;机器人概念;深股通;融资融券,19,002573
603721.SH,22,ST板块;短剧游戏;虚拟现实;知识产权保护;文化传媒概念;职业教育;Sora概念(文生视频);腾讯概念;数据确权;网红经济;抖音概念(字节概念);AI应用;AI语料;区块链;旅游概念;NFT概念;数据要素;体育产业;足球概念;快手概念;小红书概念;国企改革,22,603721
688329.SH,17,医疗器械概念;智能医疗;人工智能;DeepSeek概念;专精特新;低空经济;融资融券,7,688329
000551.SZ,33,商业航天;减速器;军工;军民融合;机器人概念;新能源汽车;PM2.5;无人驾驶;职业教育;家用电器;芯片概念;特斯拉概念;特高压;创投;空气能热泵;污水处理;一带一路;中芯国际概念;食品安全;氢能源;参股银行;国企改革;猴痘概念;期货概念;融资融券;深股通,26,000551
300876.SZ,33,碳纤维;专精特新;融资融券,3,300876
301086.SZ,33,液冷服务器;富士康概念;苹果概念;消费电子概念;工业母机;华为概念;2026一季报预增;专精特新;华为数字能源;虚拟现实;新型工业化;新能源汽车;汽车热管理;机器人概念;储能;锂电池概念;回购增持再贷款概念;深股通;融资融券,19,301086
001287.SZ,33,国家大基金持股;存储芯片;MCU芯片;华为海思概念股;WiFi 6;智能座舱;毫米波雷达;无线耳机;芯片概念;星闪概念;英伟达概念;汽车电子;小米概念;富士康概念;消费电子概念;语音技术;卫星导航;网络安全;人形机器人;机器视觉;物联网;小米汽车;比亚迪概念;机器人概念;低空经济;数据要素;智能家居;新能源汽车;长安汽车概念;人工智能;充电桩;粤港澳大湾区;DeepSeek概念;智能电网;储能;核污染防治;智能物流;跨境电商;乡村振兴;央企国企改革;国企改革;深股通;中字头股票;融资融券,44,001287
300440.SZ,33,军工;专精特新;高铁;虚拟现实;机器人概念;无人驾驶;数字孪生;2025年报预增;人工智能;职业教育;智能物流;AI智能体;储能;西部大开发;深股通,15,300440
002414.SZ,33,商业航天;毫米波雷达;芯片概念;传感器;无人机;军民融合;汽车电子;军工;机器视觉;低空经济;高端装备;无人驾驶;机器人概念;华为概念;车联网(车路协同);智能家居;安防;华为昇腾;鸿蒙概念;智能电网;深股通;融资融券;先进封装,23,002414
688003.SH,17,PCB概念;先进封装;苹果概念;英伟达概念;第三代半导体;消费电子概念;芯片概念;机器视觉;小米概念;专精特新;无人驾驶;新型工业化;新能源汽车;人形机器人;机器人概念;光伏概念;车联网(车路协同);高端装备;低空经济;百度概念;人工智能;智能物流;DeepSeek概念;沪股通;融资融券,25,688003
688016.SH,17,医疗器械概念;专精特新;沪股通;融资融券,4,688016
920553.BJ,151,高端装备;融资融券;烟草;工业母机,4,920553
300050.SZ,33,华为海思概念股;横琴新区;物联网;鸿蒙概念;苹果概念;华为概念;5G;在线教育;职业教育;工业互联网;DeepSeek概念,11,300050
300917.SZ,33,物业管理;房屋检测;深圳国企改革;国企改革;粤港澳大湾区;智慧政务;阿里巴巴概念;华为概念;数据中心;深股通;融资融券,11,300917
600360.SH,22,第三代半导体;先进封装;芯片概念;汽车电子;军工;华为概念;新能源汽车;汽车芯片;小米概念;充电桩;ST板块;国企改革;股权转让(并购重组),13,600360
603900.SH,17,黄金概念;IP经济(谷子经济);股权转让(并购重组),3,603900
002044.SZ,33,家庭医生;AIGC概念;AI应用;AI智能体;数据要素;阿里巴巴概念;智能医疗;人工智能;DeepSeek概念;区块链;养老概念;牙科医疗;华为概念;阿尔茨海默概念;基因测序;智能穿戴;中国AI 50;深股通;融资融券,19,002044
301169.SZ,33,信创;华为概念;数据安全;华为昇腾;阿里巴巴概念;智慧政务;AI智能体;腾讯概念;财税数字化;数据要素;鸿蒙概念;云办公;数据确权;云计算;数字孪生;元宇宙;人工智能;智慧城市;时空大数据;苹果概念;AIGC概念;烟草;DeepSeek概念;数字经济;数字乡村;互联网金融;蚂蚁集团概念;跨境电商;一带一路;跨境支付(CIPS);融资融券,31,301169
688087.SH,17,可降解塑料;固废处理;碳中和;回购增持再贷款概念;人民币贬值受益;沪股通;融资融券,7,688087
002199.SZ,33,ST板块;股权转让(并购重组),2,002199
600768.SH,17,共同富裕示范区;2025年报预增;2026一季报预增;股权转让(并购重组),4,600768
301008.SZ,33,减速器;人形机器人;机器人概念;传感器;专精特新;家用电器;新能源汽车;智能家居;融资融券,9,301008
688765.SH,17,重组蛋白;注册制次新股;创新药;科创次新股;人民币贬值受益;农业种植;转基因;新股与次新股;融资融券,9,688765
688456.SH,17,先进封装;PCB概念;芯片概念;3D打印;卫星导航;商业航天;华为概念;BC电池;军工;金属镍;机器人概念;航空发动机;光伏概念;华为昇腾;数据中心;军民融合;国企改革;央企国企改革;融资融券,19,688456
688291.SH,17,3D打印;机器视觉;专精特新;工业互联网;锂电池概念;融资融券,6,688291
688152.SH,17,华为欧拉;华为鲲鹏;云办公;数据安全;信创;云计算;网络安全;国产操作系统;DeepSeek概念;华为概念;机器人概念;养老概念;专精特新;人形机器人;商业航天;智能电网;融资融券,17,688152
300605.SZ,33,智慧政务;虚拟数字人;华为鲲鹏;数字乡村;数据安全;云办公;在线教育;数据要素;AI应用;AI智能体;AIGC概念;鸿蒙概念;网络安全;国产操作系统;腾讯概念;人脸识别;智慧城市;Sora概念(文生视频);语音技术;人工智能;DeepSeek概念;智能医疗;东数西算(算力);体育产业;华为概念;养老概念;水利;新型城镇化;乡村振兴;数据中心;机器视觉;无人机;海峡两岸;卫星导航;福建自贸区;眼科医疗,36,300605
300700.SZ,33,消费电子概念;第三代半导体;芯片概念;光刻胶;专精特新;光伏概念;机器人概念;燃料电池;氢能源;融资融券,10,300700
603730.SH,17,上海自贸区;特斯拉概念;比亚迪概念;长安汽车概念;新能源汽车;人民币贬值受益;沪股通;融资融券,8,603730
688045.SH,17,第三代半导体;MCU芯片;消费电子概念;芯片概念;AI眼镜;小米概念;传感器;专精特新;人形机器人;粤港澳大湾区;储能;融资融券,12,688045
300326.SZ,33,ST板块;医疗器械概念;专精特新,3,300326
002023.SZ,33,卫星导航;商业航天;军民融合;航空发动机;毫米波雷达;大飞机;军工;无人机;低空经济;飞行汽车(eVTOL);第三代半导体;太赫兹;芯片概念;5G;汽车芯片;无人驾驶;共封装光学(CPO);充电桩;职业教育;西部大开发;深股通;融资融券,22,002023
301658.SZ,33,光伏概念;储能;充电桩;一带一路;粤港澳大湾区;人民币贬值受益;深股通;融资融券,8,301658
920160.BJ,151,专精特新;高端装备;新股与次新股;融资融券;国企改革;央企国企改革,6,920160
300553.SZ,33,商业航天;航空发动机;军工;专精特新;新型工业化;新能源汽车;机器人概念;高端装备;人形机器人;人工智能;海工装备,11,300553
688078.SH,17,数据要素;云计算;DeepSeek概念;工业互联网;华为概念;机器人概念;融资融券,7,688078
002519.SZ,33,军工信息化;军民融合;商业航天;军工;安防;核电;新型工业化;无人驾驶;机器人概念;专精特新;人工智能;长安汽车概念;比亚迪概念;新能源汽车;光伏概念;智能家居;创投;智能电网;充电桩;宁德时代概念;储能;锂电池概念;深股通;融资融券,24,002519
301421.SZ,33,光刻机;PCB概念;消费电子概念;AI眼镜;芯片概念;机器视觉;3D打印;专精特新;无人驾驶;机器人概念;安防;无人机;锂电池概念;医疗器械概念;基因测序;深股通;融资融券,17,301421
600586.SH,17,钙钛矿电池;光伏建筑一体化;光伏概念;建筑节能;一带一路;特斯拉概念;融资融券;沪股通,8,600586
002515.SZ,33,共封装光学(CPO);芯片概念;人造肉;共同富裕示范区;预制菜;网红经济;深股通,7,002515
688153.SH,17,汽车芯片;星闪概念;WiFi 6;汽车电子;芯片概念;小米概念;消费电子概念;5G;卫星导航;比亚迪概念;无人机;专精特新;机器人概念;低空经济;新能源汽车;人民币贬值受益;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,20,688153
002886.SZ,33,PCB概念;富士康概念;毫米波雷达;先进封装;新型烟草(电子烟);3D打印;PEEK材料;小米概念;5G;芯片概念;特斯拉概念;小米汽车;专精特新;6G概念;新能源汽车;人形机器人;华为汽车;无人机;碳纤维;机器人概念;2025年报预增;商业航天;军工;低空经济;华为概念;光伏概念;粤港澳大湾区;石墨烯;核电;特高压;合成生物;深股通,32,002886
301006.SZ,33,物联网;专精特新;融资融券,3,301006
300454.SZ,33,云办公;云计算;数据安全;中国AI 50;信创;智慧政务;ChatGPT概念;算力租赁;网络安全;AI智能体;东数西算(算力);英伟达概念;AI应用;DeepSeek概念;数据中心;人工智能;物联网;机器人概念;粤港澳大湾区;2025年报预增;融资融券;深股通,22,300454
300405.SZ,33,建筑节能;石墨烯;装配式建筑;锂电池概念;水利;稀土永磁;氢能源;专精特新;海工装备;芯片概念,10,300405
