market_code,所属概念,股票代码,code,所属概念数量
17,猴痘概念;流感;肝炎概念;幽门螺杆菌概念;宠物经济;医疗器械概念;创投;沪股通;2026中报预增;融资融券,603387.SH,603387,10
33,创投;职业教育;西部大开发;水泥概念;辅助生殖;减肥药;CRO概念;深股通;融资融券,000935.SZ,000935,9
33,电子竞技;云游戏;手机游戏;网络游戏;AIGC概念;虚拟数字人;旅游概念;AI应用;元宇宙;参股保险;ChatGPT概念;互联网金融;DeepSeek概念;人工智能;创投;AI智能体;鸿蒙概念;语音技术;阿里巴巴概念;腾讯概念;百度概念;虚拟现实;西部大开发;华为概念;2026一季报预增;深股通;2026中报预增;融资融券,002558.SZ,002558,28
17,医药电商;流感;民营医院;眼科医疗;宠物经济;冷链物流;黑龙江自贸区;医疗器械概念;沪股通,600829.SH,600829,9
17,装配式建筑;建筑节能;新型城镇化;光伏建筑一体化;股权转让(并购重组);融资融券,603137.SH,603137,6
17,虚拟数字人;锂电池概念;三胎概念;沪股通;股权转让(并购重组),603196.SH,603196,5
33,维生素;医药电商;宠物经济;三胎概念;跨境电商;一带一路;人民币贬值受益;证金持股;氢能源;石墨烯;深股通;2026中报预增,002365.SZ,002365,12
33,抽水蓄能;超超临界发电;煤炭概念;虚拟电厂;绿色电力;风电;光伏建筑一体化;深股通;融资融券;碳中和;充电桩;储能;华为概念;国企改革;工业互联网;人工智能;创投;智能物流,001896.SZ,001896,18
33,共封装光学(CPO);AI眼镜;智能穿戴;血氧仪;PM2.5;光伏概念;核污染防治;新能源汽车;物联网;充电桩;食品安全;储能;核电;人民币贬值受益;医疗器械概念;华为鲲鹏;鸿蒙概念;AI智能体;DeepSeek概念;智能医疗;流感;2026中报预增;深股通,002980.SZ,002980,23
17,汽车热管理;新能源汽车;长安汽车概念;燃料电池;沪股通;股权转让(并购重组),605255.SH,605255,6
33,CRO概念;减肥药;创新药;合成生物;智能医疗;深股通;人民币贬值受益;京津冀一体化;融资融券,002821.SZ,002821,9
33,白酒概念;国企改革;深股通;融资融券,000596.SZ,000596,4
33,CRO概念;创新药;智能医疗;人工智能;AIGC概念;深股通;融资融券,301333.SZ,301333,7
33,动物疫苗;广东自贸区;锂电池概念;粤港澳大湾区;创投;独角兽概念;PCB概念;横琴新区;消费电子概念,002141.SZ,002141,9
17,IP经济(谷子经济);统一大市场;西部大开发;粮食概念;抖音概念(字节概念);智能物流,600785.SH,600785,6
17,物业管理;沪股通;融资融券;京津冀一体化;养老概念;民营医院;粤港澳大湾区,600162.SH,600162,7
17,煤化工概念;可降解塑料;西部大开发;股权转让(并购重组),600844.SH,600844,4
33,血氧仪;天津自贸区;AI应用;智能医疗;智能穿戴;小米概念;创投;人民币贬值受益;医疗器械概念;跨境电商;流感;京津冀一体化;养老概念;2026中报预增;深股通;融资融券,002432.SZ,002432,16
17,共同富裕示范区;沪股通,603130.SH,603130,2
33,青蒿素;信托概念;天然气;碳中和;地下管网;氢能源;西部大开发;股权转让(并购重组);储能;深股通;融资融券,000593.SZ,000593,11
33,创新药;仿制药一致性评价;幽门螺杆菌概念;维生素;合成生物;宠物经济;共同富裕示范区;MR(混合现实);深股通,002940.SZ,002940,9
17,CRO概念;细胞免疫治疗;创新药;生物疫苗;基因测序;智能医疗;专精特新;2026中报预增;融资融券;沪股通,603127.SH,603127,10
17,汽车热管理;专精特新;新能源汽车,603192.SH,603192,3
33,拼多多概念;长安汽车概念;跨境电商;智能物流;无人驾驶;传感器;统一大市场;低空经济;一带一路;新疆振兴;西部大开发,001317.SZ,001317,11
17,TOPCON电池;BC电池;光伏建筑一体化;光伏概念;风电;沪股通;融资融券,600732.SH,600732,7
33,碳交易;绿色电力;供销社;国企改革;水利;2026一季报预增;2026中报预增;股权转让(并购重组);深股通;融资融券,000722.SZ,000722,10
17,黄金概念;参股银行;共同富裕示范区;股权转让(并购重组),600857.SH,600857,4
33,电力物联网;鸿蒙概念;人工智能;电子身份证;物联网;工业互联网;智能电网;算力租赁;中俄贸易概念;机器人概念;华为概念;核电;新型工业化;风电;特高压;专精特新;传感器;芯片概念;PCB概念;多模态AI;深股通;融资融券,001388.SZ,001388,22
33,电子竞技;手机游戏;网络游戏;NFT概念;IP经济(谷子经济);AIGC概念;AI应用;元宇宙;区块链;人工智能;腾讯概念;数字经济;鸿蒙概念;虚拟现实;华为概念;AI眼镜;深股通;融资融券,002517.SZ,002517,18
33,宠物经济;三胎概念;跨境电商;文化传媒概念;拼多多概念;虚拟数字人;AIGC概念;AI应用;DeepSeek概念;数字经济;人工智能;阿里巴巴概念;粤港澳大湾区;虚拟现实;2026中报预增;深股通,003010.SZ,003010,16
17,绿色电力;固废处理;生物质能发电;高股息精选,605028.SH,605028,4
17,染料;PEEK材料;机器人概念;人形机器人;储能;2026一季报预增;2026中报预增,605189.SH,605189,7
33,宠物经济;人民币贬值受益;融资融券;深股通,002891.SZ,002891,4
17,白酒概念;啤酒概念;国企改革;融资融券;沪股通,600199.SH,600199,5
33,统一大市场;中俄贸易概念;冷链物流;跨境电商;一带一路;西部大开发;新疆振兴,002800.SZ,002800,7
17,装配式建筑;长安汽车概念;机器人概念;创投;新能源汽车;比亚迪概念;专精特新,603725.SH,603725,7
17,家用电器;小米概念;专精特新;机器人概念,603657.SH,603657,4
17,股权转让(并购重组);小红书概念;AI应用;净水概念;机器视觉;污水处理;海峡两岸;锂电池概念;跨境电商;宠物经济;光伏概念,600539.SH,600539,11
33,消毒剂;仿制药一致性评价;眼科医疗;医美概念;流感;创新药;医疗器械概念;基因测序;摘帽,000908.SZ,000908,9
33,海南自贸区;上海自贸区;成飞概念;大飞机;煤炭概念;航空发动机;深股通,000571.SZ,000571,7
33,IP经济(谷子经济);文化传媒概念;短剧游戏;网络游戏;手机游戏;京津冀一体化;足球概念;小红书概念;数据确权;鸿蒙概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);华为概念;深股通;融资融券,002739.SZ,002739,16
33,医药电商;三胎概念;医疗器械概念;跨境电商;一带一路;人民币贬值受益;深股通;绿色电力;特斯拉概念;融资融券,002382.SZ,002382,10
17,一带一路;乡村振兴;创新药;冷链物流;农业种植;国企改革;沪股通;股权转让(并购重组),603336.SH,603336,8
17,煤炭概念;新疆振兴;国企改革;沪股通;融资融券,600403.SH,600403,5
33,新型工业化;华为汽车;机器人概念;化债概念(AMC概念);虚拟现实;比亚迪概念;高端装备;国企改革;新能源汽车;粤港澳大湾区;3D打印;大飞机;小米概念;宁德时代概念;华为概念;消费电子概念;芯片概念;5G;深股通,002786.SZ,002786,19
33,细胞免疫治疗;CRO概念;污水处理;国企改革;动力电池回收;锂电池概念;智慧灯杆;股权转让(并购重组);摘帽,000504.SZ,000504,9
17,煤化工概念;国企改革;固废处理;2026中报预增;沪股通,600746.SH,600746,5
33,NFT概念;Web3.0;小红书概念;快手概念;虚拟数字人;网络游戏;文化传媒概念;财税数字化;互联网金融;区块链;ChatGPT概念;拼多多概念;智慧政务;网红经济;数字经济;元宇宙;独角兽概念;AI智能体;鸿蒙概念;百度概念;数字货币;抖音概念(字节概念);腾讯概念;阿里巴巴概念;人工智能;创投;虚拟现实;华为概念;智能音箱;小米概念;深股通;2026中报预增;融资融券,000676.SZ,000676,33
17,创新药;西部大开发;人民币贬值受益;沪股通;融资融券,688506.SH,688506,5
151,融资融券;西部大开发,920433.BJ,920433,2
17,虚拟现实;星闪概念;华为汽车;家用电器;机器人概念;智能座舱;新能源汽车;比亚迪概念;小米概念;粤港澳大湾区;汽车电子;海工装备;AI眼镜;沪股通;融资融券,688007.SH,688007,15
17,阿尔茨海默概念;仿制药一致性评价;流感;民营医院;创新药;CRO概念;西部大开发,603669.SH,603669,7
33,流感;仿制药一致性评价;肝炎概念;医药电商;幽门螺杆菌概念;创新药;农业种植;参股银行;2026中报预增;融资融券,002412.SZ,002412,10
33,创新药;仿制药一致性评价;医疗器械概念;西部大开发;深股通;融资融券;2026一季报预增;2026中报预增,002653.SZ,002653,8
33,医药电商;民营医院;智能医疗;西部大开发;数字经济;DeepSeek概念;人工智能;数据要素;融资融券,300937.SZ,300937,9
17,创新药;医药电商;DeepSeek概念;专精特新;沪股通;融资融券,688488.SH,688488,6
33,CRO概念;创新药;智能医疗;人民币贬值受益;人工智能;融资融券;深股通,300759.SZ,300759,7
33,毛发医疗;重组蛋白;医美概念;合成生物;减肥药;同花顺漂亮100;医疗器械概念;专精特新;深股通;融资融券,300896.SZ,300896,10
33,宠物经济;特色小镇;数字孪生;深股通;融资融券,301498.SZ,301498,5
33,区块链;电力物联网;ST板块;金属镍;锂电池概念;光伏概念;比亚迪概念;充电桩;智能电网;新能源汽车;储能;金属铜;小金属概念,300477.SZ,300477,13
33,IP经济(谷子经济);文化传媒概念;虚拟数字人;元宇宙;旅游概念;虚拟现实;低空经济;深股通;融资融券,300860.SZ,300860,9
151,海峡两岸;预制菜;融资融券;宠物经济;乡村振兴;专精特新,920273.BJ,920273,6
22,固态电池;锂电池概念;芯片概念;比亚迪概念;宁德时代概念;钠离子电池;专精特新;钙钛矿电池;储能;机器视觉;新能源汽车;长安汽车概念;动力电池回收;机器人概念;人形机器人;超级电容;新型工业化;一带一路;智能物流;装配式建筑;ST板块,688646.SH,688646,21
33,融资融券;深股通,002847.SZ,002847,2
17,网红经济;医美概念;创投;DeepSeek概念;2026中报预增;沪股通,603630.SH,603630,6
33,预制菜;猪肉;ST板块,002726.SZ,002726,3
22,创新药;仿制药一致性评价;肝炎概念;医药电商;流感;三胎概念;幽门螺杆菌概念;海南自贸区;ST板块;专精特新,605199.SH,605199,10
151,专精特新;基因测序;猴痘概念;流感;宠物经济;人工智能;新股与次新股;融资融券,920009.BJ,920009,8
17,期货概念;同花顺中特估100;国企改革;2026一季报预增;2026中报预增;中字头股票;融资融券;沪股通,601995.SH,601995,8
151,融资融券;宠物经济;合成生物,920275.BJ,920275,3
17,智能医疗;机器人概念;专精特新;医疗器械概念;沪股通;融资融券,688277.SH,688277,6
17,芯片概念;工业互联网;融资融券,688133.SH,688133,3
33,华为汽车;工业母机;新型工业化;一体化压铸;长安汽车概念;机器人概念;新能源汽车;比亚迪概念;工业互联网;3D打印;消费电子概念;5G;深股通;融资融券,300415.SZ,300415,14
33,医药电商;流感;阿尔茨海默概念;养老概念;创投,002107.SZ,002107,5
33,军工信息化;军民融合;卫星导航;商业航天;网络安全;军工;数据安全;华为昇腾;智慧政务;DRG/DIP;AI智能体;东数西算(算力);移动支付;安防;人工智能;区块链;数据中心(AIDC);数字经济;华为概念;DeepSeek概念;智能医疗;西部大开发;芯片概念;汽车芯片;深股通;融资融券,301117.SZ,301117,26
17,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,600488.SH,600488,6
17,网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;沪股通;2026一季报预增;2026中报预增;融资融券,603444.SH,603444,9
33,草甘膦;国企改革;西部大开发;深股通;融资融券,002258.SZ,002258,5
33,氟化工概念;锂电池概念;人民币贬值受益;CRO概念;创新药;证金持股;深股通;融资融券,002250.SZ,002250,8
17,创新药;医美概念;医疗器械概念;人民币贬值受益;3D打印;沪股通;融资融券,688356.SH,688356,7
33,禽流感;合成生物;啤酒概念;宠物经济;工业大麻;农业种植;参股银行;乡村振兴;西部大开发;代糖概念;人民币贬值受益;专精特新;新型烟草(电子烟);股权转让(并购重组);深股通;融资融券,002166.SZ,002166,16
151,流感;融资融券;创新药;减肥药;仿制药一致性评价,920735.BJ,920735,5
17,重组蛋白;创新药;智能医疗;沪股通;融资融券,688062.SH,688062,5
33,短剧游戏;文化传媒概念;IP经济(谷子经济);AI视频;网络游戏;虚拟数字人;AIGC概念;AI应用;抖音概念(字节概念);DeepSeek概念;虚拟现实;英伟达概念;深股通;融资融券,300251.SZ,300251,14
33,数据安全;网络安全;MLOps概念;云计算;华为鲲鹏;华为欧拉;信创;智慧政务;国产操作系统;AI语料;数字水印;数据确权;腾讯概念;东数西算(算力);阿里巴巴概念;AI智能体;数据要素;区块链;AI应用;车联网(车路协同);DeepSeek概念;数据中心(AIDC);人工智能;独角兽概念;华为概念;工业互联网;京津冀一体化;深股通;融资融券,300369.SZ,300369,29
33,共封装光学(CPO);芯片概念;数据中心(AIDC);人造肉;共同富裕示范区;深股通;网红经济;预制菜,002515.SZ,002515,8
17,国企改革;国产航母;西部大开发;海工装备;军工;商业航天,600992.SH,600992,6
17,创新药;医药电商;流感;三胎概念;融资融券;沪股通,600976.SH,600976,6
17,仿制药一致性评价;创新药;流感;禽流感;国企改革;专精特新;沪股通;股权转让(并购重组),600513.SH,600513,8
33,芯片概念;传感器;光伏概念;特斯拉概念;数字孪生;智慧城市;高铁;食品安全;家用电器;水利;碳中和;一带一路;土壤修复;房屋检测;新型城镇化;融资融券,301115.SZ,301115,16
151,智能医疗;专精特新;新股与次新股;融资融券;医疗器械概念,920072.BJ,920072,5
33,粤港澳大湾区;融资融券,300804.SZ,300804,2
17,先进封装;芯片概念;MCU芯片;消费电子概念;传感器;小米概念;无人机;新能源汽车;机器人概念;融资融券,688061.SH,688061,10
33,专精特新;建筑节能;新型城镇化;华为概念;智慧城市;信创;人工智能;华为鲲鹏;蚂蚁集团概念;数据要素;雄安新区;融资融券,301197.SZ,301197,12
17,文化传媒概念;国资云;DeepSeek概念;云游戏;智慧城市;物联网;国企改革;华为概念;央企国企改革;数据中心(AIDC);证金持股;5G;融资融券;沪股通,600037.SH,600037,14
22,ST板块;数字经济;新疆振兴;跨境电商;智能家居;工业互联网;AIGC概念;智能物流;C2M概念;华为概念;AI智能体;AI应用;人工智能;铜缆高速连接,600337.SH,600337,14
17,芯片概念;WiFi 6;苹果概念;机器视觉;新型工业化;军工;虚拟现实;华为概念;工业互联网;数字孪生;股权转让(并购重组);融资融券,688115.SH,688115,12
33,流感;创新药;仿制药一致性评价;减肥药;CRO概念;合成生物;宠物经济;医美概念;养老概念;共同富裕示范区;AIGC概念;AI智能体;工业互联网;深股通;融资融券,000739.SZ,000739,15
17,光纤概念;芯片概念;专精特新;京津冀一体化;融资融券,688485.SH,688485,5
33,CRO概念;阿尔茨海默概念;减肥药;人民币贬值受益;氢能源;专精特新;氟化工概念;融资融券,301509.SZ,301509,8
33,汽车热管理;华为汽车;PEEK材料;车联网(车路协同);比亚迪概念;专精特新;新能源汽车;医疗器械概念;燃料电池;氢能源;深股通;融资融券,301225.SZ,301225,12
33,牙科医疗;医疗器械概念;3D打印;医美概念;融资融券,301033.SZ,301033,5
17,云计算;东数西算(算力);人工智能;算力租赁;超导概念;DeepSeek概念;污水处理;融资融券,688096.SH,688096,8
17,统一大市场;一体化压铸;机器人概念;新能源汽车;沪股通,605050.SH,605050,5
33,新型城镇化;共同富裕示范区;PPP概念;水利;雄安新区;碳中和;IP经济(谷子经济);区块链,300649.SZ,300649,8
151,AI应用;融资融券;车联网(车路协同);电力物联网;水利;智慧城市;数据要素;数字乡村;手机游戏;储能;人民币贬值受益;互联网金融;云办公;乡村振兴;DeepSeek概念,920790.BJ,920790,15
33,白酒概念;超级品牌;啤酒概念;高股息精选;证金持股;同花顺漂亮100;参股券商;国企改革;西部大开发;深股通;融资融券,000568.SZ,000568,11
33,专精特新;比亚迪概念;机器人概念;芯片概念;创投,300154.SZ,300154,5
17,参股券商;生物疫苗;参股保险;创新药;雄安新区;职业教育;页岩气;创投;沪股通;融资融券;2026中报预增,600739.SH,600739,11
17,跨境电商;专精特新;人民币贬值受益;比亚迪概念;新能源汽车;汽车电子,603201.SH,603201,6
17,煤炭概念;高股息精选;国企改革;沪股通;融资融券,600971.SH,600971,5
17,白酒概念;同花顺漂亮100;国企改革;沪股通;融资融券,600809.SH,600809,5
33,青蒿素;仿制药一致性评价;肝炎概念;创新药;流感;合成生物;猴痘概念;医药电商;幽门螺杆菌概念;医疗器械概念,002923.SZ,002923,10
33,新型工业化;智能物流;智慧城市;物联网;机器人概念;军民融合;区块链;充电桩;液冷服务器;储能;股权转让(并购重组),300420.SZ,300420,11
33,垃圾分类;污水处理;算力租赁;海峡两岸;PPP概念;燃料电池;福建自贸区;固废处理;钙钛矿电池;金属回收;东数西算(算力);PVDF概念;锂电池概念;金属铜;黄金概念;股权转让(并购重组),300056.SZ,300056,16
151,融资融券;合成生物;专精特新,920547.BJ,920547,3
33,工业母机;人形机器人;新型工业化;华为汽车;机器视觉;机器人概念;特斯拉概念;新能源汽车;比亚迪概念;燃料电池;氢能源;PCB概念;深股通,300580.SZ,300580,13
33,华为概念;粤港澳大湾区;CRO概念;区块链;人民币贬值受益;人工智能;智能医疗;创投;细胞免疫治疗;医疗器械概念;减肥药;幽门螺杆菌概念;辅助生殖;工业大麻;深股通;融资融券;合成生物;猴痘概念;创新药;三胎概念;肝炎概念;流感;仿制药一致性评价;2026中报预增,300199.SZ,300199,24
151,融资融券;体育产业;人民币贬值受益;中俄贸易概念;两轮车,920058.BJ,920058,5
17,数字经济;粤港澳大湾区;融资融券;沪股通,605499.SH,605499,4
33,禽流感;猴痘概念;减肥药;幽门螺杆菌概念;肝炎概念;流感;辅助生殖;仿制药一致性评价;创新药;医药电商;眼科医疗;维生素;NMN概念;智能医疗;医疗器械概念;养老概念;数字经济;粤港澳大湾区;深股通;融资融券,002317.SZ,002317,20
17,免税店;证金持股;同花顺中特估100;自由贸易港;旅游概念;同花顺漂亮100;跨境电商;国企改革;央企国企改革;一带一路;数字经济;沪股通;融资融券;中字头股票,601888.SH,601888,14
33,深圳国企改革;Web3.0;数据确权;拼多多概念;鸿蒙概念;百度概念;独角兽概念;人工智能;抖音概念(字节概念);一带一路;华为汽车;AI智能体;腾讯概念;创投;虚拟现实;华为概念;粤港澳大湾区;国企改革;新型烟草(电子烟);AI手机;智能穿戴;消费电子概念;苹果概念;华为手机;深股通;融资融券,000829.SZ,000829,26
33,同花顺中特估100;PPP概念;装配式建筑;机器人概念;光伏概念;2026中报预增;融资融券;深股通,002541.SZ,002541,8
33,股权转让(并购重组);金属回收;深股通;融资融券,002379.SZ,002379,4
17,创新药;沪股通;融资融券,688197.SH,688197,3
33,在线教育;AI应用;手机游戏;虚拟数字人;职业教育;体育产业;语音技术;元宇宙;跨境电商;鸿蒙概念;文化传媒概念;京津冀一体化;人脸识别;人工智能;DeepSeek概念;云办公;数字孪生;三胎概念;智谱AI;腾讯概念;机器人概念;人形机器人;物联网;虚拟现实;机器视觉;海峡两岸;无人机,002599.SZ,002599,27
33,猴痘概念;辅助生殖;肝炎概念;基因测序;流感;医疗器械概念;智能医疗;创新药;AI应用;DeepSeek概念;上海自贸区;专精特新,300642.SZ,300642,12
151,2026中报预增;专精特新;消费电子概念;PCB概念;芯片概念;新能源汽车;先进封装;储能;新股与次新股;融资融券,920125.BJ,920125,10
33,CRO概念;生物疫苗;创新药;医疗器械概念;智能医疗;AIGC概念;深股通;融资融券,300347.SZ,300347,8
33,减速器;人形机器人;农机;机器人概念;飞行汽车(eVTOL);低空经济;新能源汽车;智能座舱;专精特新;深股通;融资融券,301368.SZ,301368,11
33,工业母机;人形机器人;新型工业化;机器视觉;长安汽车概念;机器人概念;比亚迪概念;高端装备;农机;专精特新;工业互联网;宁德时代概念;智能医疗;光伏概念;养老概念;医疗器械概念;深股通;2026中报预增;融资融券,002747.SZ,002747,19
33,数字经济;维生素;仿制药一致性评价;股权转让(并购重组);融资融券,301281.SZ,301281,5
33,白酒概念;猪肉;国企改革;深股通;融资融券,000860.SZ,000860,5
17,高股息精选;参股银行;人民币贬值受益;沪股通;融资融券,601339.SH,601339,5
