股票代码,market_code,所属概念,所属概念数量,code
000656.SZ,33,托育服务;三胎概念;物业管理;西部大开发;新型城镇化;摘帽;股权转让(并购重组),7,000656
002025.SZ,33,共封装光学(CPO);铜缆高速连接;光纤概念;液冷服务器;5G;卫星导航;商业航天;小米概念;数据中心(AIDC);同花顺新质50;比亚迪概念;机器视觉;军工;华为概念;大飞机;新能源汽车;低空经济;核电;智能物流;西部大开发;央企国企改革;国企改革;深股通;融资融券,24,002025
601101.SH,17,煤炭概念;煤化工概念;高股息精选;国企改革;融资融券;沪股通,6,601101
603931.SH,17,光刻胶;OLED;芯片概念;沪股通,4,603931
001287.SZ,33,存储芯片;国家大基金持股;WiFi 6;MCU芯片;华为海思概念股;芯片概念;富士康概念;消费电子概念;无线耳机;汽车电子;卫星导航;英伟达概念;毫米波雷达;小米概念;智能座舱;星闪概念;网络安全;比亚迪概念;充电桩;物联网;智能电网;核污染防治;机器视觉;储能;新能源汽车;语音技术;粤港澳大湾区;低空经济;小米汽车;人形机器人;机器人概念;智能家居;数据要素;人工智能;长安汽车概念;DeepSeek概念;智能物流;跨境电商;央企国企改革;国企改革;乡村振兴;2026中报预增;深股通;中字头股票;融资融券,45,001287
603090.SH,17,新能源汽车;液冷服务器;人民币贬值受益;锂电池概念;农机;牙科医疗;储能;数据中心(AIDC);氢能源;数据要素;碳中和;风电;乡村振兴;煤化工概念;沪股通,15,603090
000066.SZ,33,东数西算(算力);AI PC;中国AI 50;智能电网;数据中心(AIDC);数据安全;网络安全;信创;华为鲲鹏;国产操作系统;百度概念;量子科技;区块链;液冷服务器;卫星导航;5G;智慧城市;华为概念;车联网(车路协同);数字经济;DeepSeek概念;人工智能;芯片概念;商业航天;海工装备;军工;消费电子概念;军民融合;汽车电子;粤港澳大湾区;锂电池概念;央企国企改革;国企改革;钠离子电池;深股通;中字头股票;融资融券,37,000066
600793.SH,17,西部大开发;国企改革;食品安全;电子纸,4,600793
603477.SH,17,猪肉;养鸡;西部大开发;AI应用;比亚迪概念;沪股通;融资融券,7,603477
000593.SZ,33,青蒿素;信托概念;天然气;碳中和;地下管网;氢能源;西部大开发;股权转让(并购重组);储能;深股通;融资融券,11,000593
002910.SZ,33,网红经济;乳业;宠物经济;生态农业;乡村振兴;西部大开发;国企改革,7,002910
603221.SH,17,人民币贬值受益,1,603221
002403.SZ,33,减速器;家用电器;共同富裕示范区;新型工业化;智能物流;跨境电商;C2M概念;人形机器人;机器人概念;独角兽概念;工业互联网;机器视觉;特斯拉概念;互联网保险;参股保险;土地流转,16,002403
603211.SH,17,毫米波雷达;专精特新;卫星导航;比亚迪概念;人形机器人;新能源汽车;无人驾驶;特斯拉概念;机器人概念;长三角一体化;智能家居;沪股通,12,603211
603137.SH,17,装配式建筑;建筑节能;新型城镇化;光伏建筑一体化;股权转让(并购重组);融资融券,6,603137
600791.SH,17,国企改革;京津冀一体化,2,600791
603823.SH,17,光刻胶;PEEK材料;钠离子电池;沪股通,4,603823
002828.SZ,33,俄乌冲突概念;页岩气;天然气;煤化工概念;新疆振兴;参股银行;西部大开发;碳中和;一带一路;股权转让(并购重组),10,002828
002245.SZ,33,MiniLED;钠离子电池;固态电池;锂电池概念;小米概念;芯片概念;人形机器人;储能;数据中心(AIDC);深股通;机器人概念;海峡两岸;智能家居;两轮车;飞行汽车(eVTOL);无人机;创投;一带一路;融资融券,19,002245
002767.SZ,33,新型工业化;水利;机器人概念;智慧城市;物联网;DeepSeek概念;传感器;华为概念;毫米波雷达;量子科技;芯片概念,11,002767
605377.SH,17,高股息精选;沪股通,2,605377
002793.SZ,33,仿制药一致性评价;医药电商;流感;创新药;幽门螺杆菌概念;民营医院;医疗器械概念;股权转让(并购重组);深股通,9,002793
603269.SH,17,液冷服务器;数据中心(AIDC);核电;海峡两岸;氢能源;超超临界发电;一带一路,7,603269
002042.SZ,33,算力租赁;东数西算(算力);数据中心(AIDC);DeepSeek概念;职业教育;工业互联网;粤港澳大湾区;C2M概念;创投;中俄贸易概念;乡村振兴;新疆振兴;绿色电力;农业种植;深股通;融资融券;2026中报预增,17,002042
002175.SZ,33,股权转让(并购重组);物业管理;ST板块;智能物流;工业互联网;物联网;西部大开发;新能源汽车;高端装备;芯片概念;超级电容,11,002175
601368.SH,17,新型城镇化;地下管网;国企改革;污水处理;西部大开发;数据要素;智慧城市,7,601368
000892.SZ,33,短剧游戏;IP经济(谷子经济);文化传媒概念;虚拟数字人;AIGC概念;AI应用;AI智能体;人工智能;西部大开发;深股通,10,000892
600241.SH,17,锂电池概念;国企改革,2,600241
002141.SZ,33,动物疫苗;广东自贸区;锂电池概念;粤港澳大湾区;创投;独角兽概念;PCB概念;横琴新区;消费电子概念,9,002141
600759.SH,22,俄乌冲突概念;天然气;ST板块;土地流转;海南自贸区;一带一路;人民币贬值受益,7,600759
920526.BJ,151,融资融券;专精特新;芯片概念;PCB概念,4,920526
688068.SH,17,重组蛋白;创新药;阿尔茨海默概念;肝炎概念;猴痘概念;流感;智能医疗;医疗器械概念;食品安全;京津冀一体化;人工智能;沪股通;融资融券,13,688068
301398.SZ,33,减速器;特斯拉概念;无人驾驶;专精特新;新能源汽车;一带一路;深股通;融资融券,8,301398
002726.SZ,33,预制菜;猪肉;ST板块,3,002726
300929.SZ,33,净水概念;污水处理;雄安新区;乡村振兴;水利;人工智能;PPP概念;专精特新;氢能源;储能;融资融券,11,300929
300677.SZ,33,养老概念;医疗器械概念;跨境电商;创投;智能医疗;人民币贬值受益;融资融券;深股通,8,300677
688699.SH,17,先进封装;芯片概念;MiniLED;专精特新;沪股通;融资融券,6,688699
688488.SH,17,创新药;医药电商;DeepSeek概念;专精特新;沪股通;融资融券,6,688488
688238.SH,17,细胞免疫治疗;智能医疗;CRO概念;基因测序;重组蛋白;人工智能;上海自贸区;专精特新;融资融券,9,688238
600521.SH,17,创新药;仿制药一致性评价;阿尔茨海默概念;流感;细胞免疫治疗;合成生物;沪股通;融资融券;2026中报预增,9,600521
688156.SH,17,专精特新;污水处理;固废处理;合成生物;融资融券,5,688156
000601.SZ,33,抽水蓄能;生物质能发电;绿色电力;东数西算(算力);数据中心(AIDC);充电桩;储能;深股通;新能源汽车;长安汽车概念;比亚迪概念;减速器;2026中报预增;融资融券,14,000601
601918.SH,17,煤炭概念;煤化工概念;超超临界发电;国企改革;央企国企改革;风电;沪股通;融资融券,8,601918
300943.SZ,33,芯片概念;传感器;卫星导航;商业航天;汽车热管理;无人机;军工;新能源汽车;核电;智慧城市;军民融合;燃料电池;氢能源;天然气;深股通;股权转让(并购重组);融资融券,17,300943
920367.BJ,151,仿制药一致性评价;人工智能;机器人概念;AI应用;医药电商;流感;智能医疗;融资融券;维生素;华为鲲鹏;创新药,11,920367
688820.SH,17,存储芯片;科创次新股;先进封装;芯片概念;注册制次新股;新股与次新股;融资融券,7,688820
300600.SZ,33,国产航母;军民融合;海工装备;军工;核电;商业航天;国企改革;专精特新;机器人概念;风电;储能,11,300600
688799.SH,17,创新药;仿制药一致性评价;肝炎概念;幽门螺杆菌概念;合成生物;专精特新;沪股通;融资融券,8,688799
688347.SH,17,国家大基金持股;存储芯片;芯片概念;消费电子概念;国企改革;上海国企改革;沪股通;融资融券,8,688347
300145.SZ,33,中芯国际概念;空气能热泵;液冷服务器;数据中心(AIDC);专精特新;腾讯概念;智慧城市;比亚迪概念;军工;水利;储能;垃圾分类;净水概念;土壤修复;中俄贸易概念;新型城镇化;核电;创投;风电;污水处理;PPP概念;固废处理;国企改革;金属回收;深股通;融资融券,26,300145
688176.SH,17,创新药;沪股通;融资融券,3,688176
300671.SZ,33,汽车芯片;存储芯片;MCU芯片;第三代半导体;芯片概念;先进封装;WiFi 6;5G;MiniLED;无线耳机;毫米波雷达;新型烟草(电子烟);专精特新;海峡两岸;粤港澳大湾区;智能家居;深股通;融资融券,18,300671
920662.BJ,151,数据中心(AIDC);氢能源;风电;军民融合;储能;新能源汽车;燃料电池;海工装备;融资融券;专精特新;液冷服务器;充电桩,12,920662
688380.SH,17,存储芯片;汽车芯片;MCU芯片;芯片概念;消费电子概念;汽车电子;传感器;小米概念;专精特新;机器人概念;人形机器人;华为汽车;长安汽车概念;沪股通;融资融券,15,688380
301595.SZ,33,商业航天;智能家居;露营经济;专精特新;跨境电商;深股通;融资融券,7,301595
688091.SH,17,创新药;沪股通;融资融券,3,688091
688172.SH,17,国家大基金持股;第三代半导体;MCU芯片;芯片概念;传感器;国企改革;沪股通;融资融券,8,688172
688733.SH,17,存储芯片;PCB概念;先进封装;芯片概念;固态电池;宁德时代概念;光伏概念;锂电池概念;专精特新;华为概念;新能源汽车;钠离子电池;燃料电池;沪股通;融资融券,15,688733
600084.SH,22,ST板块;农业种植;白酒概念;新疆振兴;乡村振兴;化债概念(AMC概念);国企改革;西部大开发;2026中报预增,9,600084
300833.SZ,33,人民币贬值受益;专精特新;粤港澳大湾区;机器视觉;文化传媒概念;深股通,6,300833
301516.SZ,33,换电概念;充电桩;低空经济;核电;新型工业化;粤港澳大湾区;储能;高压快充;燃料电池;光伏概念;比亚迪概念;氢能源;新能源汽车;5G;两轮车;国企改革;深股通;中字头股票;融资融券,19,301516
002217.SZ,33,电子纸;华为手机;富士康概念;PCB概念;无线充电;柔性屏(折叠屏);5G;消费电子概念;OLED;智能穿戴;ST板块;汽车电子;东数西算(算力);传感器;虚拟现实;华为概念;比亚迪概念;海峡两岸;算力租赁;新能源汽车;ETC;机器人概念;福建自贸区;人民币贬值受益;创投;国企改革;物联网,27,002217
688141.SH,17,汽车芯片;芯片概念;消费电子概念;汽车电子;小米概念;智能座舱;专精特新;锂电池概念;华为概念;无人驾驶;新能源汽车;储能;沪股通;融资融券,14,688141
603928.SH,17,丙烯酸;锂电池概念;光刻胶;3D打印;高铁;新能源汽车;芯片概念;在线教育;大飞机;风电;先进封装,11,603928
603032.SH,17,固态电池;锂电池概念;比亚迪概念;机器人概念;减速器;西部大开发;新疆振兴;融资融券,8,603032
601718.SH,22,ST板块;乡村振兴;文化传媒概念;体育产业;露营经济;国企改革;数字经济;央企国企改革;数字孪生;安防;军民融合;储能;军工;核污染防治;专精特新;智能穿戴,16,601718
920198.BJ,151,工业互联网;专精特新;数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;数据要素;国企改革;人工智能;股权转让(并购重组);安防;创投;融资融券,15,920198
920478.BJ,151,创新药;融资融券;CRO概念,3,920478
300536.SZ,33,东数西算(算力);算力租赁;芯片概念;新型城镇化;垃圾分类;PPP概念,6,300536
920199.BJ,151,机器人概念;医疗器械概念;体育产业;家用电器;融资融券;人民币贬值受益;智能医疗;IP经济(谷子经济);西部大开发;脑机接口;鸿蒙概念;人工智能;高压氧舱,13,920199
000826.SZ,33,垃圾分类;土壤修复;污水处理;新型城镇化;新能源汽车;ST板块;固废处理;PPP概念;地下管网;碳中和;雄安新区;新疆振兴;生物质能发电;数字经济;乡村振兴;无人驾驶;人工智能;智慧城市;锂电池概念;车联网(车路协同);动力电池回收;绿色电力;多模态AI,23,000826
688231.SH,17,3D打印;航空发动机;军工;军民融合;高铁;沪股通;融资融券,7,688231
601177.SH,17,减速器;农机;工业互联网;参股银行;机器人概念;人形机器人;国企改革;海工装备;风电;军民融合;军工;核电;储能;融资融券;沪股通,15,601177
000876.SZ,33,猪肉;养鸡;预制菜;农村电商;乡村振兴;参股银行;西部大开发;一带一路;深股通;融资融券,10,000876
301165.SZ,33,WiFi 6;共封装光学(CPO);6G概念;5G;液冷服务器;中国AI 50;数据中心(AIDC);东数西算(算力);网络安全;小米概念;信创;云办公;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;国资云;工业互联网;AI智能体;新型工业化;人工智能;快手概念;蚂蚁集团概念;AI应用;AIGC概念;数字经济;智能医疗;一带一路;国企改革;深股通;融资融券,31,301165
000838.SZ,33,租售同权;ST板块;固废处理;西部大开发;污水处理;股权转让(并购重组),6,000838
003037.SZ,33,地下管网;装配式建筑;新型城镇化;智能物流;新疆振兴;水泥概念;水利;一带一路;风电;海工装备;粤港澳大湾区;光伏概念,12,003037
601225.SH,17,煤炭概念;高股息精选;证金持股;同花顺漂亮100;国企改革;西部大开发;沪股通;融资融券,8,601225
600107.SH,22,ST板块;天然气;储能;医药电商,4,600107
920790.BJ,151,AI应用;手机游戏;数据要素;DeepSeek概念;人民币贬值受益;电力物联网;互联网金融;乡村振兴;智慧城市;水利;融资融券;储能;车联网(车路协同);云办公;数字乡村,15,920790
603538.SH,17,减肥药;CRO概念;流感;肝炎概念;宠物经济;合成生物;辅助生殖;人民币贬值受益;机器人概念;沪股通;融资融券,11,603538
301161.SZ,33,芯片概念;农机;机器人概念;海工装备;股权转让(并购重组);融资融券,6,301161
920047.BJ,151,重组蛋白;眼科医疗;融资融券;创新药,4,920047
301520.SZ,33,仿制药一致性评价;创新药;CRO概念;减肥药;食品安全;DeepSeek概念;融资融券,7,301520
003033.SZ,33,人形机器人;长安汽车概念;比亚迪概念;机器人概念;农机;数字经济;专精特新;深股通,8,003033
002452.SZ,33,智能电网;柔性直流输电;充电桩;特高压;储能;数据中心(AIDC);风电;光伏概念;军工;新能源汽车;专精特新;绿色电力;新疆振兴;深股通;融资融券,15,002452
600379.SH,17,光热发电;氢能源;燃料电池;虚拟电厂;西部大开发;高铁;智能电网;国企改革;风电;储能;央企国企改革;特高压;军工;芯片概念;融资融券,15,600379
301068.SZ,33,算力租赁;固废处理;融资融券,3,301068
603855.SH,17,新疆振兴;高股息精选;机器人概念;海工装备;军工;核电;无人驾驶;储能;5G;沪股通,10,603855
301307.SZ,33,芯片概念;富士康概念;液冷服务器;5G;东数西算(算力);专精特新;比亚迪概念;华为概念;无人驾驶;新能源汽车;固态电池;储能;充电桩;特斯拉概念;小米汽车;工业互联网;华为汽车;一体化压铸;长安汽车概念;减速器;西部大开发;绿色电力;深股通;融资融券,24,301307
603983.SH,17,重组蛋白;合成生物;DeepSeek概念;沪股通,4,603983
688512.SH,17,国家大基金持股;芯片概念;5G;专精特新;物联网;人民币贬值受益;沪股通;融资融券,8,688512
002485.SZ,33,旅游概念;特色小镇;ST板块,3,002485
002124.SZ,33,猪肉;预制菜;绿色电力;元宇宙;机器人概念;深股通,6,002124
688362.SH,17,先进封装;MCU芯片;芯片概念;消费电子概念;汽车电子;5G;传感器;专精特新;数字货币;沪股通;融资融券,11,688362
002148.SZ,33,车联网(车路协同);物联网;创投;抖音概念(字节概念);低空经济;京津冀一体化;网络游戏;手机游戏;无人机;机器人概念;5G;芯片概念;融资融券;深股通,14,002148
688448.SH,17,数据中心(AIDC);污水处理;融资融券,3,688448
300602.SZ,33,华为手机;共封装光学(CPO);华为海思概念股;富士康概念;苹果概念;AI PC;5G;液冷服务器;AI眼镜;小米概念;数据中心(AIDC);MR(混合现实);宁德时代概念;光伏概念;华为概念;比亚迪概念;虚拟现实;无人机;无人驾驶;新能源汽车;特斯拉概念;充电桩;石墨烯;锂电池概念;储能;人形机器人;粤港澳大湾区;机器人概念;工业互联网;汽车热管理;华为汽车;一体化压铸;长安汽车概念;家用电器;智能物流;一带一路;物业管理;融资融券;深股通,39,300602
300249.SZ,33,东数西算(算力);数据中心(AIDC);液冷服务器;5G;云计算;华为数字能源;腾讯概念;华为概念;抖音概念(字节概念);阿里巴巴概念;物联网;百度概念;智慧城市;专精特新;数字乡村;区块链;储能;数字孪生;人工智能;机器人概念;碳中和;西部大开发;深股通;融资融券,24,300249
603380.SH,17,机器人概念;新能源汽车;汽车电子;消费电子概念;5G;独角兽概念;数据中心(AIDC);医疗器械概念;沪股通,9,603380
000007.SZ,33,粤港澳大湾区;物业管理,2,000007
002064.SZ,33,可降解塑料;深股通;融资融券;2026中报预增,4,002064
