股票代码,market_code,所属概念,所属概念数量,code
002038.SZ,33,仿制药一致性评价;创新药;医药电商;减肥药;流感;幽门螺杆菌概念;肝炎概念;生物疫苗;辅助生殖;猴痘概念;医美概念;民营医院;基因测序;NMN概念;工业大麻;国企改革;京津冀一体化;创投;深股通;融资融券,20,002038
300843.SZ,33,铜缆高速连接;富士康概念;液冷服务器;消费电子概念;新型烟草(电子烟);高压快充;小米概念;数据中心(AIDC);比亚迪概念;智能座舱;新能源汽车;无人机;充电桩;储能;机器人概念;低空经济;人形机器人;飞行汽车(eVTOL);融资融券;深股通,20,300843
002726.SZ,33,预制菜;猪肉;ST板块,3,002726
688210.SH,17,苹果概念;消费电子概念;AI眼镜;智能穿戴;柔性屏(折叠屏);3D打印;无人机;专精特新;人形机器人;人民币贬值受益;沪股通;融资融券,12,688210
920206.BJ,151,柔性屏(折叠屏);专精特新;染料;新股与次新股;融资融券,5,920206
600649.SH,17,租售同权;物业管理;参股券商;上海国企改革;参股银行;国企改革;新型城镇化;沪股通;融资融券;宁德时代概念,10,600649
000017.SZ,33,两轮车;粤港澳大湾区;锂电池概念;黄金概念;智能穿戴,5,000017
002399.SZ,33,生物疫苗;创新药;CRO概念;人民币贬值受益;深股通;融资融券,6,002399
603801.SH,17,高股息精选;智能家居;阿里巴巴概念;工业互联网,4,603801
600539.SH,17,股权转让(并购重组);小红书概念;AI应用;净水概念;机器视觉;污水处理;海峡两岸;锂电池概念;跨境电商;宠物经济;光伏概念;先进封装,12,600539
600613.SH,17,医药电商;流感,2,600613
002313.SZ,33,智慧灯杆;智慧城市;东数西算(算力);阿里巴巴概念;物联网;数据中心(AIDC);车联网(车路协同);DeepSeek概念;华为概念;人工智能;工业互联网;粤港澳大湾区;充电桩;智能家居;新疆振兴;储能;机器人概念;小米概念;无人机;5G;卫星导航;比亚迪概念;国企改革;无人驾驶;智能座舱;汽车电子;股权转让(并购重组),27,002313
001360.SZ,33,黄金概念;金属回收;专精特新;高端装备;雅下水电概念;锂电池概念;一带一路;固废处理;机器视觉;融资融券,10,001360
300936.SZ,33,PCB概念;芯片概念;消费电子概念;毫米波雷达;5G;专精特新;卫星导航;无人驾驶;华为概念;储能;融资融券,11,300936
600683.SH,17,特色小镇;物业管理;土地流转;创投;养老概念;国企改革;京津冀一体化;旅游概念;沪股通,9,600683
002667.SZ,33,金属铅;金属锌;垃圾分类;小金属概念;磷化工;储能;ST板块;锂电池概念,8,002667
001210.SZ,33,建筑节能;新疆振兴;液冷服务器;数据确权;数据中心(AIDC);京津冀一体化;量子科技;储能;工业互联网,9,001210
603637.SH,17,国企改革;碳中和;天然气;氢能源,4,603637
603988.SH,17,新能源汽车;储能;风电;股权转让(并购重组);沪股通,5,603988
001333.SZ,33,共同富裕示范区;长三角一体化,2,001333
603882.SH,17,基因测序;AI应用;智能医疗;AI智能体;AIGC概念;数据要素;DeepSeek概念;细胞免疫治疗;人工智能;幽门螺杆菌概念;腾讯概念;肝炎概念;医疗器械概念;食品安全;冷链物流;华为概念;机器人概念;融资融券;沪股通,19,603882
603036.SH,17,天然气;俄乌冲突概念,2,603036
600211.SH,17,创新药;生物疫苗;流感;高股息精选;三胎概念;基因测序;医疗器械概念;西部大开发;融资融券;沪股通,10,600211
603958.SH,17,3D打印;苹果概念;机器人概念;消费电子概念;工业母机;海峡两岸;华为概念;智能穿戴;DeepSeek概念;股权转让(并购重组),10,603958
002552.SZ,33,PCB概念;5G;股权转让(并购重组);汽车电子;黄金概念;互联网金融;2026一季报预增;国企改革;2026中报预增;深股通,10,002552
001277.SZ,33,农机;新型工业化;数据中心(AIDC);煤炭概念;融资融券,5,001277
000007.SZ,33,粤港澳大湾区;物业管理,2,000007
002903.SZ,33,工业母机;减速器;新型工业化;富士康概念;苹果概念;同花顺新质50;专精特新;消费电子概念;比亚迪概念;机器人概念;军工;新能源汽车;小米概念;芯片概念;华为概念;第三代半导体;融资融券,17,002903
601877.SH,17,虚拟电厂;智能电网;绿色电力;光伏建筑一体化;充电桩;风电;储能;阿里巴巴概念;数据中心(AIDC);光伏概念;人工智能;物联网;一带一路;锂电池概念;机器人概念;特斯拉概念;沪股通;融资融券,18,601877
603016.SH,17,国企改革;特高压;沪股通,3,603016
603580.SH,17,海峡两岸;消费电子概念;人民币贬值受益;摘帽,4,603580
002437.SZ,33,仿制药一致性评价;创新药;医药电商;肝炎概念;维生素;民营医院;基因测序;黑龙江自贸区;深股通;融资融券,10,002437
002880.SZ,33,肝炎概念;合成生物;细胞免疫治疗;国企改革;深股通,5,002880
603666.SH,17,新型工业化;机器视觉;人形机器人;传感器;机器人概念;专精特新;低空经济;人工智能;华为概念;充电桩;无人机;ChatGPT概念;AIGC概念;多模态AI;腾讯概念;脑机接口;医疗器械概念;智能电网;沪股通,19,603666
605116.SH,17,减肥药;创新药;仿制药一致性评价;医药电商;肝炎概念;CRO概念;辅助生殖;合成生物;人民币贬值受益;量子科技;沪股通,11,605116
603578.SH,17,共同富裕示范区;专精特新;光伏概念,3,603578
603177.SH,17,固废处理;碳中和;一带一路;燃料电池;氢能源;充电桩;钠离子电池;超超临界发电,8,603177
600250.SH,17,旅游概念;IP经济(谷子经济);养老概念;跨境电商;国企改革;低空经济,6,600250
002579.SZ,33,AI PC;PCB概念;共封装光学(CPO);AI手机;无线耳机;MiniLED;MicroLED概念;AI眼镜;先进封装;新型烟草(电子烟);智能音箱;汽车电子;消费电子概念;5G;OLED;智能穿戴;WiFi 6;柔性屏(折叠屏);毫米波雷达;6G概念;小米概念;数据中心(AIDC);存储芯片;东数西算(算力);芯片概念;储能;比亚迪概念;海峡两岸;新能源汽车;广东自贸区;无人驾驶;物联网;商业航天;卫星导航;粤港澳大湾区;人形机器人;工业互联网;无人机;机器人概念;军工;低空经济;数字经济;创投;医疗器械概念;军民融合;融资融券;养老概念;深股通,48,002579
002581.SZ,33,ST板块;生物疫苗;肝炎概念;创新药;重组蛋白;CRO概念,6,002581
603285.SH,17,锂电池概念;沪股通;融资融券,3,603285
603590.SH,17,创新药;猴痘概念;创投;知识产权保护;军民融合;专精特新;沪股通,7,603590
603392.SH,17,生物疫苗;猴痘概念;流感;幽门螺杆菌概念;创新药;智能医疗;DeepSeek概念;同花顺漂亮100;肝炎概念;融资融券;沪股通,11,603392
003010.SZ,33,宠物经济;三胎概念;跨境电商;文化传媒概念;拼多多概念;虚拟数字人;AIGC概念;AI应用;DeepSeek概念;数字经济;人工智能;阿里巴巴概念;粤港澳大湾区;虚拟现实;2026中报预增;深股通,16,003010
605080.SH,17,体育产业;共同富裕示范区;人工智能;人民币贬值受益;露营经济;一带一路,6,605080
603626.SH,17,智能音箱;特斯拉概念;机器人概念;虚拟现实;柔性屏(折叠屏);苹果概念;元宇宙;智能穿戴;富士康概念;消费电子概念;人民币贬值受益;华为概念;无线耳机;海峡两岸;新型烟草(电子烟);AI PC;储能;固态电池;沪股通;融资融券,20,603626
603376.SH,17,注册制次新股;长安汽车概念;共同富裕示范区;无人驾驶;新能源汽车;比亚迪概念;传感器;专精特新;汽车电子;新股与次新股;融资融券,11,603376
002811.SZ,33,装配式建筑;一带一路;IP经济(谷子经济);人工智能;数字经济;AIGC概念;DeepSeek概念;云计算;芯片概念,9,002811
000590.SZ,33,流感;养老概念;智能医疗;股权转让(并购重组),4,000590
002491.SZ,33,光纤概念;5G;数据中心(AIDC);数字水印;专精特新;储能;网络安全;数据安全;长三角一体化;独角兽概念;固态电池;深股通;融资融券,13,002491
002940.SZ,33,创新药;仿制药一致性评价;幽门螺杆菌概念;维生素;合成生物;宠物经济;共同富裕示范区;MR(混合现实);深股通,9,002940
603716.SH,17,细胞免疫治疗;创新药;生物疫苗;智能医疗;养老概念;DRG/DIP;医疗器械概念;脑机接口;AI应用;鸿蒙概念;DeepSeek概念;人工智能;固废处理;数据安全;网络安全;信创;华为概念;沪股通,18,603716
603519.SH,17,创投;家用电器;高股息精选;第三代半导体,4,603519
002365.SZ,33,维生素;医药电商;宠物经济;三胎概念;跨境电商;一带一路;人民币贬值受益;证金持股;氢能源;石墨烯;深股通;2026中报预增,12,002365
000710.SZ,33,基因测序;辅助生殖;三胎概念;智能医疗;医疗器械概念;AI应用;京津冀一体化;数据要素;人工智能;AI智能体;DeepSeek概念;AI语料;西部大开发;腾讯概念;智谱AI;海峡两岸,16,000710
002412.SZ,33,流感;仿制药一致性评价;肝炎概念;医药电商;幽门螺杆菌概念;创新药;农业种植;参股银行;2026中报预增;融资融券,10,002412
000931.SZ,33,仿制药一致性评价;创新药;养老概念;京津冀一体化;雄安新区;创投;融资融券,7,000931
000520.SZ,33,统一大市场;航运概念;一带一路,3,000520
600127.SH,17,粮食概念;玉米;俄乌冲突概念;预制菜;乳业;乡村振兴;国企改革;养老概念;沪股通;融资融券,10,600127
601700.SH,17,智能电网;柔性直流输电;特高压;光伏概念;一带一路;化债概念(AMC概念);国企改革;硅能源;2026中报预增;沪股通;融资融券,11,601700
000523.SZ,33,广东自贸区;物业管理;代糖概念;国企改革;啤酒概念;创投;粤港澳大湾区;工业互联网;2026中报预增;股权转让(并购重组);深股通,11,000523
002743.SZ,33,装配式建筑;雄安新区;新型城镇化;PPP概念;可控核聚变,5,002743
002030.SZ,33,猴痘概念;禽流感;基因测序;幽门螺杆菌概念;辅助生殖;肝炎概念;流感;智能医疗;食品安全;创投;人工智能;互联网金融;国企改革;医疗器械概念;证金持股;融资融券;深股通,17,002030
603828.SH,22,ST板块;光伏建筑一体化;建筑节能;装配式建筑;PPP概念;新型城镇化,6,603828
601118.SH,17,海南自贸区;碳中和;农业种植;乡村振兴;国企改革;可降解塑料;军工;融资融券;沪股通,9,601118
688710.SH,17,CRO概念;细胞免疫治疗;创新药;智能医疗;国企改革;央企国企改革;沪股通;融资融券,8,688710
002172.SZ,33,民营医院;三胎概念;养老概念;冷链物流;医美概念;高压氧舱;毛发医疗;国企改革;脑机接口;股权转让(并购重组),10,002172
300725.SZ,33,CRO概念;创新药;合成生物;智能医疗;人民币贬值受益;人工智能;AI应用;深股通;融资融券,9,300725
688057.SH,17,机器人概念;污水处理;专精特新;融资融券,4,688057
301183.SZ,33,共封装光学(CPO);F5G概念;华为手机;6G概念;消费电子概念;汽车电子;专精特新;小米概念;无人驾驶;虚拟现实;华为概念;2026中报预增;深股通;融资融券,14,301183
301230.SZ,33,CRO概念;创新药;智能医疗;流感;合成生物;医疗器械概念;ChatGPT概念;AI应用;多模态AI;人工智能;人民币贬值受益;减肥药;深股通;融资融券,13,301230
600491.SH,22,PPP概念;装配式建筑;房屋检测;光伏建筑一体化;新型城镇化;ST板块;水利;长三角一体化,8,600491
688520.SH,17,重组蛋白;创新药;生物疫苗;百度概念;CRO概念;沪股通;融资融券,7,688520
688136.SH,17,重组蛋白;创新药;减肥药;肝炎概念;动物疫苗;合成生物;智能医疗;沪股通;融资融券,9,688136
300661.SZ,33,存储芯片;共封装光学(CPO);汽车芯片;OLED;芯片概念;消费电子概念;汽车电子;无线耳机;传感器;专精特新;锂电池概念;人工智能;融资融券;深股通,14,300661
600381.SH,22,白酒概念;ST板块;西部大开发,3,600381
688096.SH,17,云计算;东数西算(算力);人工智能;算力租赁;超导概念;DeepSeek概念;污水处理;融资融券,8,688096
300867.SZ,33,生物质能发电;垃圾分类;DeepSeek概念;AI应用;绿色电力;污水处理;短剧游戏;PPP概念;海峡两岸;氢能源;固废处理;燃料电池;医美概念;2026中报预增;深股通;融资融券,16,300867
301201.SZ,33,细胞免疫治疗;CRO概念;创新药;肝炎概念;合成生物;专精特新;减肥药;深股通;融资融券,9,301201
688373.SH,17,创新药;医药电商;融资融券,3,688373
688806.SH,17,科创次新股;注册制次新股;新股与次新股;融资融券;重组蛋白;横琴新区;专精特新;创新药,8,688806
688333.SH,17,AI手机;消费电子概念;卫星导航;商业航天;无人机;大飞机;3D打印;人形机器人;军工;飞行汽车(eVTOL);低空经济;机器人概念;航空发动机;核电;西部大开发;沪股通;融资融券,17,688333
688788.SH,17,华为昇腾;军工信息化;无人机;军工;无人驾驶;人工智能;粤港澳大湾区;芯片概念;沪股通;融资融券,10,688788
688205.SH,17,共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);东数西算(算力);专精特新;2026中报预增;沪股通;融资融券,11,688205
688195.SH,17,光纤概念;共封装光学(CPO);光刻机;AI眼镜;芯片概念;量子科技;商业航天;卫星导航;数据中心(AIDC);专精特新;机器视觉;无人驾驶;华为概念;福建自贸区;海峡两岸;医疗器械概念;独角兽概念;沪股通;股权转让(并购重组);融资融券,20,688195
300558.SZ,33,重组蛋白;创新药;细胞免疫治疗;眼科医疗;基因测序;智能医疗;深股通;2026中报预增;融资融券,9,300558
688758.SH,17,专精特新;2026中报预增;重组蛋白;沪股通;融资融券,5,688758
000517.SZ,33,物业管理;建筑节能;长三角一体化;深股通;融资融券,5,000517
603838.SH,22,ST板块;智能家居;人民币贬值受益;小金属概念,4,603838
688062.SH,17,重组蛋白;创新药;智能医疗;沪股通;融资融券,5,688062
920026.BJ,151,融资融券;苹果概念;芯片概念;特斯拉概念;消费电子概念;比亚迪概念;机器视觉;机器人概念;富士康概念;新能源汽车;光伏概念;专精特新;MR(混合现实);AI眼镜,14,920026
300901.SZ,33,人民币贬值受益;新疆振兴;英伟达概念;三胎概念;虚拟数字人;多模态AI;AIGC概念;东数西算(算力);融资融券,9,300901
600547.SH,17,黄金概念;数字经济;国企改革;证金持股;沪股通;融资融券,6,600547
000926.SZ,33,装配式建筑;新型城镇化;文化传媒概念;碳交易;碳中和;融资融券;华为概念,7,000926
001225.SZ,33,一带一路;水泥概念,2,001225
300319.SZ,33,共封装光学(CPO);消费电子概念;汽车电子;英伟达概念;5G;智能穿戴;AI眼镜;人形机器人;芯片概念;小米概念;存储芯片;比亚迪概念;华为概念;新能源汽车;机器人概念;无人机;东数西算(算力);充电桩;粤港澳大湾区;阿里巴巴概念;储能;深圳国企改革;国企改革;融资融券;深股通,25,300319
688180.SH,17,创新药;生物疫苗;猴痘概念;AIGC概念;沪股通;融资融券,6,688180
688197.SH,17,创新药;沪股通;融资融券,3,688197
603123.SH,17,数字货币;跨境支付(CIPS);无人零售;移动支付;AI应用;物业管理;数据要素;数字经济;AI智能体;阿里巴巴概念;京津冀一体化;人工智能;腾讯概念;旅游概念;国企改革;无人驾驶;芯片概念;汽车芯片;沪股通;融资融券,20,603123
688313.SH,17,共封装光学(CPO);光纤概念;F5G概念;芯片概念;5G;数据中心(AIDC);专精特新;沪股通;融资融券,9,688313
301190.SZ,33,染料;幽门螺杆菌概念;参股银行;2026中报预增;深股通;融资融券,6,301190
688265.SH,17,辅助生殖;融资融券,2,688265
301212.SZ,33,可降解塑料;共同富裕示范区;专精特新;消毒剂;锂电池概念;融资融券,6,301212
301266.SZ,33,HJT电池;BC电池;硅能源;光伏概念;数据中心(AIDC);专精特新;超导概念;储能;融资融券,9,301266
300358.SZ,33,人工智能;智能物流;机器人概念;智能医疗;高端装备;AI智能体;海峡两岸;净水概念;DeepSeek概念;细胞免疫治疗;污水处理;合成生物;创新药;融资融券;深股通,15,300358
300487.SZ,33,盐湖提锂;金属钴;金属镍;小金属概念;锂电池概念;金属回收;比亚迪概念;芯片概念;专精特新;净水概念;固废处理;减肥药;存储芯片;工业大麻;核污染防治;西部大开发;生物疫苗;碳中和;碳交易;核电;融资融券;深股通,22,300487
300697.SZ,33,金属铜;石墨烯;数据中心(AIDC);新能源汽车;高铁;氢能源;国企改革;小米汽车;小米概念;深股通,10,300697
300991.SZ,33,新型烟草(电子烟);存储芯片;消费电子概念;铜缆高速连接;专精特新;比亚迪概念;5G;数据中心(AIDC);无人机;新能源汽车;无人驾驶;工业母机;深股通;融资融券,14,300991
688098.SH,17,动物疫苗;合成生物;创新药;宠物经济;融资融券,5,688098
600129.SH,17,禽流感;医药电商;仿制药一致性评价;流感;肝炎概念;维生素;创新药;农业种植;减肥药;眼科医疗;超级品牌;医美概念;土地流转;养老概念;乡村振兴;西部大开发;医疗器械概念;国企改革;央企国企改革;人工智能;AI智能体;阿里巴巴概念;百度概念;股权转让(并购重组);沪股通;融资融券,26,600129
601238.SH,17,同花顺漂亮100;国企改革;两轮车;网约车;氢能源;动力电池回收;飞行汽车(eVTOL);华为汽车;燃料电池;车联网(车路协同);低空经济;机器人概念;石墨烯;无人驾驶;储能;人形机器人;充电桩;新能源汽车;锂电池概念;华为概念;商业航天;宁德时代概念;智能座舱;固态电池;沪股通;融资融券;英伟达概念;汽车芯片,28,601238
300903.SZ,33,共封装光学(CPO);存储芯片;先进封装;PCB概念;MiniLED;芯片概念;消费电子概念;5G;汽车电子;毫米波雷达;小米概念;数据中心(AIDC);比亚迪概念;专精特新;血氧仪;新能源汽车;锂电池概念;无人机;充电桩;储能;军工;机器人概念;粤港澳大湾区;钠离子电池;低空经济;工业互联网;第三代半导体;深股通;融资融券,29,300903
002943.SZ,33,第三代半导体;芯片概念;TOPCON电池;AI眼镜;HJT电池;稀土永磁;智能穿戴;光伏概念;比亚迪概念;工业母机;深股通;融资融券,12,002943
600988.SH,17,金属铅;黄金概念;金属铜;稀土永磁;西部大开发;人民币贬值受益;沪股通;2026中报预增;融资融券,9,600988
603400.SH,17,机器人概念;新能源汽车;消费电子概念;人民币贬值受益;汽车电子;智能家居;充电桩;储能;锂电池概念;沪股通;融资融券,11,603400
301257.SZ,33,CRO概念;细胞免疫治疗;减肥药;创新药;肝炎概念;智能医疗;DeepSeek概念;AI智能体;融资融券,9,301257
