所属同花顺行业,market_code,股票代码,code
商贸零售-零售-专业连锁,33,300022.SZ,300022
房地产-房地产-住宅开发,17,600791.SH,600791
医药生物-化学制药-原料药,17,688166.SH,688166
农林牧渔-养殖业-动物保健,33,300871.SZ,300871
食品饮料-白酒-白酒Ⅲ,17,603198.SH,603198
电子-光学光电子-LED,17,605365.SH,605365
交通运输-港口航运-航运,17,601975.SH,601975
医药生物-化学制药-原料药,17,603538.SH,603538
轻工制造-家居用品-其他家居用品,33,001216.SZ,001216
石油石化-油气开采及服务-油服工程,33,300164.SZ,300164
石油石化-油气开采及服务-油气开采,33,300483.SZ,300483
轻工制造-家居用品-文娱用品,17,605299.SH,605299
农林牧渔-养殖业-动物保健,17,688098.SH,688098
电子-其他电子-其他电子Ⅲ,33,300736.SZ,300736
医药生物-医疗器械-体外诊断,33,300639.SZ,300639
电力设备-电网设备-线缆部件及其他,33,002471.SZ,002471
机械设备-专用设备-其他专用设备,17,688328.SH,688328
医药生物-医药商业-药店,33,301017.SZ,301017
电力设备-光伏设备-光伏电池组件,17,603778.SH,603778
医药生物-医药商业-医药流通,33,301015.SZ,301015
医药生物-生物制品-疫苗,151,920575.BJ,920575
医药生物-化学制药-化学制剂,17,688382.SH,688382
轻工制造-造纸-造纸Ⅲ,17,603284.SH,603284
基础化工-化学制品-食品及饲料添加剂,33,002597.SZ,002597
电力设备-光伏设备-光伏加工设备,17,688726.SH,688726
纺织服饰-纺织制造-印染,17,605055.SH,605055
美容护理-美容护理-医疗美容,151,920982.BJ,920982
电力设备-电网设备-线缆部件及其他,151,920682.BJ,920682
机械设备-专用设备-其他专用设备,17,688383.SH,688383
石油石化-油气开采及服务-油气开采,17,603619.SH,603619
医药生物-化学制药-原料药,151,920478.BJ,920478
医药生物-化学制药-化学制剂,17,688513.SH,688513
机械设备-自动化设备-其他自动化设备,33,001223.SZ,001223
医药生物-化学制药-化学制剂,151,920735.BJ,920735
医药生物-化学制药-化学制剂,33,002675.SZ,002675
机械设备-专用设备-能源及重型设备,33,002490.SZ,002490
通信-通信设备-通信网络设备及器件,33,300565.SZ,300565
电力设备-电网设备-线缆部件及其他,33,001208.SZ,001208
家用电器-白色家电-家电零部件,33,300342.SZ,300342
家用电器-白色家电-家电零部件,33,002676.SZ,002676
医药生物-医疗器械-体外诊断,17,688317.SH,688317
汽车-汽车零部件-底盘与发动机系统,151,920106.BJ,920106
医药生物-化学制药-化学制剂,33,300006.SZ,300006
医药生物-化学制药-化学制剂,17,600613.SH,600613
医药生物-化学制药-原料药,151,920656.BJ,920656
医药生物-化学制药-原料药,151,920547.BJ,920547
电力设备-电网设备-线缆部件及其他,17,603333.SH,603333
医药生物-化学制药-原料药,151,920946.BJ,920946
石油石化-油气开采及服务-油服工程,33,002207.SZ,002207
电力设备-光伏设备-光伏电池组件,33,300393.SZ,300393
医药生物-生物制品-其他生物制品,151,920344.BJ,920344
环保-环境治理-综合环境治理,33,000711.SZ,000711
环保-环境治理-综合环境治理,17,688485.SH,688485
计算机-软件开发-垂直应用软件,33,300730.SZ,300730
公用事业-燃气-燃气Ⅲ,151,920010.BJ,920010
医药生物-化学制药-化学制剂,33,002898.SZ,002898
石油石化-油气开采及服务-油气开采,17,600759.SH,600759
通信-通信设备-通信线缆及配套,33,000070.SZ,000070
机械设备-工程机械-工程机械Ⅲ,33,001226.SZ,001226
轻工制造-家居用品-文娱用品,33,002678.SZ,002678
基础化工-化学原料-纯碱,33,000822.SZ,000822
交通运输-港口航运-航运,17,600428.SH,600428
汽车-汽车零部件-底盘与发动机系统,33,301225.SZ,301225
商贸零售-贸易-贸易Ⅲ,22,600608.SH,600608
食品饮料-食品加工制造-其他食品,22,600381.SH,600381
农林牧渔-养殖业-生猪养殖,17,605296.SH,605296
医药生物-化学制药-化学制剂,33,300110.SZ,300110
轻工制造-家居用品-其他家居用品,17,603992.SH,603992
石油石化-石油加工贸易-油品石化贸易,33,000554.SZ,000554
汽车-汽车零部件-底盘与发动机系统,33,300507.SZ,300507
医药生物-医药商业-医药流通,33,000078.SZ,000078
基础化工-化学制品-食品及饲料添加剂,17,603968.SH,603968
医药生物-化学制药-化学制剂,33,002940.SZ,002940
农林牧渔-农产品加工-畜禽饲料,151,920275.BJ,920275
轻工制造-包装印刷-包装,17,601515.SH,601515
农林牧渔-种植业与林业-林业,33,000592.SZ,000592
农林牧渔-养殖业-肉鸡养殖,33,300967.SZ,300967
医药生物-医疗服务-医疗研发外包,17,688796.SH,688796
基础化工-化学原料-其他化学原料,17,603938.SH,603938
医药生物-化学制药-化学制剂,151,920566.BJ,920566
公用事业-燃气-燃气Ⅲ,33,300332.SZ,300332
医药生物-医药商业-医药流通,33,301584.SZ,301584
通信-通信设备-通信网络设备及器件,17,688313.SH,688313
农林牧渔-农产品加工-水产饲料,33,002311.SZ,002311
电子-半导体-模拟芯片设计,33,300782.SZ,300782
计算机-计算机设备-安防设备,33,002528.SZ,002528
家用电器-小家电-小家电Ⅲ,151,920926.BJ,920926
医药生物-生物制品-其他生物制品,17,688136.SH,688136
机械设备-自动化设备-工控设备,33,002957.SZ,002957
医药生物-医疗器械-医疗设备,151,920278.BJ,920278
机械设备-专用设备-农用机械,33,002890.SZ,002890
农林牧渔-种植业与林业-其他种植业,33,300970.SZ,300970
医药生物-化学制药-化学制剂,17,688658.SH,688658
汽车-汽车零部件-汽车电子电气系统,17,688667.SH,688667
医药生物-中药-中药Ⅲ,151,920266.BJ,920266
机械设备-通用设备-金属制品,17,603699.SH,603699
机械设备-通用设备-仪器仪表,151,920476.BJ,920476
食品饮料-食品加工制造-休闲食品,33,002956.SZ,002956
机械设备-通用设备-仪器仪表,33,301197.SZ,301197
医药生物-生物制品-其他生物制品,17,688331.SH,688331
建筑装饰-建筑装饰-专业工程,33,000065.SZ,000065
农林牧渔-农产品加工-畜禽饲料,33,002100.SZ,002100
公用事业-电力-电能综合服务,17,600101.SH,600101
石油石化-油气开采及服务-油服工程,17,600583.SH,600583
家用电器-白色家电-家电零部件,151,920699.BJ,920699
机械设备-通用设备-仪器仪表,17,688628.SH,688628
医药生物-中药-中药Ⅲ,33,002082.SZ,002082
医药生物-医药商业-医药流通,33,300937.SZ,300937
轻工制造-包装印刷-包装,22,603429.SH,603429
医药生物-化学制药-化学制剂,17,688566.SH,688566
基础化工-橡胶制品-其他橡胶制品,151,920694.BJ,920694
环保-环境治理-综合环境治理,17,688178.SH,688178
石油石化-油气开采及服务-油服工程,17,601808.SH,601808
食品饮料-食品加工制造-肉制品,33,002840.SZ,002840
医药生物-医疗服务-医疗研发外包,33,002821.SZ,002821
环保-环保设备-环保设备Ⅲ,33,000890.SZ,000890
医药生物-生物制品-其他生物制品,17,688428.SH,688428
交通运输-港口航运-港口,17,601326.SH,601326
机械设备-专用设备-农用机械,151,920895.BJ,920895
煤炭-煤炭开采加工-煤炭开采,17,601898.SH,601898
机械设备-专用设备-能源及重型设备,151,920158.BJ,920158
煤炭-煤炭开采加工-焦炭加工,17,600792.SH,600792
国防军工-军工电子-军工电子Ⅲ,33,002413.SZ,002413
机械设备-通用设备-仪器仪表,151,920685.BJ,920685
机械设备-专用设备-其他专用设备,33,002816.SZ,002816
医药生物-中药-中药Ⅲ,151,920433.BJ,920433
公用事业-电力-热力,17,600982.SH,600982
电子-电子化学品-电子化学品Ⅲ,17,688106.SH,688106
石油石化-油气开采及服务-油服工程,33,002554.SZ,002554
农林牧渔-农产品加工-水产饲料,17,603668.SH,603668
电力设备-光伏设备-光伏加工设备,17,688516.SH,688516
电力设备-光伏设备-光伏电池组件,17,600537.SH,600537
农林牧渔-养殖业-动物保健,33,002688.SZ,002688
综合-综合-综合Ⅲ,33,000753.SZ,000753
电力设备-电网设备-电气自控设备,33,301179.SZ,301179
石油石化-油气开采及服务-油气开采,33,300191.SZ,300191
石油石化-油气开采及服务-油服工程,17,600871.SH,600871
电力设备-其他电源设备-其他电源设备Ⅲ,33,300870.SZ,300870
汽车-汽车零部件-底盘与发动机系统,33,301560.SZ,301560
石油石化-油气开采及服务-油气开采,22,600777.SH,600777
银行-银行-国有大型银行,17,601288.SH,601288
农林牧渔-养殖业-生猪养殖,33,002714.SZ,002714
公用事业-燃气-燃气Ⅲ,17,600803.SH,600803
基础化工-橡胶制品-其他橡胶制品,151,920188.BJ,920188
电力设备-电网设备-线缆部件及其他,17,605196.SH,605196
医药生物-化学制药-化学制剂,33,002294.SZ,002294
有色金属-能源金属-锂,33,002460.SZ,002460
医药生物-医疗器械-医疗耗材,151,920069.BJ,920069
石油石化-油气开采及服务-油服工程,17,600968.SH,600968
农林牧渔-养殖业-动物保健,151,920729.BJ,920729
医药生物-中药-中药Ⅲ,37,300391.SZ,300391
纺织服饰-服装家纺-鞋帽及其他,33,300901.SZ,300901
交通运输-港口航运-航运,151,920571.BJ,920571
机械设备-自动化设备-其他自动化设备,17,688215.SH,688215
电子-半导体-集成电路制造,33,300456.SZ,300456
房地产-房地产-住宅开发,17,600773.SH,600773
机械设备-专用设备-其他专用设备,151,920014.BJ,920014
交通运输-公路铁路运输-高速公路,17,601107.SH,601107
医药生物-生物制品-其他生物制品,33,300485.SZ,300485
综合-综合-综合Ⅲ,33,000632.SZ,000632
电子-电子化学品-电子化学品Ⅲ,17,688548.SH,688548
计算机-软件开发-垂直应用软件,33,300561.SZ,300561
医药生物-医药商业-医药流通,33,002589.SZ,002589
公用事业-电力-热力,33,002479.SZ,002479
综合-综合-综合Ⅲ,17,600682.SH,600682
石油石化-油气开采及服务-油气开采,17,600256.SH,600256
机械设备-自动化设备-其他自动化设备,33,300461.SZ,300461
电力设备-电池-电池化学品,33,301349.SZ,301349
电力设备-电机-电机Ⅲ,33,002176.SZ,002176
计算机-IT服务-IT服务Ⅲ,33,300300.SZ,300300
机械设备-专用设备-其他专用设备,17,688001.SH,688001
农林牧渔-养殖业-肉鸡养殖,33,300761.SZ,300761
公用事业-电力-电能综合服务,17,600505.SH,600505
医药生物-医疗器械-医疗设备,151,920300.BJ,920300
电力设备-电池-锂电池,33,002850.SZ,002850
公用事业-电力-水电,17,600674.SH,600674
医药生物-医疗器械-医疗耗材,17,688351.SH,688351
医药生物-医疗器械-医疗设备,151,920925.BJ,920925
电子-半导体-分立器件,17,688689.SH,688689
交通运输-港口航运-航运,17,603209.SH,603209
机械设备-专用设备-能源及重型设备,151,920931.BJ,920931
食品饮料-白酒-白酒Ⅲ,33,000596.SZ,000596
电力设备-电网设备-电气自控设备,151,920029.BJ,920029
基础化工-化学原料-氯碱,33,002386.SZ,002386
电力设备-电池-锂电池,17,600110.SH,600110
钢铁-钢铁-冶钢原料,33,001203.SZ,001203
农林牧渔-农产品加工-畜禽饲料,17,603363.SH,603363
医药生物-化学制药-化学制剂,33,300233.SZ,300233
轻工制造-包装印刷-包装,151,920204.BJ,920204
美容护理-美容护理-化妆品,151,920123.BJ,920123
汽车-汽车零部件-其他汽车零部件,17,605018.SH,605018
医药生物-中药-中药Ⅲ,17,600518.SH,600518
建筑装饰-建筑装饰-专业工程,151,920099.BJ,920099
机械设备-通用设备-仪器仪表,17,688622.SH,688622
医药生物-医疗器械-医疗设备,151,920504.BJ,920504
通信-通信设备-通信线缆及配套,17,600487.SH,600487
机械设备-通用设备-仪器仪表,17,605056.SH,605056
机械设备-专用设备-其他专用设备,151,920475.BJ,920475
电子-光学光电子-光学元件,33,002222.SZ,002222
公用事业-电力-热力,33,300335.SZ,300335
汽车-汽车整车-商用载客车,17,600066.SH,600066
医药生物-医药商业-药店,17,603883.SH,603883
机械设备-专用设备-其他专用设备,33,002073.SZ,002073
机械设备-专用设备-能源及重型设备,17,603391.SH,603391
医药生物-化学制药-化学制剂,151,920017.BJ,920017
汽车-汽车整车-商用载货车,33,301039.SZ,301039
机械设备-自动化设备-其他自动化设备,151,920260.BJ,920260
通信-通信设备-通信终端及配件,33,300555.SZ,300555
轻工制造-家居用品-文娱用品,33,002862.SZ,002862
电力设备-其他电源设备-其他电源设备Ⅲ,33,301516.SZ,301516
国防军工-军工装备-地面兵装,33,301357.SZ,301357
有色金属-工业金属-铝,33,000807.SZ,000807
基础化工-化学制品-食品及饲料添加剂,151,920422.BJ,920422
商贸零售-零售-百货零售,33,300972.SZ,300972
建筑装饰-建筑装饰-装饰园林,17,605289.SH,605289
轻工制造-家居用品-定制家居,17,603833.SH,603833
电力设备-风电设备-风电零部件,33,002487.SZ,002487
医药生物-化学制药-化学制剂,17,688189.SH,688189
医药生物-医疗器械-医疗设备,151,920992.BJ,920992
交通运输-港口航运-航运,17,600026.SH,600026
医药生物-医疗服务-医疗研发外包,33,300149.SZ,300149
计算机-软件开发-垂直应用软件,33,300559.SZ,300559
家用电器-厨卫电器-厨卫电器Ⅲ,33,002035.SZ,002035
有色金属-工业金属-铝,17,603876.SH,603876
汽车-汽车服务及其他-其他运输设备,33,003033.SZ,003033
医药生物-医疗器械-医疗耗材,33,300677.SZ,300677
农林牧渔-养殖业-肉鸡养殖,33,002458.SZ,002458
环保-环境治理-固废治理,17,603588.SH,603588
基础化工-化学制品-其他化学制品,33,300596.SZ,300596
建筑装饰-建筑装饰-专业工程,33,000928.SZ,000928
基础化工-橡胶制品-其他橡胶制品,151,920225.BJ,920225
汽车-汽车零部件-底盘与发动机系统,17,603701.SH,603701
食品饮料-食品加工制造-其他食品,151,920273.BJ,920273
基础化工-非金属材料-非金属材料Ⅲ,151,920675.BJ,920675
纺织服饰-服装家纺-饰品,33,000026.SZ,000026
医药生物-化学制药-化学制剂,17,688197.SH,688197
纺织服饰-纺织制造-辅料,151,920527.BJ,920527
有色金属-能源金属-锂,33,002192.SZ,002192
医药生物-医疗器械-体外诊断,151,920009.BJ,920009
医药生物-中药-中药Ⅲ,17,600976.SH,600976
电子-半导体-分立器件,17,688167.SH,688167
环保-环境治理-固废治理,17,688679.SH,688679
石油石化-石油加工贸易-石油加工,17,601857.SH,601857
交通运输-港口航运-航运,17,603162.SH,603162
农林牧渔-养殖业-生猪养殖,33,300498.SZ,300498
汽车-汽车零部件-底盘与发动机系统,151,920378.BJ,920378
医药生物-医疗器械-医疗耗材,151,920166.BJ,920166
食品饮料-食品加工制造-调味发酵品,17,603317.SH,603317
电力设备-电机-电机Ⅲ,33,300626.SZ,300626
煤炭-煤炭开采加工-煤炭开采,17,601088.SH,601088
煤炭-煤炭开采加工-煤炭开采,33,002128.SZ,002128
机械设备-专用设备-能源及重型设备,33,000852.SZ,000852
轻工制造-家居用品-其他家居用品,33,301055.SZ,301055
机械设备-专用设备-其他专用设备,151,920717.BJ,920717
机械设备-通用设备-仪器仪表,17,688337.SH,688337
交通运输-港口航运-港口,33,000905.SZ,000905
基础化工-化学原料-其他化学原料,33,002109.SZ,002109
医药生物-医疗器械-医疗耗材,151,920050.BJ,920050
计算机-IT服务-IT服务Ⅲ,33,300167.SZ,300167
医药生物-中药-中药Ⅲ,17,600566.SH,600566
环保-环境治理-水务及水治理,33,300692.SZ,300692
基础化工-化学纤维-其他纤维,17,600810.SH,600810
有色金属-能源金属-锂,17,603399.SH,603399
机械设备-通用设备-制冷空调设备,33,002639.SZ,002639
轻工制造-包装印刷-包装,151,920274.BJ,920274
医药生物-化学制药-化学制剂,17,688506.SH,688506
农林牧渔-种植业与林业-粮食种植,17,601952.SH,601952
医药生物-医药商业-医药流通,33,000028.SZ,000028
食品饮料-食品加工制造-预加工食品,17,603345.SH,603345
医药生物-中药-中药Ⅲ,33,000538.SZ,000538
食品饮料-食品加工制造-预加工食品,17,605089.SH,605089
建筑装饰-建筑装饰-装饰园林,33,002713.SZ,002713
汽车-汽车零部件-车身附件及饰件,17,603997.SH,603997
电力设备-风电设备-风电零部件,33,301232.SZ,301232
商贸零售-贸易-贸易Ⅲ,33,002072.SZ,002072
基础化工-化学原料-煤化工,17,600989.SH,600989
基础化工-化学原料-煤化工,17,600746.SH,600746
食品饮料-食品加工制造-休闲食品,22,603517.SH,603517
社会服务-旅游及酒店-餐饮,33,002306.SZ,002306
电力设备-电网设备-线缆部件及其他,17,600869.SH,600869
环保-环保设备-环保设备Ⅲ,33,000967.SZ,000967
基础化工-化学制品-其他化学制品,33,301149.SZ,301149
汽车-汽车服务及其他-其他运输设备,151,920058.BJ,920058
机械设备-自动化设备-其他自动化设备,33,300400.SZ,300400
建筑装饰-建筑装饰-装饰园林,33,002620.SZ,002620
医药生物-医药商业-医药流通,33,002788.SZ,002788
医药生物-中药-中药Ⅲ,33,002907.SZ,002907
煤炭-煤炭开采加工-煤炭开采,17,601699.SH,601699
食品饮料-白酒-白酒Ⅲ,17,603919.SH,603919
计算机-软件开发-横向通用软件,33,300352.SZ,300352
计算机-计算机设备-安防设备,17,605118.SH,605118
美容护理-美容护理-化妆品,33,300955.SZ,300955
通信-通信设备-通信网络设备及器件,17,688205.SH,688205
电力设备-电池-其他电池,17,603031.SH,603031
电力设备-电池-电池化学品,33,300390.SZ,300390
农林牧渔-农产品加工-畜禽饲料,33,002567.SZ,002567
医药生物-医疗器械-医疗耗材,17,688108.SH,688108
医药生物-生物制品-其他生物制品,17,688488.SH,688488
食品饮料-食品加工制造-肉制品,33,000895.SZ,000895
基础化工-化学制品-食品及饲料添加剂,17,603020.SH,603020
环保-环境治理-大气治理,151,920263.BJ,920263
环保-环保设备-环保设备Ⅲ,17,688309.SH,688309
商贸零售-互联网电商-互联网电商Ⅲ,33,300592.SZ,300592
纺织服饰-服装家纺-家纺,151,920262.BJ,920262
电子-半导体-集成电路制造,17,688249.SH,688249
公用事业-燃气-燃气Ⅲ,17,603318.SH,603318
基础化工-化学制品-其他化学制品,151,920471.BJ,920471
石油石化-油气开采及服务-油气开采,17,603393.SH,603393
电力设备-电网设备-线缆部件及其他,33,002300.SZ,002300
轻工制造-家居用品-其他家居用品,33,002790.SZ,002790
农林牧渔-养殖业-肉鸡养殖,33,002982.SZ,002982
农林牧渔-种植业与林业-粮食种植,17,600598.SH,600598
食品饮料-食品加工制造-调味发酵品,151,920726.BJ,920726
医药生物-化学制药-化学制剂,33,002550.SZ,002550
汽车-汽车零部件-汽车电子电气系统,151,920436.BJ,920436
建筑材料-建筑材料-耐火材料,33,002225.SZ,002225
公用事业-电力-电能综合服务,17,600979.SH,600979
国防军工-军工装备-地面兵装,33,002265.SZ,002265
美容护理-美容护理-个护用品,17,600249.SH,600249
石油石化-石油加工贸易-石油加工,17,600506.SH,600506
轻工制造-造纸-造纸Ⅲ,17,603165.SH,603165
建筑装饰-建筑装饰-工程咨询服务,151,920892.BJ,920892
建筑装饰-建筑装饰-装饰园林,33,000010.SZ,000010
煤炭-煤炭开采加工-煤炭开采,17,600188.SH,600188
基础化工-农化制品-农药,33,300804.SZ,300804
轻工制造-造纸-造纸Ⅲ,17,605377.SH,605377
公用事业-电力-热力,17,605028.SH,605028
电力设备-电池-电池化学品,33,002759.SZ,002759
轻工制造-家居用品-文娱用品,17,603899.SH,603899
机械设备-通用设备-磨具磨料,33,300179.SZ,300179
石油石化-油气开采及服务-油气开采,17,600938.SH,600938
社会服务-其他社会服务-专业服务,151,920122.BJ,920122
社会服务-其他社会服务-专业服务,151,920208.BJ,920208
交通运输-港口航运-航运,17,601083.SH,601083
汽车-汽车服务及其他-其他运输设备,17,603787.SH,603787
基础化工-橡胶制品-其他橡胶制品,33,001325.SZ,001325
环保-环保设备-环保设备Ⅲ,33,300056.SZ,300056
医药生物-中药-中药Ⅲ,33,002349.SZ,002349
机械设备-自动化设备-其他自动化设备,17,688816.SH,688816
基础化工-塑料制品-合成树脂,33,002361.SZ,002361
基础化工-化学制品-有机硅,151,920015.BJ,920015
农林牧渔-养殖业-生猪养殖,17,600975.SH,600975
建筑装饰-建筑装饰-工程咨询服务,17,603458.SH,603458
医药生物-生物制品-其他生物制品,17,600867.SH,600867
纺织服饰-服装家纺-服装,17,603196.SH,603196
国防军工-军工电子-军工电子Ⅲ,17,688081.SH,688081
非银金融-多元金融-多元金融Ⅲ,33,000935.SZ,000935
有色金属-小金属-钼,33,000688.SZ,000688
公用事业-电力-水电,33,002039.SZ,002039
建筑装饰-建筑装饰-基础建设,17,600502.SH,600502
电子-消费电子-消费电子零部件及组装,151,920857.BJ,920857
医药生物-化学制药-化学制剂,17,688799.SH,688799
汽车-汽车整车-商用载货车,33,000550.SZ,000550
机械设备-专用设备-纺织服装设备,33,301053.SZ,301053
公用事业-燃气-燃气Ⅲ,33,001299.SZ,001299
医药生物-医疗器械-医疗耗材,17,688617.SH,688617
传媒-文化传媒-出版,17,603230.SH,603230
公用事业-燃气-燃气Ⅲ,17,600681.SH,600681
基础化工-化学原料-煤化工,17,600844.SH,600844
机械设备-通用设备-其他通用设备,17,603082.SH,603082
通信-通信设备-通信网络设备及器件,17,603421.SH,603421
电力设备-电网设备-线缆部件及其他,151,920018.BJ,920018
医药生物-医疗服务-医疗研发外包,17,688073.SH,688073
国防军工-军工装备-地面兵装,33,300875.SZ,300875
基础化工-塑料制品-其他塑料制品,151,920871.BJ,920871
机械设备-通用设备-其他通用设备,151,920455.BJ,920455
有色金属-工业金属-铝,33,000933.SZ,000933
家用电器-白色家电-家电零部件,151,920718.BJ,920718
计算机-计算机设备-其他计算机设备,33,002990.SZ,002990
有色金属-工业金属-铝,33,002160.SZ,002160
基础化工-化学制品-其他化学制品,17,688267.SH,688267
医药生物-医药商业-医药流通,33,301126.SZ,301126
银行-银行-农商行,17,601077.SH,601077
机械设备-通用设备-金属制品,151,920679.BJ,920679
医药生物-中药-中药Ⅲ,17,600252.SH,600252
农林牧渔-养殖业-肉鸡养殖,33,002299.SZ,002299
国防军工-军工装备-航空装备,17,600893.SH,600893
医药生物-生物制品-其他生物制品,33,300009.SZ,300009
公用事业-燃气-燃气Ⅲ,33,002267.SZ,002267
汽车-汽车零部件-车身附件及饰件,33,002662.SZ,002662
医药生物-医疗服务-医疗研发外包,33,301257.SZ,301257
农林牧渔-种植业与林业-其他种植业,33,002772.SZ,002772
电子-半导体-分立器件,33,300373.SZ,300373
医药生物-医药商业-医药流通,17,600998.SH,600998
基础化工-化学原料-其他化学原料,33,300082.SZ,300082
食品饮料-食品加工制造-预加工食品,151,920826.BJ,920826
机械设备-通用设备-仪器仪表,151,920961.BJ,920961
交通运输-公路铁路运输-高速公路,17,600548.SH,600548
银行-银行-股份制银行,17,600015.SH,600015
建筑装饰-建筑装饰-专业工程,17,605167.SH,605167
医药生物-化学制药-化学制剂,33,000963.SZ,000963
医药生物-化学制药-化学制剂,17,600513.SH,600513
建筑装饰-建筑装饰-基础建设,17,600039.SH,600039
医药生物-医药商业-医药流通,17,600713.SH,600713
农林牧渔-农产品加工-其他农产品加工,33,000930.SZ,000930
交通运输-港口航运-航运,17,601866.SH,601866
机械设备-专用设备-能源及重型设备,33,301158.SZ,301158
医药生物-化学制药-化学制剂,33,300434.SZ,300434
煤炭-煤炭开采加工-煤炭开采,17,601225.SH,601225
房地产-房地产-住宅开发,17,600094.SH,600094
公用事业-电力-新能源发电,17,601908.SH,601908
交通运输-物流-物流Ⅲ,17,601598.SH,601598
建筑装饰-建筑装饰-装饰园林,17,601886.SH,601886
医药生物-中药-中药Ⅲ,33,000999.SZ,000999
医药生物-化学制药-化学制剂,33,000566.SZ,000566
交通运输-公路铁路运输-高速公路,33,001965.SZ,001965
房地产-房地产-产业地产,17,600463.SH,600463
医药生物-化学制药-化学制剂,17,600812.SH,600812
食品饮料-食品加工制造-调味发酵品,17,600298.SH,600298
医药生物-化学制药-化学制剂,33,300194.SZ,300194
医药生物-医疗服务-医院,33,301293.SZ,301293
建筑装饰-建筑装饰-工程咨询服务,151,920149.BJ,920149
家用电器-白色家电-家电零部件,33,001268.SZ,001268
交通运输-物流-物流Ⅲ,17,600233.SH,600233
石油石化-石油加工贸易-石油加工,33,000301.SZ,000301
银行-银行-国有大型银行,17,601939.SH,601939
石油石化-石油加工贸易-石油加工,17,600688.SH,600688
医药生物-中药-中药Ⅲ,33,300026.SZ,300026
银行-银行-国有大型银行,17,601658.SH,601658
基础化工-化学制品-其他化学制品,33,300072.SZ,300072
汽车-汽车零部件-车身附件及饰件,17,603306.SH,603306
