股票代码,market_code,所属同花顺行业,code
002173.SZ,33,医药生物-医疗服务-医院,002173
601068.SH,17,建筑装饰-建筑装饰-专业工程,601068
600023.SH,17,公用事业-电力-火电,600023
601198.SH,17,非银金融-证券-证券Ⅲ,601198
300582.SZ,33,电子-光学光电子-LED,300582
300316.SZ,33,电力设备-光伏设备-光伏加工设备,300316
002033.SZ,33,社会服务-旅游及酒店-自然景点,002033
688125.SH,17,机械设备-自动化设备-工控设备,688125
603390.SH,17,汽车-汽车零部件-汽车电子电气系统,603390
000715.SZ,33,商贸零售-零售-百货零售,000715
688361.SH,17,电子-半导体-半导体设备,688361
600061.SH,17,非银金融-证券-证券Ⅲ,600061
301023.SZ,33,电力设备-电机-电机Ⅲ,301023
000050.SZ,33,电子-光学光电子-面板,000050
301043.SZ,33,机械设备-通用设备-制冷空调设备,301043
601168.SH,17,有色金属-工业金属-铜,601168
002394.SZ,33,纺织服饰-纺织制造-棉纺,002394
600210.SH,17,轻工制造-包装印刷-包装,600210
002898.SZ,33,医药生物-化学制药-化学制剂,002898
603120.SH,17,基础化工-化学制品-其他化学制品,603120
600258.SH,17,社会服务-旅游及酒店-酒店,600258
300527.SZ,33,国防军工-军工装备-地面兵装,300527
688651.SH,17,计算机-软件开发-横向通用软件,688651
002561.SZ,33,商贸零售-零售-百货零售,002561
600292.SH,17,公用事业-电力-水电,600292
002016.SZ,33,房地产-房地产-住宅开发,002016
002515.SZ,33,食品饮料-食品加工制造-肉制品,002515
603988.SH,17,电力设备-电机-电机Ⅲ,603988
300656.SZ,33,电子-其他电子-其他电子Ⅲ,300656
000886.SZ,33,交通运输-公路铁路运输-高速公路,000886
001306.SZ,33,机械设备-通用设备-金属制品,001306
920061.BJ,151,机械设备-专用设备-其他专用设备,920061
000419.SZ,33,商贸零售-零售-百货零售,000419
301050.SZ,33,国防军工-军工电子-军工电子Ⅲ,301050
301633.SZ,33,机械设备-自动化设备-工控设备,301633
603919.SH,17,食品饮料-白酒-白酒Ⅲ,603919
300602.SZ,33,电子-消费电子-消费电子零部件及组装,300602
000917.SZ,33,传媒-文化传媒-广告营销,000917
688048.SH,17,电子-半导体-分立器件,688048
603085.SH,17,汽车-汽车零部件-车身附件及饰件,603085
688609.SH,17,家用电器-黑色家电-其他黑色家电,688609
301590.SZ,33,电力设备-其他电源设备-其他电源设备Ⅲ,301590
002026.SZ,33,机械设备-通用设备-金属制品,002026
920961.BJ,151,机械设备-通用设备-仪器仪表,920961
000860.SZ,33,食品饮料-白酒-白酒Ⅲ,000860
601059.SH,17,非银金融-证券-证券Ⅲ,601059
603917.SH,17,汽车-汽车零部件-其他汽车零部件,603917
300511.SZ,33,农林牧渔-种植业与林业-其他种植业,300511
920261.BJ,151,基础化工-化学制品-聚氨酯,920261
920119.BJ,151,电力设备-电池-锂电专用设备,920119
600335.SH,17,汽车-汽车服务及其他-汽车服务,600335
002472.SZ,33,汽车-汽车零部件-底盘与发动机系统,002472
002757.SZ,33,机械设备-专用设备-其他专用设备,002757
001268.SZ,33,家用电器-白色家电-家电零部件,001268
000166.SZ,33,非银金融-证券-证券Ⅲ,000166
688400.SH,17,机械设备-自动化设备-其他自动化设备,688400
002768.SZ,33,基础化工-塑料制品-改性塑料,002768
603237.SH,17,食品饮料-食品加工制造-预加工食品,603237
002867.SZ,33,纺织服饰-服装家纺-饰品,002867
603239.SH,17,汽车-汽车零部件-其他汽车零部件,603239
002935.SZ,33,国防军工-军工电子-军工电子Ⅲ,002935
688156.SH,17,农林牧渔-农产品加工-畜禽饲料,688156
605259.SH,17,机械设备-专用设备-其他专用设备,605259
000571.SZ,33,煤炭-煤炭开采加工-煤炭开采,000571
301395.SZ,33,基础化工-塑料制品-合成树脂,301395
000815.SZ,33,通信-通信服务-通信应用增值服务,000815
001386.SZ,33,轻工制造-家居用品-瓷砖地板,001386
603886.SH,17,食品饮料-食品加工制造-休闲食品,603886
300825.SZ,33,汽车-汽车服务及其他-汽车服务,300825
603103.SH,17,传媒-影视院线-影视院线Ⅲ,603103
300691.SZ,33,计算机-计算机设备-安防设备,300691
603368.SH,17,医药生物-医药商业-医药流通,603368
002405.SZ,33,计算机-软件开发-垂直应用软件,002405
002679.SZ,33,农林牧渔-种植业与林业-林业,002679
300959.SZ,33,通信-通信服务-通信应用增值服务,300959
688396.SH,17,电子-半导体-集成电路制造,688396
600892.SH,22,传媒-游戏-游戏Ⅲ,600892
600782.SH,17,钢铁-钢铁-普钢,600782
603535.SH,17,交通运输-物流-物流Ⅲ,603535
920419.BJ,151,农林牧渔-农产品加工-宠物食品,920419
600697.SH,17,商贸零售-零售-百货零售,600697
002475.SZ,33,电子-消费电子-消费电子零部件及组装,002475
601828.SH,17,商贸零售-零售-商业物业经营,601828
603194.SH,17,机械设备-工程机械-工程机械Ⅲ,603194
300034.SZ,33,国防军工-军工装备-航空装备,300034
300978.SZ,33,汽车-汽车零部件-车身附件及饰件,300978
600352.SH,17,基础化工-化学制品-纺织化学用品,600352
002735.SZ,33,轻工制造-包装印刷-包装,002735
688153.SH,17,电子-半导体-模拟芯片设计,688153
000987.SZ,33,非银金融-多元金融-多元金融Ⅲ,000987
600512.SH,17,建筑装饰-建筑装饰-基础建设,600512
601990.SH,17,非银金融-证券-证券Ⅲ,601990
002154.SZ,33,纺织服饰-服装家纺-服装,002154
002484.SZ,33,电子-元件-被动元件,002484
300141.SZ,33,电力设备-电网设备-输变电设备,300141
601330.SH,17,环保-环境治理-固废治理,601330
300279.SZ,33,家用电器-白色家电-家电零部件,300279
603688.SH,17,基础化工-非金属材料-非金属材料Ⅲ,603688
002217.SZ,33,电子-光学光电子-面板,002217
603697.SH,17,食品饮料-食品加工制造-休闲食品,603697
301556.SZ,33,计算机-IT服务-IT服务Ⅲ,301556
600866.SH,17,基础化工-化学制品-食品及饲料添加剂,600866
600271.SH,17,计算机-IT服务-IT服务Ⅲ,600271
301631.SZ,33,汽车-汽车零部件-汽车电子电气系统,301631
002191.SZ,33,轻工制造-包装印刷-包装,002191
300986.SZ,33,建筑材料-建筑材料-其他建材,300986
002625.SZ,33,国防军工-军工装备-航空装备,002625
300577.SZ,33,纺织服饰-服装家纺-鞋帽及其他,300577
000819.SZ,33,石油石化-石油加工贸易-石油加工,000819
001308.SZ,33,电子-光学光电子-面板,001308
600918.SH,17,非银金融-证券-证券Ⅲ,600918
600559.SH,17,食品饮料-白酒-白酒Ⅲ,600559
600819.SH,17,建筑材料-建筑材料-玻璃玻纤,600819
603030.SH,17,建筑装饰-建筑装饰-装饰园林,603030
300659.SZ,33,计算机-计算机设备-其他计算机设备,300659
603341.SH,17,电子-消费电子-消费电子零部件及组装,603341
688143.SH,17,通信-通信设备-通信线缆及配套,688143
600395.SH,17,煤炭-煤炭开采加工-煤炭开采,600395
601012.SH,17,电力设备-光伏设备-光伏电池组件,601012
300612.SZ,33,传媒-文化传媒-广告营销,300612
603317.SH,17,食品饮料-食品加工制造-调味发酵品,603317
601179.SH,17,电力设备-电网设备-输变电设备,601179
600261.SH,17,电子-光学光电子-LED,600261
300338.SZ,33,社会服务-教育-教育Ⅲ,300338
920566.BJ,151,医药生物-化学制药-化学制剂,920566
300152.SZ,33,环保-环境治理-综合环境治理,300152
002201.SZ,33,建筑材料-建筑材料-玻璃玻纤,002201
001356.SZ,33,轻工制造-家居用品-其他家居用品,001356
920080.BJ,151,机械设备-专用设备-其他专用设备,920080
300600.SZ,33,国防军工-军工装备-航海装备,300600
002193.SZ,33,纺织服饰-服装家纺-服装,002193
688398.SH,17,基础化工-化学制品-其他化学制品,688398
603511.SH,17,纺织服饰-服装家纺-服装,603511
300570.SZ,33,通信-通信设备-通信网络设备及器件,300570
600887.SH,17,食品饮料-饮料制造-乳品,600887
003012.SZ,33,轻工制造-家居用品-瓷砖地板,003012
601162.SH,17,非银金融-证券-证券Ⅲ,601162
300809.SZ,33,机械设备-通用设备-机床工具,300809
002877.SZ,33,机械设备-通用设备-金属制品,002877
300235.SZ,33,计算机-软件开发-垂直应用软件,300235
300355.SZ,33,环保-环境治理-综合环境治理,300355
301156.SZ,33,基础化工-化学制品-食品及饲料添加剂,301156
603400.SH,17,机械设备-通用设备-其他通用设备,603400
301176.SZ,33,电子-元件-印制电路板,301176
600182.SH,17,汽车-汽车零部件-轮胎轮毂,600182
300517.SZ,33,建筑装饰-建筑装饰-专业工程,300517
002088.SZ,33,建筑材料-建筑材料-耐火材料,002088
600662.SH,17,社会服务-其他社会服务-专业服务,600662
600765.SH,17,国防军工-军工装备-航空装备,600765
301456.SZ,33,电力设备-风电设备-风电零部件,301456
001309.SZ,33,电子-半导体-数字芯片设计,001309
002427.SZ,33,基础化工-化学纤维-涤纶,002427
600734.SH,17,计算机-IT服务-IT服务Ⅲ,600734
300696.SZ,33,国防军工-军工装备-航空装备,300696
603031.SH,17,电力设备-电池-其他电池,603031
600059.SH,17,食品饮料-饮料制造-其他酒类,600059
603269.SH,17,机械设备-通用设备-其他通用设备,603269
000717.SZ,33,钢铁-钢铁-普钢,000717
603633.SH,17,汽车-汽车零部件-汽车电子电气系统,603633
600874.SH,17,环保-环境治理-水务及水治理,600874
603939.SH,17,医药生物-医药商业-药店,603939
002311.SZ,33,农林牧渔-农产品加工-水产饲料,002311
002059.SZ,33,社会服务-旅游及酒店-人工景点,002059
001395.SZ,33,机械设备-专用设备-其他专用设备,001395
600882.SH,17,食品饮料-饮料制造-乳品,600882
920212.BJ,151,汽车-汽车零部件-汽车电子电气系统,920212
600713.SH,17,医药生物-医药商业-医药流通,600713
600998.SH,17,医药生物-医药商业-医药流通,600998
601952.SH,17,农林牧渔-种植业与林业-粮食种植,601952
600797.SH,17,计算机-IT服务-IT服务Ⅲ,600797
688119.SH,17,建筑材料-建筑材料-耐火材料,688119
002064.SZ,33,基础化工-化学纤维-氨纶,002064
002200.SZ,33,建筑装饰-建筑装饰-装饰园林,002200
003009.SZ,33,国防军工-军工装备-航天装备,003009
603109.SH,17,汽车-汽车零部件-其他汽车零部件,603109
301468.SZ,33,机械设备-专用设备-其他专用设备,301468
600885.SH,17,电力设备-电网设备-输变电设备,600885
688326.SH,17,计算机-软件开发-垂直应用软件,688326
600622.SH,17,房地产-房地产-住宅开发,600622
000096.SZ,33,石油石化-石油加工贸易-油品石化贸易,000096
603075.SH,17,家用电器-白色家电-家电零部件,603075
600873.SH,17,基础化工-化学制品-食品及饲料添加剂,600873
605358.SH,17,电子-半导体-半导体材料,605358
688159.SH,17,通信-通信设备-通信终端及配件,688159
002382.SZ,33,医药生物-医疗器械-医疗耗材,002382
000402.SZ,33,房地产-房地产-住宅开发,000402
001378.SZ,33,基础化工-塑料制品-膜材料,001378
300880.SZ,33,电力设备-电网设备-电气自控设备,300880
002187.SZ,33,商贸零售-零售-百货零售,002187
300991.SZ,33,电子-其他电子-其他电子Ⅲ,300991
300471.SZ,33,机械设备-专用设备-其他专用设备,300471
600475.SH,17,公用事业-电力-热力,600475
002920.SZ,33,汽车-汽车零部件-汽车电子电气系统,002920
603061.SH,17,电子-半导体-半导体设备,603061
300787.SZ,33,电子-消费电子-消费电子零部件及组装,300787
300624.SZ,33,计算机-软件开发-横向通用软件,300624
603578.SH,17,家用电器-白色家电-家电零部件,603578
000829.SZ,33,商贸零售-零售-专业连锁,000829
688365.SH,17,计算机-IT服务-IT服务Ⅲ,688365
002570.SZ,33,食品饮料-饮料制造-乳品,002570
300999.SZ,33,农林牧渔-农产品加工-粮油加工,300999
000070.SZ,33,通信-通信设备-通信线缆及配套,000070
301221.SZ,33,汽车-汽车零部件-汽车电子电气系统,301221
603758.SH,17,汽车-汽车零部件-底盘与发动机系统,603758
301316.SZ,33,计算机-IT服务-IT服务Ⅲ,301316
300409.SZ,33,电力设备-电池-电池化学品,300409
002933.SZ,33,国防军工-军工装备-航空装备,002933
688433.SH,17,机械设备-通用设备-其他通用设备,688433
603612.SH,17,基础化工-非金属材料-非金属材料Ⅲ,603612
600511.SH,17,医药生物-医药商业-医药流通,600511
002449.SZ,33,电子-光学光电子-LED,002449
920108.BJ,151,家用电器-白色家电-家电零部件,920108
600415.SH,17,商贸零售-零售-商业物业经营,600415
301041.SZ,33,电子-元件-印制电路板,301041
301571.SZ,33,国防军工-军工电子-军工电子Ⅲ,301571
920720.BJ,151,汽车-汽车零部件-其他汽车零部件,920720
000428.SZ,33,社会服务-旅游及酒店-酒店,000428
002983.SZ,33,电子-光学光电子-LED,002983
300981.SZ,33,医药生物-医疗器械-医疗耗材,300981
002065.SZ,33,计算机-IT服务-IT服务Ⅲ,002065
603706.SH,17,公用事业-燃气-燃气Ⅲ,603706
601918.SH,17,煤炭-煤炭开采加工-煤炭开采,601918
603198.SH,17,食品饮料-白酒-白酒Ⅲ,603198
300470.SZ,33,机械设备-通用设备-其他通用设备,300470
002014.SZ,33,轻工制造-包装印刷-包装,002014
301591.SZ,33,基础化工-塑料制品-其他塑料制品,301591
300225.SZ,33,基础化工-化学制品-涂料油墨,300225
000949.SZ,33,基础化工-化学纤维-氨纶,000949
688456.SH,17,有色金属-金属新材料-其他金属新材料,688456
300928.SZ,33,汽车-汽车零部件-汽车电子电气系统,300928
002922.SZ,33,电子-其他电子-其他电子Ⅲ,002922
601375.SH,17,非银金融-证券-证券Ⅲ,601375
300917.SZ,33,房地产-房地产-房地产服务,300917
002705.SZ,33,家用电器-小家电-小家电Ⅲ,002705
603331.SH,17,机械设备-通用设备-其他通用设备,603331
603619.SH,17,石油石化-油气开采及服务-油气开采,603619
002093.SZ,33,通信-通信服务-通信工程及服务,002093
300135.SZ,33,石油石化-石油加工贸易-石油加工,300135
301022.SZ,33,汽车-汽车零部件-其他汽车零部件,301022
300414.SZ,33,通信-通信设备-其他通信设备,300414
300177.SZ,33,国防军工-军工电子-军工电子Ⅲ,300177
920204.BJ,151,轻工制造-包装印刷-包装,920204
600609.SH,17,汽车-汽车零部件-车身附件及饰件,600609
688701.SH,17,环保-环境治理-综合环境治理,688701
600106.SH,17,交通运输-公路铁路运输-高速公路,600106
002925.SZ,33,电子-消费电子-消费电子零部件及组装,002925
300430.SZ,33,机械设备-自动化设备-其他自动化设备,300430
300650.SZ,33,电子-其他电子-其他电子Ⅲ,300650
002457.SZ,33,建筑材料-建筑材料-管材,002457
301318.SZ,33,计算机-计算机设备-安防设备,301318
000001.SZ,33,银行-银行-股份制银行,000001
600834.SH,17,交通运输-公路铁路运输-公交,600834
600562.SH,17,国防军工-军工电子-军工电子Ⅲ,600562
601901.SH,17,非银金融-证券-证券Ⅲ,601901
300802.SZ,33,机械设备-自动化设备-其他自动化设备,300802
002429.SZ,33,家用电器-黑色家电-彩电,002429
002507.SZ,33,食品饮料-食品加工制造-调味发酵品,002507
688501.SH,17,环保-环保设备-环保设备Ⅲ,688501
300424.SZ,33,国防军工-军工装备-航空装备,300424
601633.SH,17,汽车-汽车整车-乘用车,601633
600109.SH,17,非银金融-证券-证券Ⅲ,600109
301170.SZ,33,汽车-汽车零部件-底盘与发动机系统,301170
600193.SH,22,建筑装饰-建筑装饰-装饰园林,600193
600855.SH,17,国防军工-军工电子-军工电子Ⅲ,600855
600120.SH,17,非银金融-多元金融-多元金融Ⅲ,600120
300176.SZ,33,汽车-汽车零部件-底盘与发动机系统,300176
600373.SH,17,传媒-文化传媒-出版,600373
000404.SZ,33,家用电器-白色家电-家电零部件,000404
300948.SZ,33,环保-环境治理-综合环境治理,300948
603860.SH,17,建筑装饰-建筑装饰-工程咨询服务,603860
600507.SH,17,钢铁-钢铁-特钢,600507
000759.SZ,33,商贸零售-零售-百货零售,000759
688312.SH,17,机械设备-自动化设备-其他自动化设备,688312
603170.SH,17,食品饮料-食品加工制造-调味发酵品,603170
688226.SH,17,电力设备-电网设备-线缆部件及其他,688226
000541.SZ,33,电子-光学光电子-LED,000541
000998.SZ,33,农林牧渔-种植业与林业-种子生产,000998
300701.SZ,33,电子-光学光电子-光学元件,300701
002929.SZ,33,通信-通信服务-通信工程及服务,002929
600084.SH,17,食品饮料-饮料制造-其他酒类,600084
603458.SH,17,建筑装饰-建筑装饰-工程咨询服务,603458
920149.BJ,151,建筑装饰-建筑装饰-工程咨询服务,920149
002073.SZ,33,机械设备-专用设备-其他专用设备,002073
600520.SH,17,机械设备-专用设备-其他专用设备,600520
001314.SZ,33,电子-消费电子-消费电子零部件及组装,001314
300747.SZ,33,机械设备-自动化设备-激光设备,300747
300446.SZ,33,汽车-汽车零部件-车身附件及饰件,300446
603901.SH,17,机械设备-专用设备-印刷包装机械,603901
003037.SZ,33,建筑材料-建筑材料-水泥,003037
300369.SZ,33,计算机-软件开发-横向通用软件,300369
601005.SH,17,钢铁-钢铁-普钢,601005
000920.SZ,33,基础化工-塑料制品-膜材料,000920
920718.BJ,151,家用电器-白色家电-家电零部件,920718
300591.SZ,33,纺织服饰-服装家纺-鞋帽及其他,300591
600332.SH,17,医药生物-中药-中药Ⅲ,600332
603382.SH,17,基础化工-化学纤维-其他纤维,603382
002443.SZ,33,钢铁-钢铁-特钢,002443
600340.SH,17,房地产-房地产-产业地产,600340
002010.SZ,33,交通运输-物流-物流Ⅲ,002010
600615.SH,17,有色金属-工业金属-铝,600615
002251.SZ,33,商贸零售-零售-百货零售,002251
688115.SH,17,机械设备-通用设备-仪器仪表,688115
000035.SZ,33,环保-环境治理-固废治理,000035
600835.SH,17,机械设备-专用设备-楼宇设备,600835
603416.SH,17,机械设备-自动化设备-机器人,603416
002313.SZ,33,通信-通信设备-通信终端及配件,002313
