股票代码,market_code,所属同花顺行业,code
600580.SH,17,电力设备-电机-电机Ⅲ,600580
002506.SZ,33,电力设备-光伏设备-光伏电池组件,002506
300080.SZ,33,电力设备-光伏设备-光伏辅材,300080
000422.SZ,33,基础化工-农化制品-磷肥及磷化工,000422
600075.SH,17,基础化工-化学原料-氯碱,600075
301081.SZ,33,环保-环保设备-环保设备Ⅲ,301081
603693.SH,17,公用事业-电力-新能源发电,603693
002840.SZ,33,食品饮料-食品加工制造-肉制品,002840
000968.SZ,33,石油石化-油气开采及服务-油气开采,000968
600121.SH,17,煤炭-煤炭开采加工-煤炭开采,600121
000688.SZ,33,有色金属-工业金属-铅锌,000688
001896.SZ,33,公用事业-电力-火电,001896
300368.SZ,33,计算机-计算机设备-其他计算机设备,300368
600815.SH,17,机械设备-工程机械-工程机械Ⅲ,600815
300992.SZ,33,机械设备-通用设备-其他通用设备,300992
603619.SH,17,石油石化-油气开采及服务-油气开采,603619
601330.SH,17,环保-环境治理-固废治理,601330
688429.SH,17,电力设备-光伏设备-光伏电池组件,688429
601666.SH,17,煤炭-煤炭开采加工-煤炭开采,601666
300390.SZ,33,电力设备-电池-电池化学品,300390
301179.SZ,33,电力设备-电网设备-电气自控设备,301179
002112.SZ,33,电力设备-电网设备-输变电设备,002112
002575.SZ,33,综合-综合-综合Ⅲ,002575
002430.SZ,33,基础化工-化学制品-其他化学制品,002430
688106.SH,17,电子-电子化学品-电子化学品Ⅲ,688106
688552.SH,17,国防军工-军工电子-军工电子Ⅲ,688552
601908.SH,17,公用事业-电力-新能源发电,601908
001203.SZ,33,钢铁-钢铁-冶钢原料,001203
600976.SH,17,医药生物-中药-中药Ⅲ,600976
000572.SZ,33,汽车-汽车整车-乘用车,000572
300994.SZ,33,汽车-汽车服务及其他-其他运输设备,300994
600136.SH,22,房地产-房地产-房地产服务,600136
600355.SH,22,通信-通信设备-通信终端及配件,600355
301306.SZ,33,社会服务-其他社会服务-专业服务,301306
300720.SZ,33,机械设备-通用设备-仪器仪表,300720
603377.SH,22,社会服务-教育-教育Ⅲ,603377
600107.SH,22,纺织服饰-服装家纺-服装,600107
603843.SH,22,建筑装饰-建筑装饰-基础建设,603843
000990.SZ,33,基础化工-化学原料-煤化工,000990
688819.SH,17,电力设备-电池-其他电池,688819
002620.SZ,33,建筑装饰-建筑装饰-装饰园林,002620
000638.SZ,33,农林牧渔-农产品加工-粮油加工,000638
000908.SZ,33,医药生物-化学制药-化学制剂,000908
600608.SH,22,商贸零售-贸易-贸易Ⅲ,600608
300432.SZ,33,汽车-汽车零部件-底盘与发动机系统,300432
600696.SH,22,食品饮料-白酒-白酒Ⅲ,600696
688793.SH,17,家用电器-小家电-小家电Ⅲ,688793
300751.SZ,33,电力设备-光伏设备-光伏加工设备,300751
600777.SH,22,石油石化-油气开采及服务-油气开采,600777
600468.SH,17,电力设备-电网设备-输变电设备,600468
600481.SH,17,电力设备-光伏设备-硅料硅片,600481
301168.SZ,33,电力设备-光伏设备-光伏电池组件,301168
300668.SZ,33,建筑装饰-建筑装饰-工程咨询服务,300668
300939.SZ,33,电子-光学光电子-面板,300939
603211.SH,17,汽车-汽车零部件-其他汽车零部件,603211
002594.SZ,33,汽车-汽车整车-乘用车,002594
600740.SH,17,煤炭-煤炭开采加工-焦炭加工,600740
603906.SH,17,电力设备-电池-电池化学品,603906
300164.SZ,33,石油石化-油气开采及服务-油服工程,300164
000973.SZ,33,基础化工-塑料制品-膜材料,000973
600310.SH,17,公用事业-电力-电能综合服务,600310
300718.SZ,33,机械设备-通用设备-金属制品,300718
300100.SZ,33,汽车-汽车零部件-车身附件及饰件,300100
300118.SZ,33,电力设备-光伏设备-光伏电池组件,300118
002756.SZ,33,有色金属-能源金属-锂,002756
300866.SZ,33,电子-消费电子-品牌消费电子,300866
920375.BJ,151,电力设备-电网设备-电气自控设备,920375
688195.SH,17,电子-光学光电子-光学元件,688195
920592.BJ,151,计算机-软件开发-垂直应用软件,920592
000592.SZ,33,农林牧渔-种植业与林业-林业,000592
920088.BJ,151,石油石化-油气开采及服务-油服工程,920088
920010.BJ,151,公用事业-燃气-燃气Ⅲ,920010
301292.SZ,33,电力设备-电池-电池化学品,301292
600681.SH,17,公用事业-燃气-燃气Ⅲ,600681
600207.SH,17,电力设备-光伏设备-光伏辅材,600207
300543.SZ,33,电子-消费电子-消费电子零部件及组装,300543
600176.SH,17,建筑材料-建筑材料-玻璃玻纤,600176
000669.SZ,33,公用事业-燃气-燃气Ⅲ,000669
920985.BJ,151,电力设备-光伏设备-光伏电池组件,920985
600316.SH,17,国防军工-军工装备-航空装备,600316
002549.SZ,33,环保-环境治理-大气治理,002549
000862.SZ,33,公用事业-电力-新能源发电,000862
600985.SH,17,煤炭-煤炭开采加工-煤炭开采,600985
002092.SZ,33,基础化工-化学原料-氯碱,002092
300300.SZ,33,计算机-IT服务-IT服务Ⅲ,300300
002408.SZ,33,石油石化-石油加工贸易-石油加工,002408
600408.SH,17,煤炭-煤炭开采加工-焦炭加工,600408
300483.SZ,33,石油石化-油气开采及服务-油气开采,300483
603738.SH,17,电子-元件-被动元件,603738
600066.SH,17,汽车-汽车整车-商用载客车,600066
600617.SH,17,公用事业-燃气-燃气Ⅲ,600617
603225.SH,17,基础化工-化学纤维-涤纶,603225
605090.SH,17,公用事业-燃气-燃气Ⅲ,605090
603093.SH,17,非银金融-多元金融-多元金融Ⅲ,603093
000617.SZ,33,非银金融-多元金融-多元金融Ⅲ,000617
688295.SH,17,基础化工-化学纤维-其他纤维,688295
000912.SZ,33,基础化工-农化制品-氮肥,000912
001256.SZ,33,机械设备-专用设备-印刷包装机械,001256
600756.SH,17,计算机-IT服务-IT服务Ⅲ,600756
301638.SZ,33,计算机-IT服务-IT服务Ⅲ,301638
688411.SH,17,电力设备-其他电源设备-其他电源设备Ⅲ,688411
000065.SZ,33,建筑装饰-建筑装饰-专业工程,000065
300620.SZ,33,通信-通信设备-通信网络设备及器件,300620
603701.SH,17,汽车-汽车零部件-底盘与发动机系统,603701
689009.SH,17,汽车-汽车服务及其他-其他运输设备,689009
300377.SZ,33,计算机-软件开发-垂直应用软件,300377
000815.SZ,33,通信-通信服务-通信应用增值服务,000815
920932.BJ,151,计算机-软件开发-垂直应用软件,920932
300894.SZ,33,家用电器-厨卫电器-厨卫电器Ⅲ,300894
601218.SH,17,电力设备-风电设备-风电零部件,601218
601118.SH,17,农林牧渔-种植业与林业-其他种植业,601118
600299.SH,17,基础化工-化学制品-食品及饲料添加剂,600299
000680.SZ,33,机械设备-工程机械-工程机械Ⅲ,000680
301680.SZ,33,汽车-汽车零部件-其他汽车零部件,301680
601992.SH,17,建筑材料-建筑材料-水泥,601992
300207.SZ,33,电力设备-电池-锂电池,300207
003816.SZ,33,公用事业-电力-新能源发电,003816
301327.SZ,33,电力设备-电池-锂电池,301327
002733.SZ,33,电力设备-电池-其他电池,002733
002067.SZ,33,轻工制造-造纸-造纸Ⅲ,002067
002329.SZ,33,食品饮料-饮料制造-乳品,002329
300113.SZ,33,通信-通信服务-通信应用增值服务,300113
688516.SH,17,电力设备-光伏设备-光伏加工设备,688516
601011.SH,17,煤炭-煤炭开采加工-焦炭加工,601011
601985.SH,17,公用事业-电力-新能源发电,601985
600956.SH,17,公用事业-电力-新能源发电,600956
600643.SH,17,非银金融-多元金融-多元金融Ⅲ,600643
600759.SH,17,石油石化-油气开采及服务-油气开采,600759
300342.SZ,33,家用电器-白色家电-家电零部件,300342
601699.SH,17,煤炭-煤炭开采加工-煤炭开采,601699
002638.SZ,33,电子-光学光电子-LED,002638
601015.SH,17,煤炭-煤炭开采加工-焦炭加工,601015
000062.SZ,33,电子-其他电子-其他电子Ⅲ,000062
603778.SH,17,电力设备-光伏设备-光伏电池组件,603778
300051.SZ,33,电力设备-光伏设备-光伏电池组件,300051
603366.SH,17,家用电器-厨卫电器-厨卫电器Ⅲ,603366
603618.SH,17,电力设备-电网设备-线缆部件及其他,603618
001283.SZ,33,电力设备-电池-锂电池,001283
600971.SH,17,煤炭-煤炭开采加工-煤炭开采,600971
688314.SH,17,医药生物-医疗器械-医疗耗材,688314
001369.SZ,33,基础化工-化学纤维-其他纤维,001369
301155.SZ,33,电力设备-风电设备-风电零部件,301155
300455.SZ,33,计算机-计算机设备-其他计算机设备,300455
600773.SH,17,房地产-房地产-住宅开发,600773
002539.SZ,33,基础化工-农化制品-复合肥,002539
002805.SZ,33,电力设备-电池-电池化学品,002805
920167.BJ,151,电力设备-光伏设备-光伏辅材,920167
603396.SH,17,电力设备-光伏设备-光伏加工设备,603396
603399.SH,17,有色金属-能源金属-锂,603399
300501.SZ,33,轻工制造-包装印刷-包装,300501
688548.SH,17,电子-电子化学品-电子化学品Ⅲ,688548
300683.SZ,33,医药生物-医疗服务-医疗研发外包,300683
600063.SH,17,基础化工-化学纤维-其他纤维,600063
301373.SZ,33,基础化工-化学制品-其他化学制品,301373
601568.SH,17,基础化工-化学原料-氯碱,601568
600135.SH,17,基础化工-塑料制品-膜材料,600135
000972.SZ,33,农林牧渔-农产品加工-果蔬加工,000972
603978.SH,17,有色金属-金属新材料-其他金属新材料,603978
920208.BJ,151,社会服务-其他社会服务-专业服务,920208
603162.SH,17,交通运输-港口航运-航运,603162
603992.SH,17,轻工制造-家居用品-其他家居用品,603992
002490.SZ,33,机械设备-专用设备-能源及重型设备,002490
601872.SH,17,交通运输-港口航运-航运,601872
603733.SH,17,轻工制造-造纸-造纸Ⅲ,603733
003036.SZ,33,机械设备-专用设备-纺织服装设备,003036
688818.SH,17,国防军工-军工装备-航天装备,688818
000678.SZ,33,汽车-汽车零部件-底盘与发动机系统,000678
000833.SZ,33,综合-综合-综合Ⅲ,000833
688309.SH,17,环保-环保设备-环保设备Ⅲ,688309
301349.SZ,33,电力设备-电池-电池化学品,301349
002893.SZ,33,公用事业-电力-热力,002893
600426.SH,17,基础化工-农化制品-氮肥,600426
600722.SH,17,基础化工-化学原料-煤化工,600722
920368.BJ,151,电力设备-光伏设备-光伏加工设备,920368
688251.SH,17,机械设备-通用设备-其他通用设备,688251
688322.SH,17,电子-光学光电子-光学元件,688322
002709.SZ,33,电力设备-电池-电池化学品,002709
301345.SZ,33,汽车-汽车服务及其他-其他运输设备,301345
002001.SZ,33,医药生物-化学制药-原料药,002001
688536.SH,17,电子-半导体-模拟芯片设计,688536
300816.SZ,33,汽车-汽车零部件-其他汽车零部件,300816
300875.SZ,33,国防军工-军工装备-地面兵装,300875
920641.BJ,151,电子-元件-被动元件,920641
002245.SZ,33,电力设备-电池-锂电池,002245
600876.SH,17,电力设备-光伏设备-光伏辅材,600876
300035.SZ,33,电力设备-电池-电池化学品,300035
002637.SZ,33,基础化工-化学制品-其他化学制品,002637
688146.SH,17,电子-电子化学品-电子化学品Ⅲ,688146
000856.SZ,33,机械设备-专用设备-其他专用设备,000856
000096.SZ,33,石油石化-石油加工贸易-油品石化贸易,000096
300980.SZ,33,基础化工-塑料制品-其他塑料制品,300980
000593.SZ,33,公用事业-燃气-燃气Ⅲ,000593
300536.SZ,33,建筑装饰-建筑装饰-装饰园林,300536
600141.SH,17,基础化工-农化制品-磷肥及磷化工,600141
600997.SH,17,煤炭-煤炭开采加工-煤炭开采,600997
002256.SZ,33,公用事业-电力-新能源发电,002256
002986.SZ,33,石油石化-石油加工贸易-石油加工,002986
600470.SH,17,基础化工-农化制品-磷肥及磷化工,600470
601857.SH,17,石油石化-石油加工贸易-石油加工,601857
300733.SZ,33,汽车-汽车零部件-底盘与发动机系统,300733
002240.SZ,33,有色金属-能源金属-锂,002240
002869.SZ,33,计算机-计算机设备-其他计算机设备,002869
300072.SZ,33,基础化工-化学制品-其他化学制品,300072
301658.SZ,33,电力设备-光伏设备-逆变器,301658
300231.SZ,33,计算机-IT服务-IT服务Ⅲ,300231
600508.SH,17,煤炭-煤炭开采加工-煤炭开采,600508
600989.SH,17,基础化工-化学原料-煤化工,600989
601778.SH,17,公用事业-电力-新能源发电,601778
688107.SH,17,电子-半导体-数字芯片设计,688107
000830.SZ,33,基础化工-化学原料-煤化工,000830
002487.SZ,33,电力设备-风电设备-风电零部件,002487
300641.SZ,33,基础化工-化学制品-其他化学制品,300641
600546.SH,17,煤炭-煤炭开采加工-煤炭开采,600546
301606.SZ,33,电子-消费电子-品牌消费电子,301606
301188.SZ,33,医药生物-医疗器械-医疗耗材,301188
002828.SZ,33,石油石化-油气开采及服务-油服工程,002828
601868.SH,17,建筑装饰-建筑装饰-基础建设,601868
603728.SH,17,电力设备-电机-电机Ⅲ,603728
300776.SZ,33,电力设备-光伏设备-光伏加工设备,300776
688072.SH,17,电子-半导体-半导体设备,688072
920002.BJ,151,机械设备-工程机械-工程机械Ⅲ,920002
600590.SH,17,国防军工-军工电子-军工电子Ⅲ,600590
000937.SZ,33,煤炭-煤炭开采加工-煤炭开采,000937
601615.SH,17,电力设备-风电设备-风电整机,601615
603115.SH,17,电子-电子化学品-电子化学品Ⅲ,603115
600089.SH,17,综合-综合-综合Ⅲ,600089
600339.SH,17,石油石化-油气开采及服务-油服工程,600339
603898.SH,17,轻工制造-家居用品-定制家居,603898
300014.SZ,33,电力设备-电池-锂电池,300014
600938.SH,17,石油石化-油气开采及服务-油气开采,600938
002312.SZ,33,基础化工-农化制品-磷肥及磷化工,002312
605255.SH,17,汽车-汽车零部件-底盘与发动机系统,605255
688799.SH,17,医药生物-化学制药-化学制剂,688799
920046.BJ,151,电力设备-电网设备-输变电设备,920046
603826.SH,17,基础化工-非金属材料-非金属材料Ⅲ,603826
688726.SH,17,电力设备-光伏设备-光伏加工设备,688726
002192.SZ,33,有色金属-能源金属-锂,002192
003026.SZ,33,电子-半导体-半导体材料,003026
603227.SH,17,基础化工-化学制品-民爆用品,603227
600395.SH,17,煤炭-煤炭开采加工-煤炭开采,600395
600586.SH,17,基础化工-化学原料-纯碱,600586
002528.SZ,33,计算机-计算机设备-安防设备,002528
002629.SZ,33,建筑装饰-建筑装饰-基础建设,002629
300458.SZ,33,电子-半导体-数字芯片设计,300458
601225.SH,17,煤炭-煤炭开采加工-煤炭开采,601225
600026.SH,17,交通运输-港口航运-航运,600026
601233.SH,17,基础化工-化学纤维-涤纶,601233
688011.SH,17,国防军工-军工电子-军工电子Ⅲ,688011
601016.SH,17,公用事业-电力-新能源发电,601016
002460.SZ,33,有色金属-能源金属-锂,002460
603212.SH,17,电力设备-光伏设备-光伏辅材,603212
603281.SH,17,基础化工-化学制品-有机硅,603281
603026.SH,17,电力设备-电池-电池化学品,603026
600328.SH,17,基础化工-化学原料-无机盐,600328
301053.SZ,33,机械设备-专用设备-纺织服装设备,301053
300137.SZ,33,环保-环保设备-环保设备Ⅲ,300137
000890.SZ,33,环保-环保设备-环保设备Ⅲ,000890
300313.SZ,33,农林牧渔-养殖业-其他养殖,300313
300863.SZ,33,汽车-汽车零部件-汽车电子电气系统,300863
000504.SZ,33,医药生物-医疗服务-其他医疗服务,000504
300316.SZ,33,电力设备-光伏设备-光伏加工设备,300316
002648.SZ,33,基础化工-化学制品-其他化学制品,002648
301226.SZ,33,机械设备-通用设备-其他通用设备,301226
300580.SZ,33,汽车-汽车零部件-底盘与发动机系统,300580
002128.SZ,33,煤炭-煤炭开采加工-煤炭开采,002128
600735.SH,22,纺织服饰-服装家纺-饰品,600735
603056.SH,17,交通运输-物流-物流Ⅲ,603056
600123.SH,17,煤炭-煤炭开采加工-煤炭开采,600123
600157.SH,17,公用事业-电力-火电,600157
603409.SH,17,汽车-汽车零部件-车身附件及饰件,603409
688175.SH,17,国防军工-军工电子-军工电子Ⅲ,688175
002139.SZ,33,电子-消费电子-消费电子零部件及组装,002139
002947.SZ,33,电子-消费电子-消费电子零部件及组装,002947
688693.SH,17,电子-半导体-分立器件,688693
600599.SH,22,轻工制造-家居用品-其他家居用品,600599
603429.SH,17,轻工制造-包装印刷-包装,603429
002497.SZ,33,基础化工-化学制品-民爆用品,002497
301180.SZ,33,电子-消费电子-消费电子零部件及组装,301180
300209.SZ,33,商贸零售-互联网电商-互联网电商Ⅲ,300209
601088.SH,17,煤炭-煤炭开采加工-煤炭开采,601088
002931.SZ,33,机械设备-通用设备-金属制品,002931
300380.SZ,33,计算机-软件开发-垂直应用软件,300380
600241.SH,17,电力设备-电池-锂电池,600241
688096.SH,17,环保-环境治理-水务及水治理,688096
688298.SH,17,医药生物-医疗器械-体外诊断,688298
002961.SZ,33,非银金融-多元金融-多元金融Ⅲ,002961
920699.BJ,151,家用电器-白色家电-家电零部件,920699
688678.SH,17,电子-消费电子-消费电子零部件及组装,688678
002493.SZ,33,石油石化-石油加工贸易-石油加工,002493
600623.SH,17,基础化工-化学原料-煤化工,600623
603558.SH,17,纺织服饰-服装家纺-鞋帽及其他,603558
601001.SH,17,煤炭-煤炭开采加工-煤炭开采,601001
600500.SH,17,基础化工-化学制品-其他化学制品,600500
300559.SZ,33,计算机-软件开发-垂直应用软件,300559
600800.SH,17,石油石化-石油加工贸易-石油加工,600800
002753.SZ,33,基础化工-橡胶制品-炭黑,002753
300256.SZ,33,电子-消费电子-消费电子零部件及组装,300256
600930.SH,17,公用事业-电力-新能源发电,600930
300736.SZ,33,电子-其他电子-其他电子Ⅲ,300736
688192.SH,17,医药生物-化学制药-化学制剂,688192
002364.SZ,33,电力设备-其他电源设备-其他电源设备Ⅲ,002364
601865.SH,17,电力设备-光伏设备-光伏辅材,601865
600429.SH,17,食品饮料-饮料制造-乳品,600429
300233.SZ,33,医药生物-化学制药-化学制剂,300233
002350.SZ,33,电力设备-电网设备-输变电设备,002350
000552.SZ,33,煤炭-煤炭开采加工-煤炭开采,000552
600760.SH,17,国防军工-军工装备-航空装备,600760
603318.SH,17,公用事业-燃气-燃气Ⅲ,603318
603659.SH,17,电力设备-电池-电池化学品,603659
688005.SH,17,电力设备-电池-电池化学品,688005
600389.SH,17,基础化工-农化制品-农药,600389
600256.SH,17,石油石化-油气开采及服务-油气开采,600256
603586.SH,17,汽车-汽车零部件-底盘与发动机系统,603586
001229.SZ,33,计算机-计算机设备-其他计算机设备,001229
601898.SH,17,煤炭-煤炭开采加工-煤炭开采,601898
002810.SZ,33,基础化工-化学制品-其他化学制品,002810
601127.SH,17,汽车-汽车整车-乘用车,601127
603876.SH,17,有色金属-工业金属-铝,603876
600753.SH,22,交通运输-物流-物流Ⅲ,600753
300540.SZ,33,机械设备-专用设备-其他专用设备,300540
600312.SH,17,电力设备-电网设备-输变电设备,600312
300724.SZ,33,电力设备-光伏设备-光伏加工设备,300724
002797.SZ,33,非银金融-证券-证券Ⅲ,002797
603113.SH,17,基础化工-化学原料-其他化学原料,603113
603817.SH,17,环保-环境治理-水务及水治理,603817
920871.BJ,151,基础化工-塑料制品-其他塑料制品,920871
603345.SH,17,食品饮料-食品加工制造-预加工食品,603345
002165.SZ,33,基础化工-化学制品-聚氨酯,002165
002274.SZ,33,基础化工-化学原料-煤化工,002274
003022.SZ,33,电力设备-光伏设备-光伏辅材,003022
300769.SZ,33,电力设备-电池-电池化学品,300769
603507.SH,17,电力设备-风电设备-风电零部件,603507
002706.SZ,33,电力设备-电网设备-输变电设备,002706
605228.SH,17,汽车-汽车零部件-车身附件及饰件,605228
600028.SH,17,石油石化-石油加工贸易-石油加工,600028
600995.SH,17,公用事业-电力-电能综合服务,600995
600152.SH,17,电力设备-电池-锂电池,600152
920185.BJ,151,电力设备-电池-电池化学品,920185
603599.SH,17,基础化工-农化制品-农药,603599
600666.SH,17,电子-电子化学品-电子化学品Ⅲ,600666
002553.SZ,33,汽车-汽车零部件-底盘与发动机系统,002553
601669.SH,17,建筑装饰-建筑装饰-基础建设,601669
000792.SZ,33,基础化工-农化制品-钾肥,000792
688166.SH,17,医药生物-化学制药-原料药,688166
600905.SH,17,公用事业-电力-新能源发电,600905
002905.SZ,33,传媒-影视院线-影视院线Ⅲ,002905
920496.BJ,151,电力设备-电网设备-输变电设备,920496
603215.SH,17,家用电器-小家电-小家电Ⅲ,603215
300022.SZ,33,商贸零售-零售-专业连锁,300022
000739.SZ,33,医药生物-化学制药-原料药,000739
603557.SH,22,纺织服饰-服装家纺-服装,603557
600996.SH,17,传媒-文化传媒-电视广播,600996
301365.SZ,33,建筑装饰-建筑装饰-工程咨询服务,301365
300442.SZ,33,通信-通信服务-通信应用增值服务,300442
600550.SH,17,电力设备-电网设备-输变电设备,600550
600486.SH,17,基础化工-农化制品-农药,600486
300102.SZ,33,电子-光学光电子-LED,300102
603806.SH,17,电力设备-光伏设备-光伏辅材,603806
603261.SH,22,国防军工-军工装备-航空装备,603261
600925.SH,17,煤炭-煤炭开采加工-煤炭开采,600925
002140.SZ,33,建筑装饰-建筑装饰-专业工程,002140
688629.SH,17,国防军工-军工电子-军工电子Ⅲ,688629
688503.SH,17,电力设备-光伏设备-光伏辅材,688503
300847.SZ,33,计算机-计算机设备-其他计算机设备,300847
605208.SH,17,有色金属-工业金属-铝,605208
601877.SH,17,电力设备-电网设备-输变电设备,601877
002850.SZ,33,电力设备-电池-锂电池,002850
002028.SZ,33,电力设备-电网设备-输变电设备,002028
601006.SH,17,交通运输-公路铁路运输-铁路运输,601006
601012.SH,17,电力设备-光伏设备-光伏电池组件,601012
002306.SZ,33,社会服务-旅游及酒店-餐饮,002306
300329.SZ,33,轻工制造-家居用品-文娱用品,300329
002812.SZ,33,电力设备-电池-电池化学品,002812
301070.SZ,33,机械设备-通用设备-制冷空调设备,301070
600428.SH,17,交通运输-港口航运-航运,600428
002730.SZ,33,机械设备-专用设备-能源及重型设备,002730
688116.SH,17,电力设备-电池-电池化学品,688116
000831.SZ,33,有色金属-小金属-稀土,000831
301216.SZ,33,基础化工-塑料制品-其他塑料制品,301216
600635.SH,17,公用事业-燃气-燃气Ⅲ,600635
603773.SH,17,电子-光学光电子-面板,603773
002053.SZ,33,公用事业-电力-新能源发电,002053
300511.SZ,33,农林牧渔-种植业与林业-其他种植业,300511
002181.SZ,33,传媒-文化传媒-出版,002181
002739.SZ,33,传媒-影视院线-影视院线Ⅲ,002739
002895.SZ,33,基础化工-农化制品-磷肥及磷化工,002895
301310.SZ,33,汽车-汽车零部件-汽车电子电气系统,301310
688719.SH,17,电力设备-其他电源设备-其他电源设备Ⅲ,688719
603319.SH,17,汽车-汽车零部件-底盘与发动机系统,603319
002545.SZ,33,基础化工-农化制品-钾肥,002545
600968.SH,17,石油石化-油气开采及服务-油服工程,600968
300561.SZ,33,计算机-软件开发-垂直应用软件,300561
300179.SZ,33,机械设备-通用设备-磨具磨料,300179
600403.SH,17,煤炭-煤炭开采加工-煤炭开采,600403
601998.SH,17,银行-银行-股份制银行,601998
600406.SH,17,电力设备-电网设备-电气自控设备,600406
600295.SH,17,钢铁-钢铁-冶钢原料,600295
002580.SZ,33,电力设备-电池-其他电池,002580
000400.SZ,33,电力设备-电网设备-电气自控设备,000400
601133.SH,17,建筑装饰-建筑装饰-专业工程,601133
000014.SZ,33,房地产-房地产-住宅开发,000014
688223.SH,17,电力设备-光伏设备-光伏电池组件,688223
002216.SZ,33,食品饮料-食品加工制造-预加工食品,002216
300462.SZ,33,计算机-计算机设备-其他计算机设备,300462
002025.SZ,33,国防军工-军工电子-军工电子Ⅲ,002025
002611.SZ,33,机械设备-专用设备-印刷包装机械,002611
300798.SZ,33,基础化工-化学制品-纺织化学用品,300798
002459.SZ,33,电力设备-光伏设备-光伏电池组件,002459
301275.SZ,33,电子-其他电子-其他电子Ⅲ,301275
300661.SZ,33,电子-半导体-模拟芯片设计,300661
301560.SZ,33,汽车-汽车零部件-底盘与发动机系统,301560
300916.SZ,33,电子-消费电子-消费电子零部件及组装,300916
601101.SH,17,煤炭-煤炭开采加工-煤炭开采,601101
603596.SH,17,汽车-汽车零部件-底盘与发动机系统,603596
603095.SH,17,机械设备-专用设备-纺织服装设备,603095
001287.SZ,33,电子-其他电子-其他电子Ⅲ,001287
603021.SH,22,轻工制造-家居用品-其他家居用品,603021
300438.SZ,33,电力设备-电池-锂电池,300438
300332.SZ,33,公用事业-燃气-燃气Ⅲ,300332
688170.SH,17,机械设备-自动化设备-激光设备,688170
601886.SH,17,建筑装饰-建筑装饰-装饰园林,601886
601112.SH,17,建筑材料-建筑材料-玻璃玻纤,601112
002207.SZ,33,石油石化-油气开采及服务-油服工程,002207
301368.SZ,33,机械设备-通用设备-金属制品,301368
600096.SH,17,基础化工-农化制品-磷肥及磷化工,600096
600818.SH,17,汽车-汽车服务及其他-其他运输设备,600818
601179.SH,17,电力设备-电网设备-输变电设备,601179
300803.SZ,33,计算机-软件开发-垂直应用软件,300803
688248.SH,17,公用事业-电力-电能综合服务,688248
600188.SH,17,煤炭-煤炭开采加工-煤炭开采,600188
301358.SZ,33,电力设备-电池-电池化学品,301358
688320.SH,17,机械设备-自动化设备-工控设备,688320
688065.SH,17,基础化工-化学制品-其他化学制品,688065
002068.SZ,33,基础化工-橡胶制品-炭黑,002068
688218.SH,17,机械设备-自动化设备-机器人,688218
301656.SZ,33,汽车-汽车零部件-汽车电子电气系统,301656
300424.SZ,33,国防军工-军工装备-航空装备,300424
688303.SH,17,电力设备-光伏设备-硅料硅片,688303
600163.SH,17,公用事业-电力-新能源发电,600163
688081.SH,17,国防军工-军工电子-军工电子Ⅲ,688081
301584.SZ,33,医药生物-医药商业-医药流通,301584
002843.SZ,33,机械设备-通用设备-金属制品,002843
600596.SH,17,基础化工-农化制品-农药,600596
600238.SH,22,食品饮料-饮料制造-其他酒类,600238
