code,股票代码,market_code,所属同花顺行业
603868,603868.SH,17,家用电器-小家电-小家电Ⅲ
000912,000912.SZ,33,基础化工-农化制品-氮肥
601636,601636.SH,17,建筑材料-建筑材料-玻璃玻纤
002652,002652.SZ,33,建筑材料-建筑材料-其他建材
002460,002460.SZ,33,有色金属-能源金属-锂
600429,600429.SH,17,食品饮料-饮料制造-乳品
002634,002634.SZ,33,纺织服饰-服装家纺-服装
002549,002549.SZ,33,环保-环境治理-大气治理
002738,002738.SZ,33,有色金属-小金属-其他小金属
600605,600605.SH,17,商贸零售-零售-商业物业经营
300075,300075.SZ,33,计算机-软件开发-垂直应用软件
600566,600566.SH,17,医药生物-中药-中药Ⅲ
920651,920651.BJ,151,机械设备-通用设备-仪器仪表
603399,603399.SH,17,有色金属-能源金属-锂
300654,300654.SZ,33,传媒-文化传媒-出版
688595,688595.SH,17,电子-半导体-数字芯片设计
002799,002799.SZ,33,轻工制造-包装印刷-包装
002919,002919.SZ,33,传媒-游戏-游戏Ⅲ
002947,002947.SZ,33,电子-消费电子-消费电子零部件及组装
001203,001203.SZ,33,钢铁-钢铁-冶钢原料
688820,688820.SH,17,电子-半导体-集成电路封测
300082,300082.SZ,33,基础化工-化学原料-其他化学原料
301371,301371.SZ,33,美容护理-美容护理-化妆品
300599,300599.SZ,33,建筑材料-建筑材料-管材
600694,600694.SH,17,商贸零售-零售-百货零售
002382,002382.SZ,33,医药生物-医疗器械-医疗耗材
688099,688099.SH,17,电子-半导体-数字芯片设计
000680,000680.SZ,33,机械设备-工程机械-工程机械Ⅲ
300313,300313.SZ,33,农林牧渔-养殖业-其他养殖
301666,301666.SZ,33,电子-半导体-数字芯片设计
605389,605389.SH,17,机械设备-工程机械-工程机械Ⅲ
605299,605299.SH,17,轻工制造-家居用品-文娱用品
603186,603186.SH,17,电子-元件-印制电路板
301585,301585.SZ,33,基础化工-化学制品-纺织化学用品
300015,300015.SZ,33,医药生物-医疗服务-医院
600379,600379.SH,17,电力设备-电网设备-输变电设备
301075,301075.SZ,33,医药生物-化学制药-化学制剂
000155,000155.SZ,33,公用事业-电力-新能源发电
002825,002825.SZ,33,基础化工-塑料制品-其他塑料制品
605208,605208.SH,17,有色金属-工业金属-铝
688795,688795.SH,17,电子-半导体-数字芯片设计
603124,603124.SH,17,有色金属-金属新材料-其他金属新材料
688691,688691.SH,17,电子-半导体-集成电路制造
300831,300831.SZ,33,电子-半导体-分立器件
300740,300740.SZ,33,美容护理-美容护理-化妆品
600696,600696.SH,22,食品饮料-白酒-白酒Ⅲ
600075,600075.SH,17,基础化工-化学原料-氯碱
300334,300334.SZ,33,基础化工-塑料制品-膜材料
000830,000830.SZ,33,基础化工-化学原料-煤化工
300821,300821.SZ,33,基础化工-化学制品-有机硅
002856,002856.SZ,33,建筑装饰-建筑装饰-装饰园林
301373,301373.SZ,33,基础化工-化学制品-其他化学制品
600110,600110.SH,17,电力设备-电池-锂电池
301592,301592.SZ,33,国防军工-军工电子-军工电子Ⅲ
920402,920402.BJ,151,电子-电子化学品-电子化学品Ⅲ
300763,300763.SZ,33,电力设备-光伏设备-逆变器
600773,600773.SH,17,房地产-房地产-住宅开发
688018,688018.SH,17,电子-半导体-数字芯片设计
301191,301191.SZ,33,通信-通信设备-通信终端及配件
603158,603158.SH,17,汽车-汽车零部件-底盘与发动机系统
002606,002606.SZ,33,电力设备-电网设备-线缆部件及其他
002490,002490.SZ,33,机械设备-专用设备-能源及重型设备
603978,603978.SH,17,有色金属-金属新材料-其他金属新材料
688048,688048.SH,17,电子-半导体-分立器件
920564,920564.BJ,151,计算机-IT服务-IT服务Ⅲ
300225,300225.SZ,33,基础化工-化学制品-涂料油墨
605268,605268.SH,17,轻工制造-家居用品-定制家居
000609,000609.SZ,33,房地产-房地产-住宅开发
300559,300559.SZ,33,计算机-软件开发-垂直应用软件
603032,603032.SH,17,电力设备-电池-锂电专用设备
301116,301116.SZ,33,食品饮料-食品加工制造-肉制品
603559,603559.SH,22,通信-通信服务-通信工程及服务
688269,688269.SH,17,基础化工-化学制品-其他化学制品
688530,688530.SH,17,电子-半导体-半导体材料
605336,605336.SH,22,家用电器-厨卫电器-厨卫电器Ⅲ
603389,603389.SH,22,轻工制造-家居用品-成品家居
603125,603125.SH,17,基础化工-化学制品-其他化学制品
688106,688106.SH,17,电子-电子化学品-电子化学品Ⅲ
603221,603221.SH,17,轻工制造-家居用品-瓷砖地板
002481,002481.SZ,33,农林牧渔-农产品加工-其他农产品加工
000504,000504.SZ,33,医药生物-医疗服务-其他医疗服务
600423,600423.SH,17,基础化工-化学原料-其他化学原料
002620,002620.SZ,33,建筑装饰-建筑装饰-装饰园林
600078,600078.SH,17,基础化工-农化制品-磷肥及磷化工
688084,688084.SH,17,国防军工-军工电子-军工电子Ⅲ
688630,688630.SH,17,机械设备-专用设备-其他专用设备
002528,002528.SZ,33,计算机-计算机设备-安防设备
603789,603789.SH,22,机械设备-专用设备-农用机械
600096,600096.SH,17,基础化工-农化制品-磷肥及磷化工
000792,000792.SZ,33,基础化工-农化制品-钾肥
300025,300025.SZ,33,通信-通信服务-通信工程及服务
002380,002380.SZ,33,计算机-IT服务-IT服务Ⅲ
300677,300677.SZ,33,医药生物-医疗器械-医疗耗材
300184,300184.SZ,33,电子-其他电子-其他电子Ⅲ
603205,603205.SH,17,医药生物-医疗器械-医疗耗材
002253,002253.SZ,33,计算机-软件开发-垂直应用软件
300076,300076.SZ,33,电子-光学光电子-面板
920028,920028.BJ,151,基础化工-塑料制品-其他塑料制品
301617,301617.SZ,33,基础化工-化学制品-其他化学制品
300503,300503.SZ,33,机械设备-通用设备-其他通用设备
688981,688981.SH,17,电子-半导体-集成电路制造
600539,600539.SH,17,商贸零售-互联网电商-互联网电商Ⅲ
000793,000793.SZ,33,传媒-文化传媒-出版
301560,301560.SZ,33,汽车-汽车零部件-底盘与发动机系统
600409,600409.SH,17,基础化工-化学原料-纯碱
603595,603595.SH,22,电子-消费电子-消费电子零部件及组装
000803,000803.SZ,33,环保-环境治理-固废治理
688227,688227.SH,17,计算机-IT服务-IT服务Ⅲ
003018,003018.SZ,33,轻工制造-包装印刷-包装
301611,301611.SZ,33,电子-半导体-半导体材料
301499,301499.SZ,33,汽车-汽车零部件-汽车电子电气系统
002759,002759.SZ,33,电力设备-电池-电池化学品
301188,301188.SZ,33,医药生物-医疗器械-医疗耗材
002833,002833.SZ,33,机械设备-专用设备-其他专用设备
603239,603239.SH,17,汽车-汽车零部件-其他汽车零部件
002029,002029.SZ,33,纺织服饰-服装家纺-服装
002821,002821.SZ,33,医药生物-医疗服务-医疗研发外包
300745,300745.SZ,33,汽车-汽车零部件-汽车电子电气系统
300200,300200.SZ,33,基础化工-化学制品-聚氨酯
300568,300568.SZ,33,电力设备-电池-电池化学品
601101,601101.SH,17,煤炭-煤炭开采加工-煤炭开采
301219,301219.SZ,33,有色金属-能源金属-钴
688689,688689.SH,17,电子-半导体-分立器件
600783,600783.SH,17,非银金融-多元金融-多元金融Ⅲ
002213,002213.SZ,33,电子-半导体-数字芯片设计
300679,300679.SZ,33,电子-消费电子-消费电子零部件及组装
002650,002650.SZ,33,食品饮料-食品加工制造-调味发酵品
600238,600238.SH,22,食品饮料-饮料制造-其他酒类
603613,603613.SH,17,商贸零售-互联网电商-互联网电商Ⅲ
002677,002677.SZ,33,家用电器-厨卫电器-厨卫电器Ⅲ
002025,002025.SZ,33,国防军工-军工电子-军工电子Ⅲ
301198,301198.SZ,33,轻工制造-包装印刷-包装
605369,605369.SH,17,医药生物-医疗器械-医疗耗材
603309,603309.SH,17,医药生物-医疗器械-医疗耗材
920809,920809.BJ,151,电力设备-电池-电池化学品
300966,300966.SZ,33,医药生物-化学制药-原料药
301667,301667.SZ,33,汽车-汽车零部件-底盘与发动机系统
600160,600160.SH,17,基础化工-化学制品-氟化工
002164,002164.SZ,33,机械设备-通用设备-金属制品
301528,301528.SZ,33,机械设备-通用设备-仪器仪表
002937,002937.SZ,33,汽车-汽车零部件-汽车电子电气系统
300618,300618.SZ,33,有色金属-能源金属-钴
301045,301045.SZ,33,电子-光学光电子-面板
301308,301308.SZ,33,电子-半导体-数字芯片设计
301128,301128.SZ,33,机械设备-专用设备-其他专用设备
603336,603336.SH,17,农林牧渔-种植业与林业-其他种植业
688193,688193.SH,17,医药生物-医疗器械-体外诊断
301587,301587.SZ,33,电力设备-电池-锂电池
603379,603379.SH,17,基础化工-化学制品-氟化工
603799,603799.SH,17,有色金属-能源金属-钴
603045,603045.SH,17,电力设备-电网设备-输变电设备
001219,001219.SZ,33,食品饮料-食品加工制造-休闲食品
002310,002310.SZ,33,公用事业-电力-新能源发电
000151,000151.SZ,33,商贸零售-贸易-贸易Ⅲ
300957,300957.SZ,33,美容护理-美容护理-化妆品
600319,600319.SH,17,基础化工-化学原料-氯碱
300671,300671.SZ,33,电子-半导体-模拟芯片设计
300472,300472.SZ,33,机械设备-专用设备-其他专用设备
688280,688280.SH,17,汽车-汽车零部件-底盘与发动机系统
600691,600691.SH,17,基础化工-农化制品-氮肥
002487,002487.SZ,33,电力设备-风电设备-风电零部件
300037,300037.SZ,33,电力设备-电池-电池化学品
002656,002656.SZ,33,纺织服饰-服装家纺-服装
002357,002357.SZ,33,交通运输-公路铁路运输-公交
603990,603990.SH,17,计算机-软件开发-垂直应用软件
300035,300035.SZ,33,电力设备-电池-电池化学品
603311,603311.SH,17,家用电器-白色家电-家电零部件
600333,600333.SH,17,公用事业-燃气-燃气Ⅲ
300069,300069.SZ,33,电力设备-电网设备-线缆部件及其他
600753,600753.SH,22,交通运输-物流-物流Ⅲ
300591,300591.SZ,33,纺织服饰-服装家纺-鞋帽及其他
688396,688396.SH,17,电子-半导体-集成电路制造
300573,300573.SZ,33,医药生物-化学制药-化学制剂
601996,601996.SH,17,农林牧渔-种植业与林业-林业
600989,600989.SH,17,基础化工-化学原料-煤化工
002430,002430.SZ,33,基础化工-化学制品-其他化学制品
300822,300822.SZ,33,电子-消费电子-消费电子零部件及组装
002199,002199.SZ,33,电子-元件-被动元件
688045,688045.SH,17,电子-半导体-模拟芯片设计
000404,000404.SZ,33,家用电器-白色家电-家电零部件
300291,300291.SZ,33,传媒-影视院线-影视院线Ⅲ
603985,603985.SH,17,电力设备-风电设备-风电零部件
920974,920974.BJ,151,基础化工-化学制品-其他化学制品
300901,300901.SZ,33,纺织服饰-服装家纺-鞋帽及其他
002076,002076.SZ,33,电子-光学光电子-LED
300013,300013.SZ,33,交通运输-物流-物流Ⅲ
600892,600892.SH,22,传媒-游戏-游戏Ⅲ
603002,603002.SH,17,电子-电子化学品-电子化学品Ⅲ
300981,300981.SZ,33,医药生物-医疗器械-医疗耗材
300931,300931.SZ,33,机械设备-专用设备-楼宇设备
688386,688386.SH,17,基础化工-塑料制品-膜材料
603838,603838.SH,22,轻工制造-家居用品-其他家居用品
603118,603118.SH,17,通信-通信设备-通信终端及配件
600130,600130.SH,22,电子-消费电子-消费电子零部件及组装
603444,603444.SH,17,传媒-游戏-游戏Ⅲ
301103,301103.SZ,33,医药生物-医疗服务-医院
002545,002545.SZ,33,基础化工-农化制品-钾肥
300925,300925.SZ,33,计算机-软件开发-垂直应用软件
603538,603538.SH,17,医药生物-化学制药-原料药
600961,600961.SH,17,有色金属-工业金属-铅锌
002495,002495.SZ,33,食品饮料-食品加工制造-调味发酵品
300475,300475.SZ,33,电子-其他电子-其他电子Ⅲ
300589,300589.SZ,33,国防军工-军工装备-航海装备
002058,002058.SZ,33,电力设备-电池-电池化学品
300631,300631.SZ,33,环保-环保设备-环保设备Ⅲ
002326,002326.SZ,33,基础化工-化学制品-氟化工
688353,688353.SH,17,电力设备-电池-电池化学品
300044,300044.SZ,33,计算机-IT服务-IT服务Ⅲ
603188,603188.SH,17,基础化工-化学制品-纺织化学用品
600476,600476.SH,17,计算机-IT服务-IT服务Ⅲ
600426,600426.SH,17,基础化工-农化制品-氮肥
300097,300097.SZ,33,机械设备-自动化设备-其他自动化设备
605298,605298.SH,17,机械设备-轨交设备-轨交设备Ⅲ
603296,603296.SH,17,电子-消费电子-消费电子零部件及组装
301607,301607.SZ,33,汽车-汽车零部件-汽车电子电气系统
000953,000953.SZ,33,医药生物-化学制药-原料药
688005,688005.SH,17,电力设备-电池-电池化学品
688508,688508.SH,17,电子-半导体-模拟芯片设计
603021,603021.SH,22,轻工制造-家居用品-其他家居用品
002591,002591.SZ,33,基础化工-化学制品-其他化学制品
300480,300480.SZ,33,机械设备-专用设备-能源及重型设备
002694,002694.SZ,33,建筑材料-建筑材料-管材
688796,688796.SH,17,医药生物-医疗服务-医疗研发外包
002996,002996.SZ,33,有色金属-工业金属-铝
002638,002638.SZ,33,电子-光学光电子-LED
300675,300675.SZ,33,建筑装饰-建筑装饰-工程咨询服务
000711,000711.SZ,33,环保-环境治理-综合环境治理
688798,688798.SH,17,电子-半导体-模拟芯片设计
300175,300175.SZ,33,农林牧渔-农产品加工-果蔬加工
000911,000911.SZ,33,农林牧渔-农产品加工-其他农产品加工
688309,688309.SH,17,环保-环保设备-环保设备Ⅲ
603079,603079.SH,17,基础化工-化学制品-食品及饲料添加剂
600768,600768.SH,17,电力设备-电网设备-输变电设备
300547,300547.SZ,33,汽车-汽车零部件-底盘与发动机系统
301246,301246.SZ,33,医药生物-化学制药-原料药
600082,600082.SH,22,房地产-房地产-产业地产
301236,301236.SZ,33,计算机-IT服务-IT服务Ⅲ
600352,600352.SH,17,基础化工-化学制品-纺织化学用品
000408,000408.SZ,33,基础化工-农化制品-钾肥
600159,600159.SH,17,房地产-房地产-住宅开发
688150,688150.SH,17,电子-电子化学品-电子化学品Ⅲ
688230,688230.SH,17,电子-半导体-分立器件
300061,300061.SZ,33,传媒-文化传媒-广告营销
600470,600470.SH,17,基础化工-农化制品-磷肥及磷化工
920069,920069.BJ,151,医药生物-医疗器械-医疗耗材
301397,301397.SZ,33,汽车-汽车零部件-底盘与发动机系统
603666,603666.SH,17,机械设备-自动化设备-机器人
300105,300105.SZ,33,环保-环保设备-环保设备Ⅲ
688612,688612.SH,17,汽车-汽车零部件-汽车电子电气系统
603281,603281.SH,17,基础化工-化学制品-有机硅
002386,002386.SZ,33,基础化工-化学原料-氯碱
600535,600535.SH,17,医药生物-中药-中药Ⅲ
301002,301002.SZ,33,电子-光学光电子-LED
003026,003026.SZ,33,电子-半导体-半导体材料
600678,600678.SH,17,建筑材料-建筑材料-水泥
002539,002539.SZ,33,基础化工-农化制品-复合肥
300454,300454.SZ,33,计算机-软件开发-横向通用软件
600463,600463.SH,17,房地产-房地产-产业地产
002261,002261.SZ,33,计算机-软件开发-垂直应用软件
000615,000615.SZ,33,美容护理-美容护理-医疗美容
688659,688659.SH,17,基础化工-化学制品-其他化学制品
002762,002762.SZ,33,纺织服饰-服装家纺-服装
000833,000833.SZ,33,基础化工-非金属材料-非金属材料Ⅲ
603298,603298.SH,17,机械设备-工程机械-工程机械Ⅲ
603041,603041.SH,17,基础化工-化学制品-聚氨酯
601339,601339.SH,17,纺织服饰-纺织制造-棉纺
000668,000668.SZ,33,房地产-房地产-住宅开发
001317,001317.SZ,33,交通运输-物流-物流Ⅲ
603682,603682.SH,17,商贸零售-零售-商业物业经营
300126,300126.SZ,33,机械设备-通用设备-其他通用设备
688146,688146.SH,17,电子-电子化学品-电子化学品Ⅲ
688117,688117.SH,17,医药生物-化学制药-化学制剂
000963,000963.SZ,33,医药生物-化学制药-化学制剂
300111,300111.SZ,33,医药生物-化学制药-原料药
600378,600378.SH,17,基础化工-化学制品-氟化工
300311,300311.SZ,33,计算机-软件开发-横向通用软件
600526,600526.SH,17,环保-环保设备-环保设备Ⅲ
300976,300976.SZ,33,电子-消费电子-消费电子零部件及组装
688503,688503.SH,17,电力设备-光伏设备-光伏辅材
603028,603028.SH,17,机械设备-通用设备-金属制品
001287,001287.SZ,33,电子-其他电子-其他电子Ⅲ
000812,000812.SZ,33,轻工制造-包装印刷-包装
688515,688515.SH,17,电子-半导体-模拟芯片设计
600683,600683.SH,17,房地产-房地产-住宅开发
300167,300167.SZ,33,计算机-IT服务-IT服务Ⅲ
301395,301395.SZ,33,基础化工-塑料制品-合成树脂
300006,300006.SZ,33,医药生物-化学制药-化学制剂
300687,300687.SZ,33,计算机-IT服务-IT服务Ⅲ
600119,600119.SH,17,交通运输-物流-物流Ⅲ
000552,000552.SZ,33,煤炭-煤炭开采加工-煤炭开采
603229,603229.SH,17,医药生物-化学制药-原料药
003007,003007.SZ,33,计算机-软件开发-垂直应用软件
688313,688313.SH,17,通信-通信设备-通信网络设备及器件
001301,001301.SZ,33,电力设备-电池-电池化学品
688456,688456.SH,17,有色金属-金属新材料-其他金属新材料
002250,002250.SZ,33,基础化工-农化制品-农药
300958,300958.SZ,33,环保-环境治理-综合环境治理
000488,000488.SZ,33,轻工制造-造纸-造纸Ⅲ
300268,300268.SZ,33,农林牧渔-农产品加工-其他农产品加工
300912,300912.SZ,33,汽车-汽车零部件-其他汽车零部件
300174,300174.SZ,33,基础化工-化学制品-其他化学制品
300523,300523.SZ,33,计算机-IT服务-IT服务Ⅲ
300266,300266.SZ,33,环保-环境治理-综合环境治理
688052,688052.SH,17,电子-半导体-模拟芯片设计
301190,301190.SZ,33,基础化工-化学原料-其他化学原料
688172,688172.SH,17,电子-半导体-分立器件
603501,603501.SH,17,电子-半导体-数字芯片设计
603162,603162.SH,17,交通运输-港口航运-航运
688189,688189.SH,17,医药生物-化学制药-化学制剂
300357,300357.SZ,33,医药生物-生物制品-其他生物制品
300865,300865.SZ,33,机械设备-专用设备-能源及重型设备
603697,603697.SH,17,食品饮料-食品加工制造-休闲食品
301152,301152.SZ,33,电力设备-电池-电池化学品
300073,300073.SZ,33,电力设备-电池-电池化学品
002214,002214.SZ,33,国防军工-军工电子-军工电子Ⅲ
603338,603338.SH,17,机械设备-工程机械-工程机械Ⅲ
300551,300551.SZ,33,计算机-计算机设备-其他计算机设备
000752,000752.SZ,33,食品饮料-饮料制造-啤酒
000059,000059.SZ,33,石油石化-石油加工贸易-石油加工
002642,002642.SZ,33,计算机-IT服务-IT服务Ⅲ
300519,300519.SZ,33,医药生物-中药-中药Ⅲ
002186,002186.SZ,33,社会服务-旅游及酒店-餐饮
000698,000698.SZ,33,石油石化-石油加工贸易-石油加工
920185,920185.BJ,151,电力设备-电池-电池化学品
001300,001300.SZ,33,轻工制造-家居用品-文娱用品
688182,688182.SH,17,通信-通信设备-通信网络设备及器件
603073,603073.SH,17,纺织服饰-纺织制造-其他纺织
600519,600519.SH,17,食品饮料-白酒-白酒Ⅲ
002975,002975.SZ,33,机械设备-自动化设备-工控设备
603839,603839.SH,17,纺织服饰-服装家纺-服装
688448,688448.SH,17,机械设备-通用设备-其他通用设备
603268,603268.SH,17,国防军工-军工装备-航海装备
600099,600099.SH,17,汽车-汽车服务及其他-其他运输设备
300343,300343.SZ,33,基础化工-化学制品-氟化工
300857,300857.SZ,33,计算机-计算机设备-其他计算机设备
300534,300534.SZ,33,医药生物-中药-中药Ⅲ
600323,600323.SH,17,环保-环境治理-固废治理
600055,600055.SH,17,医药生物-医疗器械-医疗设备
300159,300159.SZ,33,机械设备-专用设备-农用机械
300661,300661.SZ,33,电子-半导体-模拟芯片设计
002580,002580.SZ,33,电力设备-电池-其他电池
688061,688061.SH,17,电子-半导体-模拟芯片设计
601825,601825.SH,17,银行-银行-农商行
300443,300443.SZ,33,电力设备-风电设备-风电零部件
600992,600992.SH,17,机械设备-通用设备-金属制品
002379,002379.SZ,33,有色金属-工业金属-铝
688401,688401.SH,17,电子-半导体-半导体材料
603612,603612.SH,17,基础化工-非金属材料-非金属材料Ⅲ
300505,300505.SZ,33,基础化工-农化制品-磷肥及磷化工
000707,000707.SZ,33,基础化工-化学原料-纯碱
002920,002920.SZ,33,汽车-汽车零部件-汽车电子电气系统
301665,301665.SZ,33,基础化工-农化制品-农药
301267,301267.SZ,33,医药生物-医疗服务-医院
002897,002897.SZ,33,通信-通信设备-通信网络设备及器件
600478,600478.SH,17,电力设备-电池-锂电池
301098,301098.SZ,33,建筑装饰-建筑装饰-装饰园林
688779,688779.SH,17,电力设备-电池-电池化学品
603070,603070.SH,17,电力设备-电网设备-输变电设备
688012,688012.SH,17,电子-半导体-半导体设备
688368,688368.SH,17,电子-半导体-模拟芯片设计
301049,301049.SZ,33,环保-环境治理-固废治理
688391,688391.SH,17,电子-半导体-模拟芯片设计
605069,605069.SH,17,环保-环境治理-综合环境治理
