股票代码,所属同花顺行业,code,market_code
600491.SH,建筑装饰-建筑装饰-房屋建设,600491,22
688101.SH,环保-环境治理-水务及水治理,688101,17
301019.SZ,基础化工-塑料制品-其他塑料制品,301019,33
002549.SZ,环保-环境治理-大气治理,002549,33
920015.BJ,基础化工-化学制品-有机硅,920015,151
300929.SZ,环保-环境治理-水务及水治理,300929,33
600428.SH,交通运输-港口航运-航运,600428,17
688106.SH,电子-电子化学品-电子化学品Ⅲ,688106,17
002726.SZ,食品饮料-食品加工制造-肉制品,002726,33
300069.SZ,电力设备-电网设备-线缆部件及其他,300069,33
600488.SH,医药生物-化学制药-化学制剂,600488,17
002898.SZ,医药生物-化学制药-化学制剂,002898,37
300564.SZ,建筑装饰-建筑装饰-工程咨询服务,300564,33
300332.SZ,公用事业-燃气-燃气Ⅲ,300332,33
688608.SH,电子-半导体-数字芯片设计,688608,17
600129.SH,医药生物-中药-中药Ⅲ,600129,17
920367.BJ,医药生物-化学制药-原料药,920367,151
300519.SZ,医药生物-中药-中药Ⅲ,300519,33
600839.SH,家用电器-黑色家电-彩电,600839,17
688710.SH,医药生物-医疗服务-医疗研发外包,688710,17
603590.SH,医药生物-生物制品-其他生物制品,603590,17
002490.SZ,机械设备-专用设备-能源及重型设备,002490,33
002208.SZ,房地产-房地产-住宅开发,002208,33
600436.SH,医药生物-中药-中药Ⅲ,600436,17
002674.SZ,纺织服饰-纺织制造-辅料,002674,33
300164.SZ,石油石化-油气开采及服务-油服工程,300164,33
688802.SH,电子-半导体-数字芯片设计,688802,17
002317.SZ,医药生物-中药-中药Ⅲ,002317,33
603538.SH,医药生物-化学制药-原料药,603538,17
300259.SZ,机械设备-通用设备-仪器仪表,300259,33
600756.SH,计算机-IT服务-IT服务Ⅲ,600756,17
688584.SH,电子-半导体-半导体材料,688584,17
301269.SZ,计算机-软件开发-垂直应用软件,301269,33
688268.SH,电子-电子化学品-电子化学品Ⅲ,688268,17
002746.SZ,农林牧渔-养殖业-肉鸡养殖,002746,33
300287.SZ,计算机-IT服务-IT服务Ⅲ,300287,33
603031.SH,电力设备-电池-其他电池,603031,17
002728.SZ,医药生物-中药-中药Ⅲ,002728,33
600759.SH,石油石化-油气开采及服务-油气开采,600759,22
688759.SH,医药生物-化学制药-化学制剂,688759,17
688758.SH,医药生物-化学制药-原料药,688758,17
002546.SZ,电力设备-电网设备-电气自控设备,002546,33
002603.SZ,医药生物-中药-中药Ⅲ,002603,33
002966.SZ,银行-银行-城商行,002966,33
002430.SZ,基础化工-化学制品-其他化学制品,002430,33
600422.SH,医药生物-中药-中药Ⅲ,600422,17
300026.SZ,医药生物-中药-中药Ⅲ,300026,33
002115.SZ,通信-通信服务-通信工程及服务,002115,33
603021.SH,轻工制造-家居用品-其他家居用品,603021,22
000990.SZ,基础化工-化学原料-煤化工,000990,33
600771.SH,医药生物-中药-中药Ⅲ,600771,17
300369.SZ,计算机-软件开发-横向通用软件,300369,33
300598.SZ,计算机-软件开发-垂直应用软件,300598,33
002923.SZ,医药生物-化学制药-化学制剂,002923,33
600918.SH,非银金融-证券-证券Ⅲ,600918,17
301211.SZ,医药生物-化学制药-原料药,301211,33
002235.SZ,轻工制造-造纸-造纸Ⅲ,002235,33
920190.BJ,计算机-计算机设备-其他计算机设备,920190,151
002396.SZ,通信-通信设备-通信网络设备及器件,002396,33
603129.SH,汽车-汽车服务及其他-其他运输设备,603129,17
300746.SZ,计算机-IT服务-IT服务Ⅲ,300746,33
920433.BJ,医药生物-中药-中药Ⅲ,920433,151
002038.SZ,医药生物-化学制药-化学制剂,002038,33
603998.SH,医药生物-中药-中药Ⅲ,603998,17
688382.SH,医药生物-化学制药-化学制剂,688382,17
603201.SH,机械设备-通用设备-其他通用设备,603201,17
600267.SH,医药生物-化学制药-化学制剂,600267,17
000059.SZ,石油石化-石油加工贸易-石油加工,000059,33
000507.SZ,交通运输-港口航运-港口,000507,33
002842.SZ,有色金属-小金属-钨,002842,33
301381.SZ,商贸零售-互联网电商-互联网电商Ⅲ,301381,33
002028.SZ,电力设备-电网设备-输变电设备,002028,33
300878.SZ,医药生物-中药-中药Ⅲ,300878,33
920953.BJ,计算机-IT服务-IT服务Ⅲ,920953,151
301191.SZ,通信-通信设备-通信终端及配件,301191,33
002142.SZ,银行-银行-城商行,002142,33
600557.SH,医药生物-中药-中药Ⅲ,600557,17
002829.SZ,国防军工-军工装备-航天装备,002829,33
301379.SZ,电子-光学光电子-面板,301379,33
300181.SZ,医药生物-中药-中药Ⅲ,300181,33
600750.SH,医药生物-中药-中药Ⅲ,600750,17
601996.SH,农林牧渔-种植业与林业-林业,601996,17
601058.SH,汽车-汽车零部件-轮胎轮毂,601058,17
603893.SH,电子-半导体-数字芯片设计,603893,17
603882.SH,医药生物-医疗服务-其他医疗服务,603882,17
301584.SZ,医药生物-医药商业-医药流通,301584,33
000752.SZ,食品饮料-饮料制造-啤酒,000752,33
920478.BJ,医药生物-化学制药-原料药,920478,151
300246.SZ,医药生物-医疗器械-医疗设备,300246,33
600777.SH,石油石化-油气开采及服务-油气开采,600777,17
688261.SH,电子-半导体-分立器件,688261,17
002849.SZ,机械设备-通用设备-仪器仪表,002849,33
002808.SZ,电子-光学光电子-光学元件,002808,37
605296.SH,农林牧渔-养殖业-生猪养殖,605296,17
300643.SZ,汽车-汽车零部件-其他汽车零部件,300643,33
920510.BJ,机械设备-通用设备-金属制品,920510,151
603843.SH,建筑装饰-建筑装饰-基础建设,603843,22
601077.SH,银行-银行-农商行,601077,17
601225.SH,煤炭-煤炭开采加工-煤炭开采,601225,17
688410.SH,医药生物-医疗器械-医疗设备,688410,17
002972.SZ,机械设备-轨交设备-轨交设备Ⅲ,002972,33
600285.SH,医药生物-中药-中药Ⅲ,600285,17
603997.SH,汽车-汽车零部件-车身附件及饰件,603997,17
603118.SH,通信-通信设备-通信终端及配件,603118,17
601857.SH,石油石化-石油加工贸易-石油加工,601857,17
688189.SH,医药生物-化学制药-化学制剂,688189,22
300438.SZ,电力设备-电池-锂电池,300438,33
601369.SH,机械设备-专用设备-能源及重型设备,601369,17
920211.BJ,机械设备-自动化设备-机器人,920211,151
000423.SZ,医药生物-中药-中药Ⅲ,000423,33
688381.SH,电子-半导体-模拟芯片设计,688381,17
920163.BJ,轻工制造-包装印刷-包装,920163,151
601827.SH,环保-环境治理-固废治理,601827,17
600821.SH,公用事业-电力-新能源发电,600821,17
000838.SZ,房地产-房地产-住宅开发,000838,33
688087.SH,轻工制造-家居用品-其他家居用品,688087,17
300009.SZ,医药生物-生物制品-其他生物制品,300009,33
601088.SH,煤炭-煤炭开采加工-煤炭开采,601088,17
920857.BJ,电子-消费电子-消费电子零部件及组装,920857,151
601187.SH,银行-银行-城商行,601187,17
002514.SZ,机械设备-通用设备-金属制品,002514,33
301273.SZ,机械设备-通用设备-其他通用设备,301273,33
603881.SH,通信-通信服务-通信应用增值服务,603881,17
002642.SZ,计算机-IT服务-IT服务Ⅲ,002642,33
688796.SH,医药生物-医疗服务-医疗研发外包,688796,17
688702.SH,电子-半导体-数字芯片设计,688702,17
603373.SH,社会服务-其他社会服务-专业服务,603373,17
600329.SH,医药生物-中药-中药Ⅲ,600329,17
920088.BJ,石油石化-油气开采及服务-油服工程,920088,151
002156.SZ,电子-半导体-集成电路封测,002156,33
002003.SZ,纺织服饰-纺织制造-辅料,002003,33
002408.SZ,石油石化-石油加工贸易-石油加工,002408,33
003001.SZ,建筑装饰-建筑装饰-专业工程,003001,33
001872.SZ,交通运输-港口航运-港口,001872,33
000639.SZ,食品饮料-食品加工制造-其他食品,000639,33
600085.SH,医药生物-中药-中药Ⅲ,600085,17
601939.SH,银行-银行-国有大型银行,601939,17
600993.SH,医药生物-中药-中药Ⅲ,600993,17
600405.SH,电力设备-其他电源设备-其他电源设备Ⅲ,600405,17
000820.SZ,环保-环保设备-环保设备Ⅲ,000820,33
002287.SZ,医药生物-中药-中药Ⅲ,002287,33
601139.SH,公用事业-燃气-燃气Ⅲ,601139,17
002686.SZ,机械设备-通用设备-制冷空调设备,002686,33
002737.SZ,医药生物-中药-中药Ⅲ,002737,33
600323.SH,环保-环境治理-固废治理,600323,17
002644.SZ,医药生物-中药-中药Ⅲ,002644,33
600370.SH,基础化工-化学纤维-涤纶,600370,22
300219.SZ,电子-光学光电子-LED,300219,33
002981.SZ,电子-消费电子-消费电子零部件及组装,002981,33
002390.SZ,医药生物-中药-中药Ⅲ,002390,33
002864.SZ,医药生物-中药-中药Ⅲ,002864,33
002772.SZ,农林牧渔-种植业与林业-其他种植业,002772,33
603055.SH,纺织服饰-纺织制造-其他纺织,603055,17
600882.SH,食品饮料-饮料制造-乳品,600882,17
600056.SH,医药生物-医药商业-医药流通,600056,17
603393.SH,石油石化-油气开采及服务-油气开采,603393,17
002123.SZ,通信-通信服务-通信应用增值服务,002123,33
688566.SH,医药生物-化学制药-化学制剂,688566,17
000612.SZ,有色金属-工业金属-铝,000612,33
688550.SH,电子-电子化学品-电子化学品Ⅲ,688550,17
000999.SZ,医药生物-中药-中药Ⅲ,000999,33
003013.SZ,建筑装饰-建筑装饰-工程咨询服务,003013,33
603159.SH,机械设备-专用设备-其他专用设备,603159,17
600252.SH,医药生物-中药-中药Ⅲ,600252,17
601665.SH,银行-银行-城商行,601665,17
600803.SH,公用事业-燃气-燃气Ⅲ,600803,17
001233.SZ,汽车-汽车零部件-轮胎轮毂,001233,33
600997.SH,煤炭-煤炭开采加工-煤炭开采,600997,17
301257.SZ,医药生物-医疗服务-医疗研发外包,301257,33
600873.SH,基础化工-化学制品-食品及饲料添加剂,600873,17
600673.SH,综合-综合-综合Ⅲ,600673,17
300750.SZ,电力设备-电池-锂电池,300750,33
603815.SH,建筑装饰-建筑装饰-基础建设,603815,17
603939.SH,医药生物-医药商业-药店,603939,17
688433.SH,机械设备-通用设备-其他通用设备,688433,17
600674.SH,公用事业-电力-水电,600674,17
001301.SZ,电力设备-电池-电池化学品,001301,33
301201.SZ,医药生物-医疗服务-医疗研发外包,301201,33
600461.SH,环保-环境治理-水务及水治理,600461,17
603177.SH,环保-环境治理-大气治理,603177,17
603345.SH,食品饮料-食品加工制造-预加工食品,603345,17
002261.SZ,计算机-软件开发-垂直应用软件,002261,33
600332.SH,医药生物-中药-中药Ⅲ,600332,17
920193.BJ,电力设备-电池-电池化学品,920193,151
002102.SZ,医药生物-化学制药-原料药,002102,33
600621.SH,非银金融-证券-证券Ⅲ,600621,17
300561.SZ,计算机-软件开发-垂直应用软件,300561,33
003000.SZ,食品饮料-食品加工制造-休闲食品,003000,33
688029.SH,医药生物-医疗器械-医疗耗材,688029,17
300761.SZ,农林牧渔-养殖业-肉鸡养殖,300761,33
601398.SH,银行-银行-国有大型银行,601398,17
600507.SH,钢铁-钢铁-特钢,600507,17
600962.SH,食品饮料-饮料制造-软饮料,600962,17
603391.SH,机械设备-专用设备-能源及重型设备,603391,17
600566.SH,医药生物-中药-中药Ⅲ,600566,17
600908.SH,银行-银行-农商行,600908,17
601107.SH,交通运输-公路铁路运输-高速公路,601107,17
000036.SZ,房地产-房地产-住宅开发,000036,33
002727.SZ,医药生物-医药商业-药店,002727,33
002667.SZ,有色金属-能源金属-锂,002667,33
601998.SH,银行-银行-股份制银行,601998,17
688687.SH,医药生物-化学制药-化学制剂,688687,17
920790.BJ,计算机-IT服务-IT服务Ⅲ,920790,151
688220.SH,电子-半导体-模拟芯片设计,688220,17
300791.SZ,食品饮料-食品加工制造-其他食品,300791,33
600968.SH,石油石化-油气开采及服务-油服工程,600968,17
000729.SZ,食品饮料-饮料制造-啤酒,000729,33
600127.SH,农林牧渔-农产品加工-粮油加工,600127,17
002461.SZ,食品饮料-饮料制造-啤酒,002461,33
301585.SZ,基础化工-化学制品-纺织化学用品,301585,33
002597.SZ,基础化工-化学制品-食品及饲料添加剂,002597,33
301665.SZ,基础化工-农化制品-农药,301665,33
600028.SH,石油石化-石油加工贸易-石油加工,600028,17
600508.SH,煤炭-煤炭开采加工-煤炭开采,600508,17
002100.SZ,农林牧渔-农产品加工-畜禽饲料,002100,33
601825.SH,银行-银行-农商行,601825,17
603325.SH,机械设备-专用设备-能源及重型设备,603325,17
600020.SH,交通运输-公路铁路运输-高速公路,600020,17
000669.SZ,公用事业-燃气-燃气Ⅲ,000669,33
601577.SH,银行-银行-城商行,601577,17
002258.SZ,基础化工-农化制品-农药,002258,33
002789.SZ,建筑装饰-建筑装饰-装饰园林,002789,33
300880.SZ,电力设备-电网设备-电气自控设备,300880,33
600639.SH,房地产-房地产-产业地产,600639,17
000597.SZ,医药生物-化学制药-化学制剂,000597,33
603233.SH,医药生物-医药商业-药店,603233,17
601328.SH,银行-银行-国有大型银行,601328,17
601162.SH,非银金融-证券-证券Ⅲ,601162,17
600594.SH,医药生物-中药-中药Ⅲ,600594,17
000968.SZ,石油石化-油气开采及服务-油气开采,000968,33
600812.SH,医药生物-化学制药-化学制剂,600812,17
600938.SH,石油石化-油气开采及服务-油气开采,600938,17
688253.SH,医药生物-医疗器械-体外诊断,688253,17
301583.SZ,电子-半导体-半导体设备,301583,33
002101.SZ,汽车-汽车零部件-其他汽车零部件,002101,33
301060.SZ,医药生物-医疗服务-其他医疗服务,301060,33
002092.SZ,基础化工-化学原料-氯碱,002092,33
002907.SZ,医药生物-中药-中药Ⅲ,002907,33
601288.SH,银行-银行-国有大型银行,601288,17
601988.SH,银行-银行-国有大型银行,601988,17
002350.SZ,电力设备-电网设备-输变电设备,002350,33
603896.SH,医药生物-中药-中药Ⅲ,603896,17
600351.SH,医药生物-中药-中药Ⅲ,600351,17
603323.SH,银行-银行-农商行,603323,17
601658.SH,银行-银行-国有大型银行,601658,17
600368.SH,交通运输-公路铁路运输-高速公路,600368,17
002216.SZ,食品饮料-食品加工制造-预加工食品,002216,33
601339.SH,纺织服饰-纺织制造-棉纺,601339,17
002839.SZ,银行-银行-农商行,002839,33
601952.SH,农林牧渔-种植业与林业-粮食种植,601952,17
002668.SZ,家用电器-白色家电-冰洗,002668,33
601528.SH,银行-银行-农商行,601528,17
002252.SZ,医药生物-生物制品-血液制品,002252,33
688678.SH,电子-消费电子-消费电子零部件及组装,688678,17
301398.SZ,汽车-汽车零部件-车身附件及饰件,301398,33
600582.SH,机械设备-专用设备-能源及重型设备,600582,17
603262.SH,食品饮料-食品加工制造-其他食品,603262,17
601963.SH,银行-银行-城商行,601963,17
600971.SH,煤炭-煤炭开采加工-煤炭开采,600971,17
603027.SH,食品饮料-食品加工制造-调味发酵品,603027,17
688247.SH,医药生物-化学制药-化学制剂,688247,17
600535.SH,医药生物-中药-中药Ⅲ,600535,17
600884.SH,电力设备-电池-电池化学品,600884,17
688795.SH,电子-半导体-数字芯片设计,688795,17
000950.SZ,医药生物-医药商业-医药流通,000950,33
600926.SH,银行-银行-城商行,600926,17
603766.SH,汽车-汽车服务及其他-其他运输设备,603766,17
000650.SZ,医药生物-中药-中药Ⅲ,000650,33
300640.SZ,轻工制造-家居用品-其他家居用品,300640,33
603866.SH,食品饮料-食品加工制造-休闲食品,603866,17
000959.SZ,钢铁-钢铁-普钢,000959,33
603379.SH,基础化工-化学制品-氟化工,603379,17
002215.SZ,农林牧渔-种植业与林业-其他种植业,002215,33
600928.SH,银行-银行-城商行,600928,17
002267.SZ,公用事业-燃气-燃气Ⅲ,002267,33
603268.SH,国防军工-军工装备-航海装备,603268,17
002785.SZ,建筑材料-建筑材料-其他建材,002785,33
605255.SH,汽车-汽车零部件-底盘与发动机系统,605255,17
601229.SH,银行-银行-城商行,601229,17
000756.SZ,医药生物-化学制药-原料药,000756,33
000848.SZ,食品饮料-饮料制造-软饮料,000848,33
603288.SH,食品饮料-食品加工制造-调味发酵品,603288,17
600901.SH,非银金融-多元金融-多元金融Ⅲ,600901,17
603192.SH,基础化工-化学制品-聚氨酯,603192,17
001215.SZ,食品饮料-食品加工制造-预加工食品,001215,33
600862.SH,国防军工-军工装备-航空装备,600862,17
002349.SZ,医药生物-中药-中药Ⅲ,002349,33
600025.SH,公用事业-电力-水电,600025,17
601009.SH,银行-银行-城商行,601009,17
002014.SZ,轻工制造-包装印刷-包装,002014,33
600269.SH,交通运输-公路铁路运输-高速公路,600269,17
600989.SH,基础化工-化学原料-煤化工,600989,17
002327.SZ,纺织服饰-服装家纺-家纺,002327,33
600123.SH,煤炭-煤炭开采加工-煤炭开采,600123,17
300194.SZ,医药生物-化学制药-化学制剂,300194,33
002019.SZ,医药生物-化学制药-化学制剂,002019,33
600211.SH,医药生物-生物制品-其他生物制品,600211,17
002279.SZ,计算机-软件开发-横向通用软件,002279,33
000538.SZ,医药生物-中药-中药Ⅲ,000538,33
688696.SH,家用电器-黑色家电-其他黑色家电,688696,17
600676.SH,社会服务-其他社会服务-体育,600676,17
000937.SZ,煤炭-煤炭开采加工-煤炭开采,000937,33
688033.SH,电力设备-光伏设备-光伏辅材,688033,22
603567.SH,医药生物-中药-中药Ⅲ,603567,17
002233.SZ,建筑材料-建筑材料-水泥,002233,33
002948.SZ,银行-银行-城商行,002948,33
603707.SH,医药生物-化学制药-化学制剂,603707,17
301208.SZ,计算机-IT服务-IT服务Ⅲ,301208,33
000813.SZ,医药生物-化学制药-化学制剂,000813,33
600084.SH,食品饮料-饮料制造-其他酒类,600084,22
301122.SZ,医药生物-医疗器械-医疗耗材,301122,33
600483.SH,公用事业-电力-电能综合服务,600483,17
688138.SH,电子-半导体-半导体材料,688138,17
002626.SZ,食品饮料-食品加工制造-其他食品,002626,33
600886.SH,公用事业-电力-水电,600886,17
002507.SZ,食品饮料-食品加工制造-调味发酵品,002507,33
002807.SZ,银行-银行-农商行,002807,33
601033.SH,环保-环境治理-固废治理,601033,17
002566.SZ,医药生物-中药-中药Ⅲ,002566,33
000333.SZ,家用电器-白色家电-空调,000333,33
600298.SH,食品饮料-食品加工制造-调味发酵品,600298,17
002867.SZ,纺织服饰-服装家纺-饰品,002867,33
000755.SZ,交通运输-公路铁路运输-高速公路,000755,33
603053.SH,公用事业-燃气-燃气Ⅲ,603053,17
002192.SZ,有色金属-能源金属-锂,002192,33
600033.SH,交通运输-公路铁路运输-高速公路,600033,17
300866.SZ,电子-消费电子-品牌消费电子,300866,33
600597.SH,食品饮料-饮料制造-乳品,600597,17
605368.SH,公用事业-燃气-燃气Ⅲ,605368,17
600572.SH,医药生物-中药-中药Ⅲ,600572,17
600613.SH,医药生物-化学制药-化学制剂,600613,17
301501.SZ,轻工制造-家居用品-其他家居用品,301501,33
603071.SH,公用事业-电力-热力,603071,17
000998.SZ,农林牧渔-种植业与林业-种子生产,000998,33
002422.SZ,医药生物-化学制药-化学制剂,002422,33
688018.SH,电子-半导体-数字芯片设计,688018,17
000598.SZ,环保-环境治理-水务及水治理,000598,33
600409.SH,基础化工-化学原料-纯碱,600409,17
603568.SH,环保-环境治理-固废治理,603568,17
600389.SH,基础化工-农化制品-农药,600389,17
600941.SH,通信-通信服务-电信运营商,600941,17
601101.SH,煤炭-煤炭开采加工-煤炭开采,601101,17
002169.SZ,电力设备-电网设备-电气自控设备,002169,33
601811.SH,传媒-文化传媒-出版,601811,17
601898.SH,煤炭-煤炭开采加工-煤炭开采,601898,17
688082.SH,电子-半导体-半导体设备,688082,17
600012.SH,交通运输-公路铁路运输-高速公路,600012,17
600518.SH,医药生物-中药-中药Ⅲ,600518,17
688072.SH,电子-半导体-半导体设备,688072,17
301393.SZ,医药生物-生物制品-其他生物制品,301393,33
688258.SH,计算机-IT服务-IT服务Ⅲ,688258,17
600017.SH,交通运输-港口航运-港口,600017,17
688548.SH,电子-电子化学品-电子化学品Ⅲ,688548,17
300738.SZ,通信-通信服务-通信应用增值服务,300738,33
600305.SH,食品饮料-食品加工制造-调味发酵品,600305,17
300383.SZ,通信-通信服务-通信应用增值服务,300383,33
600866.SH,基础化工-化学制品-食品及饲料添加剂,600866,17
002901.SZ,医药生物-医疗器械-医疗耗材,002901,33
600872.SH,食品饮料-食品加工制造-调味发酵品,600872,17
603565.SH,交通运输-港口航运-航运,603565,17
000779.SZ,建筑装饰-建筑装饰-工程咨询服务,000779,33
601598.SH,交通运输-物流-物流Ⅲ,601598,17
300436.SZ,医药生物-化学制药-化学制剂,300436,33
002412.SZ,医药生物-中药-中药Ⅲ,002412,33
601128.SH,银行-银行-农商行,601128,17
600717.SH,交通运输-港口航运-港口,600717,17
601298.SH,交通运输-港口航运-港口,601298,17
601158.SH,环保-环境治理-水务及水治理,601158,17
300832.SZ,医药生物-医疗器械-体外诊断,300832,33
603207.SH,医药生物-化学制药-化学制剂,603207,17
601156.SH,交通运输-物流-物流Ⅲ,601156,17
601916.SH,银行-银行-股份制银行,601916,17
002004.SZ,医药生物-化学制药-化学制剂,002004,33
600196.SH,医药生物-化学制药-化学制剂,600196,17
002275.SZ,医药生物-中药-中药Ⅲ,002275,33
600120.SH,非银金融-多元金融-多元金融Ⅲ,600120,17
002107.SZ,医药生物-中药-中药Ⅲ,002107,33
600000.SH,银行-银行-股份制银行,600000,17
002958.SZ,银行-银行-农商行,002958,33
600753.SH,交通运输-物流-物流Ⅲ,600753,22
603194.SH,机械设备-工程机械-工程机械Ⅲ,603194,17
600180.SH,交通运输-物流-物流Ⅲ,600180,22
300439.SZ,医药生物-医疗器械-体外诊断,300439,33
688591.SH,电子-半导体-数字芯片设计,688591,17
300119.SZ,农林牧渔-养殖业-动物保健,300119,33
301159.SZ,计算机-软件开发-垂直应用软件,301159,33
600900.SH,公用事业-电力-水电,600900,17
002773.SZ,医药生物-生物制品-其他生物制品,002773,33
000900.SZ,交通运输-公路铁路运输-高速公路,000900,33
301186.SZ,汽车-汽车零部件-其他汽车零部件,301186,33
600118.SH,国防军工-军工装备-航天装备,600118,17
300301.SZ,电子-光学光电子-LED,300301,33
600360.SH,电子-半导体-分立器件,600360,17
605599.SH,纺织服饰-服装家纺-饰品,605599,17
603658.SH,医药生物-医疗器械-体外诊断,603658,17
301089.SZ,医药生物-化学制药-原料药,301089,33
301270.SZ,计算机-软件开发-横向通用软件,301270,33
000028.SZ,医药生物-医药商业-医药流通,000028,33
600820.SH,建筑装饰-建筑装饰-基础建设,600820,17
300308.SZ,通信-通信设备-通信网络设备及器件,300308,33
300511.SZ,农林牧渔-种植业与林业-其他种植业,300511,33
603515.SH,电子-光学光电子-LED,603515,17
600420.SH,医药生物-化学制药-化学制剂,600420,17
600279.SH,交通运输-港口航运-港口,600279,17
600919.SH,银行-银行-城商行,600919,17
600398.SH,纺织服饰-服装家纺-服装,600398,17
600745.SH,电子-半导体-分立器件,600745,22
600729.SH,商贸零售-零售-百货零售,600729,17
601728.SH,通信-通信服务-电信运营商,601728,17
601607.SH,医药生物-医药商业-医药流通,601607,17
688629.SH,国防军工-军工电子-军工电子Ⅲ,688629,17
600066.SH,汽车-汽车整车-商用载客车,600066,17
600511.SH,医药生物-医药商业-医药流通,600511,17
002440.SZ,基础化工-化学制品-纺织化学用品,002440,33
301165.SZ,通信-通信设备-通信网络设备及器件,301165,33
603606.SH,电力设备-电网设备-线缆部件及其他,603606,17
601169.SH,银行-银行-城商行,601169,17
601326.SH,交通运输-港口航运-港口,601326,17
601928.SH,传媒-文化传媒-出版,601928,17
002911.SZ,公用事业-燃气-燃气Ⅲ,002911,33
601860.SH,银行-银行-农商行,601860,17
000651.SZ,家用电器-白色家电-空调,000651,33
300498.SZ,农林牧渔-养殖业-生猪养殖,300498,33
600186.SH,食品饮料-食品加工制造-调味发酵品,600186,17
600177.SH,纺织服饰-服装家纺-服装,600177,17
600015.SH,银行-银行-股份制银行,600015,17
603116.SH,纺织服饰-服装家纺-鞋帽及其他,603116,17
601003.SH,钢铁-钢铁-普钢,601003,17
300022.SZ,商贸零售-零售-专业连锁,300022,33
002541.SZ,建筑装饰-建筑装饰-专业工程,002541,33
002393.SZ,医药生物-化学制药-化学制剂,002393,33
000786.SZ,建筑材料-建筑材料-其他建材,000786,33
002360.SZ,基础化工-化学制品-民爆用品,002360,33
000895.SZ,食品饮料-食品加工制造-肉制品,000895,33
002399.SZ,医药生物-化学制药-化学制剂,002399,33
600312.SH,电力设备-电网设备-输变电设备,600312,17
603682.SH,商贸零售-零售-商业物业经营,603682,17
600479.SH,医药生物-中药-中药Ⅲ,600479,17
002946.SZ,食品饮料-饮料制造-乳品,002946,33
600612.SH,纺织服饰-服装家纺-饰品,600612,17
000906.SZ,交通运输-物流-物流Ⅲ,000906,33
600381.SH,食品饮料-食品加工制造-其他食品,600381,22
601997.SH,银行-银行-城商行,601997,17
688617.SH,医药生物-医疗器械-医疗耗材,688617,17
600787.SH,交通运输-物流-物流Ⅲ,600787,17
002528.SZ,计算机-计算机设备-安防设备,002528,33
000948.SZ,计算机-软件开发-垂直应用软件,000948,33
300529.SZ,医药生物-医疗器械-医疗耗材,300529,33
601518.SH,交通运输-公路铁路运输-高速公路,601518,17
000883.SZ,公用事业-电力-电能综合服务,000883,33
002223.SZ,医药生物-医疗器械-医疗设备,002223,33
920207.BJ,计算机-软件开发-垂直应用软件,920207,151
600867.SH,医药生物-生物制品-其他生物制品,600867,17
002424.SZ,医药生物-中药-中药Ⅲ,002424,33
688269.SH,基础化工-化学制品-其他化学制品,688269,17
300298.SZ,医药生物-医疗器械-医疗设备,300298,33
603569.SH,交通运输-物流-物流Ⅲ,603569,17
000708.SZ,钢铁-钢铁-特钢,000708,33
600064.SH,房地产-房地产-住宅开发,600064,17
