code,所属同花顺行业,market_code,股票代码
002555,传媒-游戏-游戏Ⅲ,33,002555.SZ
688378,电子-电子化学品-电子化学品Ⅲ,17,688378.SH
300802,机械设备-自动化设备-其他自动化设备,33,300802.SZ
300751,电力设备-光伏设备-光伏加工设备,33,300751.SZ
301205,通信-通信设备-通信网络设备及器件,33,301205.SZ
300019,基础化工-化学制品-有机硅,33,300019.SZ
300983,建筑装饰-建筑装饰-工程咨询服务,33,300983.SZ
300400,机械设备-自动化设备-其他自动化设备,33,300400.SZ
300921,通信-通信服务-通信应用增值服务,33,300921.SZ
002132,机械设备-通用设备-金属制品,33,002132.SZ
003017,基础化工-化学原料-无机盐,33,003017.SZ
920931,机械设备-专用设备-能源及重型设备,151,920931.BJ
300602,电子-消费电子-消费电子零部件及组装,33,300602.SZ
300151,机械设备-专用设备-其他专用设备,33,300151.SZ
002643,电子-电子化学品-电子化学品Ⅲ,33,002643.SZ
605008,基础化工-塑料制品-其他塑料制品,17,605008.SH
002547,通信-通信设备-通信网络设备及器件,33,002547.SZ
301056,机械设备-专用设备-楼宇设备,33,301056.SZ
300870,电力设备-其他电源设备-其他电源设备Ⅲ,33,300870.SZ
688550,电子-电子化学品-电子化学品Ⅲ,17,688550.SH
603358,汽车-汽车零部件-其他汽车零部件,17,603358.SH
002827,基础化工-化学制品-民爆用品,33,002827.SZ
688525,电子-半导体-数字芯片设计,17,688525.SH
300566,电子-光学光电子-光学元件,33,300566.SZ
301176,电子-元件-印制电路板,33,301176.SZ
920181,电子-其他电子-其他电子Ⅲ,151,920181.BJ
300568,电力设备-电池-电池化学品,33,300568.SZ
300311,计算机-软件开发-横向通用软件,33,300311.SZ
688217,医药生物-医疗器械-体外诊断,17,688217.SH
002837,机械设备-专用设备-其他专用设备,33,002837.SZ
300739,电子-元件-印制电路板,33,300739.SZ
920971,基础化工-非金属材料-非金属材料Ⅲ,151,920971.BJ
688168,计算机-软件开发-横向通用软件,17,688168.SH
002119,电子-半导体-半导体材料,33,002119.SZ
603530,电力设备-电网设备-线缆部件及其他,17,603530.SH
603151,农林牧渔-农产品加工-畜禽饲料,17,603151.SH
301071,基础化工-非金属材料-非金属材料Ⅲ,33,301071.SZ
300897,机械设备-通用设备-仪器仪表,33,300897.SZ
688148,电力设备-电池-电池化学品,17,688148.SH
600988,有色金属-贵金属-贵金属Ⅲ,17,600988.SH
301297,电子-半导体-半导体设备,33,301297.SZ
301018,机械设备-通用设备-制冷空调设备,33,301018.SZ
000839,通信-通信服务-通信应用增值服务,33,000839.SZ
002897,通信-通信设备-通信网络设备及器件,33,002897.SZ
300779,环保-环境治理-固废治理,33,300779.SZ
301367,医药生物-医疗器械-医疗设备,33,301367.SZ
001389,电子-元件-印制电路板,33,001389.SZ
920981,电子-元件-被动元件,151,920981.BJ
300179,机械设备-通用设备-磨具磨料,33,300179.SZ
600162,商贸零售-零售-商业物业经营,17,600162.SH
301608,汽车-汽车零部件-汽车电子电气系统,33,301608.SZ
688001,机械设备-专用设备-其他专用设备,17,688001.SH
300522,基础化工-化学制品-涂料油墨,33,300522.SZ
301202,通信-通信设备-其他通信设备,33,301202.SZ
688275,电力设备-电池-电池化学品,17,688275.SH
300795,社会服务-其他社会服务-专业服务,33,300795.SZ
002171,有色金属-工业金属-铜,33,002171.SZ
300576,电子-电子化学品-电子化学品Ⅲ,33,300576.SZ
601699,煤炭-煤炭开采加工-煤炭开采,17,601699.SH
002056,电力设备-光伏设备-光伏电池组件,33,002056.SZ
002581,医药生物-生物制品-其他生物制品,33,002581.SZ
603324,环保-环保设备-环保设备Ⅲ,17,603324.SH
002169,电力设备-电网设备-电气自控设备,33,002169.SZ
002240,有色金属-能源金属-锂,33,002240.SZ
688518,机械设备-自动化设备-激光设备,17,688518.SH
603220,通信-通信服务-通信工程及服务,17,603220.SH
603312,电力设备-电网设备-输变电设备,17,603312.SH
603255,基础化工-化学制品-其他化学制品,17,603255.SH
001223,机械设备-自动化设备-其他自动化设备,33,001223.SZ
688433,机械设备-通用设备-其他通用设备,17,688433.SH
300932,电力设备-电网设备-输变电设备,33,300932.SZ
688337,机械设备-通用设备-仪器仪表,17,688337.SH
600345,通信-通信设备-其他通信设备,17,600345.SH
300174,基础化工-化学制品-其他化学制品,33,300174.SZ
002578,有色金属-工业金属-铝,33,002578.SZ
600500,基础化工-化学制品-其他化学制品,17,600500.SH
300671,电子-半导体-模拟芯片设计,33,300671.SZ
301631,汽车-汽车零部件-汽车电子电气系统,33,301631.SZ
000983,煤炭-煤炭开采加工-煤炭开采,33,000983.SZ
301211,医药生物-化学制药-原料药,33,301211.SZ
301196,基础化工-塑料制品-其他塑料制品,33,301196.SZ
300747,机械设备-自动化设备-激光设备,33,300747.SZ
300236,电子-电子化学品-电子化学品Ⅲ,33,300236.SZ
600546,煤炭-煤炭开采加工-煤炭开采,17,600546.SH
301630,电子-电子化学品-电子化学品Ⅲ,33,301630.SZ
002559,机械设备-通用设备-机床工具,33,002559.SZ
688205,通信-通信设备-通信网络设备及器件,17,688205.SH
301595,轻工制造-家居用品-其他家居用品,33,301595.SZ
920961,机械设备-通用设备-仪器仪表,151,920961.BJ
688981,电子-半导体-集成电路制造,17,688981.SH
600172,机械设备-通用设备-磨具磨料,17,600172.SH
002167,有色金属-小金属-其他小金属,33,002167.SZ
002049,电子-半导体-数字芯片设计,33,002049.SZ
688448,机械设备-通用设备-其他通用设备,17,688448.SH
300656,电子-其他电子-其他电子Ⅲ,33,300656.SZ
300819,纺织服饰-纺织制造-其他纺织,33,300819.SZ
301513,电力设备-电池-锂电专用设备,33,301513.SZ
300586,基础化工-塑料制品-改性塑料,33,300586.SZ
688216,电子-半导体-集成电路封测,17,688216.SH
300706,电子-半导体-半导体材料,33,300706.SZ
920211,机械设备-自动化设备-机器人,151,920211.BJ
603280,机械设备-工程机械-工程机械Ⅲ,17,603280.SH
688079,电子-光学光电子-光学元件,17,688079.SH
688510,国防军工-军工装备-航空装备,17,688510.SH
688383,机械设备-专用设备-其他专用设备,17,688383.SH
000768,国防军工-军工装备-航空装备,33,000768.SZ
300632,电子-光学光电子-LED,33,300632.SZ
000988,机械设备-自动化设备-激光设备,33,000988.SZ
600572,医药生物-中药-中药Ⅲ,17,600572.SH
603155,基础化工-化学制品-有机硅,17,603155.SH
002861,电子-消费电子-消费电子零部件及组装,33,002861.SZ
002376,计算机-计算机设备-其他计算机设备,33,002376.SZ
600545,机械设备-专用设备-纺织服装设备,17,600545.SH
600660,汽车-汽车零部件-车身附件及饰件,17,600660.SH
300990,机械设备-通用设备-制冷空调设备,33,300990.SZ
300465,计算机-软件开发-垂直应用软件,33,300465.SZ
688785,电子-半导体-半导体设备,17,688785.SH
002216,食品饮料-食品加工制造-预加工食品,33,002216.SZ
920493,计算机-IT服务-IT服务Ⅲ,151,920493.BJ
301285,电子-消费电子-消费电子零部件及组装,33,301285.SZ
300842,电力设备-光伏设备-光伏辅材,33,300842.SZ
000960,有色金属-小金属-其他小金属,33,000960.SZ
300042,计算机-计算机设备-其他计算机设备,33,300042.SZ
300936,电子-元件-印制电路板,33,300936.SZ
600114,机械设备-通用设备-金属制品,17,600114.SH
301337,计算机-软件开发-垂直应用软件,33,301337.SZ
000970,有色金属-金属新材料-磁性材料,33,000970.SZ
601133,建筑装饰-建筑装饰-专业工程,17,601133.SH
300683,医药生物-医疗服务-医疗研发外包,33,300683.SZ
688102,有色金属-金属新材料-其他金属新材料,17,688102.SH
300620,通信-通信设备-通信网络设备及器件,33,300620.SZ
600129,医药生物-中药-中药Ⅲ,17,600129.SH
300272,家用电器-小家电-小家电Ⅲ,33,300272.SZ
300845,计算机-计算机设备-其他计算机设备,33,300845.SZ
688800,电子-其他电子-其他电子Ⅲ,17,688800.SH
688689,电子-半导体-分立器件,17,688689.SH
301128,机械设备-专用设备-其他专用设备,33,301128.SZ
003033,汽车-汽车服务及其他-其他运输设备,33,003033.SZ
688130,电子-半导体-模拟芯片设计,17,688130.SH
002273,电子-光学光电子-光学元件,33,002273.SZ
301065,医药生物-化学制药-原料药,33,301065.SZ
000609,房地产-房地产-住宅开发,33,000609.SZ
688056,机械设备-通用设备-仪器仪表,17,688056.SH
001309,电子-半导体-数字芯片设计,33,001309.SZ
688260,电子-消费电子-消费电子零部件及组装,17,688260.SH
603718,医药生物-医疗器械-医疗耗材,22,603718.SH
002723,电子-光学光电子-LED,33,002723.SZ
603398,电力设备-光伏设备-硅料硅片,22,603398.SH
603052,电子-消费电子-消费电子零部件及组装,17,603052.SH
920178,机械设备-自动化设备-其他自动化设备,151,920178.BJ
301603,机械设备-通用设备-机床工具,33,301603.SZ
603825,传媒-文化传媒-广告营销,22,603825.SH
688648,机械设备-通用设备-其他通用设备,17,688648.SH
920012,电子-半导体-半导体材料,151,920012.BJ
688484,电子-半导体-模拟芯片设计,17,688484.SH
688380,电子-半导体-数字芯片设计,17,688380.SH
300308,通信-通信设备-通信网络设备及器件,33,300308.SZ
000657,有色金属-小金属-钨,33,000657.SZ
600233,交通运输-物流-物流Ⅲ,17,600233.SH
300920,基础化工-塑料制品-其他塑料制品,33,300920.SZ
301081,环保-环保设备-环保设备Ⅲ,33,301081.SZ
300203,机械设备-通用设备-仪器仪表,33,300203.SZ
301308,电子-半导体-数字芯片设计,33,301308.SZ
300655,电子-电子化学品-电子化学品Ⅲ,33,300655.SZ
000967,环保-环保设备-环保设备Ⅲ,33,000967.SZ
688112,机械设备-通用设备-仪器仪表,17,688112.SH
603688,基础化工-非金属材料-非金属材料Ⅲ,17,603688.SH
688209,电子-半导体-模拟芯片设计,17,688209.SH
301509,医药生物-医疗服务-医疗研发外包,33,301509.SZ
688667,汽车-汽车零部件-汽车电子电气系统,17,688667.SH
603838,轻工制造-家居用品-其他家居用品,22,603838.SH
301338,机械设备-专用设备-其他专用设备,33,301338.SZ
688019,电子-电子化学品-电子化学品Ⅲ,17,688019.SH
688350,基础化工-化学制品-其他化学制品,17,688350.SH
603633,汽车-汽车零部件-汽车电子电气系统,17,603633.SH
920717,机械设备-专用设备-其他专用设备,151,920717.BJ
300323,电子-光学光电子-LED,33,300323.SZ
002227,电力设备-其他电源设备-其他电源设备Ⅲ,33,002227.SZ
301578,家用电器-黑色家电-其他黑色家电,33,301578.SZ
002254,基础化工-化学纤维-其他纤维,33,002254.SZ
002542,建筑装饰-建筑装饰-专业工程,33,002542.SZ
920179,电子-半导体-半导体材料,151,920179.BJ
603068,电子-半导体-模拟芯片设计,17,603068.SH
000155,公用事业-电力-新能源发电,33,000155.SZ
601168,有色金属-工业金属-铜,17,601168.SH
605005,汽车-汽车零部件-汽车电子电气系统,17,605005.SH
002947,电子-消费电子-消费电子零部件及组装,33,002947.SZ
920200,电力设备-风电设备-风电零部件,151,920200.BJ
301611,电子-半导体-半导体材料,33,301611.SZ
600458,综合-综合-综合Ⅲ,17,600458.SH
300475,电子-其他电子-其他电子Ⅲ,33,300475.SZ
300657,电子-元件-印制电路板,33,300657.SZ
002536,汽车-汽车零部件-底盘与发动机系统,33,002536.SZ
301080,医药生物-生物制品-其他生物制品,33,301080.SZ
300354,机械设备-通用设备-仪器仪表,33,300354.SZ
920061,机械设备-专用设备-其他专用设备,151,920061.BJ
300516,电子-其他电子-其他电子Ⅲ,33,300516.SZ
301099,电子-其他电子-其他电子Ⅲ,33,301099.SZ
688105,医药生物-生物制品-其他生物制品,17,688105.SH
300218,基础化工-塑料制品-其他塑料制品,33,300218.SZ
688126,电子-半导体-半导体材料,17,688126.SH
300855,有色金属-金属新材料-其他金属新材料,33,300855.SZ
000880,机械设备-通用设备-其他通用设备,33,000880.SZ
000792,基础化工-农化制品-钾肥,33,000792.SZ
920580,建筑材料-建筑材料-耐火材料,151,920580.BJ
301005,汽车-汽车零部件-其他汽车零部件,33,301005.SZ
300639,医药生物-医疗器械-体外诊断,33,300639.SZ
002448,汽车-汽车零部件-底盘与发动机系统,33,002448.SZ
300121,基础化工-橡胶制品-其他橡胶制品,33,300121.SZ
002209,机械设备-专用设备-印刷包装机械,33,002209.SZ
001312,纺织服饰-纺织制造-其他纺织,33,001312.SZ
688728,电子-半导体-数字芯片设计,17,688728.SH
300302,计算机-计算机设备-其他计算机设备,33,300302.SZ
688257,机械设备-通用设备-金属制品,17,688257.SH
600589,计算机-IT服务-IT服务Ⅲ,17,600589.SH
688022,机械设备-专用设备-其他专用设备,22,688022.SH
603507,电力设备-风电设备-风电零部件,17,603507.SH
600094,房地产-房地产-住宅开发,17,600094.SH
301020,汽车-汽车零部件-底盘与发动机系统,33,301020.SZ
688135,电子-半导体-集成电路封测,17,688135.SH
301577,通信-通信设备-通信网络设备及器件,33,301577.SZ
688665,机械设备-通用设备-仪器仪表,17,688665.SH
688719,电力设备-其他电源设备-其他电源设备Ⅲ,17,688719.SH
301491,电子-消费电子-消费电子零部件及组装,33,301491.SZ
300538,基础化工-塑料制品-改性塑料,33,300538.SZ
601728,通信-通信服务-电信运营商,17,601728.SH
688659,基础化工-化学制品-其他化学制品,17,688659.SH
300787,电子-消费电子-消费电子零部件及组装,33,300787.SZ
688720,电子-半导体-半导体材料,17,688720.SH
688591,电子-半导体-数字芯片设计,17,688591.SH
603991,电子-半导体-半导体材料,17,603991.SH
601101,煤炭-煤炭开采加工-煤炭开采,17,601101.SH
300748,有色金属-金属新材料-磁性材料,33,300748.SZ
603303,电子-光学光电子-LED,17,603303.SH
300435,机械设备-专用设备-能源及重型设备,33,300435.SZ
603217,基础化工-化学制品-其他化学制品,17,603217.SH
300540,机械设备-专用设备-其他专用设备,33,300540.SZ
002550,医药生物-化学制药-化学制剂,33,002550.SZ
300571,通信-通信服务-通信应用增值服务,33,300571.SZ
301316,计算机-IT服务-IT服务Ⅲ,33,301316.SZ
688150,电子-电子化学品-电子化学品Ⅲ,17,688150.SH
603236,通信-通信设备-通信终端及配件,17,603236.SH
300008,国防军工-军工装备-航海装备,33,300008.SZ
603284,轻工制造-造纸-造纸Ⅲ,17,603284.SH
002815,电子-元件-印制电路板,33,002815.SZ
300463,医药生物-医疗器械-体外诊断,33,300463.SZ
600081,汽车-汽车零部件-车身附件及饰件,17,600081.SH
300766,计算机-软件开发-横向通用软件,33,300766.SZ
300397,国防军工-军工电子-军工电子Ⅲ,33,300397.SZ
600604,房地产-房地产-产业地产,17,600604.SH
688210,电子-消费电子-消费电子零部件及组装,17,688210.SH
920807,机械设备-通用设备-磨具磨料,151,920807.BJ
688090,机械设备-自动化设备-机器人,17,688090.SH
920078,有色金属-金属新材料-其他金属新材料,151,920078.BJ
300769,电力设备-电池-电池化学品,33,300769.SZ
600237,电子-元件-被动元件,17,600237.SH
003026,电子-半导体-半导体材料,33,003026.SZ
301280,家用电器-白色家电-家电零部件,33,301280.SZ
688037,电子-半导体-半导体设备,17,688037.SH
301526,建筑材料-建筑材料-玻璃玻纤,33,301526.SZ
603650,基础化工-橡胶制品-其他橡胶制品,17,603650.SH
