股票代码,code,所属同花顺行业,market_code
300631.SZ,300631,环保-环保设备-环保设备Ⅲ,33
300693.SZ,300693,电力设备-其他电源设备-其他电源设备Ⅲ,33
603319.SH,603319,汽车-汽车零部件-底盘与发动机系统,17
600309.SH,600309,基础化工-化学制品-聚氨酯,17
603181.SH,603181,基础化工-化学制品-其他化学制品,17
002928.SZ,002928,交通运输-机场航运-航空运输,33
600109.SH,600109,非银金融-证券-证券Ⅲ,17
920943.BJ,920943,机械设备-通用设备-金属制品,151
301313.SZ,301313,传媒-文化传媒-数字媒体,33
603399.SH,603399,有色金属-能源金属-锂,17
603878.SH,603878,钢铁-钢铁-普钢,17
603255.SH,603255,基础化工-化学制品-其他化学制品,17
920392.BJ,920392,轻工制造-包装印刷-包装,151
002888.SZ,002888,电子-消费电子-品牌消费电子,33
603298.SH,603298,机械设备-工程机械-工程机械Ⅲ,17
300657.SZ,300657,电子-元件-印制电路板,33
301522.SZ,301522,有色金属-金属新材料-其他金属新材料,33
300551.SZ,300551,计算机-计算机设备-其他计算机设备,33
603132.SH,603132,有色金属-工业金属-铅锌,17
688789.SH,688789,机械设备-专用设备-纺织服装设备,17
920725.BJ,920725,机械设备-通用设备-磨具磨料,151
002601.SZ,002601,基础化工-化学原料-钛白粉,33
600577.SH,600577,电力设备-电网设备-线缆部件及其他,17
688183.SH,688183,电子-元件-印制电路板,17
301303.SZ,301303,机械设备-通用设备-仪器仪表,33
300290.SZ,300290,计算机-IT服务-IT服务Ⅲ,33
601899.SH,601899,有色金属-贵金属-贵金属Ⅲ,17
688361.SH,688361,电子-半导体-半导体设备,17
603681.SH,603681,基础化工-化学制品-其他化学制品,17
688480.SH,688480,环保-环境治理-综合环境治理,17
600575.SH,600575,公用事业-电力-火电,17
301565.SZ,301565,基础化工-塑料制品-膜材料,33
300376.SZ,300376,电力设备-其他电源设备-其他电源设备Ⅲ,33
002041.SZ,002041,农林牧渔-种植业与林业-种子生产,33
300034.SZ,300034,国防军工-军工装备-航空装备,33
301459.SZ,301459,汽车-汽车零部件-底盘与发动机系统,33
301069.SZ,301069,基础化工-化学原料-其他化学原料,33
001221.SZ,001221,轻工制造-家居用品-其他家居用品,33
300618.SZ,300618,有色金属-能源金属-钴,33
300853.SZ,300853,机械设备-自动化设备-机器人,33
603885.SH,603885,交通运输-机场航运-航空运输,17
600343.SH,600343,机械设备-通用设备-其他通用设备,17
300380.SZ,300380,计算机-软件开发-垂直应用软件,33
688506.SH,688506,医药生物-化学制药-化学制剂,17
600956.SH,600956,公用事业-电力-新能源发电,17
688611.SH,688611,电力设备-电网设备-电气自控设备,17
001335.SZ,001335,基础化工-化学制品-涂料油墨,33
300342.SZ,300342,家用电器-白色家电-家电零部件,33
301345.SZ,301345,汽车-汽车服务及其他-其他运输设备,33
688502.SH,688502,电子-光学光电子-光学元件,17
001229.SZ,001229,计算机-计算机设备-其他计算机设备,33
600847.SH,600847,电力设备-电池-其他电池,17
001386.SZ,001386,轻工制造-家居用品-瓷砖地板,33
002625.SZ,002625,国防军工-军工装备-航空装备,33
000065.SZ,000065,建筑装饰-建筑装饰-专业工程,33
601999.SH,601999,传媒-文化传媒-出版,17
600426.SH,600426,基础化工-农化制品-氮肥,17
920914.BJ,920914,有色金属-能源金属-镍,151
600751.SH,600751,交通运输-港口航运-航运,17
301591.SZ,301591,基础化工-塑料制品-其他塑料制品,33
000920.SZ,000920,基础化工-塑料制品-膜材料,33
301230.SZ,301230,医药生物-医疗服务-医疗研发外包,33
603237.SH,603237,食品饮料-食品加工制造-预加工食品,17
300826.SZ,300826,建筑装饰-建筑装饰-工程咨询服务,33
301602.SZ,301602,医药生物-医疗器械-医疗设备,33
920961.BJ,920961,机械设备-通用设备-仪器仪表,151
603605.SH,603605,美容护理-美容护理-化妆品,17
002636.SZ,002636,电子-元件-印制电路板,33
300722.SZ,300722,国防军工-军工装备-航天装备,33
688226.SH,688226,电力设备-电网设备-线缆部件及其他,17
920077.BJ,920077,基础化工-化学纤维-其他纤维,151
300599.SZ,300599,建筑材料-建筑材料-管材,33
301337.SZ,301337,计算机-软件开发-垂直应用软件,33
002469.SZ,002469,基础化工-化学原料-其他化学原料,33
601698.SH,601698,国防军工-军工装备-航天装备,17
688418.SH,688418,通信-通信设备-其他通信设备,17
300661.SZ,300661,电子-半导体-模拟芯片设计,33
603072.SH,603072,有色金属-金属新材料-磁性材料,17
300870.SZ,300870,电力设备-其他电源设备-其他电源设备Ⅲ,33
002657.SZ,002657,计算机-IT服务-IT服务Ⅲ,33
600110.SH,600110,电力设备-电池-锂电池,17
600608.SH,600608,商贸零售-贸易-贸易Ⅲ,21
301536.SZ,301536,电子-半导体-数字芯片设计,33
002237.SZ,002237,有色金属-贵金属-贵金属Ⅲ,33
688300.SH,688300,基础化工-非金属材料-非金属材料Ⅲ,17
688157.SH,688157,基础化工-化学制品-涂料油墨,17
300706.SZ,300706,电子-半导体-半导体材料,33
603856.SH,603856,建筑材料-建筑材料-管材,17
000686.SZ,000686,非银金融-证券-证券Ⅲ,33
603093.SH,603093,非银金融-多元金融-多元金融Ⅲ,17
300307.SZ,300307,机械设备-专用设备-纺织服装设备,33
600843.SH,600843,机械设备-专用设备-纺织服装设备,17
002961.SZ,002961,非银金融-多元金融-多元金融Ⅲ,33
603466.SH,603466,传媒-文化传媒-数字媒体,17
688155.SH,688155,电力设备-电池-锂电池,17
600773.SH,600773,房地产-房地产-住宅开发,17
300207.SZ,300207,电力设备-电池-锂电池,33
301267.SZ,301267,医药生物-医疗服务-医院,33
603799.SH,603799,有色金属-能源金属-钴,17
603599.SH,603599,基础化工-农化制品-农药,17
600315.SH,600315,美容护理-美容护理-化妆品,17
600765.SH,600765,国防军工-军工装备-航空装备,17
000800.SZ,000800,汽车-汽车整车-商用载货车,33
600470.SH,600470,基础化工-农化制品-磷肥及磷化工,17
300769.SZ,300769,电力设备-电池-电池化学品,33
920204.BJ,920204,轻工制造-包装印刷-包装,151
688692.SH,688692,计算机-软件开发-横向通用软件,17
000722.SZ,000722,公用事业-电力-水电,33
605599.SH,605599,纺织服饰-服装家纺-饰品,17
920799.BJ,920799,计算机-软件开发-垂直应用软件,151
601975.SH,601975,交通运输-港口航运-航运,17
002891.SZ,002891,农林牧渔-农产品加工-宠物食品,33
002801.SZ,002801,电力设备-电机-电机Ⅲ,33
600895.SH,600895,房地产-房地产-产业地产,17
002476.SZ,002476,石油石化-石油加工贸易-石油加工,33
301219.SZ,301219,有色金属-能源金属-钴,33
000430.SZ,000430,社会服务-旅游及酒店-自然景点,33
300483.SZ,300483,石油石化-油气开采及服务-油气开采,33
002892.SZ,002892,电力设备-电机-电机Ⅲ,33
603049.SH,603049,汽车-汽车零部件-轮胎轮毂,17
002171.SZ,002171,有色金属-工业金属-铜,33
300810.SZ,300810,国防军工-军工装备-航海装备,33
301358.SZ,301358,电力设备-电池-电池化学品,33
300139.SZ,300139,有色金属-贵金属-贵金属Ⅲ,33
002493.SZ,002493,石油石化-石油加工贸易-石油加工,33
603391.SH,603391,机械设备-专用设备-能源及重型设备,17
688198.SH,688198,医药生物-医疗器械-医疗耗材,17
603026.SH,603026,电力设备-电池-电池化学品,17
301469.SZ,301469,轻工制造-造纸-造纸Ⅲ,33
002114.SZ,002114,有色金属-工业金属-铅锌,33
600686.SH,600686,汽车-汽车整车-商用载客车,17
603871.SH,603871,交通运输-物流-物流Ⅲ,17
000060.SZ,000060,有色金属-工业金属-铅锌,33
300409.SZ,300409,电力设备-电池-电池化学品,33
603713.SH,603713,交通运输-物流-物流Ⅲ,17
600115.SH,600115,交通运输-机场航运-航空运输,17
603092.SH,603092,电力设备-风电设备-风电零部件,17
300199.SZ,300199,医药生物-化学制药-原料药,33
600881.SH,600881,综合-综合-综合Ⅲ,17
603968.SH,603968,基础化工-化学制品-食品及饲料添加剂,17
688147.SH,688147,电子-半导体-半导体设备,17
002212.SZ,002212,计算机-软件开发-横向通用软件,33
300401.SZ,300401,医药生物-化学制药-原料药,33
301200.SZ,301200,机械设备-自动化设备-其他自动化设备,33
002448.SZ,002448,汽车-汽车零部件-底盘与发动机系统,33
603058.SH,603058,轻工制造-包装印刷-包装,17
601236.SH,601236,非银金融-证券-证券Ⅲ,17
601718.SH,601718,纺织服饰-服装家纺-服装,22
301152.SZ,301152,电力设备-电池-电池化学品,33
002955.SZ,002955,电子-光学光电子-面板,33
601111.SH,601111,交通运输-机场航运-航空运输,17
300399.SZ,300399,计算机-IT服务-IT服务Ⅲ,33
002306.SZ,002306,社会服务-旅游及酒店-餐饮,33
002033.SZ,002033,社会服务-旅游及酒店-自然景点,33
688077.SH,688077,有色金属-金属新材料-磁性材料,17
603212.SH,603212,电力设备-光伏设备-光伏辅材,17
002461.SZ,002461,食品饮料-饮料制造-啤酒,33
688083.SH,688083,计算机-软件开发-垂直应用软件,17
603959.SH,603959,建筑装饰-建筑装饰-专业工程,22
600792.SH,600792,煤炭-煤炭开采加工-焦炭加工,17
301043.SZ,301043,机械设备-通用设备-制冷空调设备,33
920765.BJ,920765,轻工制造-家居用品-成品家居,151
603858.SH,603858,医药生物-中药-中药Ⅲ,17
600026.SH,600026,交通运输-港口航运-航运,17
600499.SH,600499,轻工制造-家居用品-瓷砖地板,17
300561.SZ,300561,计算机-软件开发-垂直应用软件,33
002440.SZ,002440,基础化工-化学制品-纺织化学用品,33
300970.SZ,300970,农林牧渔-种植业与林业-其他种植业,33
300008.SZ,300008,国防军工-军工装备-航海装备,33
000998.SZ,000998,农林牧渔-种植业与林业-种子生产,33
301252.SZ,301252,机械设备-通用设备-制冷空调设备,33
601121.SH,601121,钢铁-钢铁-冶钢原料,17
601020.SH,601020,有色金属-工业金属-铅锌,17
601519.SH,601519,计算机-软件开发-垂直应用软件,17
300907.SZ,300907,电力设备-电机-电机Ⅲ,33
688552.SH,688552,国防军工-军工电子-军工电子Ⅲ,17
002193.SZ,002193,纺织服饰-服装家纺-服装,33
603356.SH,603356,机械设备-专用设备-楼宇设备,17
600737.SH,600737,农林牧渔-农产品加工-其他农产品加工,17
605338.SH,605338,食品饮料-食品加工制造-预加工食品,17
300035.SZ,300035,电力设备-电池-电池化学品,33
688636.SH,688636,国防军工-军工电子-军工电子Ⅲ,17
000550.SZ,000550,汽车-汽车整车-商用载货车,33
002789.SZ,002789,建筑装饰-建筑装饰-装饰园林,33
603261.SH,603261,国防军工-军工装备-航空装备,22
600058.SH,600058,商贸零售-贸易-贸易Ⅲ,17
603015.SH,603015,机械设备-自动化设备-工控设备,17
603595.SH,603595,电子-消费电子-消费电子零部件及组装,22
600029.SH,600029,交通运输-机场航运-航空运输,17
002214.SZ,002214,国防军工-军工电子-军工电子Ⅲ,33
002064.SZ,002064,基础化工-化学纤维-氨纶,33
000820.SZ,000820,环保-环保设备-环保设备Ⅲ,33
605339.SH,605339,食品饮料-食品加工制造-休闲食品,17
601968.SH,601968,轻工制造-包装印刷-包装,17
603843.SH,603843,建筑装饰-建筑装饰-基础建设,22
920263.BJ,920263,环保-环境治理-大气治理,151
601567.SH,601567,电力设备-电网设备-输变电设备,17
600095.SH,600095,非银金融-证券-证券Ⅲ,17
688419.SH,688419,机械设备-专用设备-其他专用设备,17
301021.SZ,301021,机械设备-自动化设备-激光设备,33
002496.SZ,002496,基础化工-农化制品-农药,33
002846.SZ,002846,轻工制造-包装印刷-包装,33
603456.SH,603456,医药生物-医疗服务-医疗研发外包,17
001203.SZ,001203,钢铁-钢铁-冶钢原料,33
603876.SH,603876,有色金属-工业金属-铝,17
601108.SH,601108,非银金融-证券-证券Ⅲ,17
002034.SZ,002034,环保-环境治理-固废治理,33
002297.SZ,002297,国防军工-军工装备-航空装备,33
300521.SZ,300521,机械设备-专用设备-印刷包装机械,33
603719.SH,603719,食品饮料-食品加工制造-休闲食品,17
301031.SZ,301031,电子-其他电子-其他电子Ⅲ,33
300400.SZ,300400,机械设备-自动化设备-其他自动化设备,33
600537.SH,600537,电力设备-光伏设备-光伏电池组件,22
000056.SZ,000056,商贸零售-零售-商业物业经营,33
002780.SZ,002780,纺织服饰-服装家纺-服装,33
301302.SZ,301302,国防军工-军工电子-军工电子Ⅲ,33
000776.SZ,000776,非银金融-证券-证券Ⅲ,33
300119.SZ,300119,农林牧渔-养殖业-动物保健,33
000415.SZ,000415,非银金融-多元金融-多元金融Ⅲ,33
600179.SH,600179,交通运输-港口航运-航运,17
000703.SZ,000703,基础化工-化学纤维-涤纶,33
600113.SH,600113,商贸零售-零售-商业物业经营,17
603980.SH,603980,基础化工-化学制品-纺织化学用品,17
920491.BJ,920491,机械设备-通用设备-仪器仪表,151
603789.SH,603789,机械设备-专用设备-农用机械,22
002318.SZ,002318,钢铁-钢铁-特钢,33
688314.SH,688314,医药生物-医疗器械-医疗耗材,17
603308.SH,603308,机械设备-通用设备-金属制品,17
002832.SZ,002832,纺织服饰-服装家纺-服装,33
601330.SH,601330,环保-环境治理-固废治理,17
000685.SZ,000685,环保-环境治理-水务及水治理,33
000928.SZ,000928,建筑装饰-建筑装饰-专业工程,33
688062.SH,688062,医药生物-生物制品-其他生物制品,17
002648.SZ,002648,基础化工-化学制品-其他化学制品,33
603861.SH,603861,电力设备-电网设备-输变电设备,17
600958.SH,600958,非银金融-证券-证券Ⅲ,17
920015.BJ,920015,基础化工-化学制品-有机硅,151
603260.SH,603260,基础化工-化学制品-有机硅,17
000790.SZ,000790,医药生物-中药-中药Ⅲ,33
603596.SH,603596,汽车-汽车零部件-底盘与发动机系统,17
300972.SZ,300972,商贸零售-零售-百货零售,33
600038.SH,600038,国防军工-军工装备-航空装备,17
601069.SH,601069,有色金属-贵金属-贵金属Ⅲ,17
002857.SZ,002857,电力设备-电网设备-电气自控设备,33
603637.SH,603637,建筑装饰-建筑装饰-专业工程,17
300014.SZ,300014,电力设备-电池-锂电池,33
300894.SZ,300894,家用电器-厨卫电器-厨卫电器Ⅲ,33
002371.SZ,002371,电子-半导体-半导体设备,33
300054.SZ,300054,电子-电子化学品-电子化学品Ⅲ,33
688222.SH,688222,医药生物-医疗服务-医疗研发外包,17
300998.SZ,300998,汽车-汽车零部件-其他汽车零部件,33
920230.BJ,920230,医药生物-化学制药-原料药,151
300232.SZ,300232,电子-光学光电子-LED,33
000683.SZ,000683,基础化工-化学原料-纯碱,33
688338.SH,688338,医药生物-医疗器械-体外诊断,17
603334.SH,603334,基础化工-化学制品-其他化学制品,17
603559.SH,603559,通信-通信服务-通信工程及服务,22
300480.SZ,300480,机械设备-专用设备-能源及重型设备,33
301560.SZ,301560,汽车-汽车零部件-底盘与发动机系统,33
002939.SZ,002939,非银金融-证券-证券Ⅲ,33
688562.SH,688562,计算机-软件开发-垂直应用软件,17
688059.SH,688059,机械设备-通用设备-金属制品,17
002351.SZ,002351,电子-消费电子-品牌消费电子,33
002868.SZ,002868,农林牧渔-养殖业-动物保健,33
688233.SH,688233,电子-半导体-半导体材料,17
600855.SH,600855,国防军工-军工电子-军工电子Ⅲ,17
