code,market_code,股票代码,所属同花顺行业
000810,33,000810.SZ,家用电器-黑色家电-其他黑色家电
603559,17,603559.SH,通信-通信服务-通信工程及服务
603223,17,603223.SH,石油石化-石油加工贸易-油品石化贸易
000933,33,000933.SZ,有色金属-工业金属-铝
600992,17,600992.SH,机械设备-通用设备-金属制品
002317,33,002317.SZ,医药生物-中药-中药Ⅲ
603898,17,603898.SH,轻工制造-家居用品-定制家居
600513,17,600513.SH,医药生物-化学制药-化学制剂
600879,17,600879.SH,国防军工-军工装备-航天装备
601858,17,601858.SH,传媒-文化传媒-出版
603538,17,603538.SH,医药生物-化学制药-原料药
002144,33,002144.SZ,纺织服饰-纺织制造-其他纺织
600113,17,600113.SH,商贸零售-零售-商业物业经营
002865,33,002865.SZ,电力设备-光伏设备-光伏电池组件
603110,17,603110.SH,基础化工-化学制品-涂料油墨
600629,17,600629.SH,建筑装饰-建筑装饰-工程咨询服务
000920,33,000920.SZ,基础化工-塑料制品-膜材料
603698,17,603698.SH,机械设备-专用设备-能源及重型设备
601698,17,601698.SH,国防军工-军工装备-航天装备
603127,17,603127.SH,医药生物-医疗服务-医疗研发外包
603286,17,603286.SH,汽车-汽车零部件-底盘与发动机系统
600072,17,600072.SH,电力设备-风电设备-风电整机
000620,33,000620.SZ,房地产-房地产-住宅开发
600685,17,600685.SH,国防军工-军工装备-航海装备
002038,33,002038.SZ,医药生物-化学制药-化学制剂
603162,17,603162.SH,交通运输-港口航运-航运
600343,17,600343.SH,机械设备-通用设备-其他通用设备
605598,17,605598.SH,建筑装饰-建筑装饰-专业工程
002219,33,002219.SZ,医药生物-医疗服务-医院
002693,33,002693.SZ,医药生物-生物制品-其他生物制品
000887,33,000887.SZ,汽车-汽车零部件-其他汽车零部件
000901,33,000901.SZ,汽车-汽车零部件-汽车电子电气系统
002970,33,002970.SZ,计算机-计算机设备-其他计算机设备
603236,17,603236.SH,通信-通信设备-通信终端及配件
605178,17,605178.SH,建筑装饰-建筑装饰-装饰园林
603155,17,603155.SH,基础化工-化学制品-有机硅
000048,33,000048.SZ,农林牧渔-养殖业-生猪养殖
600118,17,600118.SH,国防军工-军工装备-航天装备
003009,33,003009.SZ,国防军工-军工装备-航天装备
002989,33,002989.SZ,建筑装饰-建筑装饰-装饰园林
603270,17,603270.SH,机械设备-通用设备-金属制品
002414,33,002414.SZ,国防军工-军工电子-军工电子Ⅲ
605090,17,605090.SH,公用事业-燃气-燃气Ⅲ
603556,17,603556.SH,电力设备-电网设备-电气自控设备
001395,33,001395.SZ,机械设备-专用设备-其他专用设备
603211,17,603211.SH,汽车-汽车零部件-其他汽车零部件
000547,33,000547.SZ,国防军工-军工电子-军工电子Ⅲ
002402,33,002402.SZ,家用电器-白色家电-家电零部件
603322,17,603322.SH,计算机-IT服务-IT服务Ⅲ
002202,33,002202.SZ,电力设备-风电设备-风电整机
002346,33,002346.SZ,电力设备-电网设备-输变电设备
003001,33,003001.SZ,建筑装饰-建筑装饰-专业工程
002829,33,002829.SZ,国防军工-军工装备-航天装备
603151,17,603151.SH,农林牧渔-农产品加工-畜禽饲料
003020,33,003020.SZ,医药生物-化学制药-化学制剂
002548,33,002548.SZ,农林牧渔-农产品加工-畜禽饲料
001208,33,001208.SZ,电力设备-电网设备-线缆部件及其他
300484,33,300484.SZ,机械设备-自动化设备-工控设备
002479,33,002479.SZ,公用事业-电力-热力
000838,33,000838.SZ,房地产-房地产-住宅开发
000892,33,000892.SZ,传媒-影视院线-影视院线Ⅲ
002681,33,002681.SZ,电子-消费电子-消费电子零部件及组装
600800,17,600800.SH,石油石化-石油加工贸易-石油加工
600376,17,600376.SH,房地产-房地产-住宅开发
603131,17,603131.SH,机械设备-通用设备-其他通用设备
002524,33,002524.SZ,医药生物-医疗服务-医院
603355,17,603355.SH,家用电器-小家电-小家电Ⅲ
600293,17,600293.SH,建筑材料-建筑材料-玻璃玻纤
600491,22,600491.SH,建筑装饰-建筑装饰-房屋建设
002687,33,002687.SZ,纺织服饰-服装家纺-服装
300455,33,300455.SZ,计算机-计算机设备-其他计算机设备
920367,151,920367.BJ,医药生物-化学制药-原料药
300952,33,300952.SZ,纺织服饰-服装家纺-鞋帽及其他
300043,33,300043.SZ,传媒-游戏-游戏Ⅲ
688818,17,688818.SH,国防军工-军工装备-航天装备
688568,17,688568.SH,计算机-IT服务-IT服务Ⅲ
300759,33,300759.SZ,医药生物-医疗服务-医疗研发外包
000004,37,000004.SZ,计算机-软件开发-横向通用软件
688612,17,688612.SH,汽车-汽车零部件-汽车电子电气系统
688613,17,688613.SH,医药生物-医疗器械-医疗耗材
002519,33,002519.SZ,国防军工-军工电子-军工电子Ⅲ
603682,17,603682.SH,商贸零售-零售-商业物业经营
600718,17,600718.SH,计算机-IT服务-IT服务Ⅲ
688660,17,688660.SH,电力设备-风电设备-风电整机
688480,17,688480.SH,环保-环境治理-综合环境治理
920116,151,920116.BJ,计算机-IT服务-IT服务Ⅲ
002657,33,002657.SZ,计算机-IT服务-IT服务Ⅲ
002465,33,002465.SZ,国防军工-军工电子-军工电子Ⅲ
600501,17,600501.SH,机械设备-专用设备-其他专用设备
300347,33,300347.SZ,医药生物-医疗服务-医疗研发外包
688197,17,688197.SH,医药生物-化学制药-化学制剂
300441,33,300441.SZ,机械设备-通用设备-其他通用设备
300363,33,300363.SZ,医药生物-医疗服务-医疗研发外包
301616,33,301616.SZ,机械设备-通用设备-其他通用设备
603177,17,603177.SH,环保-环境治理-大气治理
688375,17,688375.SH,国防军工-军工电子-军工电子Ⅲ
300722,33,300722.SZ,国防军工-军工装备-航天装备
301520,33,301520.SZ,医药生物-医疗服务-医疗研发外包
301333,33,301333.SZ,医药生物-医疗服务-医疗研发外包
920856,151,920856.BJ,机械设备-专用设备-其他专用设备
300517,33,300517.SZ,建筑装饰-建筑装饰-专业工程
688513,17,688513.SH,医药生物-化学制药-化学制剂
301696,33,301696.SZ,国防军工-军工装备-航空装备
300342,33,300342.SZ,家用电器-白色家电-家电零部件
301306,33,301306.SZ,社会服务-其他社会服务-专业服务
300780,33,300780.SZ,机械设备-通用设备-金属制品
000526,33,000526.SZ,社会服务-教育-教育Ⅲ
920028,151,920028.BJ,基础化工-塑料制品-其他塑料制品
301231,33,301231.SZ,传媒-文化传媒-出版
301075,33,301075.SZ,医药生物-化学制药-化学制剂
002568,33,002568.SZ,食品饮料-饮料制造-其他酒类
000779,33,000779.SZ,建筑装饰-建筑装饰-工程咨询服务
688387,17,688387.SH,通信-通信设备-通信网络设备及器件
300184,33,300184.SZ,电子-其他电子-其他电子Ⅲ
920230,151,920230.BJ,医药生物-化学制药-原料药
300553,33,300553.SZ,机械设备-通用设备-仪器仪表
600151,17,600151.SH,汽车-汽车零部件-底盘与发动机系统
920895,151,920895.BJ,机械设备-专用设备-农用机械
301516,33,301516.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
600745,22,600745.SH,电子-半导体-分立器件
301079,33,301079.SZ,机械设备-工程机械-工程机械Ⅲ
600325,17,600325.SH,房地产-房地产-住宅开发
301317,33,301317.SZ,机械设备-通用设备-其他通用设备
301196,33,301196.SZ,基础化工-塑料制品-其他塑料制品
002739,33,002739.SZ,传媒-影视院线-影视院线Ⅲ
300440,33,300440.SZ,计算机-IT服务-IT服务Ⅲ
600129,17,600129.SH,医药生物-中药-中药Ⅲ
688584,17,688584.SH,电子-半导体-半导体材料
301225,33,301225.SZ,汽车-汽车零部件-底盘与发动机系统
688683,17,688683.SH,电子-电子化学品-电子化学品Ⅲ
000938,33,000938.SZ,计算机-IT服务-IT服务Ⅲ
920035,151,920035.BJ,机械设备-通用设备-仪器仪表
920455,151,920455.BJ,机械设备-通用设备-其他通用设备
603882,17,603882.SH,医药生物-医疗服务-其他医疗服务
000923,33,000923.SZ,钢铁-钢铁-冶钢原料
920263,151,920263.BJ,环保-环境治理-大气治理
603712,17,603712.SH,国防军工-军工电子-军工电子Ⅲ
002730,33,002730.SZ,机械设备-专用设备-能源及重型设备
605377,17,605377.SH,轻工制造-造纸-造纸Ⅲ
300588,33,300588.SZ,计算机-计算机设备-安防设备
920541,151,920541.BJ,机械设备-轨交设备-轨交设备Ⅲ
688061,17,688061.SH,电子-半导体-模拟芯片设计
301151,33,301151.SZ,机械设备-通用设备-金属制品
688338,17,688338.SH,医药生物-医疗器械-体外诊断
601965,17,601965.SH,社会服务-其他社会服务-专业服务
601615,17,601615.SH,电力设备-风电设备-风电整机
688371,17,688371.SH,电子-电子化学品-电子化学品Ⅲ
688222,17,688222.SH,医药生物-医疗服务-医疗研发外包
688682,17,688682.SH,国防军工-军工电子-军工电子Ⅲ
300886,33,300886.SZ,基础化工-化学制品-食品及饲料添加剂
688277,17,688277.SH,医药生物-医疗器械-医疗设备
002151,33,002151.SZ,国防军工-军工电子-军工电子Ⅲ
002586,33,002586.SZ,建筑装饰-建筑装饰-基础建设
300122,33,300122.SZ,医药生物-生物制品-疫苗
920608,151,920608.BJ,机械设备-专用设备-农用机械
002413,33,002413.SZ,国防军工-军工电子-军工电子Ⅲ
300217,33,300217.SZ,家用电器-白色家电-家电零部件
600737,17,600737.SH,农林牧渔-农产品加工-其他农产品加工
002838,33,002838.SZ,基础化工-塑料制品-改性塑料
920640,151,920640.BJ,通信-通信设备-通信网络设备及器件
920275,151,920275.BJ,农林牧渔-农产品加工-畜禽饲料
300775,33,300775.SZ,国防军工-军工装备-航空装备
300640,33,300640.SZ,轻工制造-家居用品-其他家居用品
600986,17,600986.SH,传媒-文化传媒-广告营销
000995,33,000995.SZ,食品饮料-白酒-白酒Ⅲ
688399,17,688399.SH,医药生物-医疗器械-体外诊断
600592,17,600592.SH,机械设备-通用设备-金属制品
301517,33,301517.SZ,国防军工-军工电子-军工电子Ⅲ
920970,151,920970.BJ,基础化工-化学制品-食品及饲料添加剂
300058,33,300058.SZ,传媒-文化传媒-广告营销
301336,33,301336.SZ,轻工制造-家居用品-成品家居
600996,17,600996.SH,传媒-文化传媒-电视广播
000561,33,000561.SZ,国防军工-军工装备-航空装备
300045,33,300045.SZ,国防军工-军工电子-军工电子Ⅲ
920992,151,920992.BJ,医药生物-医疗器械-医疗设备
920082,151,920082.BJ,机械设备-通用设备-金属制品
920679,151,920679.BJ,机械设备-通用设备-金属制品
002185,33,002185.SZ,电子-半导体-集成电路封测
000766,33,000766.SZ,医药生物-化学制药-化学制剂
002158,33,002158.SZ,机械设备-通用设备-制冷空调设备
688221,17,688221.SH,医药生物-化学制药-化学制剂
300004,33,300004.SZ,机械设备-专用设备-其他专用设备
603716,17,603716.SH,医药生物-医药商业-医药流通
688038,17,688038.SH,计算机-软件开发-垂直应用软件
301257,33,301257.SZ,医药生物-医疗服务-医疗研发外包
000090,33,000090.SZ,房地产-房地产-住宅开发
920717,151,920717.BJ,机械设备-专用设备-其他专用设备
300070,33,300070.SZ,环保-环境治理-水务及水治理
688335,17,688335.SH,环保-环保设备-环保设备Ⅲ
688799,17,688799.SH,医药生物-化学制药-化学制剂
000880,33,000880.SZ,机械设备-通用设备-其他通用设备
920414,151,920414.BJ,电力设备-光伏设备-光伏加工设备
300446,33,300446.SZ,汽车-汽车零部件-车身附件及饰件
002963,33,002963.SZ,建筑装饰-建筑装饰-装饰园林
300765,33,300765.SZ,医药生物-化学制药-原料药
603020,17,603020.SH,基础化工-化学制品-食品及饲料添加剂
600731,17,600731.SH,基础化工-农化制品-农药
300762,33,300762.SZ,国防军工-军工电子-军工电子Ⅲ
300699,33,300699.SZ,国防军工-军工装备-航空装备
001378,33,001378.SZ,基础化工-塑料制品-膜材料
300804,33,300804.SZ,基础化工-农化制品-农药
301232,33,301232.SZ,电力设备-风电设备-风电零部件
920950,151,920950.BJ,机械设备-通用设备-其他通用设备
002149,33,002149.SZ,有色金属-小金属-其他小金属
301393,33,301393.SZ,医药生物-生物制品-其他生物制品
301201,33,301201.SZ,医药生物-医疗服务-医疗研发外包
920642,151,920642.BJ,国防军工-军工装备-航空装备
300895,33,300895.SZ,通信-通信服务-通信应用增值服务
603017,17,603017.SH,建筑装饰-建筑装饰-工程咨询服务
688053,22,688053.SH,国防军工-军工电子-军工电子Ⅲ
600863,17,600863.SH,公用事业-电力-火电
600481,17,600481.SH,电力设备-光伏设备-硅料硅片
600855,17,600855.SH,国防军工-军工电子-军工电子Ⅲ
688283,17,688283.SH,通信-通信设备-其他通信设备
300589,33,300589.SZ,国防军工-军工装备-航海装备
605303,17,605303.SH,建筑装饰-建筑装饰-装饰园林
920030,151,920030.BJ,汽车-汽车服务及其他-汽车服务
688153,17,688153.SH,电子-半导体-模拟芯片设计
920504,151,920504.BJ,医药生物-医疗器械-医疗设备
603137,17,603137.SH,建筑装饰-建筑装饰-装饰园林
688073,17,688073.SH,医药生物-医疗服务-医疗研发外包
920665,151,920665.BJ,基础化工-橡胶制品-其他橡胶制品
600436,17,600436.SH,医药生物-中药-中药Ⅲ
688136,17,688136.SH,医药生物-生物制品-其他生物制品
002274,33,002274.SZ,基础化工-化学原料-煤化工
688311,17,688311.SH,国防军工-军工电子-军工电子Ⅲ
002742,33,002742.SZ,医药生物-化学制药-化学制剂
920781,151,920781.BJ,机械设备-专用设备-能源及重型设备
300053,33,300053.SZ,电子-半导体-数字芯片设计
603339,17,603339.SH,机械设备-通用设备-金属制品
920810,151,920810.BJ,机械设备-专用设备-印刷包装机械
002131,33,002131.SZ,机械设备-通用设备-其他通用设备
002976,33,002976.SZ,汽车-汽车零部件-其他汽车零部件
301012,33,301012.SZ,电力设备-电网设备-输变电设备
920651,151,920651.BJ,机械设备-通用设备-仪器仪表
300841,33,300841.SZ,医药生物-生物制品-疫苗
688266,17,688266.SH,医药生物-化学制药-化学制剂
603087,17,603087.SH,医药生物-生物制品-其他生物制品
300149,33,300149.SZ,医药生物-医疗服务-医疗研发外包
300766,33,300766.SZ,计算机-软件开发-横向通用软件
300755,33,300755.SZ,商贸零售-零售-专业连锁
600399,17,600399.SH,钢铁-钢铁-特钢
603456,17,603456.SH,医药生物-医疗服务-医疗研发外包
688696,17,688696.SH,家用电器-黑色家电-其他黑色家电
920132,151,920132.BJ,轻工制造-家居用品-成品家居
300846,33,300846.SZ,通信-通信服务-通信应用增值服务
688355,17,688355.SH,机械设备-通用设备-金属制品
600280,17,600280.SH,商贸零售-零售-百货零售
301252,33,301252.SZ,机械设备-通用设备-制冷空调设备
600370,22,600370.SH,基础化工-化学纤维-涤纶
603118,17,603118.SH,通信-通信设备-通信终端及配件
300667,33,300667.SZ,机械设备-通用设备-仪器仪表
002214,33,002214.SZ,国防军工-军工电子-军工电子Ⅲ
600604,17,600604.SH,房地产-房地产-产业地产
688651,17,688651.SH,计算机-软件开发-横向通用软件
003041,33,003041.SZ,纺织服饰-服装家纺-家纺
600435,17,600435.SH,国防军工-军工装备-地面兵装
000807,33,000807.SZ,有色金属-工业金属-铝
920427,151,920427.BJ,建筑装饰-建筑装饰-工程咨询服务
002437,33,002437.SZ,医药生物-化学制药-化学制剂
002458,33,002458.SZ,农林牧渔-养殖业-肉鸡养殖
920931,151,920931.BJ,机械设备-专用设备-能源及重型设备
300689,33,300689.SZ,通信-通信设备-通信终端及配件
300885,33,300885.SZ,机械设备-通用设备-金属制品
002354,33,002354.SZ,传媒-文化传媒-广告营销
300141,33,300141.SZ,电力设备-电网设备-输变电设备
920227,151,920227.BJ,计算机-IT服务-IT服务Ⅲ
300627,33,300627.SZ,通信-通信设备-通信终端及配件
600383,17,600383.SH,房地产-房地产-住宅开发
002163,33,002163.SZ,建筑装饰-建筑装饰-装饰园林
300600,33,300600.SZ,国防军工-军工装备-航海装备
002856,33,002856.SZ,建筑装饰-建筑装饰-装饰园林
688186,17,688186.SH,电力设备-风电设备-风电零部件
002244,33,002244.SZ,房地产-房地产-住宅开发
300421,33,300421.SZ,机械设备-通用设备-金属制品
001365,33,001365.SZ,汽车-汽车零部件-汽车电子电气系统
002356,33,002356.SZ,商贸零售-零售-百货零售
002875,33,002875.SZ,纺织服饰-服装家纺-服装
002241,33,002241.SZ,电子-消费电子-消费电子零部件及组装
300965,33,300965.SZ,国防军工-军工装备-航空装备
920855,151,920855.BJ,机械设备-通用设备-其他通用设备
300861,33,300861.SZ,机械设备-通用设备-磨具磨料
301059,33,301059.SZ,美容护理-美容护理-个护用品
300451,33,300451.SZ,计算机-软件开发-垂直应用软件
600396,17,600396.SH,公用事业-电力-火电
688796,17,688796.SH,医药生物-医疗服务-医疗研发外包
300048,33,300048.SZ,机械设备-自动化设备-工控设备
920837,151,920837.BJ,汽车-汽车零部件-底盘与发动机系统
688631,17,688631.SH,计算机-软件开发-垂直应用软件
920422,151,920422.BJ,基础化工-化学制品-食品及饲料添加剂
688776,17,688776.SH,国防军工-军工电子-军工电子Ⅲ
301590,33,301590.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
920145,151,920145.BJ,环保-环保设备-环保设备Ⅲ
600488,17,600488.SH,医药生物-化学制药-化学制剂
688592,17,688592.SH,通信-通信设备-通信终端及配件
000661,33,000661.SZ,医药生物-生物制品-其他生物制品
688562,17,688562.SH,计算机-软件开发-垂直应用软件
688538,17,688538.SH,电子-光学光电子-面板
301136,33,301136.SZ,建筑装饰-建筑装饰-工程咨询服务
300725,33,300725.SZ,医药生物-医疗服务-医疗研发外包
002294,33,002294.SZ,医药生物-化学制药-化学制剂
688070,17,688070.SH,国防军工-军工装备-航空装备
002788,33,002788.SZ,医药生物-医药商业-医药流通
920770,151,920770.BJ,公用事业-电力-新能源发电
300249,33,300249.SZ,计算机-计算机设备-其他计算机设备
002815,33,002815.SZ,电子-元件-印制电路板
601929,17,601929.SH,传媒-文化传媒-电视广播
920378,151,920378.BJ,汽车-汽车零部件-底盘与发动机系统
600594,17,600594.SH,医药生物-中药-中药Ⅲ
301161,33,301161.SZ,机械设备-工程机械-工程机械Ⅲ
605116,17,605116.SH,医药生物-化学制药-原料药
002550,33,002550.SZ,医药生物-化学制药-化学制剂
600084,22,600084.SH,食品饮料-饮料制造-其他酒类
603000,17,603000.SH,传媒-文化传媒-数字媒体
600227,17,600227.SH,基础化工-农化制品-氮肥
600456,17,600456.SH,有色金属-小金属-其他小金属
300195,33,300195.SZ,机械设备-专用设备-印刷包装机械
300253,33,300253.SZ,计算机-软件开发-垂直应用软件
688365,17,688365.SH,计算机-IT服务-IT服务Ⅲ
301080,33,301080.SZ,医药生物-生物制品-其他生物制品
603212,17,603212.SH,电力设备-光伏设备-光伏辅材
920370,151,920370.BJ,环保-环境治理-固废治理
300683,33,300683.SZ,医药生物-医疗服务-医疗研发外包
301050,33,301050.SZ,国防军工-军工电子-军工电子Ⅲ
600362,17,600362.SH,有色金属-工业金属-铜
301178,33,301178.SZ,计算机-IT服务-IT服务Ⅲ
301233,33,301233.SZ,汽车-汽车零部件-底盘与发动机系统
688432,17,688432.SH,电子-半导体-半导体材料
002800,33,002800.SZ,交通运输-物流-物流Ⅲ
002471,33,002471.SZ,电力设备-电网设备-线缆部件及其他
000710,33,000710.SZ,医药生物-医疗服务-其他医疗服务
605068,17,605068.SH,汽车-汽车零部件-车身附件及饰件
301115,33,301115.SZ,社会服务-其他社会服务-专业服务
920098,151,920098.BJ,基础化工-橡胶制品-其他橡胶制品
000665,33,000665.SZ,传媒-文化传媒-电视广播
300239,33,300239.SZ,医药生物-生物制品-其他生物制品
688247,17,688247.SH,医药生物-化学制药-化学制剂
002514,33,002514.SZ,机械设备-通用设备-金属制品
688656,17,688656.SH,医药生物-医疗器械-体外诊断
300385,33,300385.SZ,环保-环保设备-环保设备Ⅲ
688239,17,688239.SH,国防军工-军工装备-航空装备
920433,151,920433.BJ,医药生物-中药-中药Ⅲ
603108,17,603108.SH,医药生物-医药商业-医药流通
002272,33,002272.SZ,机械设备-通用设备-其他通用设备
688133,17,688133.SH,基础化工-化学制品-其他化学制品
600055,17,600055.SH,医药生物-医疗器械-医疗设备
300313,33,300313.SZ,农林牧渔-养殖业-其他养殖
300142,33,300142.SZ,医药生物-生物制品-疫苗
688273,17,688273.SH,医药生物-医疗器械-医疗设备
300226,33,300226.SZ,计算机-软件开发-垂直应用软件
688046,17,688046.SH,医药生物-医疗服务-医疗研发外包
920368,151,920368.BJ,电力设备-光伏设备-光伏加工设备
920208,151,920208.BJ,社会服务-其他社会服务-专业服务
920871,151,920871.BJ,基础化工-塑料制品-其他塑料制品
300456,33,300456.SZ,电子-半导体-集成电路制造
300723,33,300723.SZ,医药生物-化学制药-化学制剂
920351,151,920351.BJ,交通运输-物流-物流Ⅲ
600199,17,600199.SH,食品饮料-白酒-白酒Ⅲ
603278,17,603278.SH,机械设备-通用设备-金属制品
601177,17,601177.SH,机械设备-通用设备-金属制品
688282,17,688282.SH,国防军工-军工装备-航天装备
600360,17,600360.SH,电子-半导体-分立器件
601168,17,601168.SH,有色金属-工业金属-铜
920278,151,920278.BJ,医药生物-医疗器械-医疗设备
002383,33,002383.SZ,国防军工-军工电子-军工电子Ⅲ
300170,33,300170.SZ,计算机-IT服务-IT服务Ⅲ
603697,17,603697.SH,食品饮料-食品加工制造-休闲食品
300413,33,300413.SZ,传媒-文化传媒-数字媒体
000596,33,000596.SZ,食品饮料-白酒-白酒Ⅲ
002044,33,002044.SZ,医药生物-医疗服务-医院
002792,33,002792.SZ,通信-通信设备-通信网络设备及器件
000153,33,000153.SZ,医药生物-化学制药-化学制剂
600809,17,600809.SH,食品饮料-白酒-白酒Ⅲ
920961,151,920961.BJ,机械设备-通用设备-仪器仪表
002181,33,002181.SZ,传媒-文化传媒-出版
301211,33,301211.SZ,医药生物-化学制药-原料药
300115,33,300115.SZ,电子-消费电子-消费电子零部件及组装
600556,17,600556.SH,传媒-文化传媒-广告营销
300543,33,300543.SZ,电子-消费电子-消费电子零部件及组装
300101,33,300101.SZ,国防军工-军工电子-军工电子Ⅲ
300107,33,300107.SZ,基础化工-化学制品-纺织化学用品
300427,33,300427.SZ,电力设备-电网设备-电气自控设备
600271,17,600271.SH,计算机-IT服务-IT服务Ⅲ
920146,151,920146.BJ,汽车-汽车零部件-底盘与发动机系统
001400,33,001400.SZ,机械设备-专用设备-其他专用设备
301559,33,301559.SZ,机械设备-通用设备-金属制品
920006,151,920006.BJ,国防军工-军工装备-航空装备
300920,33,300920.SZ,基础化工-塑料制品-其他塑料制品
300153,33,300153.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
300008,33,300008.SZ,国防军工-军工装备-航海装备
300086,33,300086.SZ,医药生物-化学制药-化学制剂
002719,33,002719.SZ,食品饮料-食品加工制造-休闲食品
300887,33,300887.SZ,社会服务-其他社会服务-专业服务
603359,22,603359.SH,环保-环境治理-综合环境治理
600880,17,600880.SH,计算机-软件开发-垂直应用软件
300967,33,300967.SZ,农林牧渔-养殖业-肉鸡养殖
688408,17,688408.SH,电力设备-光伏设备-光伏辅材
920075,151,920075.BJ,轻工制造-包装印刷-包装
920123,151,920123.BJ,美容护理-美容护理-化妆品
301185,33,301185.SZ,计算机-软件开发-垂直应用软件
300785,33,300785.SZ,传媒-文化传媒-数字媒体
300386,33,300386.SZ,计算机-计算机设备-其他计算机设备
688621,17,688621.SH,医药生物-医疗服务-医疗研发外包
920779,151,920779.BJ,电力设备-电池-锂电专用设备
600758,17,600758.SH,煤炭-煤炭开采加工-煤炭开采
688177,17,688177.SH,医药生物-生物制品-其他生物制品
300844,33,300844.SZ,建筑装饰-建筑装饰-工程咨询服务
300986,33,300986.SZ,建筑材料-建筑材料-其他建材
600533,17,600533.SH,房地产-房地产-住宅开发
002659,33,002659.SZ,社会服务-教育-教育Ⅲ
300969,33,300969.SZ,汽车-汽车零部件-其他汽车零部件
600988,17,600988.SH,有色金属-贵金属-贵金属Ⅲ
300753,33,300753.SZ,医药生物-医疗器械-医疗设备
688356,17,688356.SH,医药生物-化学制药-原料药
002820,33,002820.SZ,食品饮料-食品加工制造-休闲食品
300123,33,300123.SZ,国防军工-军工电子-军工电子Ⅲ
688670,17,688670.SH,医药生物-生物制品-疫苗
