股票代码,所属同花顺行业,market_code,code
603936.SH,电子-元件-印制电路板,17,603936
300801.SZ,基础化工-化学制品-其他化学制品,33,300801
688525.SH,电子-半导体-数字芯片设计,17,688525
688361.SH,电子-半导体-半导体设备,17,688361
603115.SH,电子-电子化学品-电子化学品Ⅲ,17,603115
002738.SZ,有色金属-小金属-其他小金属,33,002738
688721.SH,电子-半导体-半导体材料,17,688721
603876.SH,有色金属-工业金属-铝,17,603876
301093.SZ,医药生物-医疗器械-医疗耗材,33,301093
301307.SZ,通信-通信设备-通信网络设备及器件,33,301307
301231.SZ,传媒-文化传媒-出版,33,301231
688628.SH,机械设备-通用设备-仪器仪表,17,688628
301617.SZ,基础化工-化学制品-其他化学制品,33,301617
688598.SH,电力设备-光伏设备-光伏辅材,17,688598
688502.SH,电子-光学光电子-光学元件,17,688502
688419.SH,机械设备-专用设备-其他专用设备,17,688419
688138.SH,电子-半导体-半导体材料,17,688138
603103.SH,传媒-影视院线-影视院线Ⅲ,17,603103
601133.SH,建筑装饰-建筑装饰-专业工程,17,601133
688093.SH,电子-其他电子-其他电子Ⅲ,17,688093
300819.SZ,纺织服饰-纺织制造-其他纺织,33,300819
603986.SH,电子-半导体-数字芯片设计,17,603986
300684.SZ,电子-电子化学品-电子化学品Ⅲ,33,300684
002429.SZ,家用电器-黑色家电-彩电,33,002429
300456.SZ,电子-半导体-集成电路制造,33,300456
688401.SH,电子-半导体-半导体材料,17,688401
603336.SH,农林牧渔-种植业与林业-其他种植业,17,603336
000691.SZ,基础化工-化学原料-其他化学原料,33,000691
603175.SH,电子-元件-印制电路板,17,603175
688199.SH,基础化工-化学制品-其他化学制品,17,688199
920438.BJ,电子-光学光电子-光学元件,151,920438
002277.SZ,商贸零售-零售-百货零售,33,002277
603778.SH,电力设备-光伏设备-光伏电池组件,17,603778
002409.SZ,电子-半导体-半导体材料,33,002409
301369.SZ,电子-半导体-半导体设备,33,301369
002601.SZ,基础化工-化学原料-钛白粉,33,002601
920186.BJ,电子-半导体-半导体设备,151,920186
002153.SZ,计算机-软件开发-垂直应用软件,33,002153
603206.SH,通信-通信服务-通信工程及服务,17,603206
300305.SZ,基础化工-塑料制品-膜材料,33,300305
600962.SH,食品饮料-饮料制造-软饮料,17,600962
300263.SZ,机械设备-通用设备-其他通用设备,33,300263
300782.SZ,电子-半导体-模拟芯片设计,33,300782
603067.SH,基础化工-化学原料-无机盐,17,603067
688646.SH,机械设备-自动化设备-激光设备,22,688646
603051.SH,基础化工-化学制品-其他化学制品,17,603051
301111.SZ,医药生物-中药-中药Ⅲ,33,301111
300985.SZ,机械设备-通用设备-金属制品,33,300985
301365.SZ,建筑装饰-建筑装饰-工程咨询服务,33,301365
000630.SZ,有色金属-工业金属-铜,33,000630
688509.SH,计算机-IT服务-IT服务Ⅲ,17,688509
688172.SH,电子-半导体-分立器件,17,688172
688300.SH,基础化工-非金属材料-非金属材料Ⅲ,17,688300
300200.SZ,基础化工-化学制品-聚氨酯,33,300200
688008.SH,电子-半导体-数字芯片设计,17,688008
001367.SZ,医药生物-化学制药-原料药,33,001367
600114.SH,机械设备-通用设备-金属制品,17,600114
605258.SH,电子-元件-印制电路板,17,605258
301566.SZ,电子-元件-被动元件,33,301566
002203.SZ,有色金属-工业金属-铜,33,002203
600773.SH,房地产-房地产-住宅开发,17,600773
002371.SZ,电子-半导体-半导体设备,33,002371
002384.SZ,电子-元件-印制电路板,33,002384
920857.BJ,电子-消费电子-消费电子零部件及组装,151,920857
688479.SH,计算机-软件开发-垂直应用软件,17,688479
920971.BJ,基础化工-非金属材料-非金属材料Ⅲ,151,920971
300903.SZ,电子-元件-印制电路板,33,300903
301312.SZ,机械设备-自动化设备-工控设备,33,301312
301172.SZ,计算机-IT服务-IT服务Ⅲ,33,301172
603181.SH,基础化工-化学制品-其他化学制品,17,603181
920556.BJ,电力设备-电网设备-电气自控设备,151,920556
003022.SZ,电力设备-光伏设备-光伏辅材,33,003022
301391.SZ,计算机-计算机设备-其他计算机设备,33,301391
002520.SZ,机械设备-通用设备-机床工具,33,002520
603257.SH,建筑装饰-建筑装饰-工程咨询服务,17,603257
300319.SZ,电子-元件-被动元件,33,300319
002049.SZ,电子-半导体-数字芯片设计,33,002049
300481.SZ,电子-电子化学品-电子化学品Ⅲ,33,300481
000838.SZ,房地产-房地产-住宅开发,33,000838
603290.SH,电子-半导体-分立器件,17,603290
301123.SZ,电子-消费电子-消费电子零部件及组装,33,301123
000530.SZ,机械设备-通用设备-制冷空调设备,33,000530
301270.SZ,计算机-软件开发-横向通用软件,33,301270
002077.SZ,电子-半导体-集成电路封测,33,002077
605080.SH,轻工制造-家居用品-文娱用品,17,605080
300283.SZ,电力设备-电网设备-输变电设备,33,300283
688308.SH,机械设备-通用设备-金属制品,17,688308
002364.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,002364
000010.SZ,建筑装饰-建筑装饰-装饰园林,33,000010
300550.SZ,计算机-软件开发-垂直应用软件,33,300550
603678.SH,国防军工-军工电子-军工电子Ⅲ,17,603678
301215.SZ,汽车-汽车服务及其他-汽车服务,33,301215
301489.SZ,电子-电子化学品-电子化学品Ⅲ,33,301489
600703.SH,电子-光学光电子-LED,17,600703
002178.SZ,计算机-软件开发-垂直应用软件,33,002178
688025.SH,机械设备-自动化设备-激光设备,17,688025
605399.SH,基础化工-化学制品-有机硅,17,605399
301191.SZ,通信-通信设备-通信终端及配件,33,301191
600367.SH,基础化工-化学原料-无机盐,17,600367
600378.SH,基础化工-化学制品-氟化工,17,600378
600141.SH,基础化工-农化制品-磷肥及磷化工,17,600141
301131.SZ,基础化工-塑料制品-改性塑料,33,301131
002179.SZ,国防军工-军工电子-军工电子Ⅲ,33,002179
002065.SZ,计算机-IT服务-IT服务Ⅲ,33,002065
002122.SZ,机械设备-通用设备-机床工具,33,002122
301059.SZ,美容护理-美容护理-个护用品,33,301059
002222.SZ,电子-光学光电子-光学元件,33,002222
300354.SZ,机械设备-通用设备-仪器仪表,33,300354
920699.BJ,家用电器-白色家电-家电零部件,151,920699
300925.SZ,计算机-软件开发-垂直应用软件,33,300925
002630.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,002630
603882.SH,医药生物-医疗服务-其他医疗服务,17,603882
688331.SH,医药生物-生物制品-其他生物制品,17,688331
600633.SH,传媒-游戏-游戏Ⅲ,17,600633
601231.SH,电子-消费电子-消费电子零部件及组装,17,601231
688097.SH,机械设备-自动化设备-其他自动化设备,17,688097
920086.BJ,汽车-汽车零部件-底盘与发动机系统,151,920086
603738.SH,电子-元件-被动元件,17,603738
300321.SZ,基础化工-塑料制品-其他塑料制品,33,300321
300458.SZ,电子-半导体-数字芯片设计,33,300458
920181.BJ,电子-其他电子-其他电子Ⅲ,151,920181
603004.SH,基础化工-化学制品-其他化学制品,17,603004
002969.SZ,轻工制造-包装印刷-包装,33,002969
000903.SZ,汽车-汽车零部件-底盘与发动机系统,33,000903
002056.SZ,电力设备-光伏设备-光伏电池组件,33,002056
300433.SZ,电子-消费电子-消费电子零部件及组装,33,300433
688072.SH,电子-半导体-半导体设备,17,688072
300894.SZ,家用电器-厨卫电器-厨卫电器Ⅲ,33,300894
301590.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,301590
002199.SZ,电子-元件-被动元件,33,002199
002185.SZ,电子-半导体-集成电路封测,33,002185
601112.SH,建筑材料-建筑材料-玻璃玻纤,17,601112
301568.SZ,机械设备-自动化设备-其他自动化设备,33,301568
002335.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,002335
603618.SH,电力设备-电网设备-线缆部件及其他,17,603618
600302.SH,机械设备-专用设备-纺织服装设备,22,600302
000683.SZ,基础化工-化学原料-纯碱,33,000683
688697.SH,机械设备-通用设备-机床工具,17,688697
605588.SH,电子-光学光电子-面板,17,605588
000711.SZ,环保-环境治理-综合环境治理,33,000711
301687.SZ,基础化工-塑料制品-膜材料,33,301687
300804.SZ,基础化工-农化制品-农药,33,300804
600381.SH,食品饮料-食品加工制造-其他食品,22,600381
603268.SH,国防军工-军工装备-航海装备,17,603268
002595.SZ,机械设备-专用设备-其他专用设备,33,002595
688691.SH,电子-半导体-集成电路制造,17,688691
002290.SZ,家用电器-白色家电-家电零部件,33,002290
000062.SZ,电子-其他电子-其他电子Ⅲ,33,000062
002446.SZ,国防军工-军工电子-军工电子Ⅲ,33,002446
300631.SZ,环保-环保设备-环保设备Ⅲ,33,300631
002947.SZ,电子-消费电子-消费电子零部件及组装,33,002947
000792.SZ,基础化工-农化制品-钾肥,33,000792
002457.SZ,建筑材料-建筑材料-管材,33,002457
300558.SZ,医药生物-化学制药-化学制剂,33,300558
301488.SZ,汽车-汽车零部件-汽车电子电气系统,33,301488
002323.SZ,建筑装饰-建筑装饰-专业工程,33,002323
688103.SH,电子-其他电子-其他电子Ⅲ,17,688103
300488.SZ,机械设备-通用设备-金属制品,33,300488
301682.SZ,国防军工-军工电子-军工电子Ⅲ,33,301682
300174.SZ,基础化工-化学制品-其他化学制品,33,300174
301387.SZ,电子-消费电子-消费电子零部件及组装,33,301387
002831.SZ,轻工制造-包装印刷-包装,33,002831
002078.SZ,轻工制造-造纸-造纸Ⅲ,33,002078
002475.SZ,电子-消费电子-消费电子零部件及组装,33,002475
300938.SZ,社会服务-其他社会服务-专业服务,33,300938
688518.SH,机械设备-自动化设备-激光设备,17,688518
688130.SH,电子-半导体-模拟芯片设计,17,688130
688170.SH,机械设备-自动化设备-激光设备,17,688170
301591.SZ,基础化工-塑料制品-其他塑料制品,33,301591
001287.SZ,电子-其他电子-其他电子Ⅲ,33,001287
601609.SH,有色金属-工业金属-铜,17,601609
002606.SZ,电力设备-电网设备-线缆部件及其他,33,002606
688653.SH,电子-半导体-模拟芯片设计,17,688653
002931.SZ,机械设备-通用设备-金属制品,33,002931
002922.SZ,电子-其他电子-其他电子Ⅲ,33,002922
688107.SH,电子-半导体-数字芯片设计,17,688107
688507.SH,计算机-软件开发-垂直应用软件,17,688507
603316.SH,电子-半导体-数字芯片设计,17,603316
002643.SZ,电子-电子化学品-电子化学品Ⅲ,33,002643
600187.SH,环保-环境治理-水务及水治理,22,600187
300774.SZ,环保-环境治理-水务及水治理,33,300774
920751.BJ,有色金属-金属新材料-其他金属新材料,151,920751
603228.SH,电子-元件-印制电路板,17,603228
000819.SZ,石油石化-石油加工贸易-石油加工,33,000819
001285.SZ,汽车-汽车零部件-底盘与发动机系统,33,001285
002587.SZ,电子-光学光电子-LED,33,002587
300637.SZ,基础化工-化学制品-其他化学制品,33,300637
603669.SH,医药生物-化学制药-化学制剂,17,603669
603380.SH,电子-消费电子-消费电子零部件及组装,17,603380
688135.SH,电子-半导体-集成电路封测,17,688135
301448.SZ,机械设备-通用设备-其他通用设备,33,301448
300014.SZ,电力设备-电池-锂电池,33,300014
688182.SH,通信-通信设备-通信网络设备及器件,17,688182
605366.SH,基础化工-化学制品-有机硅,17,605366
920808.BJ,计算机-计算机设备-其他计算机设备,151,920808
600340.SH,房地产-房地产-产业地产,22,600340
600392.SH,有色金属-小金属-稀土,17,600392
002654.SZ,电子-光学光电子-LED,33,002654
920139.BJ,电子-半导体-集成电路封测,151,920139
600499.SH,轻工制造-家居用品-瓷砖地板,17,600499
600895.SH,房地产-房地产-产业地产,17,600895
688786.SH,有色金属-金属新材料-磁性材料,17,688786
300464.SZ,商贸零售-互联网电商-互联网电商Ⅲ,33,300464
600410.SH,计算机-IT服务-IT服务Ⅲ,17,600410
301628.SZ,电子-元件-印制电路板,33,301628
300747.SZ,机械设备-自动化设备-激光设备,33,300747
000795.SZ,有色金属-金属新材料-磁性材料,33,000795
300109.SZ,基础化工-化学制品-其他化学制品,33,300109
002265.SZ,国防军工-军工装备-地面兵装,33,002265
603307.SH,纺织服饰-服装家纺-鞋帽及其他,17,603307
300249.SZ,计算机-计算机设备-其他计算机设备,33,300249
688080.SH,通信-通信设备-其他通信设备,17,688080
000837.SZ,机械设备-通用设备-机床工具,33,000837
300619.SZ,电力设备-电池-锂电专用设备,33,300619
301269.SZ,计算机-软件开发-垂直应用软件,33,301269
603979.SH,有色金属-工业金属-铜,17,603979
603311.SH,家用电器-白色家电-家电零部件,17,603311
000922.SZ,电力设备-电机-电机Ⅲ,33,000922
002937.SZ,汽车-汽车零部件-汽车电子电气系统,33,002937
688372.SH,电子-半导体-集成电路封测,17,688372
301238.SZ,电力设备-电池-电池化学品,33,301238
002279.SZ,计算机-软件开发-横向通用软件,33,002279
603938.SH,基础化工-化学原料-其他化学原料,17,603938
000100.SZ,电子-光学光电子-面板,33,000100
000970.SZ,有色金属-金属新材料-磁性材料,33,000970
002346.SZ,电力设备-电网设备-输变电设备,33,002346
301252.SZ,机械设备-通用设备-制冷空调设备,33,301252
301161.SZ,机械设备-工程机械-工程机械Ⅲ,33,301161
688332.SH,电子-半导体-数字芯片设计,17,688332
002845.SZ,电子-光学光电子-面板,33,002845
000988.SZ,机械设备-自动化设备-激光设备,33,000988
600667.SH,建筑装饰-建筑装饰-工程咨询服务,17,600667
688809.SH,电子-半导体-半导体设备,17,688809
603809.SH,汽车-汽车零部件-底盘与发动机系统,17,603809
301389.SZ,电子-消费电子-消费电子零部件及组装,33,301389
002273.SZ,电子-光学光电子-光学元件,33,002273
600237.SH,电子-元件-被动元件,17,600237
002910.SZ,食品饮料-饮料制造-乳品,33,002910
300556.SZ,计算机-软件开发-垂直应用软件,33,300556
000762.SZ,钢铁-钢铁-冶钢原料,33,000762
688279.SH,电子-半导体-数字芯片设计,17,688279
301197.SZ,机械设备-通用设备-仪器仪表,33,301197
300842.SZ,电力设备-光伏设备-光伏辅材,33,300842
300394.SZ,通信-通信设备-通信网络设备及器件,33,300394
301149.SZ,基础化工-化学制品-其他化学制品,33,301149
601126.SH,电力设备-电网设备-电气自控设备,17,601126
688981.SH,电子-半导体-集成电路制造,17,688981
300727.SZ,基础化工-化学制品-有机硅,33,300727
603042.SH,通信-通信设备-通信线缆及配套,17,603042
300779.SZ,环保-环境治理-固废治理,33,300779
688371.SH,电子-电子化学品-电子化学品Ⅲ,17,688371
002803.SZ,商贸零售-互联网电商-互联网电商Ⅲ,33,002803
301366.SZ,电子-元件-印制电路板,33,301366
688197.SH,医药生物-化学制药-化学制剂,17,688197
603928.SH,基础化工-塑料制品-合成树脂,17,603928
000899.SZ,公用事业-电力-火电,33,000899
920876.BJ,电子-消费电子-消费电子零部件及组装,151,920876
603722.SH,基础化工-化学制品-其他化学制品,17,603722
301396.SZ,计算机-IT服务-IT服务Ⅲ,33,301396
688683.SH,电子-电子化学品-电子化学品Ⅲ,17,688683
603267.SH,国防军工-军工电子-军工电子Ⅲ,17,603267
300327.SZ,电子-半导体-数字芯片设计,33,300327
000539.SZ,公用事业-电力-火电,33,000539
002645.SZ,环保-环境治理-综合环境治理,33,002645
300432.SZ,汽车-汽车零部件-底盘与发动机系统,33,300432
301565.SZ,基础化工-塑料制品-膜材料,33,301565
301421.SZ,电子-光学光电子-光学元件,33,301421
688150.SH,电子-电子化学品-电子化学品Ⅲ,17,688150
300497.SZ,医药生物-化学制药-原料药,33,300497
300820.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,33,300820
688272.SH,国防军工-军工电子-军工电子Ⅲ,17,688272
688689.SH,电子-半导体-分立器件,17,688689
688049.SH,电子-半导体-数字芯片设计,17,688049
688045.SH,电子-半导体-模拟芯片设计,17,688045
300007.SZ,机械设备-通用设备-仪器仪表,33,300007
002174.SZ,传媒-游戏-游戏Ⅲ,33,002174
