所属同花顺行业,股票代码,market_code,code
传媒-文化传媒-数字媒体,603466.SH,17,603466
通信-通信设备-通信网络设备及器件,300620.SZ,33,300620
汽车-汽车零部件-其他汽车零部件,603922.SH,22,603922
基础化工-塑料制品-其他塑料制品,603330.SH,17,603330
食品饮料-食品加工制造-休闲食品,002582.SZ,33,002582
医药生物-中药-中药Ⅲ,600572.SH,17,600572
房地产-房地产-住宅开发,600376.SH,17,600376
传媒-文化传媒-电视广播,000665.SZ,33,000665
食品饮料-饮料制造-乳品,002329.SZ,33,002329
机械设备-专用设备-能源及重型设备,002483.SZ,33,002483
商贸零售-零售-百货零售,000715.SZ,33,000715
计算机-软件开发-垂直应用软件,002178.SZ,33,002178
机械设备-专用设备-其他专用设备,002031.SZ,33,002031
房地产-房地产-住宅开发,000838.SZ,33,000838
机械设备-通用设备-机床工具,000410.SZ,33,000410
基础化工-化学纤维-涤纶,000936.SZ,33,000936
计算机-IT服务-IT服务Ⅲ,002421.SZ,33,002421
医药生物-医药商业-医药流通,002589.SZ,33,002589
公用事业-电力-热力,000692.SZ,33,000692
公用事业-燃气-燃气Ⅲ,000669.SZ,33,000669
基础化工-化学制品-其他化学制品,301373.SZ,33,301373
电子-半导体-分立器件,688693.SH,17,688693
建筑装饰-建筑装饰-房屋建设,600491.SH,22,600491
电子-半导体-半导体材料,688530.SH,17,688530
农林牧渔-养殖业-动物保健,300119.SZ,33,300119
基础化工-化学制品-纺织化学用品,300067.SZ,33,300067
机械设备-专用设备-其他专用设备,300382.SZ,33,300382
家用电器-小家电-小家电Ⅲ,003023.SZ,33,003023
机械设备-通用设备-仪器仪表,688808.SH,17,688808
机械设备-通用设备-其他通用设备,920833.BJ,151,920833
传媒-文化传媒-广告营销,300063.SZ,33,300063
电子-半导体-数字芯片设计,688123.SH,17,688123
通信-通信设备-通信网络设备及器件,688205.SH,17,688205
环保-环境治理-综合环境治理,000711.SZ,33,000711
纺织服饰-服装家纺-服装,300005.SZ,33,300005
环保-环境治理-固废治理,920370.BJ,151,920370
汽车-汽车零部件-其他汽车零部件,301005.SZ,33,301005
电子-半导体-半导体设备,301369.SZ,33,301369
电子-半导体-半导体材料,688234.SH,17,688234
通信-通信服务-通信应用增值服务,301382.SZ,33,301382
国防军工-军工装备-航空装备,300395.SZ,33,300395
社会服务-教育-教育Ⅲ,300192.SZ,33,300192
食品饮料-食品加工制造-调味发酵品,600186.SH,17,600186
通信-通信设备-通信网络设备及器件,300394.SZ,33,300394
电子-其他电子-其他电子Ⅲ,300131.SZ,33,300131
汽车-汽车零部件-底盘与发动机系统,002536.SZ,33,002536
计算机-软件开发-垂直应用软件,688479.SH,17,688479
机械设备-专用设备-其他专用设备,688596.SH,17,688596
汽车-汽车零部件-其他汽车零部件,603358.SH,17,603358
机械设备-通用设备-制冷空调设备,301252.SZ,33,301252
电子-半导体-半导体设备,688037.SH,17,688037
电子-光学光电子-光学元件,300566.SZ,33,300566
电子-光学光电子-光学元件,688195.SH,17,688195
计算机-IT服务-IT服务Ⅲ,603918.SH,17,603918
计算机-计算机设备-安防设备,300790.SZ,33,300790
电子-光学光电子-光学元件,688307.SH,17,688307
机械设备-通用设备-其他通用设备,002272.SZ,33,002272
计算机-软件开发-垂直应用软件,688118.SH,17,688118
通信-通信设备-通信网络设备及器件,688313.SH,17,688313
家用电器-厨卫电器-厨卫电器Ⅲ,002677.SZ,33,002677
电子-元件-印制电路板,300936.SZ,33,300936
建筑装饰-建筑装饰-工程咨询服务,600667.SH,17,600667
电力设备-光伏设备-光伏辅材,300842.SZ,33,300842
房地产-房地产-住宅开发,000609.SZ,33,000609
电子-半导体-集成电路封测,688135.SH,17,688135
有色金属-能源金属-锂,603399.SH,17,603399
电力设备-光伏设备-硅料硅片,300345.SZ,33,300345
房地产-房地产-房地产服务,300917.SZ,33,300917
基础化工-化学制品-涂料油墨,300522.SZ,33,300522
基础化工-塑料制品-膜材料,605488.SH,17,605488
电子-消费电子-消费电子零部件及组装,300787.SZ,33,300787
机械设备-自动化设备-机器人,002698.SZ,33,002698
医药生物-医疗器械-医疗设备,688212.SH,17,688212
机械设备-通用设备-仪器仪表,300259.SZ,33,300259
通信-通信设备-通信网络设备及器件,300570.SZ,33,300570
电子-元件-印制电路板,300903.SZ,33,300903
电力设备-其他电源设备-其他电源设备Ⅲ,300693.SZ,33,300693
基础化工-塑料制品-其他塑料制品,301591.SZ,33,301591
机械设备-专用设备-其他专用设备,920475.BJ,151,920475
国防军工-军工装备-航空装备,603261.SH,17,603261
电力设备-电池-电池化学品,300568.SZ,33,300568
基础化工-化学制品-其他化学制品,301286.SZ,33,301286
电力设备-电网设备-线缆部件及其他,688226.SH,17,688226
医药生物-化学制药-化学制剂,600664.SH,17,600664
传媒-影视院线-影视院线Ⅲ,002739.SZ,33,002739
石油石化-石油加工贸易-油品石化贸易,000096.SZ,33,000096
汽车-汽车零部件-汽车电子电气系统,300304.SZ,33,300304
计算机-软件开发-垂直应用软件,300469.SZ,33,300469
环保-环境治理-综合环境治理,300355.SZ,33,300355
商贸零售-互联网电商-互联网电商Ⅲ,300464.SZ,33,300464
计算机-IT服务-IT服务Ⅲ,920227.BJ,151,920227
基础化工-化学制品-纺织化学用品,603980.SH,17,603980
机械设备-通用设备-金属制品,920943.BJ,151,920943
通信-通信设备-通信网络设备及器件,920045.BJ,151,920045
汽车-汽车零部件-底盘与发动机系统,002708.SZ,33,002708
机械设备-通用设备-磨具磨料,300606.SZ,33,300606
轻工制造-家居用品-成品家居,920765.BJ,151,920765
电力设备-其他电源设备-其他电源设备Ⅲ,300820.SZ,33,300820
电子-光学光电子-光学元件,688079.SH,17,688079
电子-元件-印制电路板,688655.SH,17,688655
电子-消费电子-消费电子零部件及组装,301387.SZ,33,301387
房地产-房地产-房地产服务,600743.SH,17,600743
机械设备-专用设备-其他专用设备,688328.SH,17,688328
电子-半导体-数字芯片设计,688825.SH,17,688825
机械设备-通用设备-其他通用设备,605060.SH,17,605060
汽车-汽车整车-商用载货车,600418.SH,17,600418
机械设备-通用设备-仪器仪表,300720.SZ,33,300720
计算机-IT服务-IT服务Ⅲ,301248.SZ,33,301248
环保-环保设备-环保设备Ⅲ,688309.SH,17,688309
机械设备-自动化设备-其他自动化设备,688312.SH,17,688312
电子-元件-印制电路板,002436.SZ,33,002436
传媒-文化传媒-广告营销,002400.SZ,33,002400
计算机-计算机设备-安防设备,301117.SZ,33,301117
机械设备-专用设备-其他专用设备,688419.SH,17,688419
医药生物-中药-中药Ⅲ,300878.SZ,33,300878
轻工制造-家居用品-定制家居,300616.SZ,33,300616
机械设备-通用设备-机床工具,003025.SZ,33,003025
房地产-房地产-住宅开发,000926.SZ,33,000926
轻工制造-家居用品-瓷砖地板,002631.SZ,33,002631
医药生物-医疗器械-医疗设备,300753.SZ,33,300753
轻工制造-家居用品-瓷砖地板,603725.SH,17,603725
电子-光学光电子-光学元件,688502.SH,17,688502
机械设备-自动化设备-工控设备,603283.SH,17,603283
电子-元件-印制电路板,600183.SH,17,600183
家用电器-白色家电-家电零部件,920699.BJ,151,920699
机械设备-通用设备-金属制品,605100.SH,17,605100
农林牧渔-农产品加工-其他农产品加工,600191.SH,17,600191
商贸零售-互联网电商-互联网电商Ⅲ,002803.SZ,33,002803
纺织服饰-纺织制造-其他纺织,300819.SZ,33,300819
有色金属-金属新材料-其他金属新材料,603124.SH,17,603124
电子-半导体-分立器件,688498.SH,17,688498
基础化工-化学制品-其他化学制品,301518.SZ,33,301518
机械设备-通用设备-机床工具,300809.SZ,33,300809
电力设备-电池-锂电池,300068.SZ,33,300068
电子-消费电子-消费电子零部件及组装,600363.SH,17,600363
有色金属-小金属-其他小金属,002428.SZ,33,002428
电子-半导体-分立器件,688048.SH,17,688048
基础化工-化学原料-其他化学原料,000691.SZ,33,000691
建筑材料-建筑材料-其他建材,603737.SH,17,603737
电子-消费电子-消费电子零部件及组装,301067.SZ,33,301067
轻工制造-家居用品-文娱用品,002348.SZ,33,002348
有色金属-金属新材料-其他金属新材料,688102.SH,17,688102
电力设备-光伏设备-逆变器,300827.SZ,33,300827
电力设备-其他电源设备-其他电源设备Ⅲ,002851.SZ,33,002851
电力设备-其他电源设备-其他电源设备Ⅲ,300870.SZ,33,300870
房地产-房地产-住宅开发,600665.SH,17,600665
非银金融-多元金融-多元金融Ⅲ,002647.SZ,33,002647
电子-消费电子-消费电子零部件及组装,300916.SZ,33,300916
医药生物-医疗服务-医疗研发外包,688073.SH,17,688073
医药生物-医疗服务-医院,002173.SZ,33,002173
有色金属-贵金属-贵金属Ⅲ,300139.SZ,33,300139
机械设备-自动化设备-激光设备,688025.SH,17,688025
机械设备-专用设备-能源及重型设备,002730.SZ,33,002730
机械设备-通用设备-金属制品,002871.SZ,33,002871
机械设备-自动化设备-其他自动化设备,300757.SZ,33,300757
基础化工-塑料制品-膜材料,002585.SZ,33,002585
交通运输-港口航运-航运,600428.SH,17,600428
建筑装饰-建筑装饰-专业工程,603959.SH,22,603959
食品饮料-食品加工制造-调味发酵品,920726.BJ,151,920726
电子-半导体-模拟芯片设计,688045.SH,17,688045
电子-其他电子-其他电子Ⅲ,688800.SH,17,688800
房地产-房地产-房地产服务,000560.SZ,33,000560
汽车-汽车零部件-底盘与发动机系统,603161.SH,17,603161
汽车-汽车零部件-底盘与发动机系统,300547.SZ,33,300547
家用电器-白色家电-家电零部件,002290.SZ,33,002290
电子-其他电子-其他电子Ⅲ,000670.SZ,33,000670
建筑装饰-建筑装饰-工程咨询服务,003013.SZ,33,003013
医药生物-化学制药-化学制剂,603367.SH,17,603367
医药生物-医疗服务-其他医疗服务,688315.SH,17,688315
房地产-房地产-商业地产,001979.SZ,33,001979
家用电器-白色家电-家电零部件,301008.SZ,33,301008
汽车-汽车零部件-底盘与发动机系统,603009.SH,17,603009
计算机-软件开发-垂直应用软件,688657.SH,17,688657
基础化工-橡胶制品-其他橡胶制品,920834.BJ,151,920834
医药生物-化学制药-化学制剂,301281.SZ,33,301281
公用事业-电力-新能源发电,601908.SH,17,601908
电子-消费电子-消费电子零部件及组装,920857.BJ,151,920857
基础化工-塑料制品-其他塑料制品,301196.SZ,33,301196
基础化工-化学制品-其他化学制品,301617.SZ,33,301617
汽车-汽车零部件-其他汽车零部件,605018.SH,17,605018
家用电器-小家电-小家电Ⅲ,920199.BJ,151,920199
电子-元件-印制电路板,603186.SH,17,603186
机械设备-通用设备-金属制品,001379.SZ,33,001379
电力设备-光伏设备-硅料硅片,600438.SH,17,600438
通信-通信设备-通信网络设备及器件,688668.SH,17,688668
电子-消费电子-消费电子零部件及组装,688260.SH,17,688260
机械设备-自动化设备-工控设备,002957.SZ,33,002957
医药生物-医疗器械-体外诊断,300639.SZ,33,300639
医药生物-医疗器械-体外诊断,688767.SH,17,688767
汽车-汽车零部件-底盘与发动机系统,301397.SZ,33,301397
医药生物-医疗服务-医疗研发外包,301520.SZ,33,301520
机械设备-自动化设备-其他自动化设备,001223.SZ,33,001223
传媒-文化传媒-广告营销,603598.SH,17,603598
电力设备-风电设备-风电零部件,301232.SZ,33,301232
轻工制造-包装印刷-包装,920274.BJ,151,920274
机械设备-专用设备-能源及重型设备,920931.BJ,151,920931
电子-半导体-半导体设备,688409.SH,17,688409
电子-半导体-半导体设备,688478.SH,17,688478
电子-半导体-半导体设备,688012.SH,17,688012
电子-光学光电子-光学元件,301183.SZ,33,301183
电子-其他电子-其他电子Ⅲ,002885.SZ,33,002885
家用电器-小家电-小家电Ⅲ,603219.SH,17,603219
电子-半导体-模拟芯片设计,688512.SH,17,688512
建筑材料-建筑材料-其他建材,002718.SZ,33,002718
轻工制造-包装印刷-包装,002969.SZ,33,002969
电力设备-电池-锂电专用设备,300457.SZ,33,300457
医药生物-医疗器械-医疗设备,300314.SZ,33,300314
电力设备-光伏设备-光伏加工设备,300751.SZ,33,300751
房地产-房地产-住宅开发,600325.SH,17,600325
电子-消费电子-消费电子零部件及组装,300951.SZ,33,300951
机械设备-轨交设备-轨交设备Ⅲ,600495.SH,17,600495
通信-通信设备-通信终端及配件,603083.SH,17,603083
基础化工-化学制品-食品及饲料添加剂,920422.BJ,151,920422
基础化工-塑料制品-其他塑料制品,300920.SZ,33,300920
机械设备-通用设备-金属制品,301377.SZ,33,301377
医药生物-医疗器械-医疗设备,920278.BJ,151,920278
机械设备-通用设备-其他通用设备,688433.SH,17,688433
房地产-房地产-住宅开发,000042.SZ,33,000042
非银金融-证券-证券Ⅲ,000712.SZ,33,000712
电子-光学光电子-LED,002745.SZ,33,002745
电力设备-风电设备-风电零部件,002487.SZ,33,002487
机械设备-专用设备-其他专用设备,300836.SZ,33,300836
传媒-文化传媒-广告营销,300242.SZ,33,300242
计算机-IT服务-IT服务Ⅲ,600756.SH,17,600756
电子-电子化学品-电子化学品Ⅲ,603931.SH,17,603931
建筑装饰-建筑装饰-装饰园林,002482.SZ,33,002482
房地产-房地产-住宅开发,000402.SZ,33,000402
食品饮料-食品加工制造-其他食品,920429.BJ,151,920429
汽车-汽车零部件-其他汽车零部件,002328.SZ,33,002328
电力设备-光伏设备-硅料硅片,603398.SH,22,603398
机械设备-通用设备-其他通用设备,688557.SH,17,688557
通信-通信设备-通信网络设备及器件,001267.SZ,33,001267
社会服务-其他社会服务-专业服务,601588.SH,17,601588
基础化工-化学制品-民爆用品,002683.SZ,33,002683
电子-半导体-半导体材料,920012.BJ,151,920012
轻工制造-造纸-造纸Ⅲ,002235.SZ,33,002235
电子-消费电子-消费电子零部件及组装,688678.SH,17,688678
家用电器-白色家电-家电零部件,603578.SH,17,603578
电子-消费电子-消费电子零部件及组装,300679.SZ,33,300679
计算机-IT服务-IT服务Ⅲ,300290.SZ,33,300290
通信-通信服务-通信工程及服务,300560.SZ,33,300560
房地产-房地产-房地产服务,002285.SZ,33,002285
建筑材料-建筑材料-玻璃玻纤,300196.SZ,33,300196
交通运输-公路铁路运输-公交,600611.SH,17,600611
电子-其他电子-其他电子Ⅲ,920181.BJ,151,920181
基础化工-塑料制品-改性塑料,002886.SZ,33,002886
机械设备-专用设备-农用机械,920895.BJ,151,920895
食品饮料-白酒-白酒Ⅲ,000596.SZ,33,000596
电子-半导体-数字芯片设计,300613.SZ,33,300613
电力设备-电池-锂电池,301511.SZ,33,301511
商贸零售-互联网电商-互联网电商Ⅲ,300209.SZ,33,300209
建筑装饰-建筑装饰-基础建设,600284.SH,17,600284
电力设备-电网设备-电气自控设备,920029.BJ,151,920029
汽车-汽车零部件-底盘与发动机系统,002434.SZ,33,002434
电子-元件-印制电路板,002938.SZ,33,002938
通信-通信设备-通信网络设备及器件,301314.SZ,33,301314
电力设备-电网设备-线缆部件及其他,603618.SH,17,603618
汽车-汽车零部件-底盘与发动机系统,603926.SH,17,603926
基础化工-化学制品-民爆用品,002827.SZ,33,002827
有色金属-小金属-其他小金属,600459.SH,17,600459
电子-电子化学品-电子化学品Ⅲ,301489.SZ,33,301489
电子-其他电子-其他电子Ⅲ,300516.SZ,33,300516
食品饮料-饮料制造-乳品,920786.BJ,151,920786
电子-光学光电子-LED,301002.SZ,33,301002
电力设备-电网设备-输变电设备,603016.SH,17,603016
机械设备-通用设备-金属制品,002795.SZ,33,002795
家用电器-白色家电-家电零部件,920718.BJ,151,920718
基础化工-塑料制品-其他塑料制品,002825.SZ,33,002825
商贸零售-零售-商业物业经营,603682.SH,17,603682
电子-光学光电子-光学元件,301421.SZ,33,301421
综合-综合-综合Ⅲ,600673.SH,17,600673
电子-元件-印制电路板,688519.SH,17,688519
轻工制造-家居用品-瓷砖地板,002798.SZ,33,002798
医药生物-医疗服务-医疗研发外包,301230.SZ,33,301230
电子-光学光电子-LED,300708.SZ,33,300708
轻工制造-家居用品-瓷砖地板,301356.SZ,33,301356
电子-电子化学品-电子化学品Ⅲ,600330.SH,17,600330
环保-环境治理-水务及水治理,300692.SZ,33,300692
电子-半导体-数字芯片设计,688008.SH,17,688008
机械设备-通用设备-仪器仪表,688828.SH,17,688828
医药生物-化学制药-化学制剂,000788.SZ,33,000788
传媒-文化传媒-广告营销,300071.SZ,33,300071
电力设备-其他电源设备-其他电源设备Ⅲ,688551.SH,17,688551
电子-电子化学品-电子化学品Ⅲ,688020.SH,17,688020
食品饮料-白酒-白酒Ⅲ,603198.SH,17,603198
电力设备-电池-锂电池,002245.SZ,33,002245
家用电器-白色家电-家电零部件,300342.SZ,33,300342
环保-环境治理-综合环境治理,300266.SZ,33,300266
轻工制造-包装印刷-包装,002787.SZ,33,002787
基础化工-橡胶制品-炭黑,002068.SZ,33,002068
电子-其他电子-其他电子Ⅲ,002782.SZ,33,002782
机械设备-通用设备-其他通用设备,002131.SZ,33,002131
医药生物-生物制品-其他生物制品,688105.SH,17,688105
纺织服饰-纺织制造-其他纺织,603055.SH,17,603055
交通运输-港口航运-航运,603565.SH,17,603565
社会服务-教育-教育Ⅲ,300359.SZ,33,300359
基础化工-化学制品-有机硅,605366.SH,17,605366
电子-半导体-半导体材料,688138.SH,17,688138
医药生物-医疗服务-医院,002219.SZ,33,002219
房地产-房地产-住宅开发,600322.SH,17,600322
基础化工-塑料制品-合成树脂,603879.SH,17,603879
计算机-IT服务-IT服务Ⅲ,300250.SZ,33,300250
通信-通信设备-通信网络设备及器件,000063.SZ,33,000063
电子-其他电子-其他电子Ⅲ,002388.SZ,33,002388
计算机-计算机设备-安防设备,003004.SZ,33,003004
汽车-汽车零部件-车身附件及饰件,603409.SH,17,603409
电子-半导体-集成电路制造,688347.SH,17,688347
传媒-影视院线-影视院线Ⅲ,603721.SH,17,603721
计算机-软件开发-垂直应用软件,300096.SZ,33,300096
基础化工-橡胶制品-其他橡胶制品,300587.SZ,33,300587
农林牧渔-农产品加工-宠物食品,002891.SZ,33,002891
通信-通信设备-通信网络设备及器件,300548.SZ,33,300548
农林牧渔-农产品加工-宠物食品,920419.BJ,151,920419
电力设备-电网设备-输变电设备,301295.SZ,33,301295
食品饮料-饮料制造-乳品,300892.SZ,33,300892
医药生物-医疗服务-其他医疗服务,000504.SZ,33,000504
有色金属-工业金属-铅锌,000816.SZ,33,000816
房地产-房地产-房地产服务,000011.SZ,33,000011
食品饮料-食品加工制造-预加工食品,002702.SZ,33,002702
环保-环保设备-环保设备Ⅲ,688376.SH,17,688376
医药生物-化学制药-原料药,300401.SZ,33,300401
通信-通信设备-其他通信设备,688283.SH,17,688283
有色金属-小金属-其他小金属,301026.SZ,33,301026
电力设备-风电设备-风电零部件,603507.SH,17,603507
国防军工-军工装备-地面兵装,300922.SZ,33,300922
机械设备-专用设备-其他专用设备,603011.SH,17,603011
医药生物-中药-中药Ⅲ,600422.SH,17,600422
计算机-IT服务-IT服务Ⅲ,600476.SH,22,600476
电子-半导体-半导体材料,300666.SZ,33,300666
计算机-计算机设备-安防设备,301042.SZ,33,301042
有色金属-小金属-其他小金属,300328.SZ,33,300328
社会服务-旅游及酒店-酒店,000428.SZ,33,000428
传媒-影视院线-影视院线Ⅲ,002905.SZ,33,002905
机械设备-自动化设备-工控设备,301312.SZ,33,301312
电力设备-电网设备-线缆部件及其他,600869.SH,17,600869
电力设备-其他电源设备-其他电源设备Ⅲ,300491.SZ,33,300491
电子-电子化学品-电子化学品Ⅲ,300481.SZ,33,300481
电力设备-光伏设备-逆变器,688717.SH,17,688717
电子-半导体-模拟芯片设计,603375.SH,17,603375
电力设备-电池-锂电池,301121.SZ,33,301121
电力设备-电池-电池化学品,688148.SH,17,688148
机械设备-通用设备-仪器仪表,301413.SZ,33,301413
社会服务-其他社会服务-专业服务,301115.SZ,33,301115
汽车-汽车零部件-底盘与发动机系统,603121.SH,17,603121
基础化工-农化制品-农药,002496.SZ,33,002496
医药生物-医疗服务-医院,301293.SZ,33,301293
电子-半导体-半导体材料,605358.SH,17,605358
家用电器-白色家电-家电零部件,603311.SH,17,603311
基础化工-化学制品-纺织化学用品,300107.SZ,33,300107
电力设备-电网设备-电气自控设备,002980.SZ,33,002980
电子-光学光电子-面板,301045.SZ,33,301045
电力设备-光伏设备-光伏电池组件,600732.SH,17,600732
电子-半导体-集成电路制造,688396.SH,17,688396
机械设备-专用设备-其他专用设备,603081.SH,17,603081
房地产-房地产-住宅开发,600606.SH,17,600606
通信-通信设备-通信网络设备及器件,300308.SZ,33,300308
机械设备-专用设备-其他专用设备,603800.SH,17,603800
机械设备-专用设备-其他专用设备,002613.SZ,33,002613
机械设备-通用设备-仪器仪表,920407.BJ,151,920407
电子-消费电子-品牌消费电子,002888.SZ,33,002888
环保-环境治理-综合环境治理,300864.SZ,33,300864
机械设备-自动化设备-机器人,300853.SZ,33,300853
房地产-房地产-住宅开发,002016.SZ,33,002016
农林牧渔-农产品加工-其他农产品加工,920371.BJ,151,920371
电子-光学光电子-光学元件,003015.SZ,33,003015
电子-光学光电子-光学元件,600071.SH,17,600071
通信-通信设备-通信网络设备及器件,002902.SZ,33,002902
计算机-计算机设备-安防设备,300691.SZ,33,300691
计算机-IT服务-IT服务Ⅲ,300687.SZ,33,300687
电力设备-其他电源设备-其他电源设备Ⅲ,002335.SZ,33,002335
传媒-文化传媒-广告营销,000917.SZ,33,000917
计算机-软件开发-横向通用软件,688168.SH,17,688168
房地产-房地产-住宅开发,000514.SZ,33,000514
通信-通信设备-通信线缆及配套,000070.SZ,33,000070
电子-光学光电子-光学元件,002222.SZ,33,002222
有色金属-小金属-钨,002842.SZ,33,002842
医药生物-医疗服务-医疗研发外包,688621.SH,17,688621
通信-通信设备-通信线缆及配套,600522.SH,17,600522
电子-光学光电子-光学元件,301479.SZ,33,301479
通信-通信服务-通信应用增值服务,300959.SZ,33,300959
环保-环保设备-环保设备Ⅲ,300385.SZ,33,300385
机械设备-通用设备-仪器仪表,688610.SH,17,688610
机械设备-自动化设备-机器人,688090.SH,17,688090
农林牧渔-农产品加工-水产饲料,002696.SZ,33,002696
电力设备-电池-电池化学品,300390.SZ,33,300390
