code,market_code,股票代码,所属同花顺行业
300672,33,300672.SZ,电子-半导体-数字芯片设计
300825,33,300825.SZ,汽车-汽车服务及其他-汽车服务
300184,33,300184.SZ,电子-其他电子-其他电子Ⅲ
688190,17,688190.SH,有色金属-金属新材料-其他金属新材料
301115,33,301115.SZ,社会服务-其他社会服务-专业服务
300550,33,300550.SZ,计算机-软件开发-垂直应用软件
301191,33,301191.SZ,通信-通信设备-通信终端及配件
300163,33,300163.SZ,轻工制造-家居用品-其他家居用品
300976,33,300976.SZ,电子-消费电子-消费电子零部件及组装
688172,17,688172.SH,电子-半导体-分立器件
301132,33,301132.SZ,电子-元件-印制电路板
920725,151,920725.BJ,机械设备-通用设备-磨具磨料
301331,33,301331.SZ,医药生物-中药-中药Ⅲ
300811,33,300811.SZ,有色金属-金属新材料-磁性材料
300236,33,300236.SZ,电子-电子化学品-电子化学品Ⅲ
688403,17,688403.SH,电子-半导体-集成电路封测
688171,17,688171.SH,计算机-软件开发-横向通用软件
301323,33,301323.SZ,有色金属-金属新材料-磁性材料
688570,17,688570.SH,机械设备-自动化设备-工控设备
301067,33,301067.SZ,电子-消费电子-消费电子零部件及组装
301362,33,301362.SZ,电子-光学光电子-LED
301231,33,301231.SZ,传媒-文化传媒-出版
688372,17,688372.SH,电子-半导体-集成电路封测
300373,33,300373.SZ,电子-半导体-分立器件
000926,33,000926.SZ,房地产-房地产-住宅开发
688143,17,688143.SH,通信-通信设备-通信线缆及配套
688711,17,688711.SH,电子-半导体-分立器件
600395,17,600395.SH,煤炭-煤炭开采加工-煤炭开采
002421,33,002421.SZ,计算机-IT服务-IT服务Ⅲ
000980,33,000980.SZ,汽车-汽车整车-乘用车
002613,33,002613.SZ,机械设备-专用设备-其他专用设备
600996,17,600996.SH,传媒-文化传媒-电视广播
601608,17,601608.SH,机械设备-专用设备-能源及重型设备
000409,33,000409.SZ,计算机-IT服务-IT服务Ⅲ
002693,33,002693.SZ,医药生物-生物制品-其他生物制品
002051,33,002051.SZ,建筑装饰-建筑装饰-专业工程
600186,17,600186.SH,食品饮料-食品加工制造-调味发酵品
600851,17,600851.SH,医药生物-化学制药-化学制剂
600539,17,600539.SH,商贸零售-互联网电商-互联网电商Ⅲ
002526,33,002526.SZ,机械设备-专用设备-能源及重型设备
600396,17,600396.SH,公用事业-电力-火电
603919,17,603919.SH,食品饮料-白酒-白酒Ⅲ
688249,17,688249.SH,电子-半导体-集成电路制造
002585,33,002585.SZ,基础化工-塑料制品-膜材料
600863,17,600863.SH,公用事业-电力-火电
002927,33,002927.SZ,电力设备-电网设备-输变电设备
603303,17,603303.SH,电子-光学光电子-LED
600726,17,600726.SH,煤炭-煤炭开采加工-煤炭开采
002741,33,002741.SZ,电子-电子化学品-电子化学品Ⅲ
002056,33,002056.SZ,电力设备-光伏设备-光伏电池组件
002645,33,002645.SZ,环保-环境治理-综合环境治理
603990,17,603990.SH,计算机-软件开发-垂直应用软件
002957,33,002957.SZ,机械设备-自动化设备-工控设备
603001,17,603001.SH,纺织服饰-服装家纺-鞋帽及其他
600172,17,600172.SH,机械设备-通用设备-磨具磨料
603823,17,603823.SH,基础化工-化学制品-涂料油墨
603730,17,603730.SH,汽车-汽车零部件-车身附件及饰件
600234,17,600234.SH,建筑装饰-建筑装饰-装饰园林
002297,33,002297.SZ,国防军工-军工装备-航空装备
605111,17,605111.SH,电子-半导体-分立器件
603936,17,603936.SH,电子-元件-印制电路板
603360,17,603360.SH,基础化工-农化制品-农药
002975,33,002975.SZ,机械设备-自动化设备-工控设备
002432,33,002432.SZ,医药生物-医疗器械-医疗设备
600584,17,600584.SH,电子-半导体-集成电路封测
603663,17,603663.SH,基础化工-非金属材料-非金属材料Ⅲ
003036,33,003036.SZ,机械设备-专用设备-纺织服装设备
603256,17,603256.SH,电子-电子化学品-电子化学品Ⅲ
002980,33,002980.SZ,电力设备-电网设备-电气自控设备
605588,17,605588.SH,电子-光学光电子-面板
600310,17,600310.SH,公用事业-电力-电能综合服务
002409,33,002409.SZ,电子-半导体-半导体材料
603083,17,603083.SH,通信-通信设备-通信终端及配件
603203,17,603203.SH,机械设备-自动化设备-工控设备
601666,17,601666.SH,煤炭-煤炭开采加工-煤炭开采
002947,33,002947.SZ,电子-消费电子-消费电子零部件及组装
600503,17,600503.SH,房地产-房地产-住宅开发
600637,17,600637.SH,传媒-文化传媒-电视广播
605566,17,605566.SH,基础化工-化学制品-纺织化学用品
605580,17,605580.SH,公用事业-电力-热力
000988,33,000988.SZ,机械设备-自动化设备-激光设备
002851,33,002851.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
002897,33,002897.SZ,通信-通信设备-通信网络设备及器件
002938,33,002938.SZ,电子-元件-印制电路板
603986,17,603986.SH,电子-半导体-数字芯片设计
002718,33,002718.SZ,建筑材料-建筑材料-其他建材
605198,17,605198.SH,食品饮料-饮料制造-软饮料
002552,33,002552.SZ,电子-元件-印制电路板
000636,33,000636.SZ,电子-元件-被动元件
002976,33,002976.SZ,汽车-汽车零部件-其他汽车零部件
002156,33,002156.SZ,电子-半导体-集成电路封测
603661,17,603661.SH,轻工制造-家居用品-成品家居
600520,17,600520.SH,机械设备-专用设备-其他专用设备
603005,17,603005.SH,电子-半导体-集成电路封测
002674,33,002674.SZ,纺织服饰-纺织制造-辅料
603010,17,603010.SH,基础化工-化学制品-其他化学制品
600592,17,600592.SH,机械设备-通用设备-金属制品
603871,17,603871.SH,交通运输-物流-物流Ⅲ
002951,33,002951.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
600969,17,600969.SH,公用事业-电力-电能综合服务
002185,33,002185.SZ,电子-半导体-集成电路封测
000995,33,000995.SZ,食品饮料-白酒-白酒Ⅲ
600578,17,600578.SH,公用事业-电力-火电
002438,33,002438.SZ,机械设备-通用设备-金属制品
600831,17,600831.SH,传媒-文化传媒-电视广播
002012,33,002012.SZ,轻工制造-造纸-造纸Ⅲ
000510,33,000510.SZ,基础化工-化学原料-氯碱
002735,33,002735.SZ,轻工制造-包装印刷-包装
300225,33,300225.SZ,基础化工-化学制品-涂料油墨
002388,33,002388.SZ,电子-其他电子-其他电子Ⅲ
600603,17,600603.SH,交通运输-物流-物流Ⅲ
600985,17,600985.SH,煤炭-煤炭开采加工-煤炭开采
002745,33,002745.SZ,电子-光学光电子-LED
000509,33,000509.SZ,电子-光学光电子-面板
000875,33,000875.SZ,公用事业-电力-电能综合服务
603956,17,603956.SH,机械设备-专用设备-其他专用设备
688052,17,688052.SH,电子-半导体-模拟芯片设计
000518,33,000518.SZ,医药生物-生物制品-其他生物制品
000966,33,000966.SZ,公用事业-电力-火电
600376,17,600376.SH,房地产-房地产-住宅开发
301338,33,301338.SZ,机械设备-专用设备-其他专用设备
688310,17,688310.SH,机械设备-自动化设备-其他自动化设备
600162,17,600162.SH,商贸零售-零售-商业物业经营
000564,33,000564.SZ,商贸零售-零售-百货零售
688345,17,688345.SH,电力设备-电池-锂电池
300702,33,300702.SZ,医药生物-化学制药-原料药
688618,17,688618.SH,通信-通信设备-通信网络设备及器件
301312,33,301312.SZ,机械设备-自动化设备-工控设备
688256,17,688256.SH,电子-半导体-数字芯片设计
300286,33,300286.SZ,电力设备-电网设备-电气自控设备
688455,17,688455.SH,机械设备-通用设备-其他通用设备
300623,33,300623.SZ,电子-半导体-分立器件
688629,17,688629.SH,国防军工-军工电子-军工电子Ⅲ
301389,33,301389.SZ,电子-消费电子-消费电子零部件及组装
000021,33,000021.SZ,电子-消费电子-消费电子零部件及组装
300151,33,300151.SZ,机械设备-专用设备-其他专用设备
300656,33,300656.SZ,电子-其他电子-其他电子Ⅲ
300475,33,300475.SZ,电子-其他电子-其他电子Ⅲ
301095,33,301095.SZ,计算机-软件开发-垂直应用软件
688081,17,688081.SH,国防军工-军工电子-军工电子Ⅲ
605376,17,605376.SH,有色金属-能源金属-镍
300398,33,300398.SZ,电子-电子化学品-电子化学品Ⅲ
300834,33,300834.SZ,基础化工-塑料制品-改性塑料
300322,33,300322.SZ,电子-消费电子-消费电子零部件及组装
301195,33,301195.SZ,计算机-软件开发-垂直应用软件
688671,17,688671.SH,环保-环保设备-环保设备Ⅲ
300520,33,300520.SZ,计算机-软件开发-垂直应用软件
688168,17,688168.SH,计算机-软件开发-横向通用软件
603713,17,603713.SH,交通运输-物流-物流Ⅲ
603158,17,603158.SH,汽车-汽车零部件-底盘与发动机系统
688484,17,688484.SH,电子-半导体-模拟芯片设计
688757,17,688757.SH,社会服务-其他社会服务-专业服务
003019,33,003019.SZ,电子-光学光电子-面板
301316,33,301316.SZ,计算机-IT服务-IT服务Ⅲ
300502,33,300502.SZ,通信-通信设备-通信网络设备及器件
603931,17,603931.SH,电子-电子化学品-电子化学品Ⅲ
301313,33,301313.SZ,传媒-文化传媒-数字媒体
688691,17,688691.SH,电子-半导体-集成电路制造
000697,33,000697.SZ,国防军工-军工装备-航空装备
688260,17,688260.SH,电子-消费电子-消费电子零部件及组装
688469,17,688469.SH,电子-半导体-集成电路制造
301366,33,301366.SZ,电子-元件-印制电路板
688411,17,688411.SH,电力设备-其他电源设备-其他电源设备Ⅲ
688027,17,688027.SH,通信-通信设备-通信终端及配件
688582,17,688582.SH,电子-半导体-模拟芯片设计
301566,33,301566.SZ,电子-元件-被动元件
300554,33,300554.SZ,机械设备-通用设备-磨具磨料
300395,33,300395.SZ,国防军工-军工装备-航空装备
603989,17,603989.SH,电子-元件-被动元件
300465,33,300465.SZ,计算机-软件开发-垂直应用软件
002364,33,002364.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
600552,17,600552.SH,电子-光学光电子-面板
300258,33,300258.SZ,汽车-汽车零部件-底盘与发动机系统
688167,17,688167.SH,电子-半导体-分立器件
688262,17,688262.SH,电子-半导体-数字芯片设计
688035,17,688035.SH,电子-电子化学品-电子化学品Ⅲ
605303,17,605303.SH,建筑装饰-建筑装饰-装饰园林
300606,33,300606.SZ,机械设备-通用设备-磨具磨料
300948,33,300948.SZ,环保-环境治理-综合环境治理
600183,17,600183.SH,电子-元件-印制电路板
002796,33,002796.SZ,通信-通信设备-通信网络设备及器件
603124,17,603124.SH,有色金属-金属新材料-其他金属新材料
688381,17,688381.SH,电子-半导体-模拟芯片设计
301285,33,301285.SZ,电子-消费电子-消费电子零部件及组装
300346,33,300346.SZ,电子-电子化学品-电子化学品Ⅲ
601588,17,601588.SH,社会服务-其他社会服务-专业服务
002928,33,002928.SZ,交通运输-机场航运-航空运输
300263,33,300263.SZ,机械设备-通用设备-其他通用设备
002436,33,002436.SZ,电子-元件-印制电路板
300416,33,300416.SZ,社会服务-其他社会服务-专业服务
605287,17,605287.SH,建筑装饰-建筑装饰-装饰园林
301629,33,301629.SZ,电子-半导体-半导体设备
688536,17,688536.SH,电子-半导体-模拟芯片设计
688807,17,688807.SH,电子-半导体-数字芯片设计
920179,151,920179.BJ,电子-半导体-半导体材料
002178,33,002178.SZ,计算机-软件开发-垂直应用软件
002463,33,002463.SZ,电子-元件-印制电路板
601991,17,601991.SH,公用事业-电力-火电
301626,33,301626.SZ,电子-消费电子-消费电子零部件及组装
001896,33,001896.SZ,公用事业-电力-火电
688551,17,688551.SH,电力设备-其他电源设备-其他电源设备Ⅲ
300715,33,300715.SZ,建筑材料-建筑材料-其他建材
688186,17,688186.SH,电力设备-风电设备-风电零部件
600714,17,600714.SH,基础化工-化学原料-无机盐
601929,17,601929.SH,传媒-文化传媒-电视广播
688781,17,688781.SH,电子-光学光电子-面板
688798,17,688798.SH,电子-半导体-模拟芯片设计
688433,17,688433.SH,机械设备-通用设备-其他通用设备
600888,17,600888.SH,有色金属-工业金属-铝
301307,33,301307.SZ,通信-通信设备-通信网络设备及器件
000065,33,000065.SZ,建筑装饰-建筑装饰-专业工程
688603,17,688603.SH,电子-电子化学品-电子化学品Ⅲ
301291,33,301291.SZ,电力设备-电网设备-输变电设备
603226,17,603226.SH,轻工制造-家居用品-瓷砖地板
002859,33,002859.SZ,电子-其他电子-其他电子Ⅲ
920706,151,920706.BJ,机械设备-工程机械-工程机械Ⅲ
600330,17,600330.SH,电子-电子化学品-电子化学品Ⅲ
300162,33,300162.SZ,电子-光学光电子-LED
601231,17,601231.SH,电子-消费电子-消费电子零部件及组装
002531,33,002531.SZ,电力设备-风电设备-风电零部件
002534,33,002534.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
688141,17,688141.SH,电子-半导体-模拟芯片设计
002119,33,002119.SZ,电子-半导体-半导体材料
600203,17,600203.SH,电子-消费电子-消费电子零部件及组装
300661,33,300661.SZ,电子-半导体-模拟芯片设计
300132,33,300132.SZ,美容护理-美容护理-化妆品
300767,33,300767.SZ,基础化工-橡胶制品-其他橡胶制品
688120,17,688120.SH,电子-半导体-半导体设备
301099,33,301099.SZ,电子-其他电子-其他电子Ⅲ
600226,17,600226.SH,公用事业-电力-热力
000158,33,000158.SZ,计算机-IT服务-IT服务Ⅲ
920181,151,920181.BJ,电子-其他电子-其他电子Ⅲ
920981,151,920981.BJ,电子-元件-被动元件
002465,33,002465.SZ,国防军工-军工电子-军工电子Ⅲ
002049,33,002049.SZ,电子-半导体-数字芯片设计
688721,17,688721.SH,电子-半导体-半导体材料
603977,17,603977.SH,基础化工-化学制品-民爆用品
600459,17,600459.SH,有色金属-小金属-其他小金属
300349,33,300349.SZ,机械设备-通用设备-仪器仪表
002138,33,002138.SZ,电子-元件-被动元件
300219,33,300219.SZ,电子-光学光电子-LED
000415,33,000415.SZ,非银金融-多元金融-多元金融Ⅲ
300786,33,300786.SZ,环保-环保设备-环保设备Ⅲ
688315,17,688315.SH,医药生物-医疗服务-其他医疗服务
300394,33,300394.SZ,通信-通信设备-通信网络设备及器件
301369,33,301369.SZ,电子-半导体-半导体设备
300333,33,300333.SZ,计算机-计算机设备-其他计算机设备
300655,33,300655.SZ,电子-电子化学品-电子化学品Ⅲ
605259,17,605259.SH,机械设备-专用设备-其他专用设备
002845,33,002845.SZ,电子-光学光电子-面板
002860,33,002860.SZ,家用电器-白色家电-家电零部件
002753,33,002753.SZ,基础化工-橡胶制品-炭黑
300920,33,300920.SZ,基础化工-塑料制品-其他塑料制品
301458,33,301458.SZ,电子-元件-被动元件
300590,33,300590.SZ,通信-通信设备-通信终端及配件
301505,33,301505.SZ,建筑装饰-建筑装饰-工程咨询服务
920971,151,920971.BJ,基础化工-非金属材料-非金属材料Ⅲ
600460,17,600460.SH,电子-半导体-模拟芯片设计
301189,33,301189.SZ,电子-消费电子-品牌消费电子
600115,17,600115.SH,交通运输-机场航运-航空运输
002030,33,002030.SZ,医药生物-医疗器械-体外诊断
300212,33,300212.SZ,计算机-IT服务-IT服务Ⅲ
688109,17,688109.SH,计算机-软件开发-垂直应用软件
001319,33,001319.SZ,汽车-汽车零部件-车身附件及饰件
001314,33,001314.SZ,电子-消费电子-消费电子零部件及组装
301568,33,301568.SZ,机械设备-自动化设备-其他自动化设备
300420,33,300420.SZ,机械设备-通用设备-其他通用设备
601918,17,601918.SH,煤炭-煤炭开采加工-煤炭开采
688768,17,688768.SH,机械设备-通用设备-仪器仪表
688297,17,688297.SH,国防军工-军工装备-航空装备
301040,33,301040.SZ,电力设备-风电设备-风电零部件
300853,33,300853.SZ,机械设备-自动化设备-机器人
301512,33,301512.SZ,机械设备-自动化设备-其他自动化设备
688396,17,688396.SH,电子-半导体-集成电路制造
300319,33,300319.SZ,电子-元件-被动元件
688480,17,688480.SH,环保-环境治理-综合环境治理
920339,151,920339.BJ,电子-光学光电子-LED
688359,17,688359.SH,电子-电子化学品-电子化学品Ⅲ
688258,17,688258.SH,计算机-IT服务-IT服务Ⅲ
002222,33,002222.SZ,电子-光学光电子-光学元件
603186,17,603186.SH,电子-元件-印制电路板
002452,33,002452.SZ,电力设备-电网设备-输变电设备
000630,33,000630.SZ,有色金属-工业金属-铜
001289,33,001289.SZ,公用事业-电力-新能源发电
603012,17,603012.SH,机械设备-专用设备-能源及重型设备
300560,33,300560.SZ,通信-通信服务-通信工程及服务
002625,33,002625.SZ,国防军工-军工装备-航空装备
000767,33,000767.SZ,公用事业-电力-火电
603290,17,603290.SH,电子-半导体-分立器件
688138,17,688138.SH,电子-半导体-半导体材料
000733,33,000733.SZ,国防军工-军工电子-军工电子Ⅲ
688093,17,688093.SH,电子-其他电子-其他电子Ⅲ
300474,33,300474.SZ,国防军工-军工电子-军工电子Ⅲ
920198,151,920198.BJ,计算机-计算机设备-安防设备
300004,33,300004.SZ,机械设备-专用设备-其他专用设备
600936,17,600936.SH,计算机-IT服务-IT服务Ⅲ
605500,17,605500.SH,轻工制造-造纸-造纸Ⅲ
688257,17,688257.SH,机械设备-通用设备-金属制品
688708,17,688708.SH,国防军工-军工装备-航空装备
688699,17,688699.SH,电子-半导体-模拟芯片设计
000026,33,000026.SZ,纺织服饰-服装家纺-饰品
001360,33,001360.SZ,机械设备-专用设备-能源及重型设备
603223,17,603223.SH,石油石化-石油加工贸易-油品石化贸易
688019,17,688019.SH,电子-电子化学品-电子化学品Ⅲ
300666,33,300666.SZ,电子-半导体-半导体材料
301127,33,301127.SZ,环保-环境治理-水务及水治理
600667,17,600667.SH,建筑装饰-建筑装饰-工程咨询服务
002929,33,002929.SZ,通信-通信服务-通信工程及服务
688509,17,688509.SH,计算机-IT服务-IT服务Ⅲ
300047,33,300047.SZ,计算机-软件开发-垂直应用软件
300448,33,300448.SZ,计算机-IT服务-IT服务Ⅲ
000690,33,000690.SZ,公用事业-电力-火电
600508,17,600508.SH,煤炭-煤炭开采加工-煤炭开采
002916,33,002916.SZ,电子-元件-印制电路板
688030,17,688030.SH,计算机-软件开发-横向通用软件
603779,17,603779.SH,食品饮料-饮料制造-其他酒类
300842,33,300842.SZ,电力设备-光伏设备-光伏辅材
603206,17,603206.SH,通信-通信服务-通信工程及服务
300652,33,300652.SZ,汽车-汽车零部件-轮胎轮毂
000519,33,000519.SZ,国防军工-军工装备-地面兵装
300599,33,300599.SZ,建筑材料-建筑材料-管材
000778,33,000778.SZ,钢铁-钢铁-普钢
301267,33,301267.SZ,医药生物-医疗服务-医院
300285,33,300285.SZ,电子-电子化学品-电子化学品Ⅲ
000969,33,000969.SZ,有色金属-金属新材料-其他金属新材料
002733,33,002733.SZ,电力设备-电池-其他电池
603806,17,603806.SH,电力设备-光伏设备-光伏辅材
000403,33,000403.SZ,医药生物-生物制品-血液制品
301348,33,301348.SZ,电子-半导体-集成电路封测
002077,33,002077.SZ,电子-半导体-集成电路封测
600060,17,600060.SH,家用电器-黑色家电-彩电
688083,17,688083.SH,计算机-软件开发-垂直应用软件
688419,17,688419.SH,机械设备-专用设备-其他专用设备
001326,33,001326.SZ,电子-光学光电子-LED
688216,17,688216.SH,电子-半导体-集成电路封测
002357,33,002357.SZ,交通运输-公路铁路运输-公交
688595,17,688595.SH,电子-半导体-数字芯片设计
688041,17,688041.SH,电子-半导体-数字芯片设计
601699,17,601699.SH,煤炭-煤炭开采加工-煤炭开采
300054,33,300054.SZ,电子-电子化学品-电子化学品Ⅲ
301377,33,301377.SZ,机械设备-通用设备-金属制品
301371,33,301371.SZ,美容护理-美容护理-化妆品
300042,33,300042.SZ,计算机-计算机设备-其他计算机设备
600610,17,600610.SH,基础化工-化学原料-其他化学原料
300673,33,300673.SZ,农林牧渔-农产品加工-宠物食品
000682,33,000682.SZ,电力设备-电网设备-电气自控设备
002922,33,002922.SZ,电子-其他电子-其他电子Ⅲ
603228,17,603228.SH,电子-元件-印制电路板
688020,17,688020.SH,电子-电子化学品-电子化学品Ⅲ
600370,22,600370.SH,基础化工-化学纤维-涤纶
600021,17,600021.SH,公用事业-电力-火电
601636,17,601636.SH,建筑材料-建筑材料-玻璃玻纤
603992,17,603992.SH,轻工制造-家居用品-其他家居用品
603979,17,603979.SH,有色金属-工业金属-铜
300308,33,300308.SZ,通信-通信设备-通信网络设备及器件
688489,17,688489.SH,计算机-计算机设备-安防设备
688665,17,688665.SH,机械设备-通用设备-仪器仪表
688503,17,688503.SH,电力设备-光伏设备-光伏辅材
601101,17,601101.SH,煤炭-煤炭开采加工-煤炭开采
688147,17,688147.SH,电子-半导体-半导体设备
300910,33,300910.SZ,基础化工-化学制品-其他化学制品
300671,33,300671.SZ,电子-半导体-模拟芯片设计
688515,17,688515.SH,电子-半导体-模拟芯片设计
301217,33,301217.SZ,电力设备-电池-锂电池
301526,33,301526.SZ,建筑材料-建筑材料-玻璃玻纤
002323,33,002323.SZ,建筑装饰-建筑装饰-专业工程
301106,33,301106.SZ,电子-光学光电子-面板
603160,17,603160.SH,电子-半导体-模拟芯片设计
603650,17,603650.SH,基础化工-橡胶制品-其他橡胶制品
688090,17,688090.SH,机械设备-自动化设备-机器人
688562,17,688562.SH,计算机-软件开发-垂直应用软件
000016,33,000016.SZ,家用电器-白色家电-冰洗
688385,17,688385.SH,电子-半导体-数字芯片设计
002823,33,002823.SZ,电力设备-电机-电机Ⅲ
300617,33,300617.SZ,电力设备-电网设备-输变电设备
688392,17,688392.SH,电力设备-电池-锂电专用设备
300922,33,300922.SZ,国防军工-军工装备-地面兵装
300812,33,300812.SZ,电子-消费电子-消费电子零部件及组装
002779,33,002779.SZ,机械设备-专用设备-农用机械
688028,17,688028.SH,机械设备-通用设备-磨具磨料
688199,17,688199.SH,基础化工-化学制品-其他化学制品
002175,33,002175.SZ,机械设备-通用设备-仪器仪表
300604,33,300604.SZ,电子-半导体-半导体设备
688669,17,688669.SH,基础化工-塑料制品-改性塑料
301183,33,301183.SZ,电子-光学光电子-光学元件
688795,17,688795.SH,电子-半导体-数字芯片设计
001288,33,001288.SZ,机械设备-专用设备-能源及重型设备
002080,33,002080.SZ,建筑材料-建筑材料-玻璃玻纤
301030,33,301030.SZ,环保-环保设备-环保设备Ⅲ
002055,33,002055.SZ,电子-消费电子-消费电子零部件及组装
920438,151,920438.BJ,电子-光学光电子-光学元件
600730,22,600730.SH,社会服务-教育-教育Ⅲ
002856,33,002856.SZ,建筑装饰-建筑装饰-装饰园林
002581,33,002581.SZ,医药生物-生物制品-其他生物制品
002199,33,002199.SZ,电子-元件-被动元件
000711,33,000711.SZ,环保-环境治理-综合环境治理
601717,17,601717.SH,机械设备-专用设备-能源及重型设备
603517,22,603517.SH,食品饮料-食品加工制造-休闲食品
603021,22,603021.SH,轻工制造-家居用品-其他家居用品
600302,22,600302.SH,机械设备-专用设备-纺织服装设备
603272,22,603272.SH,轻工制造-家居用品-其他家居用品
301349,33,301349.SZ,电力设备-电池-电池化学品
600745,22,600745.SH,电子-半导体-分立器件
603595,22,603595.SH,电子-消费电子-消费电子零部件及组装
002691,33,002691.SZ,机械设备-专用设备-能源及重型设备
002667,33,002667.SZ,有色金属-能源金属-锂
600889,22,600889.SH,机械设备-通用设备-其他通用设备
300951,33,300951.SZ,电子-消费电子-消费电子零部件及组装
002207,33,002207.SZ,石油石化-油气开采及服务-油服工程
603378,22,603378.SH,建筑材料-建筑材料-其他建材
603020,17,603020.SH,基础化工-化学制品-食品及饲料添加剂
600735,22,600735.SH,纺织服饰-服装家纺-饰品
301205,33,301205.SZ,通信-通信设备-通信网络设备及器件
002514,33,002514.SZ,机械设备-通用设备-金属制品
600381,22,600381.SH,食品饮料-食品加工制造-其他食品
301555,33,301555.SZ,基础化工-塑料制品-合成树脂
002634,33,002634.SZ,纺织服饰-服装家纺-服装
688181,17,688181.SH,电子-光学光电子-面板
300429,33,300429.SZ,电子-电子化学品-电子化学品Ⅲ
600199,17,600199.SH,食品饮料-白酒-白酒Ⅲ
603725,17,603725.SH,轻工制造-家居用品-瓷砖地板
603678,17,603678.SH,国防军工-军工电子-军工电子Ⅲ
002329,33,002329.SZ,食品饮料-饮料制造-乳品
002706,33,002706.SZ,电力设备-电网设备-输变电设备
000960,33,000960.SZ,有色金属-小金属-其他小金属
688230,17,688230.SH,电子-半导体-分立器件
603677,17,603677.SH,家用电器-白色家电-家电零部件
601566,17,601566.SH,纺织服饰-服装家纺-服装
000056,33,000056.SZ,商贸零售-零售-商业物业经营
300215,33,300215.SZ,社会服务-其他社会服务-专业服务
920139,151,920139.BJ,电子-半导体-集成电路封测
600029,17,600029.SH,交通运输-机场航运-航空运输
688456,17,688456.SH,有色金属-金属新材料-其他金属新材料
002617,33,002617.SZ,公用事业-电力-新能源发电
688586,17,688586.SH,国防军工-军工装备-航空装备
603093,17,603093.SH,非银金融-多元金融-多元金融Ⅲ
601138,17,601138.SH,电子-消费电子-消费电子零部件及组装
600699,17,600699.SH,汽车-汽车零部件-汽车电子电气系统
300327,33,300327.SZ,电子-半导体-数字芯片设计
603578,17,603578.SH,家用电器-白色家电-家电零部件
600293,17,600293.SH,建筑材料-建筑材料-玻璃玻纤
002487,33,002487.SZ,电力设备-风电设备-风电零部件
002677,33,002677.SZ,家用电器-厨卫电器-厨卫电器Ⅲ
002145,33,002145.SZ,基础化工-化学原料-钛白粉
600266,17,600266.SH,房地产-房地产-住宅开发
300493,33,300493.SZ,电子-其他电子-其他电子Ⅲ
002762,33,002762.SZ,纺织服饰-服装家纺-服装
603232,17,603232.SH,计算机-软件开发-横向通用软件
600529,17,600529.SH,医药生物-医疗器械-医疗耗材
605018,17,605018.SH,汽车-汽车零部件-其他汽车零部件
688150,17,688150.SH,电子-电子化学品-电子化学品Ⅲ
300458,33,300458.SZ,电子-半导体-数字芯片设计
