所属同花顺行业,market_code,股票代码,code
电子-元件-印制电路板,33,002916.SZ,002916
电力设备-电网设备-输变电设备,17,603045.SH,603045
电子-消费电子-品牌消费电子,33,300866.SZ,300866
基础化工-农化制品-农药,33,300804.SZ,300804
电力设备-电机-电机Ⅲ,17,603728.SH,603728
基础化工-塑料制品-改性塑料,33,300995.SZ,300995
机械设备-通用设备-金属制品,33,002164.SZ,002164
电力设备-电机-电机Ⅲ,33,002196.SZ,002196
汽车-汽车零部件-汽车电子电气系统,17,600699.SH,600699
基础化工-塑料制品-其他塑料制品,33,300539.SZ,300539
机械设备-自动化设备-工控设备,33,301510.SZ,301510
医药生物-化学制药-化学制剂,17,688658.SH,688658
机械设备-专用设备-其他专用设备,33,002031.SZ,002031
汽车-汽车零部件-车身附件及饰件,33,301398.SZ,301398
计算机-计算机设备-其他计算机设备,33,300455.SZ,300455
国防军工-军工电子-军工电子Ⅲ,17,688552.SH,688552
医药生物-化学制药-化学制剂,33,002422.SZ,002422
机械设备-自动化设备-工控设备,33,300278.SZ,300278
机械设备-专用设备-其他专用设备,33,300151.SZ,300151
电子-电子化学品-电子化学品Ⅲ,17,688020.SH,688020
纺织服饰-纺织制造-棉纺,17,600493.SH,600493
国防军工-军工装备-航空装备,17,605123.SH,605123
基础化工-塑料制品-合成树脂,17,688585.SH,688585
机械设备-通用设备-其他通用设备,33,301028.SZ,301028
机械设备-自动化设备-工控设备,17,603583.SH,603583
汽车-汽车零部件-其他汽车零部件,151,920247.BJ,920247
电力设备-光伏设备-光伏电池组件,33,002056.SZ,002056
国防军工-军工装备-地面兵装,33,300922.SZ,300922
汽车-汽车零部件-其他汽车零部件,33,000887.SZ,000887
电子-消费电子-消费电子零部件及组装,33,002139.SZ,002139
电力设备-电网设备-输变电设备,151,920111.BJ,920111
汽车-汽车零部件-轮胎轮毂,33,300652.SZ,300652
汽车-汽车零部件-底盘与发动机系统,17,603121.SH,603121
医药生物-医疗器械-医疗设备,33,300246.SZ,300246
建筑装饰-建筑装饰-装饰园林,17,605178.SH,605178
电子-消费电子-消费电子零部件及组装,33,301067.SZ,301067
有色金属-工业金属-铜,17,601168.SH,601168
电子-电子化学品-电子化学品Ⅲ,33,300684.SZ,300684
汽车-汽车零部件-汽车电子电气系统,33,300681.SZ,300681
纺织服饰-纺织制造-其他纺织,17,603055.SH,603055
医药生物-化学制药-原料药,17,603351.SH,603351
汽车-汽车零部件-其他汽车零部件,151,920720.BJ,920720
有色金属-小金属-其他小金属,33,300328.SZ,300328
机械设备-通用设备-金属制品,17,600992.SH,600992
汽车-汽车零部件-底盘与发动机系统,33,000678.SZ,000678
医药生物-医疗器械-医疗耗材,33,301234.SZ,301234
家用电器-小家电-小家电Ⅲ,17,605555.SH,605555
电力设备-电池-锂电池,33,301210.SZ,301210
汽车-汽车零部件-其他汽车零部件,33,301022.SZ,301022
机械设备-自动化设备-其他自动化设备,33,301512.SZ,301512
轻工制造-造纸-造纸Ⅲ,17,603863.SH,603863
国防军工-军工电子-军工电子Ⅲ,33,002465.SZ,002465
机械设备-专用设备-纺织服装设备,17,603337.SH,603337
电子-元件-印制电路板,33,002552.SZ,002552
机械设备-工程机械-工程机械Ⅲ,17,600761.SH,600761
机械设备-通用设备-其他通用设备,33,301125.SZ,301125
家用电器-小家电-小家电Ⅲ,17,603486.SH,603486
汽车-汽车零部件-其他汽车零部件,33,002997.SZ,002997
汽车-汽车零部件-车身附件及饰件,151,920690.BJ,920690
汽车-汽车零部件-汽车电子电气系统,33,002920.SZ,002920
电力设备-电机-电机Ⅲ,33,002892.SZ,002892
汽车-汽车零部件-底盘与发动机系统,33,301550.SZ,301550
汽车-汽车零部件-底盘与发动机系统,17,603305.SH,603305
轻工制造-家居用品-定制家居,17,603180.SH,603180
基础化工-塑料制品-改性塑料,33,300644.SZ,300644
汽车-汽车零部件-底盘与发动机系统,33,000338.SZ,000338
电子-元件-印制电路板,17,688183.SH,688183
电子-半导体-数字芯片设计,17,688416.SH,688416
基础化工-塑料制品-改性塑料,17,688669.SH,688669
机械设备-通用设备-仪器仪表,17,688808.SH,688808
农林牧渔-养殖业-其他养殖,33,300313.SZ,300313
汽车-汽车零部件-底盘与发动机系统,33,002284.SZ,002284
电子-消费电子-消费电子零部件及组装,17,601231.SH,601231
有色金属-贵金属-贵金属Ⅲ,17,600489.SH,600489
轻工制造-家居用品-瓷砖地板,17,600499.SH,600499
汽车-汽车零部件-底盘与发动机系统,17,603767.SH,603767
建筑材料-建筑材料-水泥,17,600449.SH,600449
机械设备-自动化设备-工控设备,17,688570.SH,688570
医药生物-生物制品-其他生物制品,17,603087.SH,603087
机械设备-专用设备-印刷包装机械,33,301138.SZ,301138
电力设备-风电设备-风电零部件,151,920200.BJ,920200
国防军工-军工电子-军工电子Ⅲ,17,600562.SH,600562
机械设备-专用设备-其他专用设备,33,002595.SZ,002595
机械设备-通用设备-其他通用设备,33,300992.SZ,300992
机械设备-自动化设备-工控设备,17,605288.SH,605288
基础化工-塑料制品-改性塑料,151,920469.BJ,920469
计算机-IT服务-IT服务Ⅲ,151,920790.BJ,920790
医药生物-化学制药-原料药,33,300765.SZ,300765
计算机-计算机设备-其他计算机设备,17,688208.SH,688208
国防军工-军工电子-军工电子Ⅲ,22,688053.SH,688053
国防军工-军工装备-航天装备,17,600879.SH,600879
基础化工-化学制品-其他化学制品,33,301076.SZ,301076
电子-消费电子-消费电子零部件及组装,33,300679.SZ,300679
电力设备-电机-电机Ⅲ,33,002801.SZ,002801
电力设备-电池-锂电专用设备,17,603032.SH,603032
汽车-汽车零部件-底盘与发动机系统,33,300258.SZ,300258
电子-消费电子-品牌消费电子,17,688036.SH,688036
建筑装饰-建筑装饰-专业工程,17,605598.SH,605598
机械设备-专用设备-其他专用设备,151,920026.BJ,920026
机械设备-自动化设备-工控设备,33,002527.SZ,002527
国防军工-军工装备-航空装备,33,300775.SZ,300775
纺织服饰-纺织制造-棉纺,33,000850.SZ,000850
汽车-汽车零部件-底盘与发动机系统,33,002553.SZ,002553
汽车-汽车零部件-底盘与发动机系统,33,002448.SZ,002448
机械设备-通用设备-仪器仪表,151,920407.BJ,920407
医药生物-医疗器械-医疗耗材,33,301033.SZ,301033
轻工制造-包装印刷-印刷,33,002599.SZ,002599
计算机-计算机设备-其他计算机设备,33,300508.SZ,300508
建筑装饰-建筑装饰-工程咨询服务,33,300778.SZ,300778
汽车-汽车零部件-其他汽车零部件,17,603768.SH,603768
基础化工-塑料制品-其他塑料制品,33,300218.SZ,300218
轻工制造-家居用品-瓷砖地板,17,603221.SH,603221
机械设备-专用设备-能源及重型设备,33,300095.SZ,300095
机械设备-通用设备-其他通用设备,17,603331.SH,603331
环保-环境治理-固废治理,33,002266.SZ,002266
煤炭-煤炭开采加工-煤炭开采,17,600546.SH,600546
医药生物-化学制药-化学制剂,17,688382.SH,688382
电子-光学光电子-LED,33,300102.SZ,300102
通信-通信设备-通信终端及配件,33,002313.SZ,002313
机械设备-通用设备-其他通用设备,33,301353.SZ,301353
电力设备-电网设备-线缆部件及其他,33,002276.SZ,002276
国防军工-军工装备-航海装备,17,600685.SH,600685
医药生物-医疗器械-体外诊断,151,920009.BJ,920009
国防军工-军工电子-军工电子Ⅲ,33,301517.SZ,301517
电子-半导体-分立器件,17,600360.SH,600360
国防军工-军工装备-航空装备,17,600893.SH,600893
电子-光学光电子-LED,17,603685.SH,603685
国防军工-军工装备-航空装备,33,300699.SZ,300699
机械设备-专用设备-能源及重型设备,17,603135.SH,603135
汽车-汽车零部件-车身附件及饰件,151,920663.BJ,920663
商贸零售-零售-百货零售,17,600712.SH,600712
电力设备-电网设备-电气自控设备,17,688597.SH,688597
电子-元件-印制电路板,33,301282.SZ,301282
汽车-汽车零部件-底盘与发动机系统,33,301229.SZ,301229
医药生物-医疗器械-医疗耗材,17,603880.SH,603880
机械设备-自动化设备-机器人,17,688090.SH,688090
纺织服饰-服装家纺-服装,33,301276.SZ,301276
机械设备-自动化设备-激光设备,22,688646.SH,688646
汽车-汽车零部件-底盘与发动机系统,33,300611.SZ,300611
机械设备-通用设备-制冷空调设备,33,301043.SZ,301043
机械设备-专用设备-农用机械,33,301260.SZ,301260
国防军工-军工装备-航天装备,17,600118.SH,600118
医药生物-医疗器械-医疗设备,33,300049.SZ,300049
机械设备-专用设备-其他专用设备,17,688531.SH,688531
汽车-汽车整车-乘用车,33,002594.SZ,002594
汽车-汽车零部件-车身附件及饰件,17,600081.SH,600081
电子-消费电子-消费电子零部件及组装,17,600203.SH,600203
计算机-计算机设备-安防设备,33,300884.SZ,300884
电子-半导体-数字芯片设计,17,688279.SH,688279
汽车-汽车零部件-车身附件及饰件,33,300978.SZ,300978
汽车-汽车零部件-车身附件及饰件,151,920906.BJ,920906
机械设备-自动化设备-工控设备,151,920405.BJ,920405
汽车-汽车零部件-汽车电子电气系统,17,603179.SH,603179
医药生物-医疗服务-医疗研发外包,17,688238.SH,688238
电子-消费电子-消费电子零部件及组装,33,002475.SZ,002475
电子-元件-印制电路板,17,600183.SH,600183
汽车-汽车零部件-底盘与发动机系统,151,920378.BJ,920378
电子-半导体-半导体设备,17,688729.SH,688729
社会服务-其他社会服务-专业服务,33,301228.SZ,301228
汽车-汽车零部件-汽车电子电气系统,33,002454.SZ,002454
汽车-汽车零部件-汽车电子电气系统,33,000901.SZ,000901
国防军工-军工装备-航空装备,17,688685.SH,688685
有色金属-贵金属-贵金属Ⅲ,17,601899.SH,601899
电力设备-电机-电机Ⅲ,17,603320.SH,603320
汽车-汽车零部件-底盘与发动机系统,151,920896.BJ,920896
机械设备-通用设备-仪器仪表,17,688112.SH,688112
机械设备-专用设备-农用机械,33,300879.SZ,300879
电力设备-风电设备-风电整机,17,601615.SH,601615
电力设备-电网设备-输变电设备,17,603829.SH,603829
纺织服饰-服装家纺-饰品,33,002345.SZ,002345
纺织服饰-服装家纺-服装,33,002154.SZ,002154
国防军工-军工装备-航空装备,17,688239.SH,688239
机械设备-通用设备-仪器仪表,33,300466.SZ,300466
商贸零售-互联网电商-互联网电商Ⅲ,17,603613.SH,603613
机械设备-通用设备-金属制品,33,002931.SZ,002931
医药生物-医疗器械-体外诊断,17,688399.SH,688399
轻工制造-造纸-造纸Ⅲ,17,603284.SH,603284
医药生物-生物制品-其他生物制品,17,688331.SH,688331
汽车-汽车零部件-底盘与发动机系统,17,603009.SH,603009
国防军工-军工装备-航空装备,33,300034.SZ,300034
电力设备-电网设备-线缆部件及其他,17,603530.SH,603530
机械设备-通用设备-仪器仪表,151,920035.BJ,920035
基础化工-非金属材料-非金属材料Ⅲ,33,001296.SZ,001296
有色金属-贵金属-贵金属Ⅲ,33,002155.SZ,002155
机械设备-通用设备-其他通用设备,17,688360.SH,688360
国防军工-军工电子-军工电子Ⅲ,33,002383.SZ,002383
汽车-汽车零部件-底盘与发动机系统,33,002708.SZ,002708
机械设备-专用设备-农用机械,17,601038.SH,601038
机械设备-自动化设备-机器人,17,688290.SH,688290
食品饮料-食品加工制造-其他食品,17,603262.SH,603262
房地产-房地产-住宅开发,33,000514.SZ,000514
汽车-汽车零部件-车身附件及饰件,151,920270.BJ,920270
国防军工-军工装备-航空装备,33,300581.SZ,300581
电子-光学光电子-LED,33,001326.SZ,001326
国防军工-军工装备-航海装备,33,300008.SZ,300008
建筑材料-建筑材料-玻璃玻纤,17,603601.SH,603601
机械设备-自动化设备-工控设备,33,300124.SZ,300124
国防军工-军工装备-航空装备,33,002625.SZ,002625
电子-消费电子-消费电子零部件及组装,33,301182.SZ,301182
综合-综合-综合Ⅲ,33,002420.SZ,002420
机械设备-通用设备-仪器仪表,33,301528.SZ,301528
汽车-汽车零部件-其他汽车零部件,17,603109.SH,603109
国防军工-军工电子-军工电子Ⅲ,33,300762.SZ,300762
机械设备-专用设备-其他专用设备,17,603956.SH,603956
国防军工-军工装备-航空装备,17,688070.SH,688070
汽车-汽车零部件-汽车电子电气系统,17,605333.SH,605333
农林牧渔-农产品加工-其他农产品加工,33,300138.SZ,300138
计算机-IT服务-IT服务Ⅲ,33,300536.SZ,300536
国防军工-军工装备-航空装备,33,002985.SZ,002985
医药生物-生物制品-其他生物制品,17,688180.SH,688180
汽车-汽车零部件-底盘与发动机系统,33,002126.SZ,002126
机械设备-专用设备-纺织服装设备,33,003036.SZ,003036
公用事业-电力-热力,17,605011.SH,605011
电子-元件-被动元件,33,300460.SZ,300460
农林牧渔-农产品加工-其他农产品加工,33,002286.SZ,002286
国防军工-军工装备-航空装备,33,000561.SZ,000561
汽车-汽车零部件-底盘与发动机系统,33,301170.SZ,301170
电子-消费电子-消费电子零部件及组装,33,301383.SZ,301383
医药生物-生物制品-其他生物制品,33,000534.SZ,000534
电子-光学光电子-LED,33,002137.SZ,002137
家用电器-白色家电-家电零部件,33,301008.SZ,301008
