market_code,股票代码,所属同花顺行业,code
17,600188.SH,煤炭-煤炭开采加工-煤炭开采,600188
17,600660.SH,汽车-汽车零部件-车身附件及饰件,600660
33,301027.SZ,建筑装饰-建筑装饰-工程咨询服务,301027
17,688626.SH,医药生物-医疗器械-医疗设备,688626
151,920178.BJ,机械设备-自动化设备-其他自动化设备,920178
33,301252.SZ,机械设备-通用设备-制冷空调设备,301252
17,603496.SH,计算机-计算机设备-其他计算机设备,603496
33,300091.SZ,机械设备-通用设备-其他通用设备,300091
33,000552.SZ,煤炭-煤炭开采加工-煤炭开采,000552
17,600562.SH,国防军工-军工电子-军工电子Ⅲ,600562
17,601900.SH,传媒-文化传媒-出版,601900
33,300190.SZ,环保-环境治理-综合环境治理,300190
17,601058.SH,汽车-汽车零部件-轮胎轮毂,601058
17,600482.SH,电力设备-其他电源设备-其他电源设备Ⅲ,600482
33,300400.SZ,机械设备-自动化设备-其他自动化设备,300400
33,300531.SZ,计算机-计算机设备-其他计算机设备,300531
17,688123.SH,电子-半导体-数字芯片设计,688123
33,002173.SZ,医药生物-医疗服务-医院,002173
33,002979.SZ,机械设备-自动化设备-机器人,002979
33,300083.SZ,机械设备-通用设备-机床工具,300083
33,002948.SZ,银行-银行-城商行,002948
17,600057.SH,交通运输-物流-物流Ⅲ,600057
33,300131.SZ,电子-其他电子-其他电子Ⅲ,300131
17,600346.SH,石油石化-石油加工贸易-石油加工,600346
151,920970.BJ,基础化工-化学制品-食品及饲料添加剂,920970
17,600116.SH,公用事业-电力-电能综合服务,600116
17,603130.SH,纺织服饰-纺织制造-其他纺织,603130
33,301019.SZ,基础化工-塑料制品-其他塑料制品,301019
17,603766.SH,汽车-汽车服务及其他-其他运输设备,603766
33,300498.SZ,农林牧渔-养殖业-生猪养殖,300498
17,601126.SH,电力设备-电网设备-电气自控设备,601126
33,300889.SZ,电子-光学光电子-LED,300889
33,000338.SZ,汽车-汽车零部件-底盘与发动机系统,000338
17,688057.SH,环保-环境治理-水务及水治理,688057
33,300668.SZ,社会服务-其他社会服务-专业服务,300668
33,300179.SZ,机械设备-通用设备-磨具磨料,300179
33,301333.SZ,医药生物-医疗服务-医疗研发外包,301333
33,000977.SZ,计算机-计算机设备-其他计算机设备,000977
17,600123.SH,煤炭-煤炭开采加工-煤炭开采,600123
33,002493.SZ,石油石化-石油加工贸易-石油加工,002493
17,603725.SH,轻工制造-家居用品-瓷砖地板,603725
33,002980.SZ,电力设备-电网设备-电气自控设备,002980
33,000719.SZ,传媒-文化传媒-出版,000719
17,688479.SH,计算机-软件开发-垂直应用软件,688479
33,002205.SZ,建筑材料-建筑材料-水泥,002205
33,300204.SZ,医药生物-化学制药-化学制剂,300204
33,000059.SZ,石油石化-石油加工贸易-石油加工,000059
17,603285.SH,基础化工-化学制品-其他化学制品,603285
33,300561.SZ,计算机-软件开发-垂直应用软件,300561
17,601666.SH,煤炭-煤炭开采加工-煤炭开采,601666
22,600370.SH,基础化工-化学纤维-涤纶,600370
33,301607.SZ,汽车-汽车零部件-汽车电子电气系统,301607
17,688719.SH,电力设备-其他电源设备-其他电源设备Ⅲ,688719
17,603110.SH,基础化工-化学制品-涂料油墨,603110
17,603217.SH,基础化工-化学制品-其他化学制品,603217
33,002714.SZ,农林牧渔-养殖业-生猪养殖,002714
17,603049.SH,汽车-汽车零部件-轮胎轮毂,603049
17,688652.SH,电子-半导体-半导体设备,688652
17,603303.SH,电子-光学光电子-LED,603303
17,600645.SH,医药生物-医疗器械-体外诊断,600645
17,688520.SH,医药生物-生物制品-其他生物制品,688520
17,600846.SH,建筑装饰-建筑装饰-工程咨询服务,600846
17,603590.SH,医药生物-生物制品-其他生物制品,603590
33,000566.SZ,医药生物-化学制药-化学制剂,000566
33,002468.SZ,交通运输-物流-物流Ⅲ,002468
17,688147.SH,电子-半导体-半导体设备,688147
33,001896.SZ,公用事业-电力-火电,001896
33,002602.SZ,传媒-游戏-游戏Ⅲ,002602
33,002440.SZ,基础化工-化学制品-纺织化学用品,002440
17,600584.SH,电子-半导体-集成电路封测,600584
33,300694.SZ,汽车-汽车零部件-底盘与发动机系统,300694
17,600623.SH,基础化工-化学原料-煤化工,600623
17,600216.SH,医药生物-化学制药-原料药,600216
17,688130.SH,电子-半导体-模拟芯片设计,688130
33,000415.SZ,非银金融-多元金融-多元金融Ⅲ,000415
33,300027.SZ,传媒-影视院线-影视院线Ⅲ,300027
17,603456.SH,医药生物-医疗服务-医疗研发外包,603456
17,600426.SH,基础化工-农化制品-氮肥,600426
17,601702.SH,有色金属-工业金属-铝,601702
17,688107.SH,电子-半导体-数字芯片设计,688107
33,002157.SZ,农林牧渔-养殖业-生猪养殖,002157
33,300990.SZ,机械设备-通用设备-制冷空调设备,300990
151,920119.BJ,电力设备-电池-锂电专用设备,920119
17,603339.SH,机械设备-通用设备-金属制品,603339
33,301202.SZ,通信-通信设备-其他通信设备,301202
151,920566.BJ,医药生物-化学制药-化学制剂,920566
151,920218.BJ,轻工制造-家居用品-其他家居用品,920218
33,000070.SZ,通信-通信设备-通信线缆及配套,000070
33,000521.SZ,家用电器-白色家电-冰洗,000521
33,002545.SZ,基础化工-农化制品-钾肥,002545
33,000403.SZ,医药生物-生物制品-血液制品,000403
17,601916.SH,银行-银行-股份制银行,601916
17,600488.SH,医药生物-化学制药-化学制剂,600488
17,688037.SH,电子-半导体-半导体设备,688037
33,300813.SZ,机械设备-专用设备-其他专用设备,300813
17,600153.SH,交通运输-物流-物流Ⅲ,600153
33,300618.SZ,有色金属-能源金属-钴,300618
17,600928.SH,银行-银行-城商行,600928
17,688265.SH,医药生物-医疗服务-医疗研发外包,688265
33,002216.SZ,食品饮料-食品加工制造-预加工食品,002216
17,603203.SH,机械设备-自动化设备-工控设备,603203
33,002773.SZ,医药生物-生物制品-其他生物制品,002773
33,301381.SZ,商贸零售-互联网电商-互联网电商Ⅲ,301381
33,300486.SZ,机械设备-自动化设备-其他自动化设备,300486
33,002458.SZ,农林牧渔-养殖业-肉鸡养殖,002458
151,920012.BJ,电子-半导体-半导体材料,920012
33,002567.SZ,农林牧渔-农产品加工-畜禽饲料,002567
151,920802.BJ,环保-环保设备-环保设备Ⅲ,920802
17,600276.SH,医药生物-化学制药-化学制剂,600276
33,000703.SZ,基础化工-化学纤维-涤纶,000703
17,603399.SH,有色金属-能源金属-锂,603399
33,301151.SZ,机械设备-通用设备-金属制品,301151
33,001331.SZ,公用事业-燃气-燃气Ⅲ,001331
33,000908.SZ,医药生物-化学制药-化学制剂,000908
33,301095.SZ,计算机-软件开发-垂直应用软件,301095
17,600376.SH,房地产-房地产-住宅开发,600376
33,300347.SZ,医药生物-医疗服务-医疗研发外包,300347
17,688041.SH,电子-半导体-数字芯片设计,688041
17,603363.SH,农林牧渔-农产品加工-畜禽饲料,603363
33,002100.SZ,农林牧渔-农产品加工-畜禽饲料,002100
33,300759.SZ,医药生物-医疗服务-医疗研发外包,300759
33,300577.SZ,纺织服饰-服装家纺-鞋帽及其他,300577
17,688378.SH,电子-电子化学品-电子化学品Ⅲ,688378
17,603871.SH,交通运输-物流-物流Ⅲ,603871
17,688262.SH,电子-半导体-数字芯片设计,688262
17,688607.SH,医药生物-医疗器械-医疗设备,688607
33,300541.SZ,计算机-IT服务-IT服务Ⅲ,300541
33,300388.SZ,环保-环境治理-水务及水治理,300388
33,002880.SZ,医药生物-生物制品-血液制品,002880
33,002249.SZ,电力设备-电机-电机Ⅲ,002249
17,688352.SH,电子-半导体-集成电路封测,688352
33,000404.SZ,家用电器-白色家电-家电零部件,000404
33,301040.SZ,电力设备-风电设备-风电零部件,301040
33,000736.SZ,房地产-房地产-房地产服务,000736
33,002840.SZ,食品饮料-食品加工制造-肉制品,002840
33,001298.SZ,电子-其他电子-其他电子Ⅲ,001298
17,600348.SH,煤炭-煤炭开采加工-煤炭开采,600348
33,002557.SZ,食品饮料-食品加工制造-休闲食品,002557
17,688676.SH,电力设备-电网设备-输变电设备,688676
33,000056.SZ,商贸零售-零售-商业物业经营,000056
33,300761.SZ,农林牧渔-养殖业-肉鸡养殖,300761
17,601872.SH,交通运输-港口航运-航运,601872
17,600075.SH,基础化工-化学原料-氯碱,600075
17,600007.SH,房地产-房地产-商业地产,600007
33,002889.SZ,交通运输-物流-物流Ⅲ,002889
17,600267.SH,医药生物-化学制药-化学制剂,600267
33,002127.SZ,商贸零售-互联网电商-互联网电商Ⅲ,002127
17,600960.SH,汽车-汽车零部件-底盘与发动机系统,600960
17,603190.SH,汽车-汽车零部件-其他汽车零部件,603190
17,600603.SH,交通运输-物流-物流Ⅲ,600603
17,688712.SH,医药生物-医疗器械-医疗耗材,688712
33,002028.SZ,电力设备-电网设备-输变电设备,002028
33,300649.SZ,建筑装饰-建筑装饰-装饰园林,300649
33,002311.SZ,农林牧渔-农产品加工-水产饲料,002311
17,600352.SH,基础化工-化学制品-纺织化学用品,600352
17,600682.SH,综合-综合-综合Ⅲ,600682
17,601001.SH,煤炭-煤炭开采加工-煤炭开采,601001
33,300961.SZ,环保-环境治理-水务及水治理,300961
17,600757.SH,传媒-文化传媒-出版,600757
33,300735.SZ,电子-消费电子-消费电子零部件及组装,300735
17,688222.SH,医药生物-医疗服务-医疗研发外包,688222
33,301257.SZ,医药生物-医疗服务-医疗研发外包,301257
33,000880.SZ,机械设备-通用设备-其他通用设备,000880
33,300733.SZ,汽车-汽车零部件-底盘与发动机系统,300733
33,002078.SZ,轻工制造-造纸-造纸Ⅲ,002078
33,300656.SZ,电子-其他电子-其他电子Ⅲ,300656
17,600566.SH,医药生物-中药-中药Ⅲ,600566
17,601083.SH,交通运输-港口航运-航运,601083
33,000028.SZ,医药生物-医药商业-医药流通,000028
33,301630.SZ,电子-电子化学品-电子化学品Ⅲ,301630
17,603629.SH,计算机-IT服务-IT服务Ⅲ,603629
33,301365.SZ,建筑装饰-建筑装饰-工程咨询服务,301365
33,300643.SZ,汽车-汽车零部件-其他汽车零部件,300643
17,603568.SH,环保-环境治理-固废治理,603568
17,688235.SH,医药生物-化学制药-化学制剂,688235
17,601598.SH,交通运输-物流-物流Ⅲ,601598
33,000937.SZ,煤炭-煤炭开采加工-煤炭开采,000937
33,002126.SZ,汽车-汽车零部件-底盘与发动机系统,002126
33,000589.SZ,汽车-汽车零部件-轮胎轮毂,000589
17,688309.SH,环保-环保设备-环保设备Ⅲ,688309
33,002752.SZ,轻工制造-包装印刷-包装,002752
33,002233.SZ,建筑材料-建筑材料-水泥,002233
17,601233.SH,基础化工-化学纤维-涤纶,601233
17,601825.SH,银行-银行-农商行,601825
33,000677.SZ,基础化工-化学纤维-粘胶,000677
17,603345.SH,食品饮料-食品加工制造-预加工食品,603345
33,002837.SZ,机械设备-专用设备-其他专用设备,002837
17,600256.SH,煤炭-煤炭开采加工-煤炭开采,600256
33,300043.SZ,传媒-游戏-游戏Ⅲ,300043
33,000062.SZ,电子-其他电子-其他电子Ⅲ,000062
17,605008.SH,基础化工-塑料制品-其他塑料制品,605008
17,605296.SH,农林牧渔-养殖业-生猪养殖,605296
17,603158.SH,汽车-汽车零部件-底盘与发动机系统,603158
17,688048.SH,电子-半导体-分立器件,688048
33,002940.SZ,医药生物-化学制药-化学制剂,002940
33,300050.SZ,通信-通信服务-通信工程及服务,300050
33,002001.SZ,医药生物-化学制药-原料药,002001
151,920017.BJ,医药生物-化学制药-化学制剂,920017
33,001396.SZ,社会服务-其他社会服务-专业服务,001396
17,605589.SH,基础化工-塑料制品-合成树脂,605589
33,002956.SZ,食品饮料-食品加工制造-休闲食品,002956
151,920656.BJ,医药生物-化学制药-原料药,920656
33,301369.SZ,电子-半导体-半导体设备,301369
17,603198.SH,食品饮料-白酒-白酒Ⅲ,603198
33,300021.SZ,农林牧渔-种植业与林业-农业综合,300021
33,300745.SZ,汽车-汽车零部件-汽车电子电气系统,300745
17,600975.SH,农林牧渔-养殖业-生猪养殖,600975
33,002377.SZ,石油石化-石油加工贸易-石油加工,002377
17,603530.SH,电力设备-电网设备-线缆部件及其他,603530
17,600201.SH,农林牧渔-养殖业-动物保健,600201
17,600469.SH,汽车-汽车零部件-轮胎轮毂,600469
33,002884.SZ,机械设备-通用设备-其他通用设备,002884
33,002734.SZ,基础化工-农化制品-农药,002734
33,002839.SZ,银行-银行-农商行,002839
17,600298.SH,食品饮料-食品加工制造-调味发酵品,600298
17,600708.SH,房地产-房地产-住宅开发,600708
17,605255.SH,汽车-汽车零部件-底盘与发动机系统,605255
17,601163.SH,汽车-汽车零部件-轮胎轮毂,601163
17,603880.SH,医药生物-医疗器械-医疗耗材,603880
33,002179.SZ,国防军工-军工电子-军工电子Ⅲ,002179
17,600803.SH,公用事业-燃气-燃气Ⅲ,600803
17,600196.SH,医药生物-化学制药-化学制剂,600196
33,000983.SZ,煤炭-煤炭开采加工-煤炭开采,000983
17,603296.SH,电子-消费电子-消费电子零部件及组装,603296
33,300829.SZ,基础化工-化学制品-食品及饲料添加剂,300829
33,300592.SZ,商贸零售-互联网电商-互联网电商Ⅲ,300592
33,301363.SZ,医药生物-医疗器械-医疗设备,301363
33,002301.SZ,轻工制造-家居用品-文娱用品,002301
33,300013.SZ,交通运输-物流-物流Ⅲ,300013
33,300257.SZ,机械设备-通用设备-其他通用设备,300257
17,600593.SH,社会服务-旅游及酒店-人工景点,600593
33,300593.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,300593
33,000520.SZ,交通运输-港口航运-航运,000520
33,300199.SZ,医药生物-化学制药-原料药,300199
17,603967.SH,交通运输-物流-物流Ⅲ,603967
33,002027.SZ,传媒-文化传媒-广告营销,002027
33,000034.SZ,计算机-IT服务-IT服务Ⅲ,000034
33,002965.SZ,汽车-汽车零部件-其他汽车零部件,002965
33,301071.SZ,基础化工-非金属材料-非金属材料Ⅲ,301071
17,601963.SH,银行-银行-城商行,601963
33,300617.SZ,电力设备-电网设备-输变电设备,300617
33,000779.SZ,建筑装饰-建筑装饰-工程咨询服务,000779
17,601788.SH,非银金融-证券-证券Ⅲ,601788
17,601827.SH,环保-环境治理-固废治理,601827
17,601699.SH,煤炭-煤炭开采加工-煤炭开采,601699
33,301199.SZ,机械设备-自动化设备-机器人,301199
17,600012.SH,交通运输-公路铁路运输-高速公路,600012
17,600283.SH,环保-环境治理-水务及水治理,600283
17,603308.SH,机械设备-通用设备-金属制品,603308
17,600966.SH,轻工制造-造纸-造纸Ⅲ,600966
17,601677.SH,有色金属-工业金属-铝,601677
33,002261.SZ,计算机-软件开发-垂直应用软件,002261
33,002701.SZ,轻工制造-包装印刷-包装,002701
33,301059.SZ,美容护理-美容护理-个护用品,301059
33,000639.SZ,食品饮料-食品加工制造-其他食品,000639
33,301051.SZ,电子-消费电子-消费电子零部件及组装,301051
33,002807.SZ,银行-银行-农商行,002807
33,300884.SZ,计算机-计算机设备-安防设备,300884
17,605228.SH,汽车-汽车零部件-车身附件及饰件,605228
33,002418.SZ,家用电器-白色家电-家电零部件,002418
