所属同花顺行业,股票代码,market_code,code
基础化工-塑料制品-其他塑料制品,603580.SH,17,603580
电子-元件-被动元件,002484.SZ,33,002484
基础化工-塑料制品-改性塑料,002838.SZ,33,002838
电力设备-电池-锂电池,002245.SZ,33,002245
电子-元件-印制电路板,600183.SH,17,600183
电力设备-电网设备-电气自控设备,001388.SZ,33,001388
电子-元件-印制电路板,002463.SZ,33,002463
电子-元件-印制电路板,002636.SZ,33,002636
有色金属-金属新材料-其他金属新材料,600255.SH,17,600255
电子-元件-印制电路板,002384.SZ,33,002384
建筑材料-建筑材料-其他建材,002718.SZ,33,002718
基础化工-化学制品-其他化学制品,603065.SH,17,603065
电子-元件-印制电路板,001389.SZ,33,001389
石油石化-油气开采及服务-油气开采,000968.SZ,33,000968
基础化工-化学纤维-粘胶,000677.SZ,33,000677
机械设备-自动化设备-工控设备,002975.SZ,33,002975
有色金属-工业金属-铝,002379.SZ,33,002379
有色金属-工业金属-铅锌,600497.SH,17,600497
电子-元件-印制电路板,603186.SH,17,603186
电子-元件-被动元件,000636.SZ,33,000636
计算机-计算机设备-其他计算机设备,603516.SH,17,603516
煤炭-煤炭开采加工-煤炭开采,002128.SZ,33,002128
汽车-汽车零部件-底盘与发动机系统,605133.SH,17,605133
建筑装饰-建筑装饰-装饰园林,603137.SH,17,603137
汽车-汽车零部件-其他汽车零部件,603197.SH,17,603197
交通运输-公路铁路运输-公交,002357.SZ,33,002357
基础化工-农化制品-农药,002250.SZ,33,002250
公用事业-电力-热力,605028.SH,17,605028
基础化工-化学纤维-涤纶,000703.SZ,33,000703
电力设备-电机-电机Ⅲ,603489.SH,17,603489
建筑装饰-建筑装饰-专业工程,003001.SZ,33,003001
医药生物-化学制药-化学制剂,603367.SH,17,603367
纺织服饰-纺织制造-印染,605189.SH,17,605189
房地产-房地产-住宅开发,000036.SZ,33,000036
医药生物-化学制药-化学制剂,600664.SH,17,600664
有色金属-工业金属-铝,002532.SZ,33,002532
基础化工-化学原料-煤化工,600746.SH,17,600746
机械设备-专用设备-能源及重型设备,603012.SH,17,603012
建筑材料-建筑材料-玻璃玻纤,600293.SH,17,600293
农林牧渔-种植业与林业-种子生产,600354.SH,17,600354
基础化工-农化制品-氮肥,600227.SH,17,600227
医药生物-医疗器械-医疗耗材,603222.SH,17,603222
美容护理-美容护理-化妆品,002243.SZ,33,002243
商贸零售-零售-百货零售,000759.SZ,33,000759
医药生物-医疗服务-医疗研发外包,688293.SH,17,688293
电子-元件-印制电路板,002141.SZ,33,002141
电力设备-电网设备-输变电设备,300283.SZ,33,300283
电子-元件-印制电路板,300814.SZ,33,300814
建筑装饰-建筑装饰-工程咨询服务,301024.SZ,33,301024
交通运输-物流-物流Ⅲ,600180.SH,22,600180
建筑装饰-建筑装饰-房屋建设,600491.SH,22,600491
食品饮料-食品加工制造-其他食品,000639.SZ,33,000639
医药生物-生物制品-其他生物制品,688488.SH,17,688488
有色金属-工业金属-铜,600362.SH,17,600362
机械设备-专用设备-能源及重型设备,002490.SZ,33,002490
电子-元件-印制电路板,688655.SH,17,688655
机械设备-自动化设备-其他自动化设备,920178.BJ,151,920178
医药生物-医疗器械-医疗设备,688580.SH,17,688580
建筑材料-建筑材料-管材,300599.SZ,33,300599
电子-电子化学品-电子化学品Ⅲ,300285.SZ,33,300285
电子-元件-印制电路板,002938.SZ,33,002938
有色金属-工业金属-铝,601600.SH,17,601600
电子-半导体-数字芯片设计,300223.SZ,33,300223
电子-消费电子-消费电子零部件及组装,688260.SH,17,688260
医药生物-医疗器械-体外诊断,688338.SH,17,688338
有色金属-小金属-稀土,600259.SH,17,600259
电力设备-其他电源设备-其他电源设备Ⅲ,300593.SZ,33,300593
电子-电子化学品-电子化学品Ⅲ,603256.SH,17,603256
电子-元件-被动元件,300408.SZ,33,300408
基础化工-塑料制品-膜材料,601208.SH,17,601208
农林牧渔-农产品加工-其他农产品加工,003030.SZ,33,003030
基础化工-化学制品-其他化学制品,300214.SZ,33,300214
有色金属-小金属-其他小金属,000962.SZ,33,000962
通信-通信设备-通信终端及配件,300590.SZ,33,300590
商贸零售-互联网电商-互联网电商Ⅲ,300592.SZ,33,300592
医药生物-医药商业-药店,603233.SH,17,603233
医药生物-化学制药-化学制剂,603669.SH,17,603669
基础化工-非金属材料-非金属材料Ⅲ,688300.SH,17,688300
通信-通信设备-通信网络设备及器件,688313.SH,17,688313
建筑材料-建筑材料-玻璃玻纤,600176.SH,17,600176
机械设备-通用设备-仪器仪表,688808.SH,17,688808
电子-消费电子-消费电子零部件及组装,301182.SZ,33,301182
机械设备-自动化设备-激光设备,688025.SH,17,688025
电子-消费电子-消费电子零部件及组装,920357.BJ,151,920357
医药生物-中药-中药Ⅲ,600222.SH,17,600222
医药生物-医药商业-医药流通,301126.SZ,33,301126
建筑材料-建筑材料-玻璃玻纤,002080.SZ,33,002080
电力设备-风电设备-风电零部件,301040.SZ,33,301040
电力设备-其他电源设备-其他电源设备Ⅲ,002851.SZ,33,002851
基础化工-塑料制品-改性塑料,002768.SZ,33,002768
医药生物-医疗服务-医疗研发外包,300759.SZ,33,300759
电子-光学光电子-面板,301045.SZ,33,301045
有色金属-工业金属-铝,000807.SZ,33,000807
医药生物-化学制药-原料药,301277.SZ,33,301277
电子-半导体-半导体设备,688729.SH,17,688729
机械设备-通用设备-金属制品,688308.SH,17,688308
基础化工-塑料制品-膜材料,001378.SZ,33,001378
医药生物-化学制药-化学制剂,002422.SZ,33,002422
纺织服饰-纺织制造-棉纺,002083.SZ,33,002083
机械设备-自动化设备-工控设备,002957.SZ,33,002957
医药生物-化学制药-化学制剂,300558.SZ,33,300558
医药生物-医疗器械-医疗设备,688410.SH,17,688410
通信-通信设备-通信线缆及配套,600105.SH,17,600105
机械设备-自动化设备-工控设备,920405.BJ,151,920405
商贸零售-贸易-贸易Ⅲ,000701.SZ,33,000701
有色金属-贵金属-贵金属Ⅲ,600988.SH,17,600988
基础化工-化学原料-无机盐,603067.SH,17,603067
电子-其他电子-其他电子Ⅲ,600353.SH,17,600353
医药生物-化学制药-原料药,920230.BJ,151,920230
有色金属-工业金属-铜,601168.SH,17,601168
基础化工-化学制品-纺织化学用品,002440.SZ,33,002440
机械设备-通用设备-制冷空调设备,000811.SZ,33,000811
通信-通信设备-通信终端及配件,603083.SH,17,603083
有色金属-工业金属-铜,603993.SH,17,603993
基础化工-化学制品-其他化学制品,301373.SZ,33,301373
基础化工-化学制品-其他化学制品,688625.SH,17,688625
电子-半导体-半导体材料,688138.SH,17,688138
社会服务-其他社会服务-专业服务,300938.SZ,33,300938
机械设备-工程机械-工程机械Ⅲ,300201.SZ,33,300201
基础化工-塑料制品-改性塑料,688669.SH,17,688669
通信-通信设备-通信网络设备及器件,920045.BJ,151,920045
机械设备-自动化设备-其他自动化设备,301200.SZ,33,301200
建筑材料-建筑材料-玻璃玻纤,605006.SH,17,605006
医药生物-中药-中药Ⅲ,600252.SH,17,600252
电子-电子化学品-电子化学品Ⅲ,301630.SZ,33,301630
通信-通信设备-通信网络设备及器件,002281.SZ,33,002281
有色金属-小金属-钨,000657.SZ,33,000657
电子-电子化学品-电子化学品Ⅲ,688020.SH,17,688020
轻工制造-家居用品-其他家居用品,603615.SH,17,603615
电子-光学光电子-面板,300939.SZ,33,300939
电子-电子化学品-电子化学品Ⅲ,002741.SZ,33,002741
交通运输-港口航运-航运,600428.SH,17,600428
电子-电子化学品-电子化学品Ⅲ,688359.SH,17,688359
环保-环境治理-固废治理,603588.SH,17,603588
建筑材料-建筑材料-其他建材,000055.SZ,33,000055
医药生物-医疗服务-医疗研发外包,002821.SZ,33,002821
美容护理-美容护理-个护用品,001206.SZ,33,001206
轻工制造-家居用品-文娱用品,002348.SZ,33,002348
电力设备-光伏设备-光伏电池组件,300716.SZ,33,300716
机械设备-专用设备-其他专用设备,300382.SZ,33,300382
基础化工-塑料制品-膜材料,300806.SZ,33,300806
电子-元件-印制电路板,603459.SH,17,603459
建筑装饰-建筑装饰-工程咨询服务,301027.SZ,33,301027
电子-消费电子-消费电子零部件及组装,920267.BJ,151,920267
电子-电子化学品-电子化学品Ⅲ,688106.SH,17,688106
轻工制造-家居用品-成品家居,603313.SH,17,603313
社会服务-教育-教育Ⅲ,300192.SZ,33,300192
医药生物-医疗服务-医疗研发外包,301257.SZ,33,301257
基础化工-塑料制品-其他塑料制品,300920.SZ,33,300920
医药生物-化学制药-化学制剂,600488.SH,17,600488
电子-电子化学品-电子化学品Ⅲ,301319.SZ,33,301319
医药生物-化学制药-原料药,603538.SH,17,603538
通信-通信设备-通信网络设备及器件,688668.SH,17,688668
食品饮料-饮料制造-乳品,002329.SZ,33,002329
建筑材料-建筑材料-玻璃玻纤,300196.SZ,33,300196
机械设备-专用设备-能源及重型设备,920158.BJ,151,920158
有色金属-金属新材料-磁性材料,000970.SZ,33,000970
传媒-游戏-游戏Ⅲ,300467.SZ,33,300467
石油石化-石油加工贸易-石油加工,000301.SZ,33,000301
医药生物-化学制药-化学制剂,000766.SZ,33,000766
电子-元件-印制电路板,920060.BJ,151,920060
基础化工-化学制品-其他化学制品,002648.SZ,33,002648
钢铁-钢铁-普钢,600010.SH,17,600010
医药生物-医药商业-医药流通,002788.SZ,33,002788
有色金属-金属新材料-磁性材料,300835.SZ,33,300835
医药生物-生物制品-其他生物制品,603087.SH,17,603087
煤炭-煤炭开采加工-煤炭开采,600985.SH,17,600985
电力设备-电网设备-线缆部件及其他,600067.SH,17,600067
电子-元件-印制电路板,002552.SZ,33,002552
煤炭-煤炭开采加工-煤炭开采,600546.SH,17,600546
轻工制造-包装印刷-包装,603687.SH,17,603687
基础化工-化学制品-其他化学制品,300596.SZ,33,300596
房地产-房地产-商业地产,000608.SZ,33,000608
煤炭-煤炭开采加工-焦炭加工,600408.SH,17,600408
煤炭-煤炭开采加工-煤炭开采,600188.SH,17,600188
医药生物-医疗服务-医疗研发外包,603127.SH,17,603127
汽车-汽车服务及其他-其他运输设备,301345.SZ,33,301345
电子-半导体-数字芯片设计,688123.SH,17,688123
电力设备-电网设备-电气自控设备,002980.SZ,33,002980
机械设备-通用设备-金属制品,603308.SH,17,603308
电子-半导体-数字芯片设计,688766.SH,17,688766
机械设备-专用设备-其他专用设备,688627.SH,17,688627
商贸零售-互联网电商-互联网电商Ⅲ,300464.SZ,33,300464
汽车-汽车零部件-轮胎轮毂,300652.SZ,33,300652
电子-半导体-模拟芯片设计,688536.SH,17,688536
通信-通信设备-通信网络设备及器件,300570.SZ,33,300570
电子-消费电子-消费电子零部件及组装,301389.SZ,33,301389
食品饮料-食品加工制造-休闲食品,002582.SZ,33,002582
通信-通信设备-通信网络设备及器件,300308.SZ,33,300308
机械设备-专用设备-其他专用设备,688700.SH,17,688700
有色金属-工业金属-铝,002996.SZ,33,002996
食品饮料-饮料制造-其他酒类,603779.SH,17,603779
机械设备-工程机械-工程机械Ⅲ,605389.SH,17,605389
电子-半导体-数字芯片设计,688008.SH,17,688008
电子-电子化学品-电子化学品Ⅲ,600330.SH,17,600330
电力设备-电池-电池化学品,002058.SZ,33,002058
医药生物-医疗器械-医疗设备,300246.SZ,33,300246
电力设备-光伏设备-光伏电池组件,002056.SZ,33,002056
电子-其他电子-其他电子Ⅲ,002859.SZ,33,002859
公用事业-电力-水电,600292.SH,17,600292
有色金属-工业金属-铝,601677.SH,17,601677
电子-半导体-分立器件,688167.SH,17,688167
医药生物-医疗服务-医疗研发外包,688073.SH,17,688073
电力设备-电池-锂电池,301150.SZ,33,301150
机械设备-专用设备-其他专用设备,301013.SZ,33,301013
有色金属-工业金属-铝,000933.SZ,33,000933
食品饮料-食品加工制造-调味发酵品,002650.SZ,33,002650
机械设备-通用设备-磨具磨料,300606.SZ,33,300606
有色金属-能源金属-镍,605376.SH,17,605376
建筑装饰-建筑装饰-工程咨询服务,301365.SZ,33,301365
基础化工-化学原料-无机盐,600714.SH,17,600714
基础化工-化学制品-民爆用品,002827.SZ,33,002827
电子-光学光电子-光学元件,920438.BJ,151,920438
基础化工-化学制品-民爆用品,002360.SZ,33,002360
轻工制造-家居用品-其他家居用品,001238.SZ,33,001238
电子-光学光电子-面板,000100.SZ,33,000100
美容护理-美容护理-化妆品,300856.SZ,33,300856
机械设备-通用设备-仪器仪表,688583.SH,17,688583
电力设备-电池-锂电池,000049.SZ,33,000049
机械设备-通用设备-仪器仪表,300720.SZ,33,300720
交通运输-公路铁路运输-高速公路,600350.SH,17,600350
机械设备-专用设备-其他专用设备,688813.SH,17,688813
电子-消费电子-消费电子零部件及组装,300868.SZ,33,300868
机械设备-通用设备-机床工具,601882.SH,17,601882
汽车-汽车服务及其他-其他运输设备,003033.SZ,33,003033
电力设备-电网设备-输变电设备,920222.BJ,151,920222
有色金属-小金属-其他小金属,000960.SZ,33,000960
基础化工-农化制品-磷肥及磷化工,600331.SH,17,600331
医药生物-医疗器械-医疗设备,688277.SH,17,688277
电力设备-电机-电机Ⅲ,301023.SZ,33,301023
电子-元件-印制电路板,300903.SZ,33,300903
计算机-IT服务-IT服务Ⅲ,600936.SH,17,600936
基础化工-非金属材料-非金属材料Ⅲ,001359.SZ,33,001359
电子-其他电子-其他电子Ⅲ,300475.SZ,33,300475
医药生物-医疗服务-医疗研发外包,300725.SZ,33,300725
基础化工-化学纤维-涤纶,601233.SH,17,601233
基础化工-化学纤维-氨纶,000949.SZ,33,000949
公用事业-燃气-燃气Ⅲ,300332.SZ,33,300332
石油石化-油气开采及服务-油气开采,600777.SH,17,600777
公用事业-电力-新能源发电,002480.SZ,33,002480
电子-电子化学品-电子化学品Ⅲ,603002.SH,17,603002
有色金属-工业金属-铝,600888.SH,17,600888
电子-半导体-集成电路封测,002185.SZ,33,002185
通信-通信设备-通信网络设备及器件,688205.SH,17,688205
建筑材料-建筑材料-耐火材料,002392.SZ,33,002392
电子-元件-被动元件,301458.SZ,33,301458
计算机-计算机设备-安防设备,688619.SH,17,688619
医药生物-化学制药-化学制剂,688382.SH,17,688382
电子-电子化学品-电子化学品Ⅲ,301489.SZ,33,301489
有色金属-工业金属-铅锌,603132.SH,17,603132
电子-元件-印制电路板,300476.SZ,33,300476
基础化工-非金属材料-非金属材料Ⅲ,001296.SZ,33,001296
电子-半导体-模拟芯片设计,688141.SH,17,688141
基础化工-化学原料-煤化工,600989.SH,17,600989
农林牧渔-养殖业-动物保健,300871.SZ,33,300871
电力设备-电网设备-线缆部件及其他,603618.SH,17,603618
通信-通信设备-通信网络设备及器件,300620.SZ,33,300620
电子-半导体-半导体材料,603991.SH,17,603991
机械设备-通用设备-金属制品,688059.SH,17,688059
电子-光学光电子-LED,300301.SZ,33,300301
通信-通信设备-通信线缆及配套,600487.SH,17,600487
基础化工-化学纤维-其他纤维,600810.SH,17,600810
电子-光学光电子-LED,002745.SZ,33,002745
电子-电子化学品-电子化学品Ⅲ,603115.SH,17,603115
电子-半导体-模拟芯片设计,688381.SH,17,688381
有色金属-贵金属-贵金属Ⅲ,300139.SZ,33,300139
有色金属-贵金属-贵金属Ⅲ,601899.SH,17,601899
通信-通信服务-通信应用增值服务,002289.SZ,33,002289
电子-电子化学品-电子化学品Ⅲ,300684.SZ,33,300684
基础化工-化学制品-其他化学制品,301617.SZ,33,301617
环保-环境治理-水务及水治理,301372.SZ,33,301372
通信-通信服务-通信应用增值服务,002123.SZ,33,002123
医药生物-生物制品-其他生物制品,301080.SZ,33,301080
电子-元件-印制电路板,301628.SZ,33,301628
交通运输-港口航运-航运,603162.SH,17,603162
电子-元件-印制电路板,002436.SZ,33,002436
非银金融-证券-证券Ⅲ,600095.SH,17,600095
公用事业-燃气-燃气Ⅲ,001299.SZ,33,001299
环保-环境治理-综合环境治理,688485.SH,17,688485
机械设备-专用设备-楼宇设备,002774.SZ,33,002774
医药生物-医疗服务-医疗研发外包,300347.SZ,33,300347
传媒-游戏-游戏Ⅲ,002174.SZ,33,002174
医药生物-医疗服务-医疗研发外包,603259.SH,17,603259
公用事业-燃气-燃气Ⅲ,002259.SZ,33,002259
有色金属-工业金属-铜,002203.SZ,33,002203
电子-半导体-数字芯片设计,603986.SH,17,603986
医药生物-化学制药-化学制剂,000931.SZ,33,000931
电力设备-电网设备-输变电设备,605066.SH,17,605066
汽车-汽车零部件-底盘与发动机系统,002708.SZ,33,002708
医药生物-化学制药-化学制剂,300254.SZ,33,300254
基础化工-化学制品-有机硅,300821.SZ,33,300821
基础化工-化学制品-涂料油墨,603110.SH,17,603110
电力设备-其他电源设备-其他电源设备Ⅲ,002630.SZ,33,002630
基础化工-化学制品-其他化学制品,920957.BJ,151,920957
电子-元件-印制电路板,605058.SH,17,605058
基础化工-化学制品-其他化学制品,600500.SH,17,600500
环保-环境治理-综合环境治理,002645.SZ,33,002645
有色金属-工业金属-铜,000878.SZ,33,000878
电子-元件-印制电路板,300936.SZ,33,300936
有色金属-小金属-其他小金属,300328.SZ,33,300328
石油石化-油气开采及服务-油服工程,600871.SH,17,600871
有色金属-工业金属-铝,600219.SH,17,600219
电子-半导体-集成电路封测,002156.SZ,33,002156
电子-光学光电子-光学元件,688195.SH,17,688195
汽车-汽车零部件-底盘与发动机系统,301192.SZ,33,301192
计算机-IT服务-IT服务Ⅲ,300264.SZ,33,300264
电子-半导体-分立器件,688693.SH,17,688693
电子-电子化学品-电子化学品Ⅲ,688603.SH,17,688603
轻工制造-包装印刷-包装,003018.SZ,33,003018
商贸零售-贸易-贸易Ⅲ,000626.SZ,33,000626
电子-电子化学品-电子化学品Ⅲ,688150.SH,17,688150
电子-半导体-模拟芯片设计,688325.SH,17,688325
有色金属-小金属-钨,600549.SH,17,600549
汽车-汽车零部件-其他汽车零部件,603211.SH,17,603211
有色金属-工业金属-铅锌,000751.SZ,33,000751
电子-消费电子-消费电子零部件及组装,300602.SZ,33,300602
基础化工-非金属材料-非金属材料Ⅲ,920675.BJ,151,920675
电力设备-电网设备-电气自控设备,002546.SZ,33,002546
纺织服饰-服装家纺-服装,300005.SZ,33,300005
有色金属-工业金属-铜,000737.SZ,33,000737
农林牧渔-种植业与林业-种子生产,920403.BJ,151,920403
医药生物-化学制药-原料药,002365.SZ,33,002365
煤炭-煤炭开采加工-煤炭开采,601666.SH,17,601666
医药生物-化学制药-原料药,300267.SZ,33,300267
机械设备-通用设备-磨具磨料,300179.SZ,33,300179
机械设备-自动化设备-工控设备,920425.BJ,151,920425
食品饮料-食品加工制造-其他食品,603262.SH,17,603262
医药生物-生物制品-其他生物制品,000534.SZ,33,000534
医药生物-生物制品-血液制品,300318.SZ,33,300318
钢铁-钢铁-冶钢原料,600295.SH,17,600295
家用电器-小家电-小家电Ⅲ,920199.BJ,151,920199
有色金属-工业金属-铜,000630.SZ,33,000630
医药生物-化学制药-化学制剂,300086.SZ,33,300086
传媒-文化传媒-数字媒体,600228.SH,17,600228
电子-元件-被动元件,300319.SZ,33,300319
基础化工-化学原料-无机盐,600367.SH,17,600367
医药生物-医疗器械-体外诊断,688253.SH,17,688253
汽车-汽车零部件-底盘与发动机系统,001380.SZ,33,001380
电子-其他电子-其他电子Ⅲ,300131.SZ,33,300131
基础化工-化学制品-氟化工,605020.SH,17,605020
医药生物-医药商业-医药流通,301370.SZ,33,301370
有色金属-小金属-其他小金属,600281.SH,17,600281
基础化工-农化制品-氮肥,600691.SH,17,600691
电子-半导体-数字芯片设计,688807.SH,17,688807
公用事业-电力-新能源发电,000155.SZ,33,000155
计算机-计算机设备-其他计算机设备,300042.SZ,33,300042
有色金属-工业金属-铅锌,000060.SZ,33,000060
电子-半导体-数字芯片设计,688525.SH,17,688525
公用事业-电力-新能源发电,920770.BJ,151,920770
电子-元件-印制电路板,605258.SH,17,605258
医药生物-医疗器械-医疗设备,301087.SZ,33,301087
医药生物-医疗器械-医疗耗材,301188.SZ,33,301188
基础化工-农化制品-复合肥,000902.SZ,33,000902
环保-环境治理-水务及水治理,300929.SZ,33,300929
建筑装饰-建筑装饰-专业工程,603929.SH,17,603929
汽车-汽车零部件-其他汽车零部件,920247.BJ,151,920247
医药生物-化学制药-化学制剂,688513.SH,17,688513
电力设备-风电设备-风电零部件,301557.SZ,33,301557
通信-通信设备-通信网络设备及器件,300394.SZ,33,300394
家用电器-白色家电-家电零部件,920699.BJ,151,920699
电力设备-电网设备-输变电设备,002706.SZ,33,002706
计算机-计算机设备-其他计算机设备,920808.BJ,151,920808
社会服务-旅游及酒店-自然景点,600576.SH,17,600576
钢铁-钢铁-普钢,600808.SH,17,600808
石油石化-石油加工贸易-石油加工,000637.SZ,33,000637
传媒-文化传媒-出版,300654.SZ,33,300654
医药生物-中药-中药Ⅲ,000989.SZ,33,000989
机械设备-自动化设备-激光设备,688646.SH,22,688646
有色金属-工业金属-铝,601388.SH,17,601388
轻工制造-造纸-造纸Ⅲ,002521.SZ,33,002521
公用事业-电力-热力,001210.SZ,33,001210
房地产-房地产-住宅开发,600692.SH,17,600692
有色金属-贵金属-贵金属Ⅲ,600547.SH,17,600547
电子-光学光电子-光学元件,002273.SZ,33,002273
基础化工-农化制品-钾肥,000408.SZ,33,000408
医药生物-医疗器械-医疗耗材,603976.SH,17,603976
通信-通信服务-通信工程及服务,300050.SZ,33,300050
医药生物-生物制品-其他生物制品,301393.SZ,33,301393
计算机-软件开发-横向通用软件,688168.SH,17,688168
电子-元件-印制电路板,603386.SH,17,603386
电子-其他电子-其他电子Ⅲ,688662.SH,17,688662
机械设备-专用设备-农用机械,920895.BJ,151,920895
机械设备-专用设备-其他专用设备,688001.SH,17,688001
石油石化-油气开采及服务-油气开采,603393.SH,17,603393
有色金属-小金属-稀土,000831.SZ,33,000831
医药生物-生物制品-疫苗,688670.SH,17,688670
医药生物-生物制品-其他生物制品,301166.SZ,33,301166
有色金属-工业金属-铝,000612.SZ,33,000612
电子-元件-印制电路板,603228.SH,17,603228
环保-环境治理-固废治理,002266.SZ,33,002266
电力设备-光伏设备-逆变器,688390.SH,17,688390
有色金属-工业金属-铅锌,920634.BJ,151,920634
医药生物-化学制药-化学制剂,002826.SZ,33,002826
电力设备-光伏设备-光伏电池组件,002513.SZ,33,002513
机械设备-通用设备-金属制品,688379.SH,17,688379
医药生物-化学制药-化学制剂,002898.SZ,37,002898
农林牧渔-养殖业-肉鸡养殖,002458.SZ,33,002458
非银金融-证券-证券Ⅲ,600909.SH,17,600909
食品饮料-食品加工制造-休闲食品,603777.SH,17,603777
有色金属-工业金属-铝,603271.SH,17,603271
汽车-汽车零部件-底盘与发动机系统,300694.SZ,33,300694
机械设备-轨交设备-轨交设备Ⅲ,688367.SH,17,688367
医药生物-中药-中药Ⅲ,300181.SZ,33,300181
医药生物-生物制品-其他生物制品,002581.SZ,33,002581
汽车-汽车整车-商用载货车,000951.SZ,33,000951
环保-环境治理-固废治理,301500.SZ,33,301500
有色金属-工业金属-铝,002578.SZ,33,002578
煤炭-煤炭开采加工-煤炭开采,600256.SH,17,600256
电力设备-电池-锂电池,600110.SH,17,600110
医药生物-化学制药-原料药,688356.SH,17,688356
基础化工-化学原料-钛白粉,002145.SZ,33,002145
建筑装饰-建筑装饰-工程咨询服务,600846.SH,17,600846
