股票代码,所属同花顺行业,code,market_code
600169.SH,机械设备-专用设备-能源及重型设备,600169,22
600285.SH,医药生物-中药-中药Ⅲ,600285,17
003002.SZ,基础化工-化学制品-民爆用品,003002,33
688687.SH,医药生物-化学制药-化学制剂,688687,17
000895.SZ,食品饮料-食品加工制造-肉制品,000895,33
002117.SZ,轻工制造-包装印刷-印刷,002117,33
920375.BJ,电力设备-电网设备-电气自控设备,920375,151
301311.SZ,机械设备-通用设备-其他通用设备,301311,33
600706.SH,社会服务-旅游及酒店-人工景点,600706,17
000679.SZ,商贸零售-零售-百货零售,000679,33
000157.SZ,机械设备-工程机械-工程机械Ⅲ,000157,33
002243.SZ,美容护理-美容护理-化妆品,002243,33
603170.SH,食品饮料-食品加工制造-调味发酵品,603170,17
000703.SZ,基础化工-化学纤维-涤纶,000703,33
002576.SZ,电力设备-电机-电机Ⅲ,002576,33
300649.SZ,建筑装饰-建筑装饰-装饰园林,300649,33
301058.SZ,建筑装饰-建筑装饰-工程咨询服务,301058,33
603320.SH,电力设备-电机-电机Ⅲ,603320,17
600779.SH,食品饮料-白酒-白酒Ⅲ,600779,17
002632.SZ,基础化工-塑料制品-膜材料,002632,33
002651.SZ,国防军工-军工装备-航空装备,002651,33
600566.SH,医药生物-中药-中药Ⅲ,600566,17
301205.SZ,通信-通信设备-通信网络设备及器件,301205,33
603258.SH,传媒-游戏-游戏Ⅲ,603258,17
000159.SZ,电力设备-光伏设备-光伏辅材,000159,33
300528.SZ,传媒-影视院线-影视院线Ⅲ,300528,33
001387.SZ,家用电器-白色家电-冰洗,001387,33
000928.SZ,建筑装饰-建筑装饰-专业工程,000928,33
600671.SH,医药生物-中药-中药Ⅲ,600671,17
002337.SZ,机械设备-专用设备-其他专用设备,002337,33
002416.SZ,商贸零售-零售-专业连锁,002416,33
000663.SZ,农林牧渔-种植业与林业-林业,000663,33
002363.SZ,汽车-汽车零部件-底盘与发动机系统,002363,33
603586.SH,汽车-汽车零部件-底盘与发动机系统,603586,17
300288.SZ,计算机-IT服务-IT服务Ⅲ,300288,33
300183.SZ,通信-通信设备-其他通信设备,300183,33
301567.SZ,电子-消费电子-消费电子零部件及组装,301567,33
920119.BJ,电力设备-电池-锂电专用设备,920119,151
300387.SZ,基础化工-农化制品-复合肥,300387,33
002017.SZ,通信-通信设备-通信终端及配件,002017,33
002052.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,002052,33
600980.SH,机械设备-专用设备-能源及重型设备,600980,17
920770.BJ,公用事业-电力-新能源发电,920770,151
000595.SZ,公用事业-电力-新能源发电,000595,33
300727.SZ,基础化工-化学制品-有机硅,300727,33
600855.SH,国防军工-军工电子-军工电子Ⅲ,600855,17
603901.SH,机械设备-专用设备-印刷包装机械,603901,17
600241.SH,电力设备-电池-锂电池,600241,17
688181.SH,电子-光学光电子-面板,688181,17
603587.SH,纺织服饰-服装家纺-服装,603587,17
000607.SZ,传媒-文化传媒-广告营销,000607,33
002327.SZ,纺织服饰-服装家纺-家纺,002327,33
600060.SH,家用电器-黑色家电-彩电,600060,17
920152.BJ,有色金属-金属新材料-其他金属新材料,920152,151
300294.SZ,医药生物-生物制品-血液制品,300294,33
300172.SZ,环保-环境治理-水务及水治理,300172,33
300851.SZ,机械设备-轨交设备-轨交设备Ⅲ,300851,33
600684.SH,房地产-房地产-房地产服务,600684,17
300802.SZ,机械设备-自动化设备-其他自动化设备,300802,33
920191.BJ,建筑材料-建筑材料-耐火材料,920191,151
600178.SH,汽车-汽车零部件-底盘与发动机系统,600178,17
002805.SZ,电力设备-电池-电池化学品,002805,33
600051.SH,综合-综合-综合Ⅲ,600051,17
600729.SH,商贸零售-零售-百货零售,600729,17
605016.SH,基础化工-化学制品-食品及饲料添加剂,605016,17
301083.SZ,机械设备-通用设备-其他通用设备,301083,33
300889.SZ,电子-光学光电子-LED,300889,33
603658.SH,医药生物-医疗器械-体外诊断,603658,17
301166.SZ,医药生物-生物制品-其他生物制品,301166,33
688565.SH,环保-环境治理-水务及水治理,688565,17
003017.SZ,基础化工-化学原料-无机盐,003017,33
001314.SZ,电子-消费电子-消费电子零部件及组装,001314,33
601166.SH,银行-银行-股份制银行,601166,17
300968.SZ,电子-消费电子-消费电子零部件及组装,300968,33
600692.SH,房地产-房地产-住宅开发,600692,17
301015.SZ,医药生物-医药商业-医药流通,301015,33
688089.SH,基础化工-化学制品-食品及饲料添加剂,688089,17
002641.SZ,建筑材料-建筑材料-管材,002641,33
300044.SZ,计算机-IT服务-IT服务Ⅲ,300044,33
001696.SZ,机械设备-通用设备-其他通用设备,001696,33
600386.SH,汽车-汽车服务及其他-汽车服务,600386,17
000652.SZ,综合-综合-综合Ⅲ,000652,33
920003.BJ,建筑装饰-建筑装饰-工程咨询服务,920003,151
688707.SH,电力设备-电池-电池化学品,688707,17
000637.SZ,石油石化-石油加工贸易-石油加工,000637,33
688046.SH,医药生物-医疗服务-医疗研发外包,688046,17
300256.SZ,汽车-汽车服务及其他-其他运输设备,300256,33
603022.SH,轻工制造-包装印刷-包装,603022,17
301229.SZ,汽车-汽车零部件-底盘与发动机系统,301229,33
301278.SZ,电力设备-光伏设备-光伏电池组件,301278,33
603982.SH,汽车-汽车零部件-底盘与发动机系统,603982,17
000812.SZ,轻工制造-包装印刷-包装,000812,33
600694.SH,商贸零售-零售-百货零售,600694,17
300248.SZ,计算机-IT服务-IT服务Ⅲ,300248,33
603269.SH,机械设备-通用设备-其他通用设备,603269,17
688671.SH,环保-环保设备-环保设备Ⅲ,688671,17
601728.SH,通信-通信服务-电信运营商,601728,17
300558.SZ,医药生物-化学制药-化学制剂,300558,33
301067.SZ,电子-消费电子-消费电子零部件及组装,301067,33
002574.SZ,纺织服饰-服装家纺-饰品,002574,33
603238.SH,纺织服饰-纺织制造-其他纺织,603238,17
688222.SH,医药生物-医疗服务-医疗研发外包,688222,17
002171.SZ,有色金属-工业金属-铜,002171,33
000545.SZ,基础化工-化学原料-钛白粉,000545,33
002671.SZ,建筑材料-建筑材料-水泥,002671,33
688096.SH,环保-环境治理-水务及水治理,688096,17
300030.SZ,医药生物-医疗器械-医疗设备,300030,33
300425.SZ,环保-环境治理-水务及水治理,300425,33
300638.SZ,通信-通信设备-通信终端及配件,300638,33
603136.SH,社会服务-旅游及酒店-自然景点,603136,17
688697.SH,机械设备-通用设备-机床工具,688697,17
603017.SH,建筑装饰-建筑装饰-工程咨询服务,603017,17
002749.SZ,基础化工-农化制品-农药,002749,33
688278.SH,医药生物-生物制品-其他生物制品,688278,17
688156.SH,农林牧渔-农产品加工-畜禽饲料,688156,17
300670.SZ,电力设备-电网设备-输变电设备,300670,33
600015.SH,银行-银行-股份制银行,600015,17
601328.SH,银行-银行-国有大型银行,601328,17
603305.SH,汽车-汽车零部件-底盘与发动机系统,603305,17
002224.SZ,基础化工-橡胶制品-其他橡胶制品,002224,33
300788.SZ,传媒-文化传媒-出版,300788,33
688608.SH,电子-半导体-数字芯片设计,688608,17
600000.SH,银行-银行-股份制银行,600000,17
002513.SZ,电力设备-光伏设备-光伏电池组件,002513,33
600976.SH,医药生物-中药-中药Ⅲ,600976,17
688426.SH,医药生物-医疗器械-体外诊断,688426,17
300771.SZ,计算机-计算机设备-其他计算机设备,300771,33
300628.SZ,通信-通信设备-通信终端及配件,300628,33
300701.SZ,电子-光学光电子-光学元件,300701,33
600628.SH,商贸零售-零售-百货零售,600628,17
603909.SH,建筑装饰-建筑装饰-工程咨询服务,603909,17
603176.SH,建筑装饰-建筑装饰-基础建设,603176,17
688138.SH,电子-半导体-半导体材料,688138,17
920982.BJ,美容护理-美容护理-医疗美容,920982,151
603087.SH,医药生物-生物制品-其他生物制品,603087,17
688009.SH,机械设备-轨交设备-轨交设备Ⅲ,688009,17
603970.SH,基础化工-农化制品-农药,603970,17
301173.SZ,汽车-汽车零部件-车身附件及饰件,301173,33
688616.SH,电力设备-电网设备-电气自控设备,688616,17
001202.SZ,交通运输-物流-物流Ⅲ,001202,33
603111.SH,机械设备-轨交设备-轨交设备Ⅲ,603111,17
605001.SH,机械设备-轨交设备-轨交设备Ⅲ,605001,17
002331.SZ,计算机-IT服务-IT服务Ⅲ,002331,33
300459.SZ,传媒-游戏-游戏Ⅲ,300459,33
600750.SH,医药生物-中药-中药Ⅲ,600750,17
002991.SZ,食品饮料-食品加工制造-休闲食品,002991,33
301117.SZ,计算机-计算机设备-安防设备,301117,33
600883.SH,农林牧渔-种植业与林业-其他种植业,600883,17
603758.SH,汽车-汽车零部件-底盘与发动机系统,603758,17
688570.SH,机械设备-自动化设备-工控设备,688570,17
301262.SZ,传媒-文化传媒-电视广播,301262,33
002040.SZ,交通运输-港口航运-港口,002040,33
002682.SZ,交通运输-物流-物流Ⅲ,002682,33
002064.SZ,基础化工-化学纤维-氨纶,002064,33
603280.SH,机械设备-工程机械-工程机械Ⅲ,603280,17
300663.SZ,计算机-软件开发-垂直应用软件,300663,33
300193.SZ,机械设备-通用设备-其他通用设备,300193,33
688058.SH,计算机-软件开发-横向通用软件,688058,17
601368.SH,环保-环境治理-水务及水治理,601368,17
688562.SH,计算机-软件开发-垂直应用软件,688562,17
300220.SZ,机械设备-自动化设备-激光设备,300220,33
301102.SZ,传媒-文化传媒-广告营销,301102,33
002420.SZ,汽车-汽车零部件-车身附件及饰件,002420,33
301459.SZ,汽车-汽车零部件-底盘与发动机系统,301459,33
301302.SZ,国防军工-军工电子-军工电子Ⅲ,301302,33
002855.SZ,电子-消费电子-消费电子零部件及组装,002855,33
600128.SH,商贸零售-贸易-贸易Ⅲ,600128,17
002691.SZ,机械设备-专用设备-能源及重型设备,002691,33
300761.SZ,农林牧渔-养殖业-肉鸡养殖,300761,33
002216.SZ,食品饮料-食品加工制造-预加工食品,002216,33
688139.SH,医药生物-医疗器械-医疗设备,688139,17
300173.SZ,电力设备-电池-锂电专用设备,300173,33
601811.SH,传媒-文化传媒-出版,601811,17
600135.SH,基础化工-塑料制品-膜材料,600135,17
002037.SZ,基础化工-化学制品-民爆用品,002037,33
002172.SZ,医药生物-医疗服务-医院,002172,33
300881.SZ,钢铁-钢铁-特钢,300881,33
301007.SZ,汽车-汽车零部件-底盘与发动机系统,301007,33
000892.SZ,传媒-影视院线-影视院线Ⅲ,000892,33
002275.SZ,医药生物-中药-中药Ⅲ,002275,33
688311.SH,国防军工-军工电子-军工电子Ⅲ,688311,17
688291.SH,计算机-软件开发-垂直应用软件,688291,17
001255.SZ,基础化工-塑料制品-合成树脂,001255,33
000935.SZ,非银金融-多元金融-多元金融Ⅲ,000935,33
920183.BJ,电子-消费电子-品牌消费电子,920183,151
600273.SH,基础化工-化学制品-其他化学制品,600273,17
300384.SZ,建筑装饰-建筑装饰-专业工程,300384,33
301063.SZ,机械设备-专用设备-能源及重型设备,301063,33
002535.SZ,机械设备-专用设备-能源及重型设备,002535,33
001366.SZ,农林牧渔-农产品加工-畜禽饲料,001366,33
300636.SZ,医药生物-化学制药-原料药,300636,33
000713.SZ,农林牧渔-种植业与林业-种子生产,000713,33
002264.SZ,传媒-文化传媒-广告营销,002264,33
002434.SZ,汽车-汽车零部件-底盘与发动机系统,002434,33
301507.SZ,医药生物-化学制药-化学制剂,301507,33
300057.SZ,有色金属-工业金属-铝,300057,33
002543.SZ,家用电器-厨卫电器-厨卫电器Ⅲ,002543,33
600790.SH,商贸零售-零售-商业物业经营,600790,17
300500.SZ,建筑装饰-建筑装饰-工程咨询服务,300500,33
600463.SH,房地产-房地产-产业地产,600463,17
600371.SH,农林牧渔-种植业与林业-种子生产,600371,17
601398.SH,银行-银行-国有大型银行,601398,17
002727.SZ,医药生物-医药商业-药店,002727,33
300265.SZ,电力设备-电网设备-线缆部件及其他,300265,33
002603.SZ,医药生物-中药-中药Ⅲ,002603,33
002492.SZ,交通运输-物流-物流Ⅲ,002492,33
301338.SZ,机械设备-专用设备-其他专用设备,301338,33
300314.SZ,医药生物-医疗器械-医疗设备,300314,33
002186.SZ,社会服务-旅游及酒店-餐饮,002186,33
601598.SH,交通运输-物流-物流Ⅲ,601598,17
688067.SH,医药生物-医疗器械-体外诊断,688067,17
301588.SZ,基础化工-塑料制品-其他塑料制品,301588,33
300501.SZ,轻工制造-包装印刷-包装,300501,33
002817.SZ,医药生物-医疗器械-医疗耗材,002817,33
688298.SH,医药生物-医疗器械-体外诊断,688298,17
603344.SH,电力设备-电机-电机Ⅲ,603344,17
300965.SZ,国防军工-军工装备-航空装备,300965,33
603076.SH,机械设备-专用设备-其他专用设备,603076,17
300360.SZ,电力设备-电网设备-电气自控设备,300360,33
920368.BJ,电力设备-光伏设备-光伏加工设备,920368,151
300741.SZ,基础化工-化学制品-食品及饲料添加剂,300741,33
002296.SZ,通信-通信设备-通信网络设备及器件,002296,33
688276.SH,医药生物-生物制品-疫苗,688276,17
920166.BJ,医药生物-医疗器械-医疗耗材,920166,151
002999.SZ,基础化工-农化制品-复合肥,002999,33
002047.SZ,建筑装饰-建筑装饰-装饰园林,002047,33
001231.SZ,基础化工-农化制品-农药,001231,33
300844.SZ,建筑装饰-建筑装饰-工程咨询服务,300844,33
600587.SH,医药生物-医疗器械-医疗设备,600587,17
600568.SH,医药生物-医疗服务-医院,600568,22
301221.SZ,计算机-软件开发-垂直应用软件,301221,33
688021.SH,汽车-汽车零部件-其他汽车零部件,688021,17
301207.SZ,医药生物-生物制品-疫苗,301207,33
301082.SZ,电力设备-电网设备-线缆部件及其他,301082,33
000001.SZ,银行-银行-股份制银行,000001,33
003003.SZ,轻工制造-包装印刷-包装,003003,33
688036.SH,电子-消费电子-品牌消费电子,688036,17
002644.SZ,医药生物-中药-中药Ⅲ,002644,33
300951.SZ,电子-消费电子-消费电子零部件及组装,300951,33
000557.SZ,交通运输-公路铁路运输-铁路运输,000557,33
300940.SZ,电子-光学光电子-LED,300940,33
601933.SH,商贸零售-零售-百货零售,601933,17
300938.SZ,社会服务-其他社会服务-专业服务,300938,33
301019.SZ,基础化工-塑料制品-其他塑料制品,301019,33
000633.SZ,有色金属-金属新材料-其他金属新材料,000633,33
001279.SZ,轻工制造-包装印刷-印刷,001279,33
301003.SZ,基础化工-塑料制品-改性塑料,301003,33
000955.SZ,纺织服饰-纺织制造-其他纺织,000955,33
600138.SH,社会服务-旅游及酒店-人工景点,600138,17
300070.SZ,环保-环境治理-水务及水治理,300070,33
300467.SZ,传媒-游戏-游戏Ⅲ,300467,33
688618.SH,通信-通信设备-通信网络设备及器件,688618,17
600028.SH,石油石化-石油加工贸易-石油加工,600028,17
603960.SH,汽车-汽车零部件-底盘与发动机系统,603960,17
603107.SH,汽车-汽车零部件-底盘与发动机系统,603107,17
003004.SZ,计算机-计算机设备-安防设备,003004,33
600017.SH,交通运输-港口航运-港口,600017,17
603239.SH,汽车-汽车零部件-其他汽车零部件,603239,17
300886.SZ,美容护理-美容护理-化妆品,300886,33
605189.SH,纺织服饰-纺织制造-印染,605189,17
603168.SH,医药生物-化学制药-化学制剂,603168,17
301399.SZ,机械设备-通用设备-制冷空调设备,301399,33
300221.SZ,基础化工-塑料制品-改性塑料,300221,33
600250.SH,社会服务-旅游及酒店-旅游综合,600250,17
600928.SH,银行-银行-城商行,600928,17
000665.SZ,传媒-文化传媒-电视广播,000665,33
603505.SH,基础化工-化学制品-氟化工,603505,17
002520.SZ,机械设备-通用设备-机床工具,002520,33
301033.SZ,医药生物-医疗器械-医疗耗材,301033,33
600880.SH,计算机-软件开发-垂直应用软件,600880,17
002133.SZ,房地产-房地产-住宅开发,002133,33
300171.SZ,医药生物-医疗器械-医疗设备,300171,33
