code,股票代码,market_code,所属同花顺行业
600546,600546.SH,17,煤炭-煤炭开采加工-煤炭开采
002345,002345.SZ,33,纺织服饰-服装家纺-饰品
002861,002861.SZ,33,电子-消费电子-消费电子零部件及组装
600487,600487.SH,17,通信-通信设备-通信线缆及配套
000949,000949.SZ,33,基础化工-化学纤维-氨纶
600997,600997.SH,17,煤炭-煤炭开采加工-煤炭开采
301613,301613.SZ,33,汽车-汽车零部件-其他汽车零部件
301588,301588.SZ,33,基础化工-塑料制品-其他塑料制品
300784,300784.SZ,33,电子-消费电子-消费电子零部件及组装
603279,603279.SH,17,机械设备-通用设备-其他通用设备
600989,600989.SH,17,基础化工-化学原料-煤化工
300835,300835.SZ,33,有色金属-金属新材料-磁性材料
300087,300087.SZ,33,农林牧渔-种植业与林业-种子生产
300067,300067.SZ,33,基础化工-化学制品-纺织化学用品
688398,688398.SH,17,基础化工-化学制品-其他化学制品
002409,002409.SZ,33,电子-半导体-半导体材料
300189,300189.SZ,33,农林牧渔-种植业与林业-种子生产
603986,603986.SH,17,电子-半导体-数字芯片设计
000960,000960.SZ,33,有色金属-小金属-其他小金属
002484,002484.SZ,33,电子-元件-被动元件
002978,002978.SZ,33,有色金属-小金属-其他小金属
002491,002491.SZ,33,通信-通信设备-通信线缆及配套
920101,920101.BJ,151,机械设备-工程机械-工程机械Ⅲ
002183,002183.SZ,33,商贸零售-贸易-贸易Ⅲ
688592,688592.SH,17,通信-通信设备-通信终端及配件
600792,600792.SH,17,煤炭-煤炭开采加工-焦炭加工
002487,002487.SZ,33,电力设备-风电设备-风电零部件
603655,603655.SH,17,汽车-汽车零部件-其他汽车零部件
300102,300102.SZ,33,电子-光学光电子-LED
688536,688536.SH,17,电子-半导体-模拟芯片设计
000021,000021.SZ,33,电子-消费电子-消费电子零部件及组装
603665,603665.SH,17,纺织服饰-服装家纺-鞋帽及其他
300814,300814.SZ,33,电子-元件-印制电路板
300466,300466.SZ,33,机械设备-通用设备-仪器仪表
002848,002848.SZ,33,家用电器-黑色家电-其他黑色家电
001270,001270.SZ,33,国防军工-军工电子-军工电子Ⅲ
300475,300475.SZ,33,电子-其他电子-其他电子Ⅲ
603559,603559.SH,22,通信-通信服务-通信工程及服务
605196,605196.SH,17,电力设备-电网设备-线缆部件及其他
002574,002574.SZ,33,纺织服饰-服装家纺-饰品
000042,000042.SZ,33,房地产-房地产-住宅开发
600256,600256.SH,17,石油石化-油气开采及服务-油气开采
688601,688601.SH,17,电子-半导体-模拟芯片设计
603113,603113.SH,17,基础化工-化学原料-其他化学原料
600338,600338.SH,17,有色金属-工业金属-铅锌
600955,600955.SH,17,基础化工-化学原料-其他化学原料
002196,002196.SZ,33,电力设备-电机-电机Ⅲ
688249,688249.SH,17,电子-半导体-集成电路制造
301413,301413.SZ,33,机械设备-通用设备-仪器仪表
300537,300537.SZ,33,电子-电子化学品-电子化学品Ⅲ
600345,600345.SH,17,通信-通信设备-其他通信设备
002597,002597.SZ,33,基础化工-化学制品-食品及饲料添加剂
600123,600123.SH,17,煤炭-煤炭开采加工-煤炭开采
002400,002400.SZ,33,传媒-文化传媒-广告营销
688484,688484.SH,17,电子-半导体-模拟芯片设计
603072,603072.SH,17,有色金属-金属新材料-磁性材料
688003,688003.SH,17,机械设备-自动化设备-其他自动化设备
688052,688052.SH,17,电子-半导体-模拟芯片设计
600354,600354.SH,17,农林牧渔-种植业与林业-种子生产
000995,000995.SZ,33,食品饮料-白酒-白酒Ⅲ
603217,603217.SH,17,基础化工-化学制品-其他化学制品
603257,603257.SH,17,建筑装饰-建筑装饰-工程咨询服务
603162,603162.SH,17,交通运输-港口航运-航运
002165,002165.SZ,33,基础化工-化学制品-聚氨酯
603829,603829.SH,17,电力设备-电网设备-输变电设备
603009,603009.SH,17,汽车-汽车零部件-底盘与发动机系统
000711,000711.SZ,33,环保-环境治理-综合环境治理
601618,601618.SH,17,建筑装饰-建筑装饰-专业工程
920020,920020.BJ,151,汽车-汽车零部件-轮胎轮毂
600348,600348.SH,17,煤炭-煤炭开采加工-煤炭开采
000968,000968.SZ,33,石油石化-油气开采及服务-油气开采
601390,601390.SH,17,建筑装饰-建筑装饰-基础建设
601666,601666.SH,17,煤炭-煤炭开采加工-煤炭开采
301219,301219.SZ,33,有色金属-能源金属-钴
300402,300402.SZ,33,机械设备-通用设备-金属制品
920099,920099.BJ,151,建筑装饰-建筑装饰-专业工程
605111,605111.SH,17,电子-半导体-分立器件
000552,000552.SZ,33,煤炭-煤炭开采加工-煤炭开采
603399,603399.SH,17,有色金属-能源金属-锂
002498,002498.SZ,33,电力设备-电网设备-线缆部件及其他
601918,601918.SH,17,煤炭-煤炭开采加工-煤炭开采
600598,600598.SH,17,农林牧渔-种植业与林业-粮食种植
603393,603393.SH,17,石油石化-油气开采及服务-油气开采
002438,002438.SZ,33,机械设备-通用设备-金属制品
603103,603103.SH,17,传媒-影视院线-影视院线Ⅲ
920974,920974.BJ,151,基础化工-化学制品-其他化学制品
300394,300394.SZ,33,通信-通信设备-通信网络设备及器件
600711,600711.SH,17,有色金属-工业金属-铜
688325,688325.SH,17,电子-半导体-模拟芯片设计
603001,603001.SH,17,纺织服饰-服装家纺-鞋帽及其他
002554,002554.SZ,33,石油石化-油气开采及服务-油服工程
002828,002828.SZ,33,石油石化-油气开采及服务-油服工程
301265,301265.SZ,33,环保-环境治理-固废治理
600968,600968.SH,17,石油石化-油气开采及服务-油服工程
300483,300483.SZ,33,石油石化-油气开采及服务-油气开采
300852,300852.SZ,33,电子-元件-印制电路板
000422,000422.SZ,33,基础化工-农化制品-磷肥及磷化工
002624,002624.SZ,33,传媒-游戏-游戏Ⅲ
600508,600508.SH,17,煤炭-煤炭开采加工-煤炭开采
300846,300846.SZ,33,通信-通信服务-通信应用增值服务
603979,603979.SH,17,有色金属-工业金属-铜
002140,002140.SZ,33,建筑装饰-建筑装饰-专业工程
300520,300520.SZ,33,计算机-软件开发-垂直应用软件
600456,600456.SH,17,有色金属-小金属-其他小金属
920368,920368.BJ,151,电力设备-光伏设备-光伏加工设备
002218,002218.SZ,33,公用事业-电力-新能源发电
920792,920792.BJ,151,建筑材料-建筑材料-耐火材料
603612,603612.SH,17,基础化工-非金属材料-非金属材料Ⅲ
600234,600234.SH,17,建筑装饰-建筑装饰-装饰园林
600791,600791.SH,17,房地产-房地产-住宅开发
002339,002339.SZ,33,电力设备-电网设备-电气自控设备
605399,605399.SH,17,基础化工-化学制品-有机硅
600359,600359.SH,17,农林牧渔-种植业与林业-其他种植业
000592,000592.SZ,33,农林牧渔-种植业与林业-林业
300821,300821.SZ,33,基础化工-化学制品-有机硅
601058,601058.SH,17,汽车-汽车零部件-轮胎轮毂
000017,000017.SZ,33,纺织服饰-服装家纺-饰品
001288,001288.SZ,33,机械设备-专用设备-能源及重型设备
000545,000545.SZ,33,基础化工-化学原料-钛白粉
300505,300505.SZ,33,基础化工-农化制品-磷肥及磷化工
688798,688798.SH,17,电子-半导体-模拟芯片设计
688270,688270.SH,17,电子-半导体-模拟芯片设计
002647,002647.SZ,33,非银金融-多元金融-多元金融Ⅲ
600714,600714.SH,17,基础化工-化学原料-无机盐
600111,600111.SH,17,有色金属-小金属-稀土
688227,688227.SH,17,计算机-IT服务-IT服务Ⅲ
000927,000927.SZ,33,交通运输-物流-物流Ⅲ
600429,600429.SH,17,食品饮料-饮料制造-乳品
600583,600583.SH,17,石油石化-油气开采及服务-油服工程
000850,000850.SZ,33,纺织服饰-纺织制造-棉纺
605068,605068.SH,17,汽车-汽车零部件-车身附件及饰件
301632,301632.SZ,33,社会服务-其他社会服务-专业服务
300327,300327.SZ,33,电子-半导体-数字芯片设计
600667,600667.SH,17,建筑装饰-建筑装饰-工程咨询服务
601899,601899.SH,17,有色金属-工业金属-铜
920807,920807.BJ,151,机械设备-通用设备-磨具磨料
002490,002490.SZ,33,机械设备-专用设备-能源及重型设备
688411,688411.SH,17,电力设备-其他电源设备-其他电源设备Ⅲ
920505,920505.BJ,151,机械设备-通用设备-金属制品
002385,002385.SZ,33,农林牧渔-农产品加工-畜禽饲料
688095,688095.SH,17,计算机-软件开发-横向通用软件
600255,600255.SH,17,有色金属-金属新材料-其他金属新材料
002278,002278.SZ,33,机械设备-专用设备-能源及重型设备
600516,600516.SH,17,钢铁-钢铁-冶钢原料
688099,688099.SH,17,电子-半导体-数字芯片设计
300332,300332.SZ,33,公用事业-燃气-燃气Ⅲ
000688,000688.SZ,33,有色金属-工业金属-铅锌
920371,920371.BJ,151,农林牧渔-农产品加工-其他农产品加工
300481,300481.SZ,33,电子-电子化学品-电子化学品Ⅲ
600971,600971.SH,17,煤炭-煤炭开采加工-煤炭开采
600409,600409.SH,17,基础化工-化学原料-纯碱
600096,600096.SH,17,基础化工-农化制品-磷肥及磷化工
002201,002201.SZ,33,建筑材料-建筑材料-玻璃玻纤
600388,600388.SH,17,环保-环保设备-环保设备Ⅲ
300101,300101.SZ,33,国防军工-军工电子-军工电子Ⅲ
300324,300324.SZ,33,计算机-计算机设备-其他计算机设备
002996,002996.SZ,33,有色金属-工业金属-铝
688292,688292.SH,17,通信-通信设备-其他通信设备
600100,600100.SH,17,计算机-计算机设备-其他计算机设备
002167,002167.SZ,33,有色金属-小金属-其他小金属
002541,002541.SZ,33,建筑装饰-建筑装饰-专业工程
603097,603097.SH,17,电力设备-电网设备-输变电设备
600172,600172.SH,17,机械设备-通用设备-磨具磨料
301158,301158.SZ,33,机械设备-专用设备-能源及重型设备
920082,920082.BJ,151,机械设备-通用设备-金属制品
688167,688167.SH,17,电子-半导体-分立器件
002244,002244.SZ,33,房地产-房地产-住宅开发
300002,300002.SZ,33,传媒-游戏-游戏Ⅲ
002266,002266.SZ,33,环保-环境治理-固废治理
600403,600403.SH,17,煤炭-煤炭开采加工-煤炭开采
301590,301590.SZ,33,电力设备-其他电源设备-其他电源设备Ⅲ
688184,688184.SH,22,电力设备-电池-电池化学品
920068,920068.BJ,151,有色金属-小金属-其他小金属
600584,600584.SH,17,电子-半导体-集成电路封测
688072,688072.SH,17,电子-半导体-半导体设备
002715,002715.SZ,33,汽车-汽车零部件-底盘与发动机系统
688595,688595.SH,17,电子-半导体-数字芯片设计
601107,601107.SH,17,交通运输-公路铁路运输-高速公路
600188,600188.SH,17,煤炭-煤炭开采加工-煤炭开采
002890,002890.SZ,33,机械设备-专用设备-农用机械
002572,002572.SZ,33,轻工制造-家居用品-定制家居
920675,920675.BJ,151,基础化工-非金属材料-非金属材料Ⅲ
000069,000069.SZ,33,社会服务-旅游及酒店-旅游综合
600602,600602.SH,17,计算机-软件开发-垂直应用软件
300684,300684.SZ,33,电子-电子化学品-电子化学品Ⅲ
601678,601678.SH,17,基础化工-化学原料-氯碱
601808,601808.SH,17,石油石化-油气开采及服务-油服工程
603232,603232.SH,17,计算机-软件开发-横向通用软件
000723,000723.SZ,33,煤炭-煤炭开采加工-焦炭加工
600540,600540.SH,17,农林牧渔-种植业与林业-其他种植业
000951,000951.SZ,33,汽车-汽车整车-商用载货车
002132,002132.SZ,33,机械设备-通用设备-金属制品
600963,600963.SH,17,轻工制造-造纸-造纸Ⅲ
002185,002185.SZ,33,电子-半导体-集成电路封测
000990,000990.SZ,33,基础化工-化学原料-煤化工
600475,600475.SH,17,公用事业-电力-热力
600191,600191.SH,17,农林牧渔-农产品加工-其他农产品加工
300741,300741.SZ,33,基础化工-化学制品-食品及饲料添加剂
600361,600361.SH,17,有色金属-工业金属-铝
688981,688981.SH,17,电子-半导体-集成电路制造
300057,300057.SZ,33,有色金属-工业金属-铝
001358,001358.SZ,33,基础化工-化学制品-其他化学制品
002497,002497.SZ,33,基础化工-化学制品-民爆用品
600722,600722.SH,17,基础化工-化学原料-煤化工
002808,002808.SZ,33,电子-光学光电子-光学元件
002672,002672.SZ,33,环保-环境治理-固废治理
920016,920016.BJ,151,基础化工-化学制品-食品及饲料添加剂
688252,688252.SH,17,电子-半导体-数字芯片设计
688082,688082.SH,17,电子-半导体-半导体设备
600486,600486.SH,17,基础化工-农化制品-农药
601619,601619.SH,17,公用事业-电力-新能源发电
000657,000657.SZ,33,有色金属-小金属-钨
605499,605499.SH,17,食品饮料-饮料制造-软饮料
600121,600121.SH,17,煤炭-煤炭开采加工-煤炭开采
300252,300252.SZ,33,国防军工-军工电子-军工电子Ⅲ
920005,920005.BJ,151,电子-消费电子-消费电子零部件及组装
603062,603062.SH,17,基础化工-化学制品-涂料油墨
000937,000937.SZ,33,煤炭-煤炭开采加工-煤炭开采
688370,688370.SH,17,环保-环境治理-固废治理
002041,002041.SZ,33,农林牧渔-种植业与林业-种子生产
002274,002274.SZ,33,基础化工-化学原料-煤化工
600133,600133.SH,17,环保-环境治理-综合环境治理
600980,600980.SH,17,机械设备-专用设备-能源及重型设备
003035,003035.SZ,33,公用事业-电力-电能综合服务
000600,000600.SZ,33,公用事业-电力-火电
600777,600777.SH,22,石油石化-油气开采及服务-油气开采
603290,603290.SH,17,电子-半导体-分立器件
000985,000985.SZ,33,石油石化-石油加工贸易-石油加工
301486,301486.SZ,33,电子-消费电子-消费电子零部件及组装
920160,920160.BJ,151,社会服务-其他社会服务-专业服务
600395,600395.SH,17,煤炭-煤炭开采加工-煤炭开采
601609,601609.SH,17,有色金属-工业金属-铜
600522,600522.SH,17,通信-通信设备-通信线缆及配套
600367,600367.SH,17,基础化工-化学原料-无机盐
002364,002364.SZ,33,电力设备-其他电源设备-其他电源设备Ⅲ
301196,301196.SZ,33,基础化工-塑料制品-其他塑料制品
603799,603799.SH,17,有色金属-能源金属-钴
600423,600423.SH,17,基础化工-化学原料-其他化学原料
603225,603225.SH,17,基础化工-化学纤维-涤纶
300286,300286.SZ,33,电力设备-电网设备-电气自控设备
920866,920866.BJ,151,基础化工-农化制品-农药
688035,688035.SH,17,电子-电子化学品-电子化学品Ⅲ
600426,600426.SH,17,基础化工-农化制品-氮肥
002995,002995.SZ,33,传媒-文化传媒-广告营销
920045,920045.BJ,151,通信-通信设备-通信网络设备及器件
600985,600985.SH,17,煤炭-煤炭开采加工-煤炭开采
601700,601700.SH,17,电力设备-电网设备-线缆部件及其他
000672,000672.SZ,33,建筑材料-建筑材料-水泥
600745,600745.SH,17,电子-半导体-分立器件
300865,300865.SZ,33,机械设备-专用设备-能源及重型设备
600649,600649.SH,17,房地产-房地产-住宅开发
