股票代码,所属同花顺行业,code,market_code
600869.SH,电力设备-电网设备-线缆部件及其他,600869,17
603113.SH,基础化工-化学原料-其他化学原料,603113,17
301326.SZ,电子-消费电子-消费电子零部件及组装,301326,33
300836.SZ,机械设备-专用设备-其他专用设备,300836,33
002860.SZ,家用电器-白色家电-家电零部件,002860,33
300401.SZ,医药生物-化学制药-原料药,300401,33
300318.SZ,医药生物-生物制品-血液制品,300318,33
300328.SZ,有色金属-小金属-其他小金属,300328,33
000610.SZ,社会服务-旅游及酒店-旅游综合,000610,33
688319.SH,医药生物-生物制品-疫苗,688319,17
301033.SZ,医药生物-医疗器械-医疗耗材,301033,33
688686.SH,机械设备-自动化设备-其他自动化设备,688686,17
300620.SZ,通信-通信设备-通信网络设备及器件,300620,33
688307.SH,电子-光学光电子-光学元件,688307,17
300244.SZ,医药生物-医疗服务-其他医疗服务,300244,33
688766.SH,电子-半导体-数字芯片设计,688766,17
300685.SZ,医药生物-医疗器械-体外诊断,300685,33
603886.SH,食品饮料-食品加工制造-休闲食品,603886,17
301021.SZ,机械设备-自动化设备-激光设备,301021,33
605177.SH,医药生物-化学制药-原料药,605177,17
603199.SH,社会服务-旅游及酒店-自然景点,603199,17
300981.SZ,医药生物-医疗器械-医疗耗材,300981,33
000503.SZ,计算机-软件开发-垂直应用软件,000503,33
688302.SH,医药生物-化学制药-化学制剂,688302,17
000426.SZ,有色金属-贵金属-贵金属Ⅲ,000426,33
300347.SZ,医药生物-医疗服务-医疗研发外包,300347,33
688739.SH,医药生物-生物制品-疫苗,688739,17
301160.SZ,机械设备-通用设备-金属制品,301160,33
003040.SZ,通信-通信设备-通信终端及配件,003040,33
300560.SZ,通信-通信服务-通信工程及服务,300560,33
002632.SZ,基础化工-塑料制品-膜材料,002632,33
603061.SH,电子-半导体-半导体设备,603061,17
688091.SH,医药生物-化学制药-化学制剂,688091,17
300548.SZ,通信-通信设备-通信网络设备及器件,300548,33
300649.SZ,建筑装饰-建筑装饰-装饰园林,300649,33
002693.SZ,医药生物-生物制品-其他生物制品,002693,33
300485.SZ,医药生物-生物制品-其他生物制品,300485,33
300927.SZ,基础化工-化学原料-其他化学原料,300927,33
920765.BJ,轻工制造-家居用品-成品家居,920765,151
688217.SH,医药生物-医疗器械-体外诊断,688217,17
301486.SZ,通信-通信设备-通信网络设备及器件,301486,33
688807.SH,电子-半导体-数字芯片设计,688807,17
300357.SZ,医药生物-生物制品-其他生物制品,300357,33
603083.SH,通信-通信设备-通信终端及配件,603083,17
688003.SH,机械设备-自动化设备-其他自动化设备,688003,17
002821.SZ,医药生物-医疗服务-医疗研发外包,002821,33
688772.SH,电力设备-电池-锂电池,688772,17
300081.SZ,通信-通信服务-通信应用增值服务,300081,33
002755.SZ,医药生物-化学制药-化学制剂,002755,33
002522.SZ,基础化工-塑料制品-膜材料,002522,33
688221.SH,医药生物-化学制药-化学制剂,688221,17
603216.SH,轻工制造-家居用品-定制家居,603216,17
603303.SH,电子-光学光电子-LED,603303,17
600315.SH,美容护理-美容护理-化妆品,600315,17
300238.SZ,医药生物-医疗器械-医疗耗材,300238,33
688068.SH,医药生物-医疗器械-体外诊断,688068,17
600692.SH,房地产-房地产-住宅开发,600692,17
688618.SH,通信-通信设备-通信网络设备及器件,688618,17
688635.SH,通信-通信设备-通信线缆及配套,688635,17
301046.SZ,建筑装饰-建筑装饰-基础建设,301046,33
603108.SH,医药生物-医药商业-医药流通,603108,17
001368.SZ,轻工制造-家居用品-文娱用品,001368,33
301060.SZ,医药生物-医疗服务-其他医疗服务,301060,33
002319.SZ,基础化工-化学制品-涂料油墨,002319,33
000626.SZ,商贸零售-贸易-贸易Ⅲ,000626,33
688037.SH,电子-半导体-半导体设备,688037,17
601089.SH,医药生物-化学制药-化学制剂,601089,17
300072.SZ,基础化工-化学制品-其他化学制品,300072,33
688513.SH,医药生物-化学制药-化学制剂,688513,17
603001.SH,纺织服饰-服装家纺-鞋帽及其他,603001,17
688690.SH,医药生物-化学制药-原料药,688690,17
301393.SZ,医药生物-生物制品-其他生物制品,301393,33
002104.SZ,通信-通信设备-通信终端及配件,002104,33
300628.SZ,通信-通信设备-通信终端及配件,300628,33
300864.SZ,环保-环境治理-综合环境治理,300864,33
002345.SZ,纺织服饰-服装家纺-饰品,002345,33
000603.SZ,有色金属-工业金属-铅锌,000603,33
688127.SH,电子-光学光电子-光学元件,688127,17
603567.SH,医药生物-中药-中药Ⅲ,603567,17
002387.SZ,电子-光学光电子-面板,002387,33
603334.SH,基础化工-化学制品-其他化学制品,603334,17
688073.SH,医药生物-医疗服务-医疗研发外包,688073,17
002586.SZ,建筑装饰-建筑装饰-基础建设,002586,33
300906.SZ,机械设备-轨交设备-轨交设备Ⅲ,300906,33
000639.SZ,食品饮料-食品加工制造-其他食品,000639,33
920351.BJ,交通运输-物流-物流Ⅲ,920351,151
300331.SZ,电子-光学光电子-光学元件,300331,33
002214.SZ,国防军工-军工电子-军工电子Ⅲ,002214,33
300291.SZ,传媒-影视院线-影视院线Ⅲ,300291,33
300736.SZ,电子-其他电子-其他电子Ⅲ,300736,33
600737.SH,农林牧渔-农产品加工-其他农产品加工,600737,17
688800.SH,电子-其他电子-其他电子Ⅲ,688800,17
688393.SH,医药生物-医疗器械-体外诊断,688393,17
605086.SH,基础化工-非金属材料-非金属材料Ⅲ,605086,17
300294.SZ,医药生物-生物制品-血液制品,300294,33
688678.SH,电子-消费电子-消费电子零部件及组装,688678,17
300468.SZ,计算机-软件开发-垂直应用软件,300468,33
301301.SZ,医药生物-化学制药-原料药,301301,33
002857.SZ,电力设备-电网设备-电气自控设备,002857,33
688139.SH,医药生物-医疗器械-医疗设备,688139,17
688167.SH,电子-半导体-分立器件,688167,17
000887.SZ,汽车-汽车零部件-其他汽车零部件,000887,33
300615.SZ,通信-通信设备-通信终端及配件,300615,33
300192.SZ,社会服务-教育-教育Ⅲ,300192,33
603429.SH,轻工制造-包装印刷-包装,603429,22
600055.SH,医药生物-医疗器械-医疗设备,600055,17
300418.SZ,传媒-游戏-游戏Ⅲ,300418,33
603306.SH,汽车-汽车零部件-车身附件及饰件,603306,17
000506.SZ,有色金属-贵金属-贵金属Ⅲ,000506,33
300139.SZ,有色金属-贵金属-贵金属Ⅲ,300139,33
603221.SH,轻工制造-家居用品-瓷砖地板,603221,17
300004.SZ,机械设备-专用设备-其他专用设备,300004,33
600165.SH,基础化工-化学制品-其他化学制品,600165,22
300667.SZ,机械设备-通用设备-仪器仪表,300667,33
300596.SZ,基础化工-化学制品-其他化学制品,300596,33
301030.SZ,环保-环保设备-环保设备Ⅲ,301030,33
300026.SZ,医药生物-中药-中药Ⅲ,300026,33
600881.SH,综合-综合-综合Ⅲ,600881,17
603538.SH,医药生物-化学制药-原料药,603538,17
300234.SZ,建筑材料-建筑材料-其他建材,300234,33
688133.SH,基础化工-化学制品-其他化学制品,688133,17
688293.SH,医药生物-医疗服务-医疗研发外包,688293,17
600252.SH,医药生物-中药-中药Ⅲ,600252,17
688090.SH,机械设备-自动化设备-机器人,688090,17
688163.SH,医药生物-生物制品-血液制品,688163,17
301509.SZ,医药生物-医疗服务-医疗研发外包,301509,33
002622.SZ,医药生物-医疗服务-医院,002622,33
688687.SH,医药生物-化学制药-化学制剂,688687,17
002637.SZ,基础化工-化学制品-其他化学制品,002637,33
002989.SZ,建筑装饰-建筑装饰-装饰园林,002989,33
688298.SH,医药生物-医疗器械-体外诊断,688298,17
688177.SH,医药生物-生物制品-其他生物制品,688177,17
002427.SZ,基础化工-化学纤维-涤纶,002427,33
920729.BJ,农林牧渔-养殖业-动物保健,920729,151
600114.SH,机械设备-通用设备-金属制品,600114,17
688683.SH,电子-电子化学品-电子化学品Ⅲ,688683,17
688351.SH,医药生物-医疗器械-医疗耗材,688351,17
603395.SH,基础化工-农化制品-复合肥,603395,17
603122.SH,医药生物-医药商业-医药流通,603122,17
301285.SZ,电子-消费电子-消费电子零部件及组装,301285,33
002589.SZ,医药生物-医药商业-医药流通,002589,33
001211.SZ,轻工制造-家居用品-其他家居用品,001211,33
688383.SH,机械设备-专用设备-其他专用设备,688383,17
688557.SH,机械设备-通用设备-其他通用设备,688557,17
002099.SZ,医药生物-化学制药-原料药,002099,33
002385.SZ,农林牧渔-农产品加工-畜禽饲料,002385,33
603630.SH,美容护理-美容护理-化妆品,603630,17
603707.SH,医药生物-化学制药-化学制剂,603707,17
603456.SH,医药生物-医疗服务-医疗研发外包,603456,17
000421.SZ,综合-综合-综合Ⅲ,000421,33
603127.SH,医药生物-医疗服务-医疗研发外包,603127,17
688626.SH,医药生物-医疗器械-医疗设备,688626,17
603912.SH,机械设备-通用设备-制冷空调设备,603912,17
688553.SH,医药生物-化学制药-化学制剂,688553,17
300869.SZ,医药生物-医疗器械-医疗设备,300869,33
688613.SH,医药生物-医疗器械-医疗耗材,688613,17
688025.SH,机械设备-自动化设备-激光设备,688025,17
688765.SH,医药生物-生物制品-血液制品,688765,17
002668.SZ,家用电器-白色家电-冰洗,002668,33
300887.SZ,社会服务-其他社会服务-专业服务,300887,33
300366.SZ,计算机-软件开发-垂直应用软件,300366,33
300623.SZ,电子-半导体-分立器件,300623,33
001324.SZ,机械设备-轨交设备-轨交设备Ⅲ,001324,33
688291.SH,计算机-软件开发-垂直应用软件,688291,17
301043.SZ,机械设备-通用设备-制冷空调设备,301043,33
002022.SZ,医药生物-医疗器械-体外诊断,002022,33
688458.SH,电子-半导体-模拟芯片设计,688458,17
920090.BJ,计算机-计算机设备-其他计算机设备,920090,151
603881.SH,通信-通信服务-通信应用增值服务,603881,17
688176.SH,医药生物-化学制药-化学制剂,688176,17
688261.SH,电子-半导体-分立器件,688261,17
002306.SZ,社会服务-旅游及酒店-餐饮,002306,33
688608.SH,电子-半导体-数字芯片设计,688608,17
920066.BJ,基础化工-塑料制品-改性塑料,920066,151
605136.SH,商贸零售-互联网电商-互联网电商Ⅲ,605136,17
920230.BJ,医药生物-化学制药-原料药,920230,151
000703.SZ,基础化工-化学纤维-涤纶,000703,33
920857.BJ,电子-消费电子-消费电子零部件及组装,920857,151
300083.SZ,机械设备-通用设备-机床工具,300083,33
688192.SH,医药生物-化学制药-化学制剂,688192,17
301337.SZ,计算机-软件开发-垂直应用软件,301337,33
001359.SZ,基础化工-非金属材料-非金属材料Ⅲ,001359,33
002019.SZ,医药生物-化学制药-化学制剂,002019,33
688799.SH,医药生物-化学制药-化学制剂,688799,17
300165.SZ,机械设备-通用设备-仪器仪表,300165,33
300683.SZ,医药生物-医疗服务-医疗研发外包,300683,33
688580.SH,医药生物-医疗器械-医疗设备,688580,17
300078.SZ,计算机-IT服务-IT服务Ⅲ,300078,33
600487.SH,通信-通信设备-通信线缆及配套,600487,17
002603.SZ,医药生物-中药-中药Ⅲ,002603,33
601011.SH,煤炭-煤炭开采加工-煤炭开采,601011,17
688410.SH,医药生物-医疗器械-医疗设备,688410,17
300463.SZ,医药生物-医疗器械-体外诊断,300463,33
300546.SZ,计算机-计算机设备-其他计算机设备,300546,33
002351.SZ,电子-消费电子-品牌消费电子,002351,33
600251.SH,农林牧渔-农产品加工-果蔬加工,600251,17
920083.BJ,基础化工-非金属材料-非金属材料Ⅲ,920083,151
000510.SZ,基础化工-化学原料-氯碱,000510,33
688768.SH,机械设备-通用设备-仪器仪表,688768,17
603517.SH,食品饮料-食品加工制造-休闲食品,603517,22
301227.SZ,轻工制造-家居用品-定制家居,301227,33
300642.SZ,医药生物-医疗器械-体外诊断,300642,33
002165.SZ,基础化工-化学制品-聚氨酯,002165,33
600196.SH,医药生物-化学制药-化学制剂,600196,17
300204.SZ,医药生物-化学制药-化学制剂,300204,33
688382.SH,医药生物-化学制药-化学制剂,688382,17
600657.SH,房地产-房地产-住宅开发,600657,17
300812.SZ,电子-消费电子-消费电子零部件及组装,300812,33
920425.BJ,机械设备-自动化设备-工控设备,920425,151
002290.SZ,家用电器-白色家电-家电零部件,002290,33
002987.SZ,计算机-软件开发-垂直应用软件,002987,33
688669.SH,基础化工-塑料制品-改性塑料,688669,17
300433.SZ,电子-消费电子-消费电子零部件及组装,300433,33
688358.SH,医药生物-医疗器械-医疗设备,688358,17
300759.SZ,医药生物-医疗服务-医疗研发外包,300759,33
603565.SH,交通运输-港口航运-航运,603565,17
688611.SH,电力设备-电网设备-电气自控设备,688611,17
300267.SZ,医药生物-化学制药-原料药,300267,33
300635.SZ,建筑装饰-建筑装饰-工程咨询服务,300635,33
603193.SH,美容护理-美容护理-个护用品,603193,17
688366.SH,医药生物-医疗器械-医疗耗材,688366,17
688273.SH,医药生物-医疗器械-医疗设备,688273,17
688575.SH,医药生物-医疗器械-体外诊断,688575,17
688796.SH,医药生物-医疗服务-医疗研发外包,688796,17
301012.SZ,电力设备-电网设备-输变电设备,301012,33
301528.SZ,机械设备-通用设备-仪器仪表,301528,33
300050.SZ,通信-通信服务-通信工程及服务,300050,33
000963.SZ,医药生物-化学制药-化学制剂,000963,33
600538.SH,医药生物-医疗器械-体外诊断,600538,17
000838.SZ,房地产-房地产-住宅开发,000838,33
000952.SZ,医药生物-化学制药-原料药,000952,33
300345.SZ,电力设备-光伏设备-硅料硅片,300345,33
002707.SZ,社会服务-旅游及酒店-旅游综合,002707,33
600238.SH,食品饮料-饮料制造-其他酒类,600238,22
300740.SZ,美容护理-美容护理-化妆品,300740,33
300760.SZ,医药生物-医疗器械-医疗设备,300760,33
300048.SZ,机械设备-自动化设备-工控设备,300048,33
300003.SZ,医药生物-医疗器械-医疗耗材,300003,33
000766.SZ,医药生物-化学制药-化学制剂,000766,33
605488.SH,基础化工-塑料制品-膜材料,605488,17
301108.SZ,美容护理-美容护理-个护用品,301108,33
688108.SH,医药生物-医疗器械-医疗耗材,688108,17
301103.SZ,医药生物-医疗服务-医院,301103,33
300957.SZ,美容护理-美容护理-化妆品,300957,33
601069.SH,有色金属-贵金属-贵金属Ⅲ,601069,17
301617.SZ,基础化工-化学制品-其他化学制品,301617,33
688076.SH,医药生物-化学制药-原料药,688076,22
301267.SZ,医药生物-医疗服务-医院,301267,33
002043.SZ,建筑材料-建筑材料-其他建材,002043,33
300849.SZ,美容护理-美容护理-化妆品,300849,33
002422.SZ,医药生物-化学制药-化学制剂,002422,33
002791.SZ,建筑材料-建筑材料-其他建材,002791,33
688468.SH,医药生物-医疗器械-体外诊断,688468,17
688198.SH,医药生物-医疗器械-医疗耗材,688198,17
300639.SZ,医药生物-医疗器械-体外诊断,300639,33
300016.SZ,医药生物-化学制药-化学制剂,300016,33
600503.SH,房地产-房地产-住宅开发,600503,17
301177.SZ,纺织服饰-服装家纺-饰品,301177,33
920810.BJ,机械设备-专用设备-印刷包装机械,920810,151
688236.SH,医药生物-医疗器械-医疗耗材,688236,17
603189.SH,计算机-软件开发-垂直应用软件,603189,22
603229.SH,医药生物-化学制药-原料药,603229,17
603919.SH,食品饮料-白酒-白酒Ⅲ,603919,17
002237.SZ,有色金属-贵金属-贵金属Ⅲ,002237,33
603297.SH,电子-光学光电子-光学元件,603297,17
600415.SH,商贸零售-零售-商业物业经营,600415,17
300406.SZ,医药生物-医疗器械-体外诊断,300406,33
603168.SH,医药生物-化学制药-化学制剂,603168,17
301557.SZ,电力设备-风电设备-风电零部件,301557,33
000949.SZ,基础化工-化学纤维-氨纶,000949,33
603818.SH,轻工制造-家居用品-成品家居,603818,17
003004.SZ,计算机-计算机设备-安防设备,003004,33
300233.SZ,医药生物-化学制药-化学制剂,300233,33
300482.SZ,医药生物-医疗器械-体外诊断,300482,33
300684.SZ,电子-电子化学品-电子化学品Ⅲ,300684,33
301040.SZ,电力设备-风电设备-风电零部件,301040,33
600658.SH,房地产-房地产-产业地产,600658,17
300111.SZ,医药生物-化学制药-原料药,300111,33
300942.SZ,医药生物-医疗器械-体外诊断,300942,33
600489.SH,有色金属-贵金属-贵金属Ⅲ,600489,17
300289.SZ,医药生物-医疗器械-体外诊断,300289,33
300049.SZ,医药生物-医疗器械-医疗设备,300049,33
300789.SZ,计算机-计算机设备-其他计算机设备,300789,33
301126.SZ,医药生物-医药商业-医药流通,301126,33
600330.SH,电子-电子化学品-电子化学品Ⅲ,600330,17
002393.SZ,医药生物-化学制药-化学制剂,002393,33
603336.SH,农林牧渔-种植业与林业-其他种植业,603336,17
300245.SZ,计算机-IT服务-IT服务Ⅲ,300245,33
301090.SZ,基础化工-塑料制品-其他塑料制品,301090,33
300030.SZ,医药生物-医疗器械-医疗设备,300030,33
300039.SZ,医药生物-中药-中药Ⅲ,300039,33
301003.SZ,基础化工-塑料制品-改性塑料,301003,33
002542.SZ,建筑装饰-建筑装饰-专业工程,002542,33
920575.BJ,医药生物-生物制品-疫苗,920575,151
300110.SZ,医药生物-化学制药-化学制剂,300110,33
688639.SH,基础化工-化学制品-食品及饲料添加剂,688639,17
600739.SH,医药生物-生物制品-疫苗,600739,17
300709.SZ,电子-消费电子-消费电子零部件及组装,300709,33
920419.BJ,农林牧渔-农产品加工-宠物食品,920419,151
600458.SH,综合-综合-综合Ⅲ,600458,17
688067.SH,医药生物-医疗器械-体外诊断,688067,17
002122.SZ,机械设备-通用设备-机床工具,002122,33
603718.SH,医药生物-医疗器械-医疗耗材,603718,22
300211.SZ,机械设备-通用设备-仪器仪表,300211,33
600119.SH,交通运输-物流-物流Ⅲ,600119,22
600149.SH,公用事业-电力-热力,600149,17
300491.SZ,电力设备-其他电源设备-其他电源设备Ⅲ,300491,33
600851.SH,医药生物-化学制药-化学制剂,600851,17
605167.SH,建筑装饰-建筑装饰-专业工程,605167,17
601899.SH,有色金属-贵金属-贵金属Ⅲ,601899,17
