所属同花顺行业,股票代码,code,market_code
石油石化-油气开采及服务-油服工程,920088.BJ,920088,151
计算机-IT服务-IT服务Ⅲ,920130.BJ,920130,151
医药生物-中药-中药Ⅲ,300534.SZ,300534,33
机械设备-通用设备-仪器仪表,300515.SZ,300515,33
计算机-计算机设备-其他计算机设备,300368.SZ,300368,33
环保-环境治理-水务及水治理,688057.SH,688057,17
基础化工-化学原料-其他化学原料,301190.SZ,301190,33
公用事业-电力-电能综合服务,300040.SZ,300040,33
石油石化-油气开采及服务-油服工程,300164.SZ,300164,33
电力设备-电网设备-输变电设备,920046.BJ,920046,151
电子-半导体-数字芯片设计,301536.SZ,301536,33
商贸零售-互联网电商-互联网电商Ⅲ,300209.SZ,300209,33
医药生物-化学制药-化学制剂,688382.SH,688382,17
环保-环境治理-固废治理,300779.SZ,300779,33
石油石化-石油加工贸易-石油加工,300135.SZ,300135,33
公用事业-电力-电能综合服务,688248.SH,688248,17
公用事业-电力-新能源发电,300317.SZ,300317,33
石油石化-油气开采及服务-油气开采,300191.SZ,300191,33
社会服务-其他社会服务-专业服务,301228.SZ,301228,33
医药生物-化学制药-化学制剂,688578.SH,688578,17
公用事业-燃气-燃气Ⅲ,920010.BJ,920010,151
医药生物-中药-中药Ⅲ,300039.SZ,300039,33
基础化工-农化制品-氮肥,600227.SH,600227,17
公用事业-电力-火电,600863.SH,600863,17
电子-光学光电子-光学元件,002036.SZ,002036,33
钢铁-钢铁-普钢,600126.SH,600126,17
公用事业-电力-火电,600744.SH,600744,17
公用事业-电力-新能源发电,600821.SH,600821,17
公用事业-电力-火电,000600.SZ,000600,33
公用事业-电力-火电,600396.SH,600396,17
公用事业-电力-新能源发电,600032.SH,600032,17
公用事业-电力-新能源发电,001258.SZ,001258,33
轻工制造-家居用品-其他家居用品,001211.SZ,001211,33
计算机-IT服务-IT服务Ⅲ,600756.SH,600756,17
机械设备-专用设备-能源及重型设备,002490.SZ,002490,33
电力设备-电网设备-电气自控设备,002857.SZ,002857,33
食品饮料-饮料制造-其他酒类,603779.SH,603779,17
机械设备-专用设备-其他专用设备,920014.BJ,920014,151
公用事业-电力-电能综合服务,600452.SH,600452,17
石油石化-油气开采及服务-油气开采,600938.SH,600938,17
机械设备-专用设备-能源及重型设备,001288.SZ,001288,33
石油石化-油气开采及服务-油服工程,603727.SH,603727,17
基础化工-化学制品-涂料油墨,603823.SH,603823,17
传媒-文化传媒-数字媒体,603533.SH,603533,17
煤炭-煤炭开采加工-煤炭开采,600403.SH,600403,17
煤炭-煤炭开采加工-煤炭开采,600726.SH,600726,17
煤炭-煤炭开采加工-煤炭开采,600188.SH,600188,17
食品饮料-白酒-白酒Ⅲ,000596.SZ,000596,33
公用事业-电力-火电,601991.SH,601991,17
煤炭-煤炭开采加工-煤炭开采,600985.SH,600985,17
公用事业-电力-火电,000037.SZ,000037,33
轻工制造-家居用品-成品家居,603610.SH,603610,17
电子-消费电子-消费电子零部件及组装,002866.SZ,002866,33
电子-光学光电子-LED,002992.SZ,002992,33
公用事业-电力-火电,600578.SH,600578,17
基础化工-化学制品-纺织化学用品,002440.SZ,002440,33
公用事业-电力-电能综合服务,600644.SH,600644,17
基础化工-塑料制品-合成树脂,601026.SH,601026,17
通信-通信服务-通信应用增值服务,000815.SZ,000815,33
煤炭-煤炭开采加工-煤炭开采,601001.SH,601001,17
医药生物-化学制药-化学制剂,600267.SH,600267,17
公用事业-电力-火电,000539.SZ,000539,33
公用事业-电力-水电,600236.SH,600236,17
公用事业-电力-水电,000722.SZ,000722,33
石油石化-油气开采及服务-油气开采,603619.SH,603619,17
煤炭-煤炭开采加工-煤炭开采,601898.SH,601898,17
基础化工-化学原料-煤化工,600722.SH,600722,17
计算机-IT服务-IT服务Ⅲ,600797.SH,600797,17
煤炭-煤炭开采加工-煤炭开采,600121.SH,600121,17
公用事业-电力-火电,000767.SZ,000767,33
基础化工-化学原料-煤化工,600746.SH,600746,17
公用事业-电力-火电,000899.SZ,000899,33
通信-通信服务-通信工程及服务,000889.SZ,000889,33
计算机-IT服务-IT服务Ⅲ,920493.BJ,920493,151
建筑装饰-建筑装饰-专业工程,002542.SZ,002542,33
公用事业-电力-火电,600021.SH,600021,17
公用事业-电力-电能综合服务,600969.SH,600969,17
电力设备-电网设备-电气自控设备,920299.BJ,920299,151
计算机-软件开发-垂直应用软件,300663.SZ,300663,33
公用事业-电力-新能源发电,603693.SH,603693,17
家用电器-白色家电-家电零部件,603519.SH,603519,17
基础化工-化学原料-煤化工,600989.SH,600989,17
计算机-软件开发-横向通用软件,688111.SH,688111,17
煤炭-煤炭开采加工-煤炭开采,600758.SH,600758,17
计算机-软件开发-垂直应用软件,300561.SZ,300561,33
石油石化-油气开采及服务-油气开采,300483.SZ,300483,33
交通运输-公路铁路运输-高速公路,600012.SH,600012,17
建筑装饰-建筑装饰-专业工程,002541.SZ,002541,33
医药生物-化学制药-原料药,300765.SZ,300765,33
公用事业-电力-水电,000601.SZ,000601,33
计算机-IT服务-IT服务Ⅲ,920748.BJ,920748,151
电力设备-电网设备-线缆部件及其他,605196.SH,605196,17
电子-半导体-半导体材料,688432.SH,688432,17
医药生物-生物制品-其他生物制品,301080.SZ,301080,33
煤炭-煤炭开采加工-煤炭开采,601699.SH,601699,17
有色金属-工业金属-铝,601600.SH,601600,17
电力设备-电网设备-线缆部件及其他,000720.SZ,000720,33
计算机-软件开发-垂直应用软件,300465.SZ,300465,33
通信-通信服务-通信应用增值服务,002123.SZ,002123,33
公用事业-电力-热力,600982.SH,600982,17
公用事业-电力-热力,605011.SH,605011,17
公用事业-电力-新能源发电,000862.SZ,000862,33
煤炭-煤炭开采加工-煤炭开采,600546.SH,600546,17
电力设备-电网设备-输变电设备,300001.SZ,300001,33
公用事业-电力-新能源发电,601016.SH,601016,17
基础化工-化学制品-其他化学制品,688065.SH,688065,17
基础化工-化学制品-聚氨酯,002165.SZ,002165,33
电力设备-电网设备-电气自控设备,920508.BJ,920508,151
石油石化-油气开采及服务-油气开采,000968.SZ,000968,33
电力设备-电网设备-电气自控设备,001388.SZ,001388,33
基础化工-化学制品-纺织化学用品,600352.SH,600352,17
计算机-IT服务-IT服务Ⅲ,301218.SZ,301218,33
基础化工-农化制品-农药,600486.SH,600486,17
医药生物-医疗器械-医疗耗材,688617.SH,688617,17
汽车-汽车整车-商用载客车,600066.SH,600066,17
石油石化-油气开采及服务-油气开采,600759.SH,600759,22
电子-光学光电子-面板,001399.SZ,001399,33
轻工制造-家居用品-成品家居,301376.SZ,301376,33
石油石化-石油加工贸易-油品石化贸易,000554.SZ,000554,33
计算机-IT服务-IT服务Ⅲ,603629.SH,603629,17
计算机-IT服务-IT服务Ⅲ,300017.SZ,300017,33
公用事业-燃气-燃气Ⅲ,300332.SZ,300332,33
机械设备-通用设备-仪器仪表,688808.SH,688808,17
公用事业-电力-水电,000993.SZ,000993,33
医药生物-化学制药-化学制剂,688506.SH,688506,17
医药生物-生物制品-其他生物制品,688062.SH,688062,17
公用事业-电力-火电,600011.SH,600011,17
公用事业-电力-电能综合服务,600310.SH,600310,17
食品饮料-饮料制造-乳品,605179.SH,605179,17
计算机-IT服务-IT服务Ⅲ,000938.SZ,000938,33
电子-半导体-集成电路制造,688347.SH,688347,17
电子-半导体-数字芯片设计,688702.SH,688702,17
美容护理-美容护理-个护用品,001206.SZ,001206,33
公用事业-电力-新能源发电,002015.SZ,002015,33
公用事业-电力-火电,000543.SZ,000543,33
公用事业-电力-新能源发电,002310.SZ,002310,33
通信-通信设备-通信网络设备及器件,301165.SZ,301165,33
基础化工-化学原料-氯碱,601678.SH,601678,17
医药生物-医疗器械-医疗设备,688271.SH,688271,17
汽车-汽车零部件-轮胎轮毂,300428.SZ,300428,33
计算机-IT服务-IT服务Ⅲ,688568.SH,688568,17
石油石化-石油加工贸易-石油加工,601857.SH,601857,17
基础化工-化学制品-其他化学制品,688133.SH,688133,17
基础化工-化学原料-无机盐,600929.SH,600929,17
电子-半导体-数字芯片设计,688608.SH,688608,17
机械设备-通用设备-金属制品,000039.SZ,000039,33
公用事业-电力-电能综合服务,600101.SH,600101,17
家用电器-白色家电-家电零部件,920699.BJ,920699,151
煤炭-煤炭开采加工-煤炭开采,601666.SH,601666,17
银行-银行-城商行,601187.SH,601187,17
环保-环保设备-环保设备Ⅲ,300105.SZ,300105,33
汽车-汽车服务及其他-其他运输设备,603129.SH,603129,17
国防军工-军工装备-航空装备,688122.SH,688122,17
公用事业-电力-火电,000791.SZ,000791,33
基础化工-化学制品-其他化学制品,002648.SZ,002648,33
计算机-IT服务-IT服务Ⅲ,600131.SH,600131,17
机械设备-轨交设备-轨交设备Ⅲ,601766.SH,601766,17
电力设备-电网设备-电气自控设备,301609.SZ,301609,33
医药生物-中药-中药Ⅲ,002603.SZ,002603,33
电子-消费电子-品牌消费电子,300866.SZ,300866,33
公用事业-电力-电能综合服务,600505.SH,600505,17
轻工制造-家居用品-其他家居用品,688087.SH,688087,17
公用事业-电力-新能源发电,000537.SZ,000537,33
公用事业-电力-电能综合服务,600483.SH,600483,17
社会服务-其他社会服务-专业服务,603373.SH,603373,17
计算机-软件开发-横向通用软件,300766.SZ,300766,33
计算机-IT服务-IT服务Ⅲ,920790.BJ,920790,151
医药生物-中药-中药Ⅲ,300181.SZ,300181,33
纺织服饰-服装家纺-家纺,920262.BJ,920262,151
医药生物-化学制药-化学制剂,688176.SH,688176,17
电力设备-电网设备-线缆部件及其他,002309.SZ,002309,33
机械设备-通用设备-其他通用设备,301273.SZ,301273,33
医药生物-化学制药-化学制剂,002422.SZ,002422,33
医药生物-化学制药-化学制剂,688266.SH,688266,17
汽车-汽车零部件-底盘与发动机系统,603178.SH,603178,17
纺织服饰-纺织制造-辅料,002003.SZ,002003,33
石油石化-油气开采及服务-油服工程,600871.SH,600871,17
公用事业-电力-热力,600719.SH,600719,17
计算机-软件开发-横向通用软件,300768.SZ,300768,33
食品饮料-白酒-白酒Ⅲ,000568.SZ,000568,33
非银金融-保险-保险Ⅲ,601601.SH,601601,17
煤炭-煤炭开采加工-煤炭开采,601101.SH,601101,17
社会服务-教育-教育Ⅲ,000526.SZ,000526,33
计算机-IT服务-IT服务Ⅲ,300682.SZ,300682,33
医药生物-中药-中药Ⅲ,300147.SZ,300147,33
纺织服饰-服装家纺-家纺,603365.SH,603365,17
电力设备-电网设备-电气自控设备,600406.SH,600406,17
建筑材料-建筑材料-管材,002372.SZ,002372,33
公用事业-电力-火电,001896.SZ,001896,33
美容护理-美容护理-化妆品,300132.SZ,300132,33
国防军工-军工装备-航空装备,688297.SH,688297,17
医药生物-生物制品-其他生物制品,688331.SH,688331,17
电力设备-电池-锂电池,688567.SH,688567,17
石油石化-油气开采及服务-油服工程,601808.SH,601808,17
机械设备-自动化设备-工控设备,688188.SH,688188,17
环保-环境治理-固废治理,688679.SH,688679,17
电力设备-其他电源设备-其他电源设备Ⅲ,002366.SZ,002366,33
电力设备-电网设备-电气自控设备,600268.SH,600268,17
煤炭-煤炭开采加工-煤炭开采,601918.SH,601918,17
医药生物-医疗服务-医疗研发外包,688710.SH,688710,17
商贸零售-互联网电商-互联网电商Ⅲ,002640.SZ,002640,33
食品饮料-白酒-白酒Ⅲ,600519.SH,600519,17
电力设备-电网设备-输变电设备,601179.SH,601179,17
公用事业-电力-新能源发电,600163.SH,600163,17
基础化工-化学制品-食品及饲料添加剂,605016.SH,605016,17
电力设备-风电设备-风电整机,688349.SH,688349,17
煤炭-煤炭开采加工-煤炭开采,002128.SZ,002128,33
煤炭-煤炭开采加工-煤炭开采,600256.SH,600256,17
计算机-软件开发-垂直应用软件,002410.SZ,002410,33
房地产-房地产-住宅开发,000042.SZ,000042,33
食品饮料-白酒-白酒Ⅲ,603919.SH,603919,17
社会服务-其他社会服务-专业服务,300795.SZ,300795,33
汽车-汽车服务及其他-其他运输设备,689009.SH,689009,17
机械设备-通用设备-其他通用设备,300157.SZ,300157,33
公用事业-电力-火电,000690.SZ,000690,33
公用事业-电力-火电,002608.SZ,002608,33
纺织服饰-纺织制造-其他纺织,300979.SZ,300979,33
交通运输-港口航运-航运,600428.SH,600428,17
国防军工-军工电子-军工电子Ⅲ,600562.SH,600562,17
基础化工-农化制品-农药,002250.SZ,002250,33
煤炭-煤炭开采加工-焦炭加工,601015.SH,601015,17
环保-环保设备-环保设备Ⅲ,600388.SH,600388,17
通信-通信设备-通信线缆及配套,601869.SH,601869,17
电子-消费电子-品牌消费电子,301606.SZ,301606,33
通信-通信设备-通信网络设备及器件,300502.SZ,300502,33
计算机-软件开发-垂直应用软件,000948.SZ,000948,33
公用事业-电力-电能综合服务,600995.SH,600995,17
公用事业-电力-电能综合服务,600979.SH,600979,17
农林牧渔-农产品加工-其他农产品加工,600737.SH,600737,17
食品饮料-饮料制造-啤酒,000729.SZ,000729,33
基础化工-农化制品-氮肥,000731.SZ,000731,33
交通运输-物流-物流Ⅲ,603871.SH,603871,17
社会服务-其他社会服务-专业服务,601965.SH,601965,17
轻工制造-造纸-造纸Ⅲ,002078.SZ,002078,33
机械设备-专用设备-其他专用设备,603159.SH,603159,17
公用事业-电力-热力,002893.SZ,002893,33
交通运输-公路铁路运输-高速公路,600350.SH,600350,17
公用事业-电力-新能源发电,920770.BJ,920770,151
电力设备-电网设备-电气自控设备,000400.SZ,000400,33
计算机-IT服务-IT服务Ⅲ,600536.SH,600536,17
公用事业-电力-火电,600509.SH,600509,17
计算机-软件开发-垂直应用软件,000503.SZ,000503,33
医药生物-化学制药-化学制剂,688513.SH,688513,17
医药生物-医疗器械-医疗设备,300246.SZ,300246,33
社会服务-其他社会服务-专业服务,920122.BJ,920122,151
医药生物-医疗服务-医疗研发外包,300149.SZ,300149,33
机械设备-专用设备-农用机械,601038.SH,601038,17
医药生物-医疗服务-医疗研发外包,603259.SH,603259,17
食品饮料-白酒-白酒Ⅲ,600809.SH,600809,17
基础化工-农化制品-氮肥,600426.SH,600426,17
医药生物-医疗器械-医疗设备,301087.SZ,301087,33
医药生物-化学制药-原料药,688758.SH,688758,17
电子-半导体-数字芯片设计,688802.SH,688802,17
房地产-房地产-住宅开发,002244.SZ,002244,33
纺织服饰-服装家纺-服装,002832.SZ,002832,33
建筑材料-建筑材料-水泥,600801.SH,600801,17
计算机-软件开发-垂直应用软件,300559.SZ,300559,33
非银金融-证券-证券Ⅲ,000776.SZ,000776,33
农林牧渔-农产品加工-宠物食品,301498.SZ,301498,33
计算机-软件开发-横向通用软件,300454.SZ,300454,33
医药生物-医疗器械-医疗耗材,688029.SH,688029,17
机械设备-轨交设备-轨交设备Ⅲ,688187.SH,688187,17
电力设备-光伏设备-硅料硅片,688303.SH,688303,17
机械设备-工程机械-工程机械Ⅲ,600984.SH,600984,17
房地产-房地产-住宅开发,000838.SZ,000838,33
有色金属-工业金属-铝,000933.SZ,000933,33
医药生物-医疗服务-医疗研发外包,300759.SZ,300759,33
公用事业-电力-热力,300335.SZ,300335,33
医药生物-医疗服务-医院,002173.SZ,002173,33
石油石化-油气开采及服务-油服工程,600339.SH,600339,17
公用事业-电力-热力,002479.SZ,002479,33
计算机-计算机设备-其他计算机设备,000977.SZ,000977,33
电子-半导体-数字芯片设计,688041.SH,688041,17
非银金融-保险-保险Ⅲ,601318.SH,601318,17
电力设备-光伏设备-光伏电池组件,688472.SH,688472,17
煤炭-煤炭开采加工-煤炭开采,601088.SH,601088,17
传媒-游戏-游戏Ⅲ,002555.SZ,002555,33
医药生物-化学制药-化学制剂,688759.SH,688759,17
非银金融-证券-证券Ⅲ,600095.SH,600095,17
石油石化-油气开采及服务-油气开采,603393.SH,603393,17
医药生物-生物制品-其他生物制品,688428.SH,688428,17
有色金属-工业金属-铝,601702.SH,601702,17
煤炭-煤炭开采加工-煤炭开采,600348.SH,600348,17
机械设备-工程机械-工程机械Ⅲ,600031.SH,600031,17
石油石化-油气开采及服务-油服工程,600968.SH,600968,17
石油石化-油气开采及服务-油服工程,600583.SH,600583,17
电子-电子化学品-电子化学品Ⅲ,920189.BJ,920189,151
电子-消费电子-消费电子零部件及组装,300951.SZ,300951,33
公用事业-电力-电能综合服务,003035.SZ,003035,33
公用事业-电力-火电,000531.SZ,000531,33
通信-通信服务-通信应用增值服务,603881.SH,603881,17
机械设备-工程机械-工程机械Ⅲ,000680.SZ,000680,33
商贸零售-贸易-贸易Ⅲ,600710.SH,600710,17
食品饮料-白酒-白酒Ⅲ,000858.SZ,000858,33
钢铁-钢铁-冶钢原料,600295.SH,600295,17
公用事业-电力-新能源发电,002053.SZ,002053,33
公用事业-电力-水电,600868.SH,600868,17
基础化工-农化制品-农药,600389.SH,600389,17
计算机-IT服务-IT服务Ⅲ,002197.SZ,002197,33
机械设备-专用设备-其他专用设备,688071.SH,688071,17
食品饮料-白酒-白酒Ⅲ,603198.SH,603198,17
医药生物-医疗服务-医院,600257.SH,600257,17
交通运输-物流-物流Ⅲ,601598.SH,601598,17
环保-环境治理-综合环境治理,002887.SZ,002887,33
医药生物-化学制药-原料药,605507.SH,605507,17
煤炭-煤炭开采加工-焦炭加工,600792.SH,600792,17
房地产-房地产-商业地产,001979.SZ,001979,33
国防军工-军工电子-军工电子Ⅲ,002414.SZ,002414,33
医药生物-生物制品-其他生物制品,688443.SH,688443,17
医药生物-医疗器械-医疗耗材,920072.BJ,920072,151
环保-环境治理-固废治理,600323.SH,600323,17
机械设备-工程机械-工程机械Ⅲ,000425.SZ,000425,33
电力设备-电池-锂电池,300750.SZ,300750,33
计算机-软件开发-垂直应用软件,600602.SH,600602,17
国防军工-军工装备-航海装备,603268.SH,603268,17
电力设备-电网设备-线缆部件及其他,603606.SH,603606,17
电力设备-电网设备-输变电设备,301291.SZ,301291,33
有色金属-工业金属-铝,600219.SH,600219,17
电力设备-电池-电池化学品,300073.SZ,300073,33
公用事业-电力-火电,600780.SH,600780,17
传媒-游戏-游戏Ⅲ,600633.SH,600633,17
医药生物-医药商业-药店,301017.SZ,301017,33
基础化工-农化制品-钾肥,000893.SZ,000893,33
医药生物-生物制品-其他生物制品,688278.SH,688278,17
商贸零售-零售-商业物业经营,600113.SH,600113,17
医药生物-化学制药-化学制剂,600276.SH,600276,17
汽车-汽车整车-乘用车,601633.SH,601633,17
银行-银行-城商行,601963.SH,601963,17
国防军工-军工装备-航空装备,600760.SH,600760,17
医药生物-中药-中药Ⅲ,600535.SH,600535,17
医药生物-化学制药-化学制剂,002020.SZ,002020,33
公用事业-电力-水电,002039.SZ,002039,33
国防军工-军工装备-航空装备,302132.SZ,302132,33
传媒-文化传媒-广告营销,600986.SH,600986,17
建筑装饰-建筑装饰-基础建设,600039.SH,600039,17
医药生物-生物制品-疫苗,600739.SH,600739,17
计算机-软件开发-垂直应用软件,300033.SZ,300033,33
电力设备-光伏设备-光伏电池组件,688599.SH,688599,17
医药生物-医疗器械-医疗设备,920925.BJ,920925,151
机械设备-通用设备-金属制品,000777.SZ,000777,33
医药生物-医疗服务-医疗研发外包,603456.SH,603456,17
基础化工-化学制品-氟化工,300343.SZ,300343,33
通信-通信设备-通信终端及配件,688027.SH,688027,17
有色金属-工业金属-铝,000612.SZ,000612,33
医药生物-医药商业-医药流通,603716.SH,603716,17
有色金属-工业金属-铝,002532.SZ,002532,33
钢铁-钢铁-冶钢原料,601969.SH,601969,17
汽车-汽车零部件-轮胎轮毂,002488.SZ,002488,33
机械设备-轨交设备-轨交设备Ⅲ,688009.SH,688009,17
公用事业-燃气-燃气Ⅲ,000593.SZ,000593,33
汽车-汽车整车-商用载货车,301039.SZ,301039,33
计算机-软件开发-垂直应用软件,300075.SZ,300075,33
公用事业-电力-电能综合服务,000875.SZ,000875,33
医药生物-医疗器械-医疗耗材,300677.SZ,300677,33
传媒-文化传媒-数字媒体,300295.SZ,300295,33
煤炭-煤炭开采加工-煤炭开采,600123.SH,600123,17
食品饮料-食品加工制造-调味发酵品,603317.SH,603317,17
医药生物-中药-中药Ⅲ,600129.SH,600129,17
医药生物-医疗服务-医疗研发外包,688293.SH,688293,17
计算机-IT服务-IT服务Ⅲ,688004.SH,688004,17
石油石化-石油加工贸易-石油加工,600028.SH,600028,17
食品饮料-白酒-白酒Ⅲ,603369.SH,603369,17
计算机-软件开发-垂直应用软件,300996.SZ,300996,33
公用事业-电力-火电,001286.SZ,001286,33
医药生物-化学制药-原料药,688690.SH,688690,17
建筑装饰-建筑装饰-房屋建设,000628.SZ,000628,33
石油石化-石油加工贸易-石油加工,000301.SZ,000301,33
医药生物-化学制药-化学制剂,000963.SZ,000963,33
轻工制造-家居用品-瓷砖地板,603226.SH,603226,17
公用事业-电力-火电,600575.SH,600575,17
纺织服饰-服装家纺-饰品,605599.SH,605599,17
计算机-计算机设备-安防设备,688475.SH,688475,17
基础化工-化学原料-其他化学原料,300927.SZ,300927,33
传媒-游戏-游戏Ⅲ,300002.SZ,300002,33
汽车-汽车服务及其他-其他运输设备,603766.SH,603766,17
医药生物-生物制品-其他生物制品,688488.SH,688488,17
电子-元件-印制电路板,300903.SZ,300903,33
基础化工-农化制品-钾肥,002545.SZ,002545,33
计算机-IT服务-IT服务Ⅲ,300496.SZ,300496,33
电力设备-风电设备-风电整机,601615.SH,601615,17
医药生物-化学制药-化学制剂,688197.SH,688197,17
非银金融-保险-保险Ⅲ,601319.SH,601319,17
机械设备-自动化设备-工控设备,688777.SH,688777,17
有色金属-工业金属-铜,603979.SH,603979,17
医药生物-生物制品-疫苗,300122.SZ,300122,33
电力设备-光伏设备-光伏电池组件,688223.SH,688223,17
非银金融-证券-证券Ⅲ,601211.SH,601211,17
医药生物-医疗器械-医疗耗材,300003.SZ,300003,33
非银金融-保险-保险Ⅲ,601628.SH,601628,17
煤炭-煤炭开采加工-煤炭开采,000983.SZ,000983,33
医药生物-化学制药-原料药,605116.SH,605116,17
医药生物-医疗服务-医疗研发外包,300725.SZ,300725,33
轻工制造-造纸-造纸Ⅲ,600433.SH,600433,17
有色金属-工业金属-铝,002379.SZ,002379,33
建筑材料-建筑材料-其他建材,002043.SZ,002043,33
轻工制造-家居用品-文娱用品,605080.SH,605080,17
计算机-IT服务-IT服务Ⅲ,300170.SZ,300170,33
煤炭-煤炭开采加工-焦炭加工,000723.SZ,000723,33
机械设备-自动化设备-工控设备,301633.SZ,301633,33
汽车-汽车零部件-车身附件及饰件,600081.SH,600081,17
基础化工-农化制品-复合肥,002588.SZ,002588,33
医药生物-医药商业-医药流通,301584.SZ,301584,33
公用事业-燃气-燃气Ⅲ,603706.SH,603706,17
通信-通信服务-电信运营商,601728.SH,601728,17
食品饮料-白酒-白酒Ⅲ,603589.SH,603589,17
基础化工-化学原料-煤化工,000830.SZ,000830,33
公用事业-燃气-燃气Ⅲ,600803.SH,600803,17
国防军工-军工电子-军工电子Ⅲ,688375.SH,688375,17
煤炭-煤炭开采加工-焦炭加工,600740.SH,600740,17
计算机-软件开发-垂直应用软件,300730.SZ,300730,33
医药生物-化学制药-化学制剂,300573.SZ,300573,33
计算机-IT服务-IT服务Ⅲ,300231.SZ,300231,33
非银金融-多元金融-多元金融Ⅲ,000617.SZ,000617,33
有色金属-工业金属-铝,600595.SH,600595,17
国防军工-军工装备-航空装备,300034.SZ,300034,33
银行-银行-农商行,601825.SH,601825,17
计算机-软件开发-垂直应用软件,300803.SZ,300803,33
国防军工-军工装备-航空装备,002389.SZ,002389,33
煤炭-煤炭开采加工-煤炭开采,600395.SH,600395,17
基础化工-农化制品-农药,301665.SZ,301665,33
房地产-房地产-住宅开发,600048.SH,600048,17
有色金属-小金属-钼,001257.SZ,001257,33
公用事业-电力-新能源发电,600956.SH,600956,17
商贸零售-零售-专业连锁,000829.SZ,000829,33
农林牧渔-农产品加工-粮油加工,300999.SZ,300999,33
机械设备-工程机械-工程机械Ⅲ,600761.SH,600761,17
医药生物-生物制品-其他生物制品,300357.SZ,300357,33
电子-光学光电子-面板,688055.SH,688055,17
公用事业-电力-新能源发电,001289.SZ,001289,33
计算机-软件开发-垂直应用软件,300598.SZ,300598,33
汽车-汽车服务及其他-其他运输设备,603529.SH,603529,17
计算机-软件开发-横向通用软件,600588.SH,600588,17
通信-通信设备-通信终端及配件,300628.SZ,300628,33
食品饮料-白酒-白酒Ⅲ,000799.SZ,000799,33
建筑装饰-建筑装饰-基础建设,601611.SH,601611,17
非银金融-多元金融-多元金融Ⅲ,300773.SZ,300773,33
电力设备-电网设备-输变电设备,600550.SH,600550,17
电力设备-电池-电池化学品,688116.SH,688116,17
计算机-计算机设备-其他计算机设备,603019.SH,603019,17
有色金属-工业金属-铝,000807.SZ,000807,33
计算机-IT服务-IT服务Ⅲ,300674.SZ,300674,33
公用事业-燃气-燃气Ⅲ,002911.SZ,002911,33
家用电器-小家电-小家电Ⅲ,603486.SH,603486,17
非银金融-证券-证券Ⅲ,600155.SH,600155,17
计算机-软件开发-垂直应用软件,002063.SZ,002063,33
传媒-游戏-游戏Ⅲ,300315.SZ,300315,33
公用事业-电力-火电,000027.SZ,000027,33
基础化工-化学原料-煤化工,600844.SH,600844,17
医药生物-医疗器械-医疗耗材,688016.SH,688016,17
计算机-IT服务-IT服务Ⅲ,600718.SH,600718,17
公用事业-电力-水电,600900.SH,600900,17
国防军工-军工装备-航空装备,688281.SH,688281,17
公用事业-燃气-燃气Ⅲ,600617.SH,600617,17
医药生物-中药-中药Ⅲ,002082.SZ,002082,33
煤炭-煤炭开采加工-煤炭开采,600508.SH,600508,17
钢铁-钢铁-特钢,000708.SZ,000708,33
医药生物-化学制药-化学制剂,688235.SH,688235,17
医药生物-医疗服务-医疗研发外包,688131.SH,688131,17
机械设备-专用设备-纺织服装设备,688789.SH,688789,17
有色金属-贵金属-贵金属Ⅲ,601899.SH,601899,17
国防军工-军工装备-地面兵装,601606.SH,601606,17
电子-半导体-数字芯片设计,300613.SZ,300613,33
通信-通信服务-通信应用增值服务,300442.SZ,300442,33
通信-通信设备-通信终端及配件,301191.SZ,301191,33
医药生物-医疗器械-医疗耗材,002382.SZ,002382,33
商贸零售-互联网电商-互联网电商Ⅲ,603613.SH,603613,17
电子-半导体-数字芯片设计,688008.SH,688008,17
银行-银行-国有大型银行,601288.SH,601288,17
基础化工-化学制品-其他化学制品,300109.SZ,300109,33
公用事业-电力-火电,600027.SH,600027,17
商贸零售-零售-百货零售,000759.SZ,000759,33
医药生物-医疗器械-体外诊断,300832.SZ,300832,33
公用事业-电力-新能源发电,601619.SH,601619,17
公用事业-电力-新能源发电,600905.SH,600905,17
计算机-软件开发-横向通用软件,002212.SZ,002212,33
交通运输-物流-物流Ⅲ,600057.SH,600057,17
计算机-计算机设备-安防设备,002415.SZ,002415,33
食品饮料-饮料制造-乳品,600887.SH,600887,17
计算机-计算机设备-其他计算机设备,300857.SZ,300857,33
汽车-汽车整车-乘用车,601777.SH,601777,17
公用事业-电力-新能源发电,000591.SZ,000591,33
医药生物-医疗器械-医疗设备,300760.SZ,300760,33
机械设备-专用设备-能源及重型设备,000852.SZ,000852,33
医药生物-医药商业-药店,603939.SH,603939,17
医药生物-生物制品-疫苗,300142.SZ,300142,33
商贸零售-零售-旅游零售,601888.SH,601888,17
传媒-文化传媒-数字媒体,603000.SH,603000,17
医药生物-生物制品-其他生物制品,000534.SZ,000534,33
有色金属-工业金属-铜,603993.SH,603993,17
有色金属-小金属-稀土,000831.SZ,000831,33
银行-银行-股份制银行,601166.SH,601166,17
电子-半导体-集成电路制造,688469.SH,688469,17
环保-环境治理-固废治理,301109.SZ,301109,33
公用事业-电力-新能源发电,003816.SZ,003816,33
商贸零售-互联网电商-互联网电商Ⅲ,003010.SZ,003010,33
公用事业-电力-火电,600023.SH,600023,17
传媒-游戏-游戏Ⅲ,603444.SH,603444,17
通信-通信服务-电信运营商,600050.SH,600050,17
