所属同花顺行业,market_code,股票代码,code
电力设备-电池-锂电池,33,300014.SZ,300014
环保-环保设备-环保设备Ⅲ,33,000967.SZ,000967
基础化工-化学原料-钛白粉,33,002145.SZ,002145
石油石化-石油加工贸易-石油加工,33,000703.SZ,000703
电力设备-电池-其他电池,151,920627.BJ,920627
公用事业-电力-新能源发电,33,001258.SZ,001258
基础化工-化学原料-煤化工,33,000830.SZ,000830
基础化工-化学制品-其他化学制品,33,002648.SZ,002648
计算机-IT服务-IT服务Ⅲ,33,301396.SZ,301396
建筑装饰-建筑装饰-装饰园林,33,001267.SZ,001267
机械设备-通用设备-机床工具,151,920870.BJ,920870
纺织服饰-服装家纺-家纺,33,003041.SZ,003041
汽车-汽车零部件-底盘与发动机系统,33,002536.SZ,002536
公用事业-电力-水电,33,000601.SZ,000601
电子-光学光电子-LED,33,300323.SZ,300323
基础化工-塑料制品-膜材料,33,000973.SZ,000973
电力设备-电网设备-电气自控设备,17,600268.SH,600268
通信-通信设备-通信线缆及配套,17,601869.SH,601869
机械设备-自动化设备-工控设备,151,920405.BJ,920405
机械设备-通用设备-制冷空调设备,33,301018.SZ,301018
电力设备-电池-电池化学品,33,300390.SZ,300390
公用事业-电力-新能源发电,33,002015.SZ,002015
基础化工-化学制品-其他化学制品,17,688179.SH,688179
电力设备-电池-电池化学品,33,301349.SZ,301349
基础化工-农化制品-氮肥,17,600426.SH,600426
家用电器-黑色家电-彩电,33,002429.SZ,002429
基础化工-化学原料-纯碱,33,000683.SZ,000683
通信-通信设备-通信网络设备及器件,33,300548.SZ,300548
基础化工-化学制品-食品及饲料添加剂,17,600866.SH,600866
电力设备-电池-锂电池,33,301327.SZ,301327
电力设备-电池-电池化学品,17,688779.SH,688779
电力设备-电网设备-输变电设备,33,301388.SZ,301388
基础化工-农化制品-农药,17,600486.SH,600486
计算机-计算机设备-其他计算机设备,33,300531.SZ,300531
电力设备-光伏设备-光伏电池组件,17,688472.SH,688472
电力设备-电池-电池化学品,33,301358.SZ,301358
基础化工-化学制品-其他化学制品,33,300641.SZ,300641
煤炭-煤炭开采加工-煤炭开采,17,601898.SH,601898
基础化工-化学原料-其他化学原料,33,001217.SZ,001217
医药生物-化学制药-原料药,33,002001.SZ,002001
基础化工-化学制品-其他化学制品,33,300437.SZ,300437
通信-通信设备-通信终端及配件,33,300615.SZ,300615
基础化工-化学纤维-其他纤维,151,920077.BJ,920077
通信-通信设备-通信终端及配件,33,301191.SZ,301191
农林牧渔-养殖业-其他养殖,33,300313.SZ,300313
基础化工-化学原料-氯碱,17,601568.SH,601568
轻工制造-家居用品-瓷砖地板,33,002631.SZ,002631
通信-通信设备-通信网络设备及器件,33,002281.SZ,002281
电力设备-风电设备-风电整机,33,002202.SZ,002202
计算机-计算机设备-安防设备,151,920036.BJ,920036
机械设备-自动化设备-其他自动化设备,17,688097.SH,688097
电子-电子化学品-电子化学品Ⅲ,17,600330.SH,600330
电力设备-电池-电池化学品,33,001301.SZ,001301
基础化工-非金属材料-非金属材料Ⅲ,33,301071.SZ,301071
通信-通信设备-通信网络设备及器件,33,301165.SZ,301165
基础化工-化学制品-纺织化学用品,33,002440.SZ,002440
医药生物-医疗服务-医院,33,301293.SZ,301293
基础化工-化学制品-食品及饲料添加剂,17,688639.SH,688639
公用事业-电力-火电,17,600157.SH,600157
电力设备-电池-锂电池,17,600110.SH,600110
基础化工-化学原料-其他化学原料,33,300927.SZ,300927
公用事业-电力-新能源发电,17,600032.SH,600032
有色金属-能源金属-锂,33,002756.SZ,002756
电力设备-光伏设备-光伏电池组件,33,301636.SZ,301636
国防军工-军工电子-军工电子Ⅲ,17,688084.SH,688084
电力设备-电网设备-线缆部件及其他,17,600869.SH,600869
建筑装饰-建筑装饰-基础建设,17,601669.SH,601669
电子-光学光电子-LED,33,002654.SZ,002654
电力设备-光伏设备-光伏辅材,33,003022.SZ,003022
电力设备-光伏设备-光伏电池组件,33,301278.SZ,301278
公用事业-电力-新能源发电,17,600956.SH,600956
电力设备-电池-电池化学品,17,688353.SH,688353
电子-光学光电子-LED,17,600703.SH,600703
医药生物-医疗服务-医院,33,000516.SZ,000516
基础化工-农化制品-氮肥,17,600227.SH,600227
基础化工-化学原料-钛白粉,33,300891.SZ,300891
公用事业-电力-新能源发电,33,000591.SZ,000591
有色金属-工业金属-铝,33,002532.SZ,002532
基础化工-化学原料-煤化工,17,600623.SH,600623
机械设备-通用设备-机床工具,17,688697.SH,688697
医药生物-化学制药-原料药,17,600216.SH,600216
轻工制造-造纸-造纸Ⅲ,17,605007.SH,605007
国防军工-军工电子-军工电子Ⅲ,33,002179.SZ,002179
机械设备-通用设备-机床工具,33,000837.SZ,000837
电力设备-电池-锂电池,33,300750.SZ,300750
机械设备-专用设备-其他专用设备,151,920284.BJ,920284
基础化工-化学原料-氯碱,17,600618.SH,600618
基础化工-化学原料-氯碱,17,601678.SH,601678
电子-半导体-分立器件,17,688172.SH,688172
房地产-房地产-住宅开发,17,600773.SH,600773
公用事业-电力-新能源发电,17,600163.SH,600163
汽车-汽车零部件-其他汽车零部件,33,002547.SZ,002547
石油石化-油气开采及服务-油服工程,151,920088.BJ,920088
通信-通信设备-通信终端及配件,22,600355.SH,600355
机械设备-专用设备-纺织服装设备,33,003036.SZ,003036
基础化工-塑料制品-膜材料,33,300806.SZ,300806
纺织服饰-服装家纺-服装,33,002656.SZ,002656
公用事业-电力-新能源发电,17,601778.SH,601778
环保-环保设备-环保设备Ⅲ,33,000890.SZ,000890
石油石化-油气开采及服务-油气开采,33,300483.SZ,300483
电力设备-光伏设备-逆变器,17,688390.SH,688390
计算机-计算机设备-安防设备,17,688619.SH,688619
通信-通信设备-通信终端及配件,17,603083.SH,603083
机械设备-自动化设备-机器人,17,688090.SH,688090
机械设备-专用设备-其他专用设备,33,301338.SZ,301338
基础化工-农化制品-磷肥及磷化工,17,600470.SH,600470
纺织服饰-纺织制造-棉纺,17,601339.SH,601339
石油石化-油气开采及服务-油气开采,17,600256.SH,600256
汽车-汽车零部件-底盘与发动机系统,17,603949.SH,603949
计算机-软件开发-横向通用软件,33,000004.SZ,000004
基础化工-化学制品-氟化工,33,002407.SZ,002407
计算机-计算机设备-安防设备,33,002528.SZ,002528
医药生物-医疗器械-医疗耗材,17,603301.SH,603301
房地产-房地产-住宅开发,33,000609.SZ,000609
机械设备-专用设备-纺织服装设备,17,600545.SH,600545
电力设备-电池-电池化学品,33,002812.SZ,002812
医药生物-化学制药-化学制剂,33,000908.SZ,000908
建筑装饰-建筑装饰-专业工程,17,601117.SH,601117
机械设备-通用设备-仪器仪表,33,300720.SZ,300720
电力设备-电池-锂电池,33,300207.SZ,300207
机械设备-通用设备-机床工具,33,300083.SZ,300083
基础化工-化学纤维-其他纤维,33,002254.SZ,002254
交通运输-物流-物流Ⅲ,22,600753.SH,600753
建筑装饰-建筑装饰-基础建设,22,603843.SH,603843
公用事业-电力-火电,33,000690.SZ,000690
公用事业-燃气-燃气Ⅲ,33,000669.SZ,000669
轻工制造-家居用品-其他家居用品,22,600599.SH,600599
食品饮料-白酒-白酒Ⅲ,22,600696.SH,600696
有色金属-工业金属-铝,17,600595.SH,600595
环保-环境治理-综合环境治理,33,000711.SZ,000711
基础化工-橡胶制品-炭黑,17,605183.SH,605183
电力设备-电池-电池化学品,17,603026.SH,603026
基础化工-塑料制品-膜材料,33,301687.SZ,301687
电子-半导体-模拟芯片设计,33,300661.SZ,300661
商贸零售-贸易-贸易Ⅲ,22,600608.SH,600608
公用事业-电力-火电,33,001896.SZ,001896
石油石化-油气开采及服务-油服工程,33,300164.SZ,300164
房地产-房地产-商业地产,33,000608.SZ,000608
电子-光学光电子-LED,33,001326.SZ,001326
煤炭-煤炭开采加工-煤炭开采,33,000552.SZ,000552
电力设备-电池-电池化学品,151,920185.BJ,920185
电力设备-光伏设备-逆变器,17,688348.SH,688348
基础化工-化学原料-氯碱,17,601216.SH,601216
电子-消费电子-消费电子零部件及组装,33,300843.SZ,300843
基础化工-塑料制品-合成树脂,33,002361.SZ,002361
电力设备-电池-锂电池,33,002850.SZ,002850
机械设备-通用设备-机床工具,33,300161.SZ,300161
电子-电子化学品-电子化学品Ⅲ,17,688020.SH,688020
机械设备-通用设备-其他通用设备,33,002444.SZ,002444
电子-光学光电子-LED,33,300303.SZ,300303
公用事业-电力-火电,17,600509.SH,600509
电力设备-电网设备-输变电设备,17,603312.SH,603312
基础化工-化学纤维-其他纤维,17,600063.SH,600063
电力设备-电池-锂电池,17,688388.SH,688388
基础化工-农化制品-磷肥及磷化工,33,000422.SZ,000422
电力设备-电网设备-线缆部件及其他,17,605196.SH,605196
食品饮料-饮料制造-其他酒类,22,600238.SH,600238
汽车-汽车零部件-其他汽车零部件,33,301680.SZ,301680
纺织服饰-服装家纺-服装,33,301276.SZ,301276
电力设备-电池-锂电池,17,688063.SH,688063
通信-通信设备-通信网络设备及器件,33,002796.SZ,002796
农林牧渔-种植业与林业-种子生产,151,920087.BJ,920087
汽车-汽车零部件-底盘与发动机系统,22,603007.SH,603007
电力设备-电网设备-电气自控设备,17,688330.SH,688330
基础化工-化学制品-其他化学制品,17,600500.SH,600500
汽车-汽车零部件-其他汽车零部件,33,002328.SZ,002328
公用事业-电力-电能综合服务,33,003035.SZ,003035
石油石化-油气开采及服务-油气开采,33,300191.SZ,300191
基础化工-化学制品-其他化学制品,33,002809.SZ,002809
国防军工-军工电子-军工电子Ⅲ,17,688776.SH,688776
基础化工-化学原料-氯碱,17,600319.SH,600319
计算机-软件开发-垂直应用软件,17,688038.SH,688038
电子-半导体-集成电路制造,17,688347.SH,688347
通信-通信设备-通信终端及配件,17,600775.SH,600775
医药生物-医疗器械-医疗耗材,17,688314.SH,688314
基础化工-化学原料-煤化工,33,002274.SZ,002274
石油石化-石油加工贸易-石油加工,33,002986.SZ,002986
计算机-软件开发-垂直应用软件,17,688479.SH,688479
纺织服饰-服装家纺-服装,22,603557.SH,603557
通信-通信设备-通信网络设备及器件,33,002396.SZ,002396
汽车-汽车零部件-底盘与发动机系统,151,920086.BJ,920086
电力设备-电池-电池化学品,33,002759.SZ,002759
电子-消费电子-消费电子零部件及组装,151,920005.BJ,920005
电力设备-光伏设备-逆变器,17,688032.SH,688032
机械设备-专用设备-其他专用设备,151,920014.BJ,920014
电力设备-风电设备-风电整机,33,300772.SZ,300772
电力设备-电池-电池化学品,33,300409.SZ,300409
农林牧渔-种植业与林业-粮食种植,17,601952.SH,601952
环保-环境治理-固废治理,17,603588.SH,603588
食品饮料-食品加工制造-调味发酵品,33,002650.SZ,002650
基础化工-橡胶制品-炭黑,33,002068.SZ,002068
电力设备-其他电源设备-其他电源设备Ⅲ,17,600405.SH,600405
国防军工-军工装备-航海装备,22,603268.SH,603268
基础化工-农化制品-农药,33,002258.SZ,002258
电力设备-电网设备-线缆部件及其他,33,301439.SZ,301439
有色金属-工业金属-铅锌,17,600338.SH,600338
机械设备-通用设备-金属制品,33,301268.SZ,301268
电力设备-电池-电池化学品,17,688275.SH,688275
有色金属-工业金属-铝,33,002379.SZ,002379
电力设备-电池-其他电池,17,605378.SH,605378
电力设备-电池-电池化学品,17,603659.SH,603659
计算机-软件开发-垂直应用软件,17,688631.SH,688631
电力设备-光伏设备-光伏辅材,33,300080.SZ,300080
机械设备-通用设备-金属制品,33,002633.SZ,002633
基础化工-农化制品-农药,17,603599.SH,603599
汽车-汽车零部件-其他汽车零部件,17,603211.SH,603211
计算机-软件开发-横向通用软件,17,688225.SH,688225
煤炭-煤炭开采加工-煤炭开采,17,601101.SH,601101
计算机-IT服务-IT服务Ⅲ,33,300419.SZ,300419
建筑装饰-建筑装饰-工程咨询服务,17,600629.SH,600629
食品饮料-食品加工制造-肉制品,33,002515.SZ,002515
机械设备-轨交设备-轨交设备Ⅲ,17,688009.SH,688009
电力设备-电池-电池化学品,17,688733.SH,688733
电力设备-风电设备-风电零部件,17,603507.SH,603507
交通运输-港口航运-航运,17,600428.SH,600428
汽车-汽车整车-商用载货车,33,000951.SZ,000951
建筑装饰-建筑装饰-基础建设,33,300712.SZ,300712
医药生物-医疗器械-医疗设备,17,688626.SH,688626
计算机-软件开发-横向通用软件,17,603039.SH,603039
基础化工-塑料制品-膜材料,33,000920.SZ,000920
电力设备-电网设备-输变电设备,33,300062.SZ,300062
电力设备-电池-其他电池,17,603031.SH,603031
公用事业-电力-新能源发电,33,002256.SZ,002256
电力设备-风电设备-风电零部件,17,603063.SH,603063
基础化工-化学纤维-涤纶,17,603225.SH,603225
建筑装饰-建筑装饰-专业工程,33,002135.SZ,002135
电力设备-电池-锂电池,151,920237.BJ,920237
计算机-软件开发-垂直应用软件,33,300561.SZ,300561
电力设备-电池-锂电池,33,300953.SZ,300953
电子-半导体-分立器件,33,300831.SZ,300831
基础化工-化学原料-其他化学原料,33,300082.SZ,300082
基础化工-化学纤维-粘胶,33,000420.SZ,000420
电力设备-光伏设备-硅料硅片,17,603185.SH,603185
电子-电子化学品-电子化学品Ⅲ,33,300285.SZ,300285
公用事业-电力-电能综合服务,17,600483.SH,600483
通信-通信设备-通信线缆及配套,17,600522.SH,600522
基础化工-化学制品-氟化工,17,603505.SH,603505
机械设备-通用设备-机床工具,33,301603.SZ,301603
基础化工-化学制品-聚氨酯,17,600230.SH,600230
电力设备-光伏设备-光伏加工设备,33,300776.SZ,300776
基础化工-化学制品-纺织化学用品,17,600352.SH,600352
基础化工-农化制品-磷肥及磷化工,17,603077.SH,603077
石油石化-油气开采及服务-油气开采,17,603393.SH,603393
电力设备-电池-电池化学品,33,300568.SZ,300568
机械设备-通用设备-其他通用设备,33,002884.SZ,002884
石油石化-石油加工贸易-石油加工,33,300839.SZ,300839
基础化工-化学原料-氯碱,33,002386.SZ,002386
机械设备-通用设备-仪器仪表,151,920879.BJ,920879
公用事业-电力-电能综合服务,17,600995.SH,600995
基础化工-农化制品-农药,33,000553.SZ,000553
基础化工-塑料制品-膜材料,33,002522.SZ,002522
纺织服饰-服装家纺-服装,33,002569.SZ,002569
商贸零售-零售-百货零售,17,600628.SH,600628
电力设备-风电设备-风电零部件,33,301232.SZ,301232
石油石化-石油加工贸易-石油加工,33,002408.SZ,002408
机械设备-通用设备-其他通用设备,33,301273.SZ,301273
石油石化-油气开采及服务-油气开采,22,600777.SH,600777
煤炭-煤炭开采加工-煤炭开采,17,601088.SH,601088
汽车-汽车零部件-汽车电子电气系统,33,301499.SZ,301499
家用电器-小家电-小家电Ⅲ,151,920199.BJ,920199
电力设备-风电设备-风电零部件,33,300850.SZ,300850
机械设备-通用设备-仪器仪表,33,300259.SZ,300259
电子-其他电子-其他电子Ⅲ,33,300991.SZ,300991
电力设备-风电设备-风电零部件,33,301155.SZ,301155
轻工制造-家居用品-成品家居,17,603610.SH,603610
基础化工-化学制品-其他化学制品,33,300214.SZ,300214
基础化工-农化制品-钾肥,33,000893.SZ,000893
非银金融-多元金融-多元金融Ⅲ,17,600783.SH,600783
公用事业-电力-热力,33,300335.SZ,300335
电力设备-电池-电池化学品,33,300037.SZ,300037
国防军工-军工电子-军工电子Ⅲ,33,300252.SZ,300252
基础化工-化学原料-钛白粉,33,002601.SZ,002601
美容护理-美容护理-医疗美容,151,920982.BJ,920982
医药生物-中药-中药Ⅲ,33,002424.SZ,002424
基础化工-化学原料-煤化工,17,600844.SH,600844
煤炭-煤炭开采加工-煤炭开采,17,600188.SH,600188
基础化工-化学原料-氯碱,17,600935.SH,600935
电力设备-其他电源设备-其他电源设备Ⅲ,33,300491.SZ,300491
基础化工-农化制品-农药,33,002496.SZ,002496
公用事业-电力-火电,17,600744.SH,600744
非银金融-多元金融-多元金融Ⅲ,17,603123.SH,603123
公用事业-电力-新能源发电,17,600930.SH,600930
医药生物-医疗器械-医疗耗材,17,688613.SH,688613
电力设备-电机-电机Ⅲ,17,603988.SH,603988
有色金属-工业金属-铝,33,000933.SZ,000933
机械设备-通用设备-制冷空调设备,33,300990.SZ,300990
轻工制造-家居用品-其他家居用品,22,603838.SH,603838
基础化工-化学纤维-粘胶,33,000677.SZ,000677
钢铁-钢铁-普钢,17,600282.SH,600282
环保-环境治理-水务及水治理,33,300664.SZ,300664
电力设备-电池-电池化学品,33,300769.SZ,300769
公用事业-电力-新能源发电,33,003816.SZ,003816
电子-消费电子-消费电子零部件及组装,33,301626.SZ,301626
汽车-汽车零部件-底盘与发动机系统,33,300432.SZ,300432
医药生物-化学制药-化学制剂,33,300573.SZ,300573
医药生物-医疗器械-医疗设备,17,688580.SH,688580
机械设备-自动化设备-机器人,151,920578.BJ,920578
电力设备-电池-其他电池,151,920239.BJ,920239
电子-元件-印制电路板,33,001389.SZ,001389
电力设备-电池-锂电池,151,920252.BJ,920252
传媒-游戏-游戏Ⅲ,33,002624.SZ,002624
电力设备-电池-锂电池,17,688345.SH,688345
建筑材料-建筑材料-水泥,33,002233.SZ,002233
农林牧渔-种植业与林业-种子生产,151,920403.BJ,920403
基础化工-化学原料-钛白粉,33,002136.SZ,002136
基础化工-化学原料-纯碱,33,000822.SZ,000822
建筑材料-建筑材料-其他建材,33,001212.SZ,001212
建筑装饰-建筑装饰-装饰园林,33,002713.SZ,002713
基础化工-化学制品-其他化学制品,17,600727.SH,600727
电力设备-其他电源设备-其他电源设备Ⅲ,33,002052.SZ,002052
基础化工-农化制品-农药,17,600596.SH,600596
基础化工-化学制品-其他化学制品,33,300721.SZ,300721
电力设备-电网设备-输变电设备,33,300001.SZ,300001
机械设备-通用设备-金属制品,33,300943.SZ,300943
计算机-IT服务-IT服务Ⅲ,33,301218.SZ,301218
医药生物-化学制药-原料药,33,000739.SZ,000739
煤炭-煤炭开采加工-煤炭开采,17,600123.SH,600123
基础化工-化学原料-其他化学原料,33,002109.SZ,002109
电力设备-电池-电池化学品,33,002125.SZ,002125
建筑装饰-建筑装饰-装饰园林,33,002789.SZ,002789
基础化工-农化制品-氮肥,17,600691.SH,600691
医药生物-医疗器械-医疗耗材,33,301188.SZ,301188
有色金属-小金属-其他小金属,33,002428.SZ,002428
环保-环境治理-综合环境治理,33,300948.SZ,300948
轻工制造-包装印刷-包装,17,603499.SH,603499
通信-通信服务-通信工程及服务,22,600289.SH,600289
电力设备-电池-锂电池,33,002245.SZ,002245
电力设备-风电设备-风电零部件,17,603248.SH,603248
国防军工-军工电子-军工电子Ⅲ,33,301571.SZ,301571
汽车-汽车整车-商用载客车,17,600066.SH,600066
医药生物-化学制药-原料药,17,688166.SH,688166
环保-环境治理-固废治理,33,300140.SZ,300140
国防军工-军工电子-军工电子Ⅲ,33,002151.SZ,002151
煤炭-煤炭开采加工-煤炭开采,17,601666.SH,601666
基础化工-化学原料-其他化学原料,151,920304.BJ,920304
建筑装饰-建筑装饰-基础建设,33,002060.SZ,002060
公用事业-电力-热力,17,605028.SH,605028
汽车-汽车零部件-轮胎轮毂,17,600182.SH,600182
建筑材料-建筑材料-水泥,17,600585.SH,600585
煤炭-煤炭开采加工-焦炭加工,17,600740.SH,600740
农林牧渔-种植业与林业-其他种植业,17,600540.SH,600540
煤炭-煤炭开采加工-煤炭开采,17,600971.SH,600971
电力设备-电池-锂电池,33,000049.SZ,000049
公用事业-电力-新能源发电,17,600905.SH,600905
机械设备-通用设备-其他通用设备,33,300992.SZ,300992
商贸零售-贸易-贸易Ⅲ,33,002091.SZ,002091
电力设备-风电设备-风电零部件,33,300569.SZ,300569
电力设备-风电设备-风电整机,17,688349.SH,688349
基础化工-化学制品-纺织化学用品,33,300107.SZ,300107
通信-通信设备-通信终端及配件,17,603118.SH,603118
电力设备-电网设备-电气自控设备,33,301179.SZ,301179
环保-环境治理-水务及水治理,17,688096.SH,688096
医药生物-化学制药-原料药,33,301246.SZ,301246
轻工制造-家居用品-成品家居,22,603389.SH,603389
电力设备-风电设备-风电零部件,33,300443.SZ,300443
电子-光学光电子-光学元件,17,688502.SH,688502
电力设备-光伏设备-光伏辅材,17,603381.SH,603381
建筑装饰-建筑装饰-专业工程,33,002140.SZ,002140
电力设备-电池-电池化学品,33,300073.SZ,300073
通信-通信设备-通信网络设备及器件,17,688205.SH,688205
机械设备-通用设备-机床工具,33,002559.SZ,002559
电子-消费电子-消费电子零部件及组装,17,603296.SH,603296
基础化工-农化制品-复合肥,151,920159.BJ,920159
建筑装饰-建筑装饰-专业工程,17,600970.SH,600970
电力设备-电网设备-电气自控设备,17,601222.SH,601222
基础化工-化学纤维-氨纶,33,002064.SZ,002064
基础化工-化学原料-煤化工,17,600746.SH,600746
公用事业-电力-火电,33,000966.SZ,000966
基础化工-化学纤维-其他纤维,17,600810.SH,600810
基础化工-农化制品-复合肥,33,002588.SZ,002588
电子-消费电子-消费电子零部件及组装,33,301389.SZ,301389
电力设备-电网设备-电气自控设备,17,688663.SH,688663
基础化工-化学原料-无机盐,17,601065.SH,601065
建筑装饰-建筑装饰-专业工程,17,601618.SH,601618
商贸零售-零售-专业连锁,33,000829.SZ,000829
电子-半导体-半导体材料,17,603991.SH,603991
机械设备-专用设备-楼宇设备,17,605286.SH,605286
有色金属-工业金属-铜,17,603527.SH,603527
电力设备-电池-锂电专用设备,17,688006.SH,688006
医药生物-医疗服务-医院,33,300143.SZ,300143
公用事业-电力-火电,33,000027.SZ,000027
医药生物-化学制药-原料药,33,300497.SZ,300497
电力设备-电池-电池化学品,33,002805.SZ,002805
机械设备-通用设备-仪器仪表,151,920035.BJ,920035
房地产-房地产-住宅开发,33,000909.SZ,000909
环保-环境治理-综合环境治理,33,002887.SZ,002887
电力设备-电池-电池化学品,17,603906.SH,603906
轻工制造-造纸-造纸Ⅲ,17,605377.SH,605377
石油石化-石油加工贸易-石油加工,33,002221.SZ,002221
基础化工-化学原料-纯碱,33,000707.SZ,000707
电子-半导体-数字芯片设计,17,688702.SH,688702
基础化工-化学制品-氟化工,33,002326.SZ,002326
电子-元件-被动元件,17,600237.SH,600237
建筑装饰-建筑装饰-房屋建设,17,600170.SH,600170
机械设备-通用设备-磨具磨料,33,300179.SZ,300179
基础化工-农化制品-复合肥,33,002539.SZ,002539
机械设备-专用设备-其他专用设备,33,300988.SZ,300988
公用事业-电力-新能源发电,17,603105.SH,603105
电力设备-其他电源设备-其他电源设备Ⅲ,33,300693.SZ,300693
有色金属-工业金属-铝,33,000807.SZ,000807
农林牧渔-种植业与林业-其他种植业,33,002772.SZ,002772
汽车-汽车整车-乘用车,33,002594.SZ,002594
机械设备-自动化设备-工控设备,17,688188.SH,688188
电力设备-电池-锂电池,33,300530.SZ,300530
基础化工-橡胶制品-其他橡胶制品,151,920225.BJ,920225
电子-元件-被动元件,151,920641.BJ,920641
交通运输-物流-物流Ⅲ,33,000927.SZ,000927
纺织服饰-服装家纺-服装,17,600177.SH,600177
汽车-汽车零部件-其他汽车零部件,33,300473.SZ,300473
汽车-汽车服务及其他-其他运输设备,33,301345.SZ,301345
环保-环境治理-固废治理,17,601827.SH,601827
医药生物-医疗器械-医疗设备,17,688277.SH,688277
