code,market_code,股票代码,所属同花顺行业
600259,17,600259.SH,有色金属-小金属-稀土
688521,17,688521.SH,电子-半导体-数字芯片设计
002490,33,002490.SZ,机械设备-专用设备-能源及重型设备
301609,33,301609.SZ,电力设备-电网设备-电气自控设备
301393,33,301393.SZ,医药生物-生物制品-其他生物制品
603718,17,603718.SH,医药生物-医疗器械-医疗耗材
300198,33,300198.SZ,建筑材料-建筑材料-管材
002809,33,002809.SZ,基础化工-化学制品-其他化学制品
301205,33,301205.SZ,通信-通信设备-通信网络设备及器件
688316,17,688316.SH,计算机-IT服务-IT服务Ⅲ
688090,17,688090.SH,机械设备-自动化设备-机器人
002007,33,002007.SZ,医药生物-生物制品-疫苗
000878,33,000878.SZ,有色金属-工业金属-铜
603012,17,603012.SH,机械设备-专用设备-能源及重型设备
688668,17,688668.SH,通信-通信设备-通信网络设备及器件
600841,17,600841.SH,汽车-汽车零部件-底盘与发动机系统
300895,33,300895.SZ,通信-通信服务-通信应用增值服务
001360,33,001360.SZ,机械设备-专用设备-能源及重型设备
920367,151,920367.BJ,医药生物-化学制药-原料药
688108,17,688108.SH,医药生物-医疗器械-医疗耗材
688003,17,688003.SH,机械设备-自动化设备-其他自动化设备
002637,33,002637.SZ,基础化工-化学制品-其他化学制品
688526,17,688526.SH,农林牧渔-养殖业-动物保健
920493,151,920493.BJ,计算机-IT服务-IT服务Ⅲ
920368,151,920368.BJ,电力设备-光伏设备-光伏加工设备
300903,33,300903.SZ,电子-元件-印制电路板
600938,17,600938.SH,石油石化-油气开采及服务-油气开采
603637,17,603637.SH,建筑装饰-建筑装饰-专业工程
603191,17,603191.SH,电力设备-电网设备-输变电设备
688701,17,688701.SH,环保-环境治理-综合环境治理
301248,33,301248.SZ,计算机-IT服务-IT服务Ⅲ
002317,33,002317.SZ,医药生物-中药-中药Ⅲ
600761,17,600761.SH,机械设备-工程机械-工程机械Ⅲ
301281,33,301281.SZ,医药生物-化学制药-化学制剂
688137,17,688137.SH,医药生物-生物制品-其他生物制品
300376,33,300376.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
600230,17,600230.SH,基础化工-化学制品-聚氨酯
300442,33,300442.SZ,通信-通信服务-通信应用增值服务
000060,33,000060.SZ,有色金属-工业金属-铅锌
605599,17,605599.SH,纺织服饰-服装家纺-饰品
301211,33,301211.SZ,医药生物-化学制药-原料药
000612,33,000612.SZ,有色金属-工业金属-铝
600026,17,600026.SH,交通运输-港口航运-航运
002734,33,002734.SZ,基础化工-农化制品-农药
301209,33,301209.SZ,基础化工-化学制品-涂料油墨
920046,151,920046.BJ,电力设备-电网设备-输变电设备
688110,17,688110.SH,电子-半导体-数字芯片设计
300642,33,300642.SZ,医药生物-医疗器械-体外诊断
688469,17,688469.SH,电子-半导体-集成电路制造
605117,17,605117.SH,电力设备-光伏设备-逆变器
001267,33,001267.SZ,建筑装饰-建筑装饰-装饰园林
002130,33,002130.SZ,电子-其他电子-其他电子Ⅲ
920471,151,920471.BJ,基础化工-化学制品-其他化学制品
688593,17,688593.SH,电子-半导体-数字芯片设计
300619,33,300619.SZ,电力设备-电池-锂电专用设备
002688,33,002688.SZ,农林牧渔-养殖业-动物保健
300473,33,300473.SZ,汽车-汽车零部件-其他汽车零部件
002792,33,002792.SZ,通信-通信设备-通信网络设备及器件
300721,33,300721.SZ,基础化工-化学制品-其他化学制品
603392,17,603392.SH,医药生物-医疗器械-体外诊断
600522,17,600522.SH,通信-通信设备-通信线缆及配套
603135,17,603135.SH,机械设备-专用设备-能源及重型设备
301089,33,301089.SZ,医药生物-化学制药-原料药
301032,33,301032.SZ,机械设备-通用设备-其他通用设备
600714,17,600714.SH,基础化工-化学原料-无机盐
300772,33,300772.SZ,电力设备-风电设备-风电整机
600256,17,600256.SH,石油石化-油气开采及服务-油气开采
601857,17,601857.SH,石油石化-石油加工贸易-石油加工
601808,17,601808.SH,石油石化-油气开采及服务-油服工程
002274,33,002274.SZ,基础化工-化学原料-煤化工
000756,33,000756.SZ,医药生物-化学制药-原料药
688485,17,688485.SH,环保-环境治理-综合环境治理
600513,17,600513.SH,医药生物-化学制药-化学制剂
002943,33,002943.SZ,机械设备-通用设备-机床工具
600195,17,600195.SH,农林牧渔-养殖业-动物保健
688097,17,688097.SH,机械设备-自动化设备-其他自动化设备
300751,33,300751.SZ,电力设备-光伏设备-光伏加工设备
920924,151,920924.BJ,通信-通信服务-通信工程及服务
603139,17,603139.SH,医药生物-中药-中药Ⅲ
600362,17,600362.SH,有色金属-工业金属-铜
603248,17,603248.SH,电力设备-风电设备-风电零部件
300472,33,300472.SZ,机械设备-专用设备-其他专用设备
300942,33,300942.SZ,医药生物-医疗器械-体外诊断
600452,17,600452.SH,公用事业-电力-电能综合服务
603366,17,603366.SH,家用电器-厨卫电器-厨卫电器Ⅲ
000968,33,000968.SZ,石油石化-油气开采及服务-油气开采
601872,17,601872.SH,交通运输-港口航运-航运
688172,17,688172.SH,电子-半导体-分立器件
002207,33,002207.SZ,石油石化-油气开采及服务-油服工程
603387,17,603387.SH,医药生物-医疗器械-体外诊断
603811,17,603811.SH,医药生物-化学制药-化学制剂
300828,33,300828.SZ,机械设备-通用设备-金属制品
000711,33,000711.SZ,环保-环境治理-综合环境治理
300119,33,300119.SZ,农林牧渔-养殖业-动物保健
300439,33,300439.SZ,医药生物-医疗器械-体外诊断
601899,17,601899.SH,有色金属-工业金属-铜
002567,33,002567.SZ,农林牧渔-农产品加工-畜禽饲料
600722,17,600722.SH,基础化工-化学原料-煤化工
600711,17,600711.SH,有色金属-工业金属-铜
920344,151,920344.BJ,医药生物-生物制品-其他生物制品
600735,22,600735.SH,纺织服饰-服装家纺-饰品
688287,22,688287.SH,国防军工-军工装备-航空装备
600497,17,600497.SH,有色金属-工业金属-铅锌
000987,33,000987.SZ,非银金融-多元金融-多元金融Ⅲ
600459,17,600459.SH,有色金属-小金属-其他小金属
002816,33,002816.SZ,机械设备-专用设备-其他专用设备
000821,33,000821.SZ,电力设备-光伏设备-光伏加工设备
603988,17,603988.SH,电力设备-电机-电机Ⅲ
002589,33,002589.SZ,医药生物-医药商业-医药流通
603398,22,603398.SH,电力设备-光伏设备-硅料硅片
688075,17,688075.SH,医药生物-医疗器械-体外诊断
001270,33,001270.SZ,国防军工-军工电子-军工电子Ⅲ
301665,33,301665.SZ,基础化工-农化制品-农药
688480,17,688480.SH,环保-环境治理-综合环境治理
603505,17,603505.SH,基础化工-化学制品-氟化工
002647,33,002647.SZ,非银金融-多元金融-多元金融Ⅲ
605081,22,605081.SH,环保-环境治理-水务及水治理
300004,33,300004.SZ,机械设备-专用设备-其他专用设备
301218,33,301218.SZ,计算机-IT服务-IT服务Ⅲ
002440,33,002440.SZ,基础化工-化学制品-纺织化学用品
002851,33,002851.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
002848,33,002848.SZ,家用电器-黑色家电-其他黑色家电
600868,17,600868.SH,公用事业-电力-水电
301251,33,301251.SZ,电子-元件-印制电路板
301326,33,301326.SZ,电子-消费电子-消费电子零部件及组装
601298,17,601298.SH,交通运输-港口航运-港口
301338,33,301338.SZ,机械设备-专用设备-其他专用设备
600222,17,600222.SH,医药生物-中药-中药Ⅲ
002370,33,002370.SZ,医药生物-化学制药-化学制剂
300436,33,300436.SZ,医药生物-化学制药-化学制剂
002331,33,002331.SZ,计算机-IT服务-IT服务Ⅲ
603881,17,603881.SH,通信-通信服务-通信应用增值服务
002259,33,002259.SZ,公用事业-燃气-燃气Ⅲ
603683,17,603683.SH,基础化工-化学制品-其他化学制品
000554,33,000554.SZ,石油石化-石油加工贸易-油品石化贸易
920375,151,920375.BJ,电力设备-电网设备-电气自控设备
301066,33,301066.SZ,纺织服饰-纺织制造-其他纺织
001330,33,001330.SZ,传媒-影视院线-影视院线Ⅲ
300654,33,300654.SZ,传媒-文化传媒-出版
688396,17,688396.SH,电子-半导体-集成电路制造
000655,33,000655.SZ,钢铁-钢铁-冶钢原料
601975,17,601975.SH,交通运输-港口航运-航运
000739,33,000739.SZ,医药生物-化学制药-原料药
688257,17,688257.SH,机械设备-通用设备-金属制品
000410,33,000410.SZ,机械设备-通用设备-机床工具
301408,33,301408.SZ,医药生物-医药商业-药店
688180,17,688180.SH,医药生物-生物制品-其他生物制品
600119,17,600119.SH,交通运输-物流-物流Ⅲ
002142,33,002142.SZ,银行-银行-城商行
603656,17,603656.SH,机械设备-专用设备-其他专用设备
600201,17,600201.SH,农林牧渔-养殖业-动物保健
300927,33,300927.SZ,基础化工-化学原料-其他化学原料
600750,17,600750.SH,医药生物-中药-中药Ⅲ
300086,33,300086.SZ,医药生物-化学制药-化学制剂
000933,33,000933.SZ,有色金属-工业金属-铝
601619,17,601619.SH,公用事业-电力-新能源发电
301026,33,301026.SZ,有色金属-小金属-其他小金属
000534,33,000534.SZ,医药生物-生物制品-其他生物制品
002880,33,002880.SZ,医药生物-生物制品-血液制品
603887,17,603887.SH,通信-通信服务-通信应用增值服务
601369,17,601369.SH,机械设备-专用设备-能源及重型设备
301428,33,301428.SZ,通信-通信服务-通信应用增值服务
601777,17,601777.SH,汽车-汽车整车-乘用车
002718,33,002718.SZ,建筑材料-建筑材料-其他建材
603687,17,603687.SH,轻工制造-包装印刷-包装
300485,33,300485.SZ,医药生物-生物制品-其他生物制品
688312,17,688312.SH,机械设备-自动化设备-其他自动化设备
300738,33,300738.SZ,通信-通信服务-通信应用增值服务
601108,17,601108.SH,非银金融-证券-证券Ⅲ
300671,33,300671.SZ,电子-半导体-模拟芯片设计
300157,33,300157.SZ,机械设备-通用设备-其他通用设备
603281,17,603281.SH,基础化工-化学制品-有机硅
688136,17,688136.SH,医药生物-生物制品-其他生物制品
688455,17,688455.SH,机械设备-通用设备-其他通用设备
601336,17,601336.SH,非银金融-保险-保险Ⅲ
300494,33,300494.SZ,传媒-游戏-游戏Ⅲ
600481,17,600481.SH,电力设备-光伏设备-硅料硅片
300101,33,300101.SZ,国防军工-军工电子-军工电子Ⅲ
920278,151,920278.BJ,医药生物-医疗器械-医疗设备
300462,33,300462.SZ,计算机-计算机设备-其他计算机设备
300846,33,300846.SZ,通信-通信服务-通信应用增值服务
002068,33,002068.SZ,基础化工-橡胶制品-炭黑
002988,33,002988.SZ,有色金属-工业金属-铝
301039,33,301039.SZ,汽车-汽车整车-商用载货车
601088,17,601088.SH,煤炭-煤炭开采加工-煤炭开采
002890,33,002890.SZ,机械设备-专用设备-农用机械
300097,33,300097.SZ,机械设备-自动化设备-其他自动化设备
000566,33,000566.SZ,医药生物-化学制药-化学制剂
600056,17,600056.SH,医药生物-医药商业-医药流通
000070,33,000070.SZ,通信-通信设备-通信线缆及配套
301172,33,301172.SZ,计算机-IT服务-IT服务Ⅲ
300402,33,300402.SZ,机械设备-通用设备-金属制品
002004,33,002004.SZ,医药生物-化学制药-化学制剂
000831,33,000831.SZ,有色金属-小金属-稀土
600838,17,600838.SH,商贸零售-零售-百货零售
002250,33,002250.SZ,基础化工-农化制品-农药
301505,33,301505.SZ,建筑装饰-建筑装饰-工程咨询服务
300967,33,300967.SZ,农林牧渔-养殖业-肉鸡养殖
920275,151,920275.BJ,农林牧渔-农产品加工-畜禽饲料
603165,17,603165.SH,轻工制造-造纸-造纸Ⅲ
301331,33,301331.SZ,医药生物-中药-中药Ⅲ
601678,17,601678.SH,基础化工-化学原料-氯碱
000518,33,000518.SZ,医药生物-生物制品-其他生物制品
300042,33,300042.SZ,计算机-计算机设备-其他计算机设备
600161,17,600161.SH,医药生物-生物制品-血液制品
600313,17,600313.SH,农林牧渔-种植业与林业-种子生产
300051,33,300051.SZ,电力设备-光伏设备-光伏电池组件
301060,33,301060.SZ,医药生物-医疗服务-其他医疗服务
688276,17,688276.SH,医药生物-生物制品-疫苗
001207,33,001207.SZ,基础化工-橡胶制品-炭黑
600059,17,600059.SH,食品饮料-饮料制造-其他酒类
300109,33,300109.SZ,基础化工-化学制品-其他化学制品
688765,17,688765.SH,医药生物-生物制品-血液制品
300419,33,300419.SZ,计算机-IT服务-IT服务Ⅲ
300977,33,300977.SZ,建筑装饰-建筑装饰-工程咨询服务
920946,151,920946.BJ,医药生物-化学制药-原料药
600262,17,600262.SH,机械设备-专用设备-能源及重型设备
600227,17,600227.SH,基础化工-农化制品-氮肥
002498,33,002498.SZ,电力设备-电网设备-线缆部件及其他
688757,17,688757.SH,社会服务-其他社会服务-专业服务
301396,33,301396.SZ,计算机-IT服务-IT服务Ⅲ
605086,17,605086.SH,基础化工-非金属材料-非金属材料Ⅲ
300267,33,300267.SZ,医药生物-化学制药-原料药
300438,33,300438.SZ,电力设备-电池-锂电池
600028,17,600028.SH,石油石化-石油加工贸易-石油加工
300227,33,300227.SZ,机械设备-自动化设备-激光设备
600537,17,600537.SH,电力设备-光伏设备-光伏电池组件
300858,33,300858.SZ,基础化工-化学制品-食品及饲料添加剂
300454,33,300454.SZ,计算机-软件开发-横向通用软件
603566,17,603566.SH,农林牧渔-养殖业-动物保健
920033,151,920033.BJ,基础化工-化学制品-其他化学制品
300636,33,300636.SZ,医药生物-化学制药-原料药
003035,33,003035.SZ,公用事业-电力-电能综合服务
300326,33,300326.SZ,医药生物-医疗器械-医疗耗材
600367,17,600367.SH,基础化工-化学原料-无机盐
920414,151,920414.BJ,电力设备-光伏设备-光伏加工设备
603898,17,603898.SH,轻工制造-家居用品-定制家居
300289,33,300289.SZ,医药生物-医疗器械-体外诊断
002552,33,002552.SZ,电子-元件-印制电路板
002335,33,002335.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
000028,33,000028.SZ,医药生物-医药商业-医药流通
600821,17,600821.SH,公用事业-电力-新能源发电
603356,17,603356.SH,机械设备-专用设备-楼宇设备
002628,33,002628.SZ,建筑装饰-建筑装饰-基础建设
300394,33,300394.SZ,通信-通信设备-通信网络设备及器件
300039,33,300039.SZ,医药生物-中药-中药Ⅲ
601339,17,601339.SH,纺织服饰-纺织制造-棉纺
600251,17,600251.SH,农林牧渔-农产品加工-果蔬加工
603878,17,603878.SH,钢铁-钢铁-普钢
300813,33,300813.SZ,机械设备-专用设备-其他专用设备
920050,151,920050.BJ,医药生物-医疗器械-医疗耗材
000752,33,000752.SZ,食品饮料-饮料制造-啤酒
600096,17,600096.SH,基础化工-农化制品-磷肥及磷化工
002295,33,002295.SZ,有色金属-工业金属-铜
002427,33,002427.SZ,基础化工-化学纤维-涤纶
600108,17,600108.SH,农林牧渔-种植业与林业-其他种植业
301017,33,301017.SZ,医药生物-医药商业-药店
603658,17,603658.SH,医药生物-医疗器械-体外诊断
002978,33,002978.SZ,有色金属-小金属-其他小金属
002396,33,002396.SZ,通信-通信设备-通信网络设备及器件
000923,33,000923.SZ,钢铁-钢铁-冶钢原料
001333,33,001333.SZ,基础化工-塑料制品-合成树脂
601618,17,601618.SH,建筑装饰-建筑装饰-专业工程
600618,17,600618.SH,基础化工-化学原料-氯碱
000338,33,000338.SZ,汽车-汽车零部件-底盘与发动机系统
920675,151,920675.BJ,基础化工-非金属材料-非金属材料Ⅲ
301263,33,301263.SZ,医药生物-化学制药-化学制剂
920266,151,920266.BJ,医药生物-中药-中药Ⅲ
300669,33,300669.SZ,机械设备-专用设备-楼宇设备
603393,17,603393.SH,石油石化-油气开采及服务-油气开采
300852,33,300852.SZ,电子-元件-印制电路板
300294,33,300294.SZ,医药生物-生物制品-血液制品
300242,33,300242.SZ,传媒-文化传媒-广告营销
603336,17,603336.SH,农林牧渔-种植业与林业-其他种植业
002759,33,002759.SZ,电力设备-电池-电池化学品
600267,17,600267.SH,医药生物-化学制药-化学制剂
300452,33,300452.SZ,医药生物-化学制药-原料药
600633,17,600633.SH,传媒-游戏-游戏Ⅲ
002348,33,002348.SZ,轻工制造-家居用品-文娱用品
001225,33,001225.SZ,机械设备-专用设备-能源及重型设备
300897,33,300897.SZ,机械设备-通用设备-仪器仪表
300434,33,300434.SZ,医药生物-化学制药-化学制剂
601089,17,601089.SH,医药生物-化学制药-化学制剂
300618,33,300618.SZ,有色金属-能源金属-钴
600188,17,600188.SH,煤炭-煤炭开采加工-煤炭开采
300830,33,300830.SZ,计算机-软件开发-垂直应用软件
002932,33,002932.SZ,医药生物-医疗器械-体外诊断
300530,33,300530.SZ,电力设备-电池-锂电池
002364,33,002364.SZ,电力设备-其他电源设备-其他电源设备Ⅲ
600985,17,600985.SH,煤炭-煤炭开采加工-煤炭开采
603790,17,603790.SH,基础化工-化学制品-纺织化学用品
603093,17,603093.SH,非银金融-多元金融-多元金融Ⅲ
603103,17,603103.SH,传媒-影视院线-影视院线Ⅲ
920261,151,920261.BJ,基础化工-化学制品-聚氨酯
603806,17,603806.SH,电力设备-光伏设备-光伏辅材
301200,33,301200.SZ,机械设备-自动化设备-其他自动化设备
002161,33,002161.SZ,电子-其他电子-其他电子Ⅲ
920685,151,920685.BJ,机械设备-通用设备-仪器仪表
002349,33,002349.SZ,医药生物-中药-中药Ⅲ
001233,33,001233.SZ,汽车-汽车零部件-轮胎轮毂
300781,33,300781.SZ,传媒-文化传媒-广告营销
300471,33,300471.SZ,机械设备-专用设备-其他专用设备
601898,17,601898.SH,煤炭-煤炭开采加工-煤炭开采
601601,17,601601.SH,非银金融-保险-保险Ⅲ
601377,17,601377.SH,非银金融-证券-证券Ⅲ
603838,22,603838.SH,轻工制造-家居用品-其他家居用品
601677,17,601677.SH,有色金属-工业金属-铝
300697,33,300697.SZ,有色金属-工业金属-铜
300889,33,300889.SZ,电子-光学光电子-LED
300009,33,300009.SZ,医药生物-生物制品-其他生物制品
300148,33,300148.SZ,传媒-文化传媒-出版
002828,33,002828.SZ,石油石化-油气开采及服务-油服工程
300475,33,300475.SZ,电子-其他电子-其他电子Ⅲ
002437,33,002437.SZ,医药生物-化学制药-化学制剂
300937,33,300937.SZ,医药生物-医药商业-医药流通
600392,17,600392.SH,有色金属-小金属-稀土
605060,17,605060.SH,机械设备-通用设备-其他通用设备
603713,17,603713.SH,交通运输-物流-物流Ⅲ
300024,33,300024.SZ,机械设备-自动化设备-机器人
920522,151,920522.BJ,电力设备-电池-锂电专用设备
603900,17,603900.SH,纺织服饰-服装家纺-饰品
000788,33,000788.SZ,医药生物-化学制药-化学制剂
600987,17,600987.SH,纺织服饰-纺织制造-印染
600428,17,600428.SH,交通运输-港口航运-航运
605198,17,605198.SH,食品饮料-饮料制造-软饮料
002592,33,002592.SZ,汽车-汽车零部件-底盘与发动机系统
300399,33,300399.SZ,计算机-IT服务-IT服务Ⅲ
300406,33,300406.SZ,医药生物-医疗器械-体外诊断
600812,17,600812.SH,医药生物-化学制药-化学制剂
301085,33,301085.SZ,计算机-IT服务-IT服务Ⅲ
002252,33,002252.SZ,医药生物-生物制品-血液制品
688702,17,688702.SH,电子-半导体-数字芯片设计
000661,33,000661.SZ,医药生物-生物制品-其他生物制品
300623,33,300623.SZ,电子-半导体-分立器件
000597,33,000597.SZ,医药生物-化学制药-化学制剂
002565,33,002565.SZ,轻工制造-包装印刷-包装
605507,17,605507.SH,医药生物-化学制药-原料药
002088,33,002088.SZ,建筑材料-建筑材料-耐火材料
002428,33,002428.SZ,有色金属-小金属-其他小金属
002076,33,002076.SZ,电子-光学光电子-LED
600777,22,600777.SH,石油石化-油气开采及服务-油气开采
301040,33,301040.SZ,电力设备-风电设备-风电零部件
002345,33,002345.SZ,纺织服饰-服装家纺-饰品
688653,17,688653.SH,电子-半导体-模拟芯片设计
300233,33,300233.SZ,医药生物-化学制药-化学制剂
300986,33,300986.SZ,建筑材料-建筑材料-其他建材
000807,33,000807.SZ,有色金属-工业金属-铝
603739,17,603739.SH,基础化工-化学制品-食品及饲料添加剂
001311,33,001311.SZ,汽车-汽车零部件-其他汽车零部件
920099,151,920099.BJ,建筑装饰-建筑装饰-专业工程
