code,涨停原因类别[20260123],market_code,股票代码
002931,优必选入主+机器人概念+园林机械,33,002931.SZ
002943,光伏概念+碳化硅设备+消费电子+机器人概念,33,002943.SZ
002993,AI服务器电源+机器人电源+光伏逆变器,33,002993.SZ
003004,AI医疗+智能安检+军工信息化+亏损收窄,33,003004.SZ
003038,铝型材+人形机器人+光伏概念+飞行汽车,33,003038.SZ
003041,股权转让+AI智能体+毛毯龙头,33,003041.SZ
003042,供销社+中俄贸易+农药原药,33,003042.SZ
300051,HJT电池+航天应用+定增4.7亿,33,300051.SZ
300102,太空光伏+商业航天+砷化镓电池+光通信芯片,33,300102.SZ
300118,太空光伏+HJT+光储一体化,33,300118.SZ
300345,晶澳增资+光伏硅片+人形机器人,33,300345.SZ
300385,预重整+固废处理+常州国资,33,300385.SZ
300391,退市风险+中药大健康+光伏设备,33,300391.SZ
300436,乙肝创新药+国家专项+III期临床,33,300436.SZ
300724,光伏设备+半导体设备+三季报增长,33,300724.SZ
300751,光伏设备+HBM设备,33,300751.SZ
300780,商业航天+机器人+机械传动,33,300780.SZ
300861,光伏+金刚石线+钨丝金刚线,33,300861.SZ
300986,此前完成停牌核查+AI4S+铝模+一带一路,33,300986.SZ
301149,聚醚扩产+人形机器人+新材料,33,301149.SZ
301232,商业航天+风电紧固件+扭亏为盈,33,301232.SZ
600076,拟购宇邦半导体51%股权+拟转让林地资产+集装箱底板+国企改革,17,600076.SH
600118,商业航天+卫星研制+央企,17,600118.SH
600228,AI导购+电商零售+毛利率转正,22,600228.SH
600293,硅能源+电子玻璃+国企改革,17,600293.SH
600307,钢铁+甘肃国资+可控核聚变,17,600307.SH
600340,机器人+债务重组+产业新城,17,600340.SH
600481,光伏硅料+中标空冷+氢能装备,17,600481.SH
600498,商业航天+光通信+央企,17,600498.SH
600525,电网设备+储能中标+新能源合同,22,600525.SH
600531,白银+黄金+铅铜龙头+国企改革,17,600531.SH
600537,光伏设备+钙钛矿电池+TOPCon电池+超跌反弹,17,600537.SH
600552,商业航天+太空光伏+固态电池+央企,17,600552.SH
600586,钙钛矿电池+TCO玻璃+光伏概念,17,600586.SH
600732,BC电池+海外高溢价+业绩减亏+光伏设备,17,600732.SH
600735,控股股东破产重整+机器人概念+发制品出口,22,600735.SH
600774,创新药+辅助生殖+聚乳酸,17,600774.SH
600879,商业航天+增资+央企,17,600879.SH
600916,金价新高+黄金销售+央企,17,600916.SH
600959,商业航天+算力云网+江苏国资,17,600959.SH
600986,AI营销+GEO概念+浙江国资,17,600986.SH
601012,光伏组件+BC电池+储能布局,17,601012.SH
601118,海南自贸区+橡胶龙头+海南国资,17,601118.SH
601212,黄金+白银+锂电材料,17,601212.SH
601615,收购芯片+氢能燃机+风电龙头+复牌,17,601615.SH
601702,铝板带箔+特斯拉+新能源汽车,17,601702.SH
603051,太空光伏+人形机器人+电子皮肤,17,603051.SH
603078,上海国资入主+芯片材料+光刻胶+复牌,17,603078.SH
603095,纺织机械+高端装备,17,603095.SH
603130,增资智造+革基布龙头+定增扩产,17,603130.SH
603138,国产数据库+AI向量+信创,17,603138.SH
603200,固态电池+液冷服务器+低空经济,17,603200.SH
603212,钙钛矿电池+半导体材料+AI新材料,17,603212.SH
603261,航空装备+C919配套,22,603261.SH
603396,光伏设备+钙钛矿电池+海外布局,17,603396.SH
603612,固态电池+预焙阳极+海外扩产,17,603612.SH
603773,商业航天+玻璃基板+CPO+MiniLED,17,603773.SH
603806,太空光伏+光伏胶膜+AI PCB,17,603806.SH
603843,智算服务+有色金属+基建转型,22,603843.SH
603878,不锈钢管+核电+光热发电,17,603878.SH
603920,人形机器人+商业航天+佛山国资,17,603920.SH
603939,连锁药房+政策利好+线上提速,17,603939.SH
605016,业绩高增+阿洛酮糖+功能糖,17,605016.SH
605598,商业航天+钙钛矿电池+一带一路,17,605598.SH
688002,2025年报预增+商业航天+红外芯片,17,688002.SH
688223,太空光伏+钙钛矿叠层+TOPCon龙头,17,688223.SH
688270,商业航天+卫星通信+芯片供应商,17,688270.SH
688323,商业航天+PI薄膜+国产替代,17,688323.SH
688516,太空光伏+光模块AOI+半导体封测+光伏设备,17,688516.SH
688556,光伏切割+人形机器人+钨丝腱绳,17,688556.SH
688726,钙钛矿设备+BC电池,17,688726.SH
920368,光伏设备+半导体装备+隆基绿能,151,920368.BJ
920414,光伏检测+AI视觉,151,920414.BJ
