market_code,涨停原因类别[20260122],股票代码,code
33,存储芯片+AI算力+深圳国资,002183.SZ,002183
33,商业航天+低轨卫星+T/R芯片,001270.SZ,001270
33,燃气并购+天然气+PE管道+中油燃气,000407.SZ,000407
33,AI服务器+PCB龙头+泰国扩产+商业航天,002938.SZ,002938
33,退市风险+中药大健康+光伏设备,300391.SZ,300391
17,纺织机械+高端装备,603095.SH,603095
33,,002131.SZ,002131
17,智算集群+算力合同+AI应用+动力电池,603220.SH,603220
33,油服工程+天然气+页岩气+改性材料,002629.SZ,002629
17,丝杠送样+三季报增长+冷成形龙头+比亚迪概念,603040.SH,603040
22,酱香型白酒+退市风险+直播电商,600696.SH,600696
33,PCB+AI服务器+泰国工厂,002815.SZ,002815
33,电子特气+业绩预增+航天制造,301286.SZ,301286
33,AI服务器+原料药制剂一体化,002898.SZ,002898
17,上海国资入主+芯片材料+光刻胶+复牌,603078.SH,603078
33,服务器PCB+业绩预增+产能扩张,001389.SZ,001389
33,商业航天+军工装备+储能,002519.SZ,002519
33,Q4业绩大增+AI应用+跨境出口电商,300592.SZ,300592
33,业绩扭亏+AI智能体+信创软件,002279.SZ,002279
17,人形机器人+商业航天+广州国资入主,603305.SH,603305
17,MiniLED+LED驱动芯片+三季度扭亏,688699.SH,688699
33,商业航天+燃气轮机+航空锻件,300775.SZ,300775
33,太空光伏+配售H股+TOPCon电池,002865.SZ,002865
17,铌酸锂晶体+商业航天+蓝宝石+PCB,600330.SH,600330
33,控制权变更+三片罐龙头+饮料灌装,002969.SZ,002969
33,盐湖提锂+城市更新+地产开发,000036.SZ,000036
17,机器人+无人机+光学镜头+三季报增长,605118.SH,605118
17,军工装备+长江发动机+央企,600391.SH,600391
17,锂盐+防护手套+越南基地,603665.SH,603665
33,柴油发电机+数据中心+山东国资,000880.SZ,000880
17,平煤神马入主+煤炭开采+河南国资重组,600403.SH,600403
33,年报预增+旧梯改造+一带一路,002689.SZ,002689
17,OCS订单+光通信+商业航天,688195.SH,688195
22,智算服务+矿产,603843.SH,603843
33,,000821.SZ,000821
17,人形机器人+柔性传感器+定增获批,605488.SH,605488
